# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.0876255,-1.0876255,-0.9898520,2917.5065328,1623.3187154,11188.9289679,142.1884212,8617.2587676,2826.1679806,2377.9591221,3439.2699080,2175.1852795,2917.5065328,1607.6776160,11188.9289679,128.0804735,8617.2587676,2826.1679806,2377.9591221,3439.2699080,2175.1852795
-1.0826255,-1.0826255,-0.9848520,2845.3925624,1665.6956163,10895.6305370,139.9691951,8410.8662034,2894.4903580,2305.8760933,3354.2591614,2121.4197625,2845.3925624,1650.0545169,10895.6305370,124.4809245,8410.8662034,2894.4903580,2305.8760933,3354.2591614,2121.4197625
-1.0776255,-1.0776255,-0.9798520,2858.5224144,1754.4497861,10949.2339858,140.8383340,8448.5651820,3035.7310985,2319.0136108,3369.7371405,2131.2088960,2858.5224144,1738.8086868,10949.2339858,125.2110003,8448.5651820,3035.7310985,2319.0136108,3369.7371405,2131.2088960
-1.0726255,-1.0726255,-0.9748520,2969.6030153,1868.2767440,11400.7787750,147.3399956,8766.2663840,3241.0205577,2430.0980274,3500.6832630,2214.0264956,2969.6030153,1868.2767440,11400.7787750,131.7024873,8766.2663840,3241.0205577,2430.0980274,3500.6832630,2214.0264956
-1.0676255,-1.0676255,-0.9698520,3196.9967842,2034.0774744,12324.0609396,160.7282108,9415.8992520,3503.4855231,2657.5123864,3768.7438613,2383.5629039,3196.9967842,2034.0774744,12324.0609396,145.0909309,9415.8992520,3503.4855231,2657.5123864,3768.7438613,2383.5629039
-1.0626255,-1.0626255,-0.9648520,3566.7651790,2232.6917269,13823.8121154,182.6025099,10471.1718535,3817.5926353,3027.3399449,4204.6411932,2659.2485828,3566.7651790,2232.6917269,13823.8121154,166.9912603,10471.1718535,3817.5926353,3027.3399449,4204.6411932,2659.2485828
-1.0576255,-1.0576255,-0.9598520,4115.5002241,2461.1595464,16047.0292462,212.7849686,12035.5496223,4178.6749477,3576.1956908,4851.5113566,3068.3651962,4115.5002241,2461.1595464,16047.0292462,198.4226825,12035.5496223,4178.6749477,3576.1956908,4851.5113566,3068.3651962
-1.0526255,-1.0526255,-0.9548520,4590.4941110,2716.8750514,18530.7848039,237.6312324,13473.9721441,4582.6112546,4267.0913429,5411.4525816,3422.5031216,4590.4941110,2716.8750514,18530.7848039,222.1743488,13473.9721441,4582.6112546,4267.0913429,5411.4525816,3422.5031216
-1.0476255,-1.0476255,-0.9498520,5054.7817472,2997.4661766,20420.2697694,264.8423391,14800.2518686,5025.6381322,4733.6865489,5958.7728627,3768.6588611,5054.7817472,2997.4661766,20420.2697694,249.5522193,14800.2518686,5025.6381322,4733.6865489,5958.7728627,3768.6588611
-1.0426255,-1.0426255,-0.9448520,5581.4168703,3300.7503006,22559.8080348,295.2743202,16302.4511046,5504.2807020,5262.7498014,6579.5907808,4161.2985878,5581.4168703,3300.7503006,22559.8080348,280.7855005,16302.4511046,5504.2807020,5262.7498014,6579.5907808,4161.2985878
-1.0376255,-1.0376255,-0.9398520,6138.8578869,3624.7582619,24968.8442171,327.1989603,17914.8654258,6015.3904315,5859.4520270,7236.7238813,4576.9060525,6138.8578869,3624.7582619,24968.8442171,311.9678615,17914.8654258,6015.3904315,5859.4520270,7236.7238813,4576.9060525
-1.0326255,-1.0326255,-0.9348520,6681.2357833,3967.8186262,27678.5018571,359.3282645,19467.3137551,6556.2772554,6531.8915675,7876.0999913,4981.2830104,6681.2357833,3967.8186262,27678.5018571,343.7015291,19467.3137551,6556.2772554,6531.8915675,7876.0999913,4981.2830104
-1.0276255,-1.0276255,-0.9298520,7251.4603306,4328.6915956,30266.7664289,392.8690894,21097.3281968,7124.9194302,7291.6150348,8548.3028139,5406.4214042,7251.4603306,4328.6915956,30266.7664289,377.2282602,21097.3281968,7124.9194302,7291.6150348,8548.3028139,5406.4214042
-1.0226255,-1.0226255,-0.9248520,7848.4369961,4706.7380593,32691.6749649,428.1590670,22801.3437862,7720.2284400,7976.6455522,9252.0420715,5851.5051907,7848.4369961,4706.7380593,32691.6749649,412.5196343,22801.3437862,7720.2284400,7976.6455522,9252.0420715,5851.5051907
-1.0176255,-1.0176255,-0.9198520,8472.2928592,5102.1044990,35221.5079363,465.2355169,24579.2659034,8342.3388011,8602.2469173,9987.4675702,6316.6291158,8472.2928592,5102.1044990,35221.5079363,449.6221124,24579.2659034,8342.3388011,8602.2469173,9987.4675702,6316.6291158
-1.0126255,-1.0126255,-0.9148520,9124.6532964,5515.8994412,37862.1323522,503.6262180,26435.2652433,8992.8847782,9256.4218145,10756.4953669,6803.0050001,9124.6532964,5515.8994412,37862.1323522,488.6734636,26435.2652433,8992.8847782,9256.4218145,10756.4953669,6803.0050001
-1.0076255,-1.0076255,-0.9098520,9766.9122166,5950.3326581,40393.7496996,538.6006225,28306.5860017,9675.2190479,9833.1320746,11513.6151034,7281.8495659,9766.9122166,5950.3326581,40393.7496996,523.1178052,28306.5860017,9675.2190479,9833.1320746,11513.6151034,7281.8495659
-1.0026255,-1.0026255,-0.9048520,10322.3670378,6404.7742959,42650.1786673,571.6308801,29892.2120633,10254.6088921,10390.1251835,12168.4067998,7695.9761966,10322.3670378,6404.7742959,42650.1786673,555.9918377,29892.2120633,10254.6088921,10390.1251835,12168.4067998,7695.9761966
-0.9976255,-0.9976255,-0.8998520,10905.7797946,6774.6656328,45017.5784544,606.3313283,31556.0625428,10836.5126483,10975.0469408,12856.1563955,8130.9472330,10905.7797946,6774.6656328,45017.5784544,590.6902451,31556.0625428,10836.5126483,10975.0469408,12856.1563955,8130.9472330
-0.9926255,-0.9926255,-0.8948520,11527.7296077,7169.4579869,47538.6535531,643.5077685,33328.2027155,11456.9892360,11598.4699794,13589.3349685,8594.6500775,11527.7296077,7169.4579869,47538.6535531,627.8666692,33328.2027155,11456.9892360,11598.4699794,13589.3349685,8594.6500775
-0.9876255,-0.9876255,-0.8898520,12200.2749814,7596.8903103,50262.1160811,683.9050225,35242.9252658,12128.1040587,12272.4459041,14382.1575516,9096.0751061,12200.2749814,7596.8903103,50262.1160811,668.2639231,35242.9252658,12128.1040587,12272.4459041,14382.1575516,9096.0751061
-0.9826255,-0.9826255,-0.8848520,12936.2400766,8065.1909505,53239.7962787,728.3116831,37336.7168120,12862.6885288,13009.7916244,15249.7417632,9644.7835402,12936.2400766,8065.1909505,53239.7962787,712.6705838,37336.7168120,12862.6885288,13009.7916244,15249.7417632,9644.7835402
-0.9776255,-0.9776255,-0.8798520,13748.2675253,8582.4711491,56522.8110826,777.5042837,39645.5614425,13673.3928208,13823.1422298,16206.9912286,10250.2012602,13748.2675253,8582.4711491,56522.8110826,761.8631843,39645.5614425,13673.3928208,13823.1422298,16206.9912286,10250.2012602
-0.9726255,-0.9726255,-0.8748520,14647.6627646,9155.9848112,60156.8928295,832.1765713,42201.6530440,14571.5301415,14723.7953876,17267.2332356,10920.7571828,14647.6627646,9155.9848112,60156.8928295,816.5354719,42201.6530440,14571.5301415,14723.7953876,17267.2332356,10920.7571828
-0.9676255,-0.9676255,-0.8698520,15643.0790293,9791.2859582,64177.0774858,892.8586169,45029.6567227,15565.7616580,15720.3964005,18440.6685533,11662.9028409,15643.0790293,9791.2859582,64177.0774858,877.2176940,45029.6567227,15565.7616580,15720.3964005,18440.6685533,11662.9028409
-0.9626255,-0.9626255,-0.8648520,16739.1186683,10491.3323021,68602.0585012,946.1392126,48142.7347329,16660.6977473,16817.5395893,19732.7226091,12480.0695762,16739.1186683,10491.3323021,68602.0585012,930.5084333,48142.7347329,16660.6977473,16817.5395893,19732.7226091,12480.0695762
-0.9576255,-0.9576255,-0.8598520,17306.2537240,10867.4951960,71165.4758800,979.8227096,49957.6614660,17244.9579342,17367.5495139,20401.2834192,12902.9045590,17306.2537240,10867.4951960,71165.4758800,964.1816102,49957.6614660,17244.9579342,17367.5495139,20401.2834192,12902.9045590
-0.9526255,-0.9526255,-0.8548520,17260.7325678,11236.6645345,69942.1725554,1010.5500516,49384.9461806,17383.6030220,17137.8621136,20347.6213138,12868.9656637,17260.7325678,11236.6645345,69942.1725554,995.0445050,49384.9461806,17383.6030220,17137.8621136,20347.6213138,12868.9656637
-0.9476255,-0.9476255,-0.8498520,16800.9927201,10953.6808221,68148.7481802,979.7906409,48118.8538959,16923.0758018,16678.9096385,19805.6621423,12526.2005875,16800.9927201,10953.6808221,68148.7481802,964.1495416,48118.8538959,16923.0758018,16678.9096385,19805.6621423,12526.2005875
-0.9426255,-0.9426255,-0.8448520,16340.9825117,10653.4890020,66354.2165034,948.9086988,46852.1564424,16462.4141320,16219.5508913,19263.3842589,12183.2339402,16340.9825117,10653.4890020,66354.2165034,933.2675994,46852.1564424,16462.4141320,16219.5508913,19263.3842589,12183.2339402
-0.9376255,-0.9376255,-0.8398520,15888.5834555,10358.5480890,64588.5015077,918.6153833,45605.9782433,16009.4843710,15767.6825399,18730.0786971,11845.9418874,15888.5834555,10358.5480890,64588.5015077,902.9742839,45605.9782433,16009.4843710,15767.6825399,18730.0786971,11845.9418874
-0.9326255,-0.9326255,-0.8348520,15447.7480357,10071.4801433,62865.8621813,889.2346404,44390.4098149,15568.2240019,15327.2720695,18210.4047987,11517.2712555,15447.7480357,10071.4801433,62865.8621813,873.5935411,44390.4098149,15568.2240019,15327.2720695,18210.4047987,11517.2712555
-0.9276255,-0.9276255,-0.8298520,15018.6051098,9792.4415469,61185.3546807,860.8436586,43204.8318108,15138.7473273,14898.4628923,17704.5144658,11197.3181158,15018.6051098,9792.4415469,61185.3546807,845.2025592,43204.8318108,15138.7473273,14898.4628923,17704.5144658,11197.3181158
-0.9226255,-0.9226255,-0.8248520,14597.9672031,9519.4467694,59532.9072452,833.3029270,42039.3745809,14717.8530324,14478.0813738,17208.6501795,10883.7060048,14597.9672031,9519.4467694,59532.9072452,817.6618277,42039.3745809,14717.8530324,14478.0813738,17208.6501795,10883.7060048
-0.9176255,-0.9176255,-0.8198520,14180.1361858,9248.8839244,57884.5901646,806.3050694,40877.2192314,14299.8301005,14060.4422712,16716.0947633,10572.1866071,14180.1361858,9248.8839244,57884.5901646,790.6639701,40877.2192314,14299.8301005,14060.4422712,16716.0947633,10572.1866071
-0.9126255,-0.9126255,-0.8148520,13757.8883025,8976.1457999,56210.6006741,779.4351077,39697.4022330,13877.4430417,13638.3335633,16218.3325741,10257.3741569,13757.8883025,8976.1457999,56210.6006741,763.7940084,39697.4022330,13877.4430417,13638.3335633,16218.3325741,10257.3741569
-0.9076255,-0.9076255,-0.8098520,13323.5171771,8696.2985544,54479.4731045,752.2346712,38477.7789070,13442.9750565,13204.0592977,15706.2790367,9933.5230645,13323.5171771,8696.2985544,54479.4731045,736.5935719,38477.7789070,13442.9750565,13204.0592977,15706.2790367,9933.5230645
-0.9026255,-0.9026255,-0.8048520,12869.8230997,8404.7164869,52662.0635733,724.2632708,37197.8285483,12989.2174367,12750.4287626,15171.4468537,9595.2654916,12869.8230997,8404.7164869,52662.0635733,708.6221714,37197.8285483,12989.2174367,12750.4287626,15171.4468537,9595.2654916
-0.8976255,-0.8976255,-0.7998520,12390.9563939,8097.6237887,50734.9371962,695.1509582,35841.0393353,12510.3130032,12271.5997845,14606.9401996,9238.2401353,12390.9563939,8097.6237887,50734.9371962,679.5098589,35841.0393353,12510.3130032,12271.5997845,14606.9401996,9238.2401353
-0.8926255,-0.8926255,-0.7948520,11883.0490222,7772.5010602,48682.8924250,664.6383073,34396.6862161,12002.3877407,11763.7103038,14008.1992817,8859.5631295,11883.0490222,7772.5010602,48682.8924250,648.9972080,34396.6862161,12002.3877407,11763.7103038,14008.1992817,8859.5631295
-0.8876255,-0.8876255,-0.7898520,11344.5984410,7428.3334839,46500.4780893,632.5904484,32860.9000872,11463.9346432,11225.2622388,13373.4528432,8458.1142331,11344.5984410,7428.3334839,46500.4780893,616.9603685,32860.9000872,11463.9346432,11225.2622388,13373.4528432,8458.1142331
-0.8826255,-0.8826255,-0.7848520,10554.0441264,6996.5996890,43247.1159655,582.4248349,30624.2131315,10711.4871619,10396.6010908,12441.5167415,7868.7060901,10554.0441264,6996.5996890,43247.1159655,566.7869003,30624.2131315,10711.4871619,10396.6010908,12441.5167415,7868.7060901
-0.8776255,-0.8776255,-0.7798520,9629.1340232,6407.8915293,39511.9386872,526.4762739,27997.6091984,9788.4322410,9469.8358054,11351.1968229,7179.1272258,9629.1340232,6407.8915293,39511.9386872,510.8351752,27997.6091984,9788.4322410,9469.8358054,11351.1968229,7179.1272258
-0.8726255,-0.8726255,-0.7748520,8798.7486539,5880.0522781,36148.8115905,476.7640446,25633.0464885,8959.7162483,8637.7810595,10372.3063284,6560.0225173,8798.7486539,5880.0522781,36148.8115905,461.1229452,25633.0464885,8959.7162483,8637.7810595,10372.3063284,6560.0225173
-0.8676255,-0.8676255,-0.7698520,8045.6351662,5401.9101990,33090.0655797,432.1335306,23482.8260097,8208.0980040,7883.1723285,9484.5069263,5998.5288741,8045.6351662,5401.9101990,33090.0655797,416.4924312,23482.8260097,8208.0980040,7883.1723285,9484.5069263,5998.5288741
-0.8626255,-0.8626255,-0.7648520,7357.3326901,4965.3805775,30287.2148986,391.7285699,21512.7616880,7521.1311874,7193.5341928,8673.1092594,5485.3559310,7357.3326901,4965.3805775,30287.2148986,376.0874708,21512.7616880,7521.1311874,7193.5341928,8673.1092594,5485.3559310
