# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol],UMincarbring(d)[kj/mol]
-0.1528556,-0.1528556,-0.0000000,133372.4486450,133372.4486450
-0.1428556,-0.1428556,0.0100000,132558.8317175,132558.8317175
-0.1328556,-0.1328556,0.0200000,149135.3028829,149135.3028829
-0.1228556,-0.1228556,0.0300000,163289.0048349,163289.0048349
-0.1128556,-0.1128556,0.0400000,139165.6870908,139165.6870908
-0.1028556,-0.1028556,0.0500000,108640.5702727,108640.5702727
-0.0928556,-0.0928556,0.0600000,79593.1778820,79593.1778820
-0.0828556,-0.0828556,0.0700000,74638.7449512,74638.7449512
-0.0728556,-0.0728556,0.0800000,82205.3384057,82205.3384057
-0.0628556,-0.0628556,0.0900000,73022.3983692,73022.3983692
-0.0528556,-0.0528556,0.1000000,62308.2297925,62308.2297925
-0.0428556,-0.0428556,0.1100000,45660.2976077,45660.2976077
-0.0328556,-0.0328556,0.1200000,33205.1247022,33205.1247022
-0.0228556,-0.0228556,0.1300000,23893.0560565,23893.0560565
-0.0128556,-0.0128556,0.1400000,16505.0131965,16505.0131965
-0.0028556,-0.0028556,0.1500000,10150.3674617,10150.3674617
0.0071444,0.0071444,0.1600000,6278.7357345,6278.7357345
0.0171444,0.0171444,0.1700000,3891.0165009,3891.0165009
0.0271444,0.0271444,0.1800000,2403.1132314,2403.1132314
0.0371444,0.0371444,0.1900000,1493.9923485,1468.1728685
0.0471444,0.0471444,0.2000000,902.8342469,877.1349767
0.0571444,0.0571444,0.2100000,527.6512095,502.2247333
0.0671444,0.0671444,0.2200000,289.4058634,264.3411817
0.0771444,0.0771444,0.2300000,138.6125241,113.9464438
0.0871444,0.0871444,0.2400000,43.9385087,19.7000849
0.0971444,0.0971444,0.2500000,-14.6406764,-38.3970606
0.1071444,0.1071444,0.2600000,-50.0195646,-73.1956839
0.1171444,0.1171444,0.2700000,-70.5846058,-92.9957694
0.1271444,0.1271444,0.2800000,-81.8014461,-103.1760887
0.1371444,0.1371444,0.2900000,-87.1120210,-107.2280004
0.1471444,0.1471444,0.3000000,-89.1362082,-107.4179271
0.1571444,0.1571444,0.3100000,-89.3341953,-105.2154033
0.1671444,0.1671444,0.3200000,-87.6192208,-101.6634748
0.1771444,0.1771444,0.3300000,-84.4001427,-97.7422032
0.1871444,0.1871444,0.3400000,-80.7972246,-93.7840556
0.1971444,0.1971444,0.3500000,-78.3377003,-92.1124399
0.2071444,0.2071444,0.3600000,-76.2405163,-89.5580320
0.2171444,0.2171444,0.3700000,-73.5135430,-86.0987826
0.2271444,0.2271444,0.3800000,-71.0913391,-85.2741744
0.2371444,0.2371444,0.3900000,-71.8416519,-88.4202314
0.2471444,0.2471444,0.4000000,-72.1701266,-87.9144463
0.2571444,0.2571444,0.4100000,-70.6824829,-85.1001881
0.2671444,0.2671444,0.4200000,-68.1993918,-80.9281669
0.2771444,0.2771444,0.4300000,-65.2402593,-76.9768407
0.2871444,0.2871444,0.4400000,-62.7490695,-74.8770792
0.2971444,0.2971444,0.4500000,-61.0295859,-74.1618464
0.3071444,0.3071444,0.4600000,-58.9014452,-71.5278784
0.3171444,0.3171444,0.4700000,-56.0649160,-67.7857578
0.3271444,0.3271444,0.4800000,-52.8347551,-63.5942126
0.3371444,0.3371444,0.4900000,-49.8043747,-59.1803380
0.3471444,0.3471444,0.5000000,-47.5484381,-56.6346234
0.3571444,0.3571444,0.5100000,-45.7498498,-54.4861079
0.3671444,0.3671444,0.5200000,-43.8861614,-51.7000710
0.3771444,0.3771444,0.5300000,-41.8146607,-48.9913743
0.3871444,0.3871444,0.5400000,-39.5639132,-46.7279378
0.3971444,0.3971444,0.5500000,-37.2241738,-44.3737857
0.4071444,0.4071444,0.5600000,-34.8857779,-41.8541295
0.4171444,0.4171444,0.5700000,-32.5911403,-39.1298374
0.4271444,0.4271444,0.5800000,-30.3401851,-36.4876675
0.4371444,0.4371444,0.5900000,-28.1304155,-34.0138531
0.4471444,0.4471444,0.6000000,-25.9809830,-31.5718655
0.4571444,0.4571444,0.6100000,-23.9260150,-29.2151967
0.4671444,0.4671444,0.6200000,-21.9978543,-26.9867796
0.4771444,0.4771444,0.6300000,-20.2173186,-24.9105668
0.4871444,0.4871444,0.6400000,-18.5924099,-23.0034206
0.4971444,0.4971444,0.6500000,-17.1211000,-21.2425284
0.5071444,0.5071444,0.6600000,-15.7949171,-19.6243460
0.5171444,0.5171444,0.6700000,-14.6019588,-18.1423108
0.5271444,0.5271444,0.6800000,-13.5290207,-16.7884680
0.5371444,0.5371444,0.6900000,-12.5629380,-15.5562818
0.5471444,0.5471444,0.7000000,-11.6913396,-14.4383543
0.5571444,0.5571444,0.7100000,-10.9030088,-13.4182107
0.5671444,0.5671444,0.7200000,-10.1879985,-12.4870294
0.5771444,0.5771444,0.7300000,-9.5376062,-11.6364854
0.5871444,0.5871444,0.7400000,-8.9442775,-10.8588687
0.5971444,0.5971444,0.7500000,-8.4014799,-10.1471262
0.6071444,0.6071444,0.7600000,-7.9035711,-9.4948591
0.6171444,0.6171444,0.7700000,-7.4456738,-8.8962940
0.6271444,0.6271444,0.7800000,-7.0235636,-8.3462409
0.6371444,0.6371444,0.7900000,-6.6335709,-7.8400446
0.6471444,0.6471444,0.8000000,-6.2724979,-7.3735357
0.6571444,0.6571444,0.8100000,-5.9375471,-6.9429816
0.6671444,0.6671444,0.8200000,-5.6262621,-6.5451180
0.6771444,0.6771444,0.8300000,-5.3364781,-6.1768622
0.6871444,0.6871444,0.8400000,-5.0662800,-5.8355362
0.6971444,0.6971444,0.8500000,-4.8139673,-5.5187399
0.7071444,0.7071444,0.8600000,-4.5780253,-5.2243187
0.7171444,0.7171444,0.8700000,-4.3570998,-4.9503364
0.7271444,0.7271444,0.8800000,-4.1499770,-4.6950512
0.7371444,0.7371444,0.8900000,-3.9555651,-4.4568936
0.7471444,0.7471444,0.9000000,-3.7728796,-4.2344482
0.7571444,0.7571444,0.9100000,-3.6010307,-4.0264362
0.7671444,0.7671444,0.9200000,-3.4392118,-3.8317009
0.7771444,0.7771444,0.9300000,-3.2866902,-3.6491948
0.7871444,0.7871444,0.9400000,-3.1427991,-3.4779675
0.7971444,0.7971444,0.9500000,-3.0069302,-3.3171559
0.8071444,0.8071444,0.9600000,-2.8785274,-3.1662872
0.8171444,0.8171444,0.9700000,-2.7570819,-3.0243396
0.8271444,0.8271444,0.9800000,-2.6421268,-2.8905996
0.8371444,0.8371444,0.9900000,-2.5332332,-2.7644804
0.8471444,0.8471444,1.0000000,-2.4300069,-2.6454448
0.8571444,0.8571444,1.0100000,-2.3320841,-2.5330006
0.8671444,0.8671444,1.0200000,-2.2391298,-2.4266961
0.8771444,0.8771444,1.0300000,-2.1508339,-2.3261164
0.8871444,0.8871444,1.0400000,-2.0669100,-2.2308799
0.8971444,0.8971444,1.0500000,-1.9870928,-2.1406353
0.9071444,0.9071444,1.0600000,-1.9111360,-2.0550589
0.9171444,0.9171444,1.0700000,-1.8388114,-1.9738518
0.9271444,0.9271444,1.0800000,-1.7699068,-1.8967381
0.9371444,0.9371444,1.0900000,-1.7042246,-1.8234626
0.9471444,0.9471444,1.1000000,-1.6415813,-1.7537891
0.9571444,0.9571444,1.1100000,-1.5818053,-1.6874988
0.9671444,0.9671444,1.1200000,-1.5247371,-1.6243888
0.9771444,0.9771444,1.1300000,-1.4702274,-1.5642705
0.9871444,0.9871444,1.1400000,-1.4181369,-1.5069690
0.9971444,0.9971444,1.1500000,-1.3683351,-1.4523214
1.0071444,1.0071444,1.1600000,-1.3207001,-1.4001761
1.0171444,1.0171444,1.1700000,-1.2751177,-1.3503921
1.0271444,1.0271444,1.1800000,-1.2314806,-1.3028374
1.0371444,1.0371444,1.1900000,-1.1896884,-1.2573894
1.0471444,1.0471444,1.2000000,-1.1496468,-1.2139677
1.0571444,1.0571444,1.2100000,-1.1112671,-1.1724651
1.0671444,1.0671444,1.2200000,-1.0744660,-1.1327387
1.0771444,1.0771444,1.2300000,-1.0391652,-1.0946951
1.0871444,1.0871444,1.2400000,-1.0052909,-1.0582472
1.0971444,1.0971444,1.2500000,-0.9727737,-1.0233129
1.1071444,1.1071444,1.2600000,-0.9415479,-0.9898153
1.1171444,1.1171444,1.2700000,-0.9115520,-0.9576823
