# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.0782046,-0.0782046,0.0000000,18917.2381248,18917.2381248
-0.0682046,-0.0682046,0.0100000,15245.5185286,15245.5185286
-0.0582046,-0.0582046,0.0200000,12679.0366148,12679.0366148
-0.0482046,-0.0482046,0.0300000,10964.1393572,10964.1393572
-0.0382046,-0.0382046,0.0400000,9884.3943387,9884.3943387
-0.0282046,-0.0282046,0.0500000,9251.3355838,9251.3355838
-0.0182046,-0.0182046,0.0600000,8758.2354639,8758.2354639
-0.0082046,-0.0082046,0.0700000,7858.4128570,7858.4128570
0.0017954,0.0017954,0.0800000,7673.3826946,7673.3826946
0.0117954,0.0117954,0.0900000,7652.0205555,7652.0205555
0.0217954,0.0217954,0.1000000,8290.0758559,8290.0758559
0.0317954,0.0317954,0.1100000,7166.6084532,7166.6084532
0.0417954,0.0417954,0.1200000,6412.5966378,6412.5966378
0.0517954,0.0517954,0.1300000,5604.0028365,5604.0028365
0.0617954,0.0617954,0.1400000,4962.2431892,4962.2431892
0.0717954,0.0717954,0.1500000,4818.1670623,4818.1670623
0.0817954,0.0817954,0.1600000,4775.0267764,4775.0267764
0.0917954,0.0917954,0.1700000,3771.4567079,3771.4567079
0.1017954,0.1017954,0.1800000,2705.8728414,2705.8728414
0.1117954,0.1117954,0.1900000,1912.0221702,1912.0221702
0.1217954,0.1217954,0.2000000,1352.1580305,1333.2321747
0.1317954,0.1317954,0.2100000,937.3383559,918.4125001
0.1417954,0.1417954,0.2200000,644.0511022,625.1252465
0.1517954,0.1517954,0.2300000,438.9293323,420.0034765
0.1617954,0.1617954,0.2400000,296.7357555,277.8098997
0.1717954,0.1717954,0.2500000,198.9100229,179.9841671
0.1817954,0.1817954,0.2600000,132.0792198,113.1534003
0.1917954,0.1917954,0.2700000,86.7438586,67.8256936
0.2017954,0.2017954,0.2800000,56.1243836,37.3367451
0.2117954,0.2117954,0.2900000,35.2864921,17.0439107
0.2217954,0.2217954,0.3000000,20.9697267,3.7307026
0.2317954,0.2317954,0.3100000,11.2012704,-4.8227703
0.2417954,0.2417954,0.3200000,4.5723414,-10.1445024
0.2517954,0.2517954,0.3300000,0.0108089,-13.2842084
0.2617954,0.2617954,0.3400000,-3.2354458,-14.9618876
0.2717954,0.2717954,0.3500000,-5.7052146,-15.9289359
0.2817954,0.2817954,0.3600000,-7.7000425,-16.3220679
0.2917954,0.2917954,0.3700000,-9.2215912,-16.1798915
0.3017954,0.3017954,0.3800000,-10.1816783,-16.0777370
0.3117954,0.3117954,0.3900000,-10.6031885,-15.8882223
0.3217954,0.3217954,0.4000000,-10.6055034,-15.3655188
0.3317954,0.3317954,0.4100000,-10.3308230,-14.8312664
