# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
0.7500000,0.0000000,-0.0219615,223566.1875536,143284.3253612,894071.9021630,14044.9211995,629312.1481017,223293.8230328,223838.5520745,263548.4968584,166682.7047972
0.7550000,0.0050000,-0.0169615,200430.3646666,128389.2886824,801725.1914948,12577.9710478,564268.4792023,200158.3237043,200702.4056288,236275.0911069,149433.4884523
0.7600000,0.0100000,-0.0119615,177563.4221527,113668.0332257,710444.7531978,11128.8460879,499976.0841075,177291.7077127,177835.1365927,209318.6519725,132384.7393979
0.7650000,0.0150000,-0.0069615,155556.9500930,99501.5130662,622591.1999077,9735.1353977,438097.6778302,155285.5651106,155828.3350754,183376.5687982,115977.5253818
0.7700000,0.0200000,-0.0019615,134864.7792337,86181.9377313,539975.8084462,8425.6343927,379909.0338739,134593.7266153,135135.8318521,158983.8348773,100550.2058721
0.7750000,0.0250000,0.0030385,115802.1085724,73912.2152063,463856.9881640,7220.2950329,326296.4984562,115531.3911951,116072.8259498,136512.0190189,86337.7816176
0.7800000,0.0300000,0.0080385,98555.7062801,62812.5278905,394980.9110146,6130.8823035,277785.6112183,98285.3269909,98826.0855693,116181.2907898,73479.5000788
0.7850000,0.0350000,0.0130385,83201.5254540,52931.6843588,333651.7180779,5162.1030371,234590.5587074,82931.4870696,83471.5638384,98081.1866485,62031.9890843
0.7900000,0.0400000,0.0180385,69726.1795749,44260.9565077,279817.1281537,4312.9798936,196674.4763950,69456.4848811,69995.8742687,82195.9260464,51985.2681387
0.7950000,0.0450000,0.0230385,58049.2816204,36748.4719556,233157.5020147,3578.2791633,163812.1843832,57779.9333716,58318.6298692,68430.7456426,43279.4036428
0.8000000,0.0500000,0.0280385,48044.4354768,30312.7371921,193169.5436783,2949.8512924,135649.1451396,47775.4363957,48313.4345580,56636.6447936,35820.1593155
0.8050000,0.0550000,0.0330385,39557.4858818,24854.3937513,159239.0793723,2417.7953261,111752.7274287,39288.8386587,39826.1331050,46631.8992945,29492.6026780
0.8100000,0.0600000,0.0380385,32421.3529391,20265.7734408,130700.2246176,1971.4044790,91653.8820289,32153.0602318,32689.6456464,38219.5488804,24172.1651213
0.8150000,0.0650000,0.0430385,26467.3322877,16438.1762336,106880.4629644,1614.6214355,74878.8937022,26199.3967210,26735.2678545,31200.7183045,19733.0668951
0.8200000,0.0700000,0.0480385,21533.1166902,13267.0357963,87132.6540969,1307.6043068,60971.9263511,21265.5408554,21800.6925250,25384.0734973,16054.2977089
0.8250000,0.0750000,0.0530385,17468.0072041,10655.2744227,70855.8362776,1055.4724494,49509.6750809,17200.7936588,17735.2207494,20591.9646979,13023.5019886
0.8300000,0.0800000,0.0580385,14135.8671372,8515.2038913,57507.0275837,849.5488180,40109.6779924,13869.0184050,14402.7158694,16663.9086910,10539.1812370
0.8350000,0.0850000,0.0630385,11416.3686594,6769.3265780,46606.2175295,682.1731831,32433.8314618,11149.8872295,11682.8500894,13458.0583616,8511.6234612
0.8400000,0.0900000,0.0680385,9205.0254072,5350.3547001,37736.5156076,546.7021426,26188.4941192,8938.9137339,9471.1370805,10851.2411297,6862.9274819
0.8450000,0.0950000,0.0730385,7412.4222745,4200.7126189,30541.0960589,437.4581589,21122.3342384,7146.6827774,7678.1617717,8738.0509992,5526.4286936
0.8500000,0.1000000,0.0780385,5962.9651130,3271.7301117,24718.2256421,349.6482364,17022.8269195,5697.6001763,6228.3300497,7029.3746543,4445.7668868
0.8550000,0.1050000,0.0830385,4793.3901417,2522.6810864,20015.3307126,279.2675402,13712.0746663,4528.4021142,5058.3781693,5650.6342955,3573.7749197
0.8600000,0.1100000,0.0880385,3851.2016576,1919.7763276,16222.7760625,222.9986971,11042.4250163,3586.5928523,4115.8104630,4539.9459510,2871.3139318
