# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-0.8890250,-0.8890250,-0.6828214,1469.5242162,-5124.7482216,11894.7939148,73.4999673,4381.0055978,-1505.8216427,4278.6748475,1729.5349320,1099.6027349,1453.8831168,-5124.7482216,11894.7939148,58.5565861,4381.0055978,-1521.4627421,4278.6748475,1713.8938327,1083.9616358
-0.8840250,-0.8840250,-0.6778214,1522.6267191,-5105.6861595,12117.8552631,76.0150352,4537.7015741,-1474.9019721,4331.7243002,1792.1342291,1139.1938540,1506.9856254,-5105.6861595,12117.8552631,61.3500508,4537.7015741,-1490.5430715,4331.7243002,1776.4931303,1123.5529079
-0.8790250,-0.8790250,-0.6728214,1595.1885874,-5080.1983563,12431.6944477,79.2926782,4758.0020822,-1433.6298757,4406.3674718,1863.7373449,1192.8569798,1580.9942297,-5080.1983563,12431.6944477,65.2840694,4758.0020822,-1449.2709751,4406.3674718,1863.7373449,1178.7309940
-0.8740250,-0.8740250,-0.6678214,1647.8781297,-5048.7329444,12838.3670653,82.9121302,4910.6255549,-1382.7273340,4446.3590324,1924.1443466,1232.5768338,1632.2370304,-5048.7329444,12838.3670653,68.3110057,4910.6255549,-1398.3684333,4446.3590324,1924.1443466,1216.9357364
-0.8690250,-0.8690250,-0.6628214,1707.9072659,-5011.8385924,12848.9235742,86.1291981,5088.9485375,-1323.0793132,4447.9125085,1994.9090216,1277.3323456,1692.2661665,-5011.8385924,12848.9235742,71.4550197,5088.9485375,-1338.7204126,4447.9125085,1994.9090216,1261.6912466
-0.8640250,-0.8640250,-0.6578214,1672.3271847,-4970.1546378,12815.3884781,86.4738018,4895.3159266,-1278.1317269,4461.4961211,1952.9658414,1250.8051494,1656.6860854,-4970.1546378,12815.3884781,74.2828201,4895.3159266,-1293.7723145,4461.4961211,1952.9658414,1235.1640502
-0.8590250,-0.8590250,-0.6528214,1466.2715735,-5049.5545094,11987.9419323,77.0176884,4305.8559393,-1461.6447676,4311.7316867,1725.7005907,1097.1776848,1450.6304742,-5049.5545094,11987.9419323,62.2828898,4305.8559393,-1477.2853028,4311.7316867,1710.0594913,1081.5365854
-0.8540250,-0.8540250,-0.6478214,1305.2099656,-5128.1981864,11333.9238268,68.1805748,3844.4681059,-1623.6073278,4176.3730480,1535.8349176,977.0960895,1289.5688662,-5128.1981864,11333.9238268,52.9959501,3844.4681059,-1639.2484272,4176.3730480,1520.1938183,961.4549901
-0.8490250,-0.8490250,-0.6428214,1179.2775500,-5187.4700492,10822.0536384,61.1310043,3483.2192874,-1750.3647499,4074.2720711,1387.3808996,883.2055245,1163.6364507,-5187.4700492,10822.0536384,45.8094401,3483.2192874,-1766.0058493,4074.2720711,1371.7398003,867.5644252
-0.8440250,-0.8440250,-0.6378214,1080.8488888,-5231.9260704,10421.5979450,55.5264151,3200.4695502,-1865.1879810,3936.7610247,1271.3493745,809.8207446,1065.2077895,-5231.9260704,10421.5979450,40.2540179,3200.4695502,-1865.1879810,3936.7610247,1255.7082752,794.1796452
-0.8390250,-0.8390250,-0.6328214,1004.0046467,-5265.1442199,10009.7271823,51.0401287,2979.3818510,-1942.7184074,3828.3189064,1180.7624001,752.5285113,988.3635473,-5265.1442199,10009.7271823,35.9687232,2979.3818510,-1942.7184074,3828.3189064,1165.1213008,736.8874122
-0.8340250,-0.8340250,-0.6278214,944.1354817,-5290.8717259,9660.6554053,47.4238955,2806.8145030,-2003.2101496,3743.5711445,1110.1863348,707.8917806,928.4944104,-5290.8717259,9660.6554053,32.6751613,2806.8145030,-2003.2101496,3743.5711445,1094.5452391,692.2511915
-0.8290250,-0.8290250,-0.6228214,897.5774907,-5321.4837639,9391.6253802,44.5130875,2672.5014135,-2050.2589573,3678.2698126,1055.3480328,673.0612474,882.0079661,-5321.4837639,9391.6253802,30.1584190,2672.5014135,-2050.2589573,3678.2698126,1039.7452147,657.5926129
-0.8240250,-0.8240250,-0.6178214,856.2589394,-5345.2222354,9189.2184860,42.1944658,2535.0712343,-2086.6595318,3629.1375244,1006.7335449,642.1146442,840.9098099,-5345.2222354,9189.2184860,28.2529972,2535.0712343,-2086.6595318,3629.1375244,991.2971135,626.9513433
-0.8190250,-0.8190250,-0.6128214,820.2805538,-5363.4638828,9043.1578103,40.3836116,2431.1901281,-2114.5642253,3593.6706996,964.1886600,615.5197821,804.6485032,-5363.4638828,9043.1578103,26.3567914,2431.1901281,-2114.5642253,3593.6706996,948.5508780,599.9162502
-0.8140250,-0.8140250,-0.6078214,795.8100129,-5389.4627680,8945.7391080,39.0490133,2361.4905890,-2135.5988745,3569.9964038,935.3362356,597.2957469,780.1708544,-5389.4627680,8945.7391080,24.9492032,2361.4905890,-2135.5988745,3569.9964038,919.6956759,581.6666180
-0.8090250,-0.8090250,-0.6028214,781.7709328,-5422.8665459,8891.4279134,38.2108075,2322.0811790,-2150.9466078,3556.7709907,918.7871840,586.8254516,766.1326815,-5422.8665459,8891.4279134,24.1079171,2322.0811790,-2150.9466078,3556.7709907,903.1469329,571.2002740
-0.8040250,-0.8040250,-0.5978214,777.2653710,-5438.8384768,8876.5902387,37.8652419,2310.4073169,-2161.4074338,3553.1122429,913.4934538,583.4150619,761.6518066,-5438.8384768,8876.5902387,23.7828637,2310.4073169,-2161.4074338,3553.1122429,897.8647038,567.8594989
