# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-0.6935833,-0.6935833,-0.6445870,92425.9337201,54195.6127425,455200.1339067,2902.4060725,316507.0513021,92425.9337201,92425.9337201,108955.2770444,68909.3677110,92425.9337201,54195.6127425,455200.1339067,2902.4060725,316507.0513021,92425.9337201,92425.9337201,108955.2770444,68909.3677110
-0.6885833,-0.6885833,-0.6395870,83764.8127303,49096.2841870,412812.4653218,2612.9578822,287025.6241861,83764.8127303,83764.8127303,98745.2115468,62451.9553046,83764.8127303,49096.2841870,412812.4653218,2612.9578822,287025.6241861,83764.8127303,83764.8127303,98745.2115468,62451.9553046
-0.6835833,-0.6835833,-0.6345870,75872.6274722,44448.1798082,374207.3561674,2347.9468549,260174.4083321,75872.6274722,75872.6274722,89441.5973265,56567.8330231,75872.6274722,44448.1798082,374207.3561674,2347.9468549,260174.4083321,75872.6274722,75872.6274722,89441.5973265,56567.8330231
-0.6785833,-0.6785833,-0.6295870,64175.6312350,37572.0490469,316824.6635252,1965.9779848,220268.1291535,64175.6312350,64175.6312350,75652.7242871,47846.9839888,64175.6312350,37572.0490469,316824.6635252,1965.9779848,220268.1291535,64175.6312350,64175.6312350,75652.7242871,47846.9839888
-0.6735833,-0.6735833,-0.6245870,53132.2177051,31068.3166530,262801.3871758,1610.9921799,182693.1556709,53132.2177051,53132.2177051,62634.3199039,39613.4221184,53132.2177051,31068.3166530,262801.3871758,1595.3953926,182693.1556709,53132.2177051,53132.2177051,62634.3199039,39613.4221184
-0.6685833,-0.6685833,-0.6195870,44209.4326186,25815.4945139,219125.8211798,1311.1617343,152316.2093474,44209.4326186,44209.4326186,52115.7946159,32960.9226111,44209.4326186,25815.4945139,219125.8211798,1297.1317404,152316.2093474,44209.4326186,44209.4326186,52115.7946159,32960.9226111
-0.6635833,-0.6635833,-0.6145870,36853.4319950,21485.3436653,183115.4024384,1067.9549237,127270.6068328,36853.4319950,36853.4319950,43444.2556481,27476.5598197,36853.4319950,21485.3436653,183115.4024384,1052.4982479,127270.6068328,36853.4319950,36853.4319950,43444.2556481,27476.5598197
-0.6585833,-0.6585833,-0.6095870,31087.1435332,18091.8272218,154876.3237973,876.6144912,107630.4030343,31087.1435332,31087.1435332,36646.7310618,23177.4277910,31087.1435332,18091.8272218,154876.3237973,861.0137987,107630.4030343,31087.1435332,31087.1435332,36646.7310618,23177.4277910
-0.6535833,-0.6535833,-0.6045870,26658.2817984,15486.0378411,133178.7115887,730.1053478,92540.0407906,26658.2817984,26658.2817984,31425.8169970,19875.4318085,26658.2817984,15486.0378411,133178.7115887,714.4802205,92540.0407906,26658.2817984,26658.2817984,31425.8169970,19875.4318085
-0.6485833,-0.6485833,-0.5995870,23354.4715511,13542.6396228,116987.0557868,621.1821330,81279.1776989,23354.4715511,23354.4715511,27531.1572808,17412.2327255,23354.4715511,13542.6396228,116987.0557868,605.5491896,81279.1776989,23354.4715511,23354.4715511,27531.1572808,17412.2327255
-0.6435833,-0.6435833,-0.5945870,21005.3880965,12161.1235072,105470.7465465,543.9719649,73270.0124711,21005.3880965,21005.3880965,24761.9665537,15660.8427310,21005.3880965,12161.1235072,105470.7465465,528.3359443,73270.0124711,21005.3880965,21005.3880965,24761.9665537,15660.8427310
-0.6385833,-0.6385833,-0.5895870,19483.0745043,11265.9879141,98005.7060908,494.0615828,68078.4173591,19483.0745043,19483.0745043,22967.4042214,14525.8618563,19483.0745043,11265.9879141,98005.7060908,478.4247217,68078.4173591,19483.0745043,19483.0745043,22967.4042214,14525.8618563
-0.6335833,-0.6335833,-0.5845870,18701.3904374,10806.4083299,94171.7677968,468.4817007,65412.1127677,18701.3904374,18701.3904374,22045.9247119,13943.0670428,18701.3904374,10806.4083299,94171.7677968,452.8453611,65412.1127677,18701.3904374,18701.3904374,22045.9247119,13943.0670428
