# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol],UMincarbring(d)[kj/mol]
0.0123956,0.0123956,0.0000001,36144.9323716,36144.9323716
0.0223956,0.0223956,0.0100001,36210.7116947,36210.7116947
0.0323956,0.0323956,0.0200001,39747.5878481,39747.5878481
0.0423956,0.0423956,0.0300001,47283.3301912,47283.3301912
0.0523956,0.0523956,0.0400001,59602.9799614,59602.9799614
0.0623956,0.0623956,0.0500001,74512.9905515,74512.9905515
0.0723956,0.0723956,0.0600001,89239.2676333,89239.2676333
0.0823956,0.0823956,0.0700001,106799.0892889,106799.0892889
0.0923956,0.0923956,0.0800001,124961.0054281,124961.0054281
0.1023956,0.1023956,0.0900001,127023.0737983,127023.0737983
0.1123956,0.1123956,0.1000001,89647.6121384,89647.6121384
0.1223956,0.1223956,0.1100001,62283.8937973,62283.8937973
0.1323956,0.1323956,0.1200001,42568.6596083,42568.6596083
0.1423956,0.1423956,0.1300001,28396.9318197,28396.9318197
0.1523956,0.1523956,0.1400001,18638.7054253,18638.7054253
0.1623956,0.1623956,0.1500001,12089.5830128,12089.5830128
0.1723956,0.1723956,0.1600001,7772.8603249,7772.8603249
0.1823956,0.1823956,0.1700001,4968.5804457,4968.5804457
0.1923956,0.1923956,0.1800001,3162.1115504,3162.1115504
0.2023956,0.2023956,0.1900001,2004.5695298,2004.5695298
0.2123956,0.2123956,0.2000001,1290.6217016,1265.0360849
0.2223956,0.2223956,0.2100001,818.5076637,793.2044360
0.2323956,0.2323956,0.2200001,517.1956736,492.3139085
0.2423956,0.2423956,0.2300001,324.7314126,300.4901333
0.2523956,0.2523956,0.2400001,201.4252865,178.3009232
0.2623956,0.2623956,0.2500001,121.8366297,100.6395221
0.2723956,0.2723956,0.2600001,70.3412685,51.5064170
0.2823956,0.2823956,0.2700001,37.0979623,20.2423140
0.2923956,0.2923956,0.2800001,15.6166198,1.0701002
0.3023956,0.3023956,0.2900001,1.7816451,-10.3787076
0.3123956,0.3123956,0.3000001,-6.9724440,-16.9244692
0.3223956,0.3223956,0.3100001,-12.2785726,-20.3660652
0.3323956,0.3323956,0.3200001,-15.2312086,-21.8563190
0.3423956,0.3423956,0.3300001,-16.5981544,-22.1364806
0.3523956,0.3523956,0.3400001,-16.9228606,-21.6838803
0.3623956,0.3623956,0.3500001,-16.6183283,-20.8228790
0.3723956,0.3723956,0.3600001,-16.0985463,-19.7221927
0.3823956,0.3823956,0.3700001,-15.7400695,-18.5198103
0.3923956,0.3923956,0.3800001,-15.5843867,-17.4423260
0.4023956,0.4023956,0.3900001,-15.4208864,-17.0289794
0.4123956,0.4123956,0.4000001,-15.0986809,-16.3290629
0.4223956,0.4223956,0.4100001,-14.5879106,-15.7764601
0.4323956,0.4323956,0.4200001,-13.9246625,-15.0793449
0.4423956,0.4423956,0.4300001,-13.1641150,-14.2557112
0.4523956,0.4523956,0.4400001,-12.3574682,-13.3802455
0.4623956,0.4623956,0.4500001,-11.5439409,-12.4973455
0.4723956,0.4723956,0.4600001,-10.7501812,-11.6346926
0.4823956,0.4823956,0.4700001,-9.9925409,-10.8178801
0.4923956,0.4923956,0.4800001,-9.2798933,-10.0596053
0.5023956,0.5023956,0.4900001,-8.6160643,-9.3448960
0.5123956,0.5123956,0.5000001,-8.0016552,-8.6778931
0.5223956,0.5223956,0.5100001,-7.4353135,-8.0596891
0.5323956,0.5323956,0.5200001,-6.9145801,-7.4893382
0.5423956,0.5423956,0.5300001,-6.4364374,-6.9644686
0.5523956,0.5523956,0.5400001,-5.9976532,-6.4821549
0.5623956,0.5623956,0.5500001,-5.5949906,-6.0392646
0.5723956,0.5723956,0.5600001,-5.2253300,-5.6326368
0.5823956,0.5823956,0.5700001,-4.8857364,-5.2592071
0.5923956,0.5923956,0.5800001,-4.5734899,-4.9161658
0.6023956,0.6023956,0.5900001,-4.2860964,-4.6009659
0.6123956,0.6123956,0.6000001,-4.0212843,-4.3108621
0.6223956,0.6223956,0.6100001,-3.7769938,-4.0435125
0.6323956,0.6323956,0.6200001,-3.5513631,-3.7968574
0.6423956,0.6423956,0.6300001,-3.3427120,-3.5690532
0.6523956,0.6523956,0.6400001,-3.1495261,-3.3584257
0.6623956,0.6623956,0.6500001,-2.9704406,-3.1634623
0.6723956,0.6723956,0.6600001,-2.8042258,-2.9828214
0.6823956,0.6823956,0.6700001,-2.6497729,-2.8152226
0.6923956,0.6923956,0.6800001,-2.5060818,-2.6595442
0.7023956,0.7023956,0.6900001,-2.3722497,-2.5147727
0.7123956,0.7123956,0.7000001,-2.2474606,-2.3799918
0.7223956,0.7223956,0.7100001,-2.1309765,-2.2543727
0.7323956,0.7323956,0.7200001,-2.0221288,-2.1371649
0.7423956,0.7423956,0.7300001,-1.9203115,-2.0276886
0.7523956,0.7523956,0.7400001,-1.8249745,-1.9253271
0.7623956,0.7623956,0.7500001,-1.7356176,-1.8295206
0.7723956,0.7723956,0.7600001,-1.6517858,-1.7397601
0.7823956,0.7823956,0.7700001,-1.5730645,-1.6555827
0.7923956,0.7923956,0.7800001,-1.4990755,-1.5765666
0.8023956,0.8023956,0.7900001,-1.4294733,-1.5023272
0.8123956,0.8123956,0.8000001,-1.3639421,-1.4325134
0.8223956,0.8223956,0.8100001,-1.3021926,-1.3668042
0.8323956,0.8323956,0.8200001,-1.2439596,-1.3049059
0.8423956,0.8423956,0.8300001,-1.1890000,-1.2465493
0.8523956,0.8523956,0.8400001,-1.1370903,-1.1914878
0.8623956,0.8623956,0.8500001,-1.0880249,-1.1394948
0.8723956,0.8723956,0.8600001,-1.0416144,-1.0903619
0.8823956,0.8823956,0.8700001,-0.9976846,-1.0438976
0.8923956,0.8923956,0.8800001,-0.9560745,-0.9999254
0.9023956,0.9023956,0.8900001,-0.9166354,-0.9582823
0.9123956,0.9123956,0.9000001,-0.8792298,-0.9188183
0.9223956,0.9223956,0.9100001,-0.8437306,-0.8813945
0.9323956,0.9323956,0.9200001,-0.8100200,-0.8458825
0.9423956,0.9423956,0.9300001,-0.7779887,-0.8121635
0.9523956,0.9523956,0.9400001,-0.7475355,-0.7801273
0.9623956,0.9623956,0.9500001,-0.7185660,-0.7496718
0.9723956,0.9723956,0.9600001,-0.6909927,-0.7207022
0.9823956,0.9823956,0.9700001,-0.6647343,-0.6931302
0.9923956,0.9923956,0.9800001,-0.6397149,-0.6668741
1.0023956,1.0023956,0.9900001,-0.6158637,-0.6418575
1.0123956,1.0123956,1.0000001,-0.5931148,-0.6180095
1.0223956,1.0223956,1.0100001,-0.5714067,-0.5952636
1.0323956,1.0323956,1.0200001,-0.5506818,-0.5735582
1.0423956,1.0423956,1.0300001,-0.5308864,-0.5528356
1.0523956,1.0523956,1.0400001,-0.5119702,-0.5330418
1.0623956,1.0623956,1.0500001,-0.4938861,-0.5141264
1.0723956,1.0723956,1.0600001,-0.4765899,-0.4960422
1.0823956,1.0823956,1.0700001,-0.4600404,-0.4787449
1.0923956,1.0923956,1.0800001,-0.4441986,-0.4621933
1.1023956,1.1023956,1.0900001,-0.4290282,-0.4463484
1.1123956,1.1123956,1.1000001,-0.4144949,-0.4311737
1.1223956,1.1223956,1.1100001,-0.4005665,-0.4166350
1.1323956,1.1323956,1.1200001,-0.3872129,-0.4027002
1.1423956,1.1423956,1.1300001,-0.3744054,-0.3893390
1.1523956,1.1523956,1.1400001,-0.3621172,-0.3765229
1.1623956,1.1623956,1.1500001,-0.3503232,-0.3642251
1.1723956,1.1723956,1.1600001,-0.3389994,-0.3524204
1.1823956,1.1823956,1.1700001,-0.3281234,-0.3410850
1.1923956,1.1923956,1.1800001,-0.3176740,-0.3301964
1.2023956,1.2023956,1.1900001,-0.3076311,-0.3197335
1.2123956,1.2123956,1.2000001,-0.2979758,-0.3096762
1.2223956,1.2223956,1.2100001,-0.2886902,-0.3000058
1.2323956,1.2323956,1.2200001,-0.2797574,-0.2907042
1.2423956,1.2423956,1.2300001,-0.2711613,-0.2817547
1.2523956,1.2523956,1.2400001,-0.2628868,-0.2731413
1.2623956,1.2623956,1.2500001,-0.2549195,-0.2648488
1.2723956,1.2723956,1.2600001,-0.2472459,-0.2568630
1.2823956,1.2823956,1.2700001,-0.2398529,-0.2491702
1.2923956,1.2923956,1.2800001,-0.2327285,-0.2417576
1.3023956,1.3023956,1.2900001,-0.2258608,-0.2346130
1.3123956,1.3123956,1.3000001,-0.2192390,-0.2277248
1.3223956,1.3223956,1.3100001,-0.2128525,-0.2210820
1.3323956,1.3323956,1.3200001,-0.2066914,-0.2146743
1.3423956,1.3423956,1.3300001,-0.2007463,-0.2084916
1.3523956,1.3523956,1.3400001,-0.1950081,-0.2025246
1.3623956,1.3623956,1.3500001,-0.1894682,-0.1967643
1.3723956,1.3723956,1.3600001,-0.1841187,-0.1912022
1.3823956,1.3823956,1.3700001,-0.1789515,-0.1858301
1.3923956,1.3923956,1.3800001,-0.1739595,-0.1806404
1.4023956,1.4023956,1.3900001,-0.1691356,-0.1756256
1.4123956,1.4123956,1.4000001,-0.1644730,-0.1707788
1.4223956,1.4223956,1.4100001,-0.1599654,-0.1660933
1.4323956,1.4323956,1.4200001,-0.1556066,-0.1615627
1.4423956,1.4423956,1.4300001,-0.1513909,-0.1571810
1.4523956,1.4523956,1.4400001,-0.1473126,-0.1529423
1.4623956,1.4623956,1.4500001,-0.1433666,-0.1488411
1.4723956,1.4723956,1.4600001,-0.1395477,-0.1448722
1.4823956,1.4823956,1.4700001,-0.1358510,-0.1410305
1.4923956,1.4923956,1.4800001,-0.1322721,-0.1373111
1.5023956,1.5023956,1.4900001,-0.1288063,-0.1337095
1.5123956,1.5123956,1.5000001,-0.1254496,-0.1302212
1.5223956,1.5223956,1.5100001,-0.1221978,-0.1268421
1.5323956,1.5323956,1.5200001,-0.1190472,-0.1235680
1.5423956,1.5423956,1.5300001,-0.1159939,-0.1203953
1.5523956,1.5523956,1.5400001,-0.1130345,-0.1173200
1.5623956,1.5623956,1.5500001,-0.1101655,-0.1143388
1.5723956,1.5723956,1.5600001,-0.1073838,-0.1114483
1.5823956,1.5823956,1.5700001,-0.1046861,-0.1086451
1.5923956,1.5923956,1.5800001,-0.1020695,-0.1059262
