# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.1065689,0.1065689,0.0917694,1606.7624785,1032.5042738,inf,97.1216505,inf,inf,inf,inf
0.1115689,0.1115689,0.0967694,1367.2195229,879.5484540,inf,83.1502826,inf,inf,inf,inf
0.1165689,0.1165689,0.1017694,1160.2859536,747.4925087,inf,71.0988973,inf,inf,inf,inf
0.1215689,0.1215689,0.1067694,982.2829827,633.9779944,inf,60.7152327,inf,inf,inf,inf
0.1265689,0.1265689,0.1117694,829.7701766,536.7940262,inf,51.7415267,inf,inf,inf,inf
0.1315689,0.1315689,0.1167694,699.5726606,453.8731961,inf,43.9411316,inf,inf,inf,inf
0.1365689,0.1365689,0.1217694,588.7961369,383.2208660,inf,37.1462179,1701.6540039,inf,inf,inf
0.1415689,0.1415689,0.1267694,494.8308572,322.8459688,inf,31.2543979,1432.2296900,inf,inf,inf
0.1465689,0.1465689,0.1317694,415.3461729,271.0787020,1697.9321709,26.1809909,1203.9005987,inf,inf,inf
0.1515689,0.1515689,0.1367694,348.2774510,226.9029523,1423.4373538,21.8319191,1010.8413636,inf,inf,inf
0.1565689,0.1565689,0.1417694,291.8079137,189.4977804,1191.7839776,18.1086931,847.9367749,inf,inf,inf
0.1615689,0.1615689,0.1467694,244.3489060,157.9430391,996.6365033,14.9223070,710.7256194,inf,inf,inf
0.1665689,0.1665689,0.1517694,204.5206856,131.3319488,832.5025671,12.1994313,595.3401741,inf,inf,inf
0.1715689,0.1715689,0.1567694,171.1316251,108.8756543,694.6460403,9.8789276,498.4440724,inf,inf,inf
0.1765689,0.1765689,0.1617694,143.1532182,89.8834698,579.0020305,7.9056893,417.1707778,inf,inf,inf
0.1815689,0.1815689,0.1667694,119.6971060,73.7286584,482.0961216,6.2279817,349.0655801,inf,inf,inf
0.1865689,0.1865689,0.1717694,100.0055265,59.9236207,400.9693219,4.7988415,292.0339049,inf,inf,inf
0.1915689,0.1915689,0.1767694,83.4505526,48.1672612,333.1094895,3.5786983,244.2954181,inf,inf,inf
0.1965689,0.1965689,0.1817694,69.5217261,38.2426623,276.3891696,2.5363990,204.3403124,inf,inf,inf
0.2015689,0.2015689,0.1867694,57.7975053,29.9250576,229.0086468,1.6476190,170.8880345,inf,inf,inf
0.2065689,0.2065689,0.1917694,47.9176627,22.9778993,189.4426718,0.8919303,142.8553973,inf,inf,inf
0.2115689,0.2115689,0.1967694,39.5708609,17.1780694,156.3910524,0.2508535,119.3366901,inf,inf,inf
0.2165689,0.2165689,0.2017694,32.4964909,12.3317004,128.7344707,-0.2921069,99.5852464,inf,inf,inf
0.2215689,0.2215689,0.2067694,26.4882212,8.2764853,105.4992780,-0.7501462,82.9856954,1696.3906267,inf,inf
0.2265689,0.2265689,0.2117694,21.3872141,4.8777561,85.8531739,-1.1320667,69.0214147,1431.8128745,inf,inf
0.2315689,0.2315689,0.2167694,17.0663723,2.0247754,69.1476791,-1.4430494,57.2501004,1209.0932049,inf,inf
0.2365689,0.2365689,0.2217694,13.4163233,-0.3719071,54.9323691,-1.6871162,47.2946634,1021.5149373,inf,inf
0.2415689,0.2415689,0.2267694,10.3390724,-2.3839744,42.8787522,-1.8693263,38.8453727,863.4429629,inf,inf
0.2465689,0.2465689,0.2317694,7.7473714,-4.0700665,32.7003718,-1.9964658,31.6599069,730.1492260,inf,inf
0.2515689,0.2515689,0.2367694,5.5656138,-5.4798837,24.1307226,-2.0765253,25.5513122,617.6676361,inf,inf
0.2565689,0.2565689,0.2417694,3.7297489,-6.6562836,16.9281720,-2.1177924,20.3688163,522.6721737,inf,inf
0.2615689,0.2615689,0.2467694,2.1860434,-7.6355853,10.8791344,-2.1280969,15.9829012,442.3727527,inf,inf
0.2665689,0.2665689,0.2517694,0.8897118,-8.4470865,5.7967778,-2.1143721,12.2786639,374.4281669,inf,inf
