# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.7500000,0.0000000,-0.0146526,179016.5810332,116191.9407270,714690.2014029,11216.8481973,504086.2528913,8927100.0332233,90441192.8733141,629322761.6854039
0.7550000,0.0050000,-0.0096526,158087.2793960,102716.8100066,631137.4594124,9891.5377805,445235.5794523,7886541.0797865,79902781.3336939,555999733.7710311
0.7600000,0.0100000,-0.0046526,138141.5655003,89875.6405994,551503.3154040,8629.4168999,389145.2110910,6894680.1809304,69857332.9184973,486106129.6819541
0.7650000,0.0150000,0.0003474,119532.9062949,77895.9908757,477198.7988203,7452.8779324,336808.9960486,5969088.7512451,60482802.1691341,420880097.4548584
0.7700000,0.0200000,0.0053474,102495.1927120,66928.3961371,409158.0300180,6376.6894530,288884.8599222,5121404.8182758,51897065.7617365,361141808.2705425
0.7750000,0.0250000,0.0103474,87154.6762567,57054.0620383,347885.7784397,5408.7627424,245728.3061511,4357924.0885260,44163905.8694988,307335081.4189197
0.7800000,0.0300000,0.0153474,73546.9068585,48295.7788879,293524.9738644,4551.2364471,207439.9707216,3680439.3374401,37301508.0865662,259586504.0670797
0.7850000,0.0350000,0.0203474,61635.8793844,40630.2577354,245933.0359260,3801.7010080,173919.3879057,3087189.6295627,31292071.6961877,217772290.4228176
0.7900000,0.0400000,0.0253474,51333.1400630,34000.4396047,204758.0545685,3154.4193243,144918.6506228,2573807.8216668,26091402.8658545,181585022.7356593
0.7950000,0.0450000,0.0303474,42515.2640575,28326.7544961,169508.4849748,2601.4423510,120091.5021802,2134187.5152847,21637692.5498691,150594720.7229494
0.8000000,0.0500000,0.0353474,35038.7595584,23516.7217880,139612.5884201,2133.5595227,99035.2049582,1761222.5595391,17859004.1973008,124300935.3478469
0.8050000,0.0550000,0.0403474,28751.9983428,19472.6345126,114466.0217548,1741.0586910,81324.0610065,1447399.2096291,14679269.7739601,102174465.0233606
0.8100000,0.0600000,0.0453474,23504.1796453,16097.3321149,93467.6007655,1414.2962427,66534.6024105,1185241.2289346,12022796.9545825,83688713.9958349
0.8150000,0.0650000,0.0503474,19151.6001550,13298.2376186,76044.3234066,1144.0950250,54263.2164437,967621.4195921,9817423.9648221,68341642.3124464
0.8200000,0.0700000,0.0553474,15561.6464694,10989.9275501,61667.3115045,921.9968285,44137.3738512,787960.1930526,7996530.7187158,55669758.8663863
0.8250000,0.0750000,0.0603474,12614.9759531,9095.5349010,49860.5277465,740.3993108,35821.7682082,640334.2622652,6500139.9177616,45255783.1058972
0.8300000,0.0800000,0.0653474,10206.3376591,7547.2761675,40204.0681467,592.6062845,29020.6344035,519517.8374308,5275334.7038617,36731551.7998291
0.8350000,0.0850000,0.0703474,8244.4330908,6286.3600561,32333.6236356,472.8169498,23477.3688039,420976.1422398,4276193.4968740,29777566.6524064
0.8400000,0.0900000,0.0753474,6651.1474680,5262.4908902,25937.4290817,376.0752081,18972.3796957,340827.6459304,3463408.0120298,24120337.6103962
0.8450000,0.0950000,0.0803474,5360.4098665,4433.1331679,20751.7299864,298.1955535,15319.8936884,275787.8259031,2803714.2048954,19528424.5371103
0.8500000,0.1000000,0.0853474,4316.8737208,3762.6606143,16555.5305437,235.6777552,12364.2560075,223103.9618493,2269232.3439402,15807846.5396119
0.8550000,0.1050000,0.0903474,3474.5520734,3221.4762843,13165.1591384,200.3547775,9976.1022680,180487.6321980,1836783.7582289,12797328.9002159
0.8600000,0.1100000,0.0953474,2795.4960741,2785.1607013,10429.0044495,160.3637889,8048.6504846,146049.3091509,1487228.7796507,10363697.3558653
0.8650000,0.1150000,0.1003474,2248.5702114,2433.6824634,8222.6357016,128.4821736,6494.2637232,118237.7120114,1204852.8169867,8397607.1483251
0.8700000,0.1200000,0.1053474,1808.3522772,2150.6893272,6444.4189859,103.1113914,5241.3622221,95785.3144508,976814.7004206,6809705.2252207
0.8750000,0.1250000,0.1103474,1454.1684118,1922.8864124,5011.6711663,82.9496386,4231.7142136,77660.5252712,792662.5642546,5527262.2549774
0.8800000,0.1300000,0.1153474,1169.2620222,1739.5007278,3857.3467754,66.9388529,3418.1022047,63026.4883854,643916.7247340,4491270.6900661
0.8850000,0.1350000,0.1203474,940.0883467,1591.8267003,2927.2252974,54.2180919,2762.3417422,51206.0989111,523715.4771866,3653980.5336731
0.8900000,0.1400000,0.1253474,755.7226606,1472.8449583,2177.5511223,44.0809784,2233.6190487,41652.6439455,426517.8289655,2976831.1908731
0.8950000,0.1450000,0.1303474,607.3685412,1376.9056057,1573.0721505,35.9521194,1807.1094717,33925.3977443,347856.3855637,2428732.2240910
0.9000000,0.1500000,0.1353474,487.9524634,1282.9728676,1085.4224133,29.3892045,1462.8382606,27669.4931148,284133.5263855,1984645.2684323
0.9050000,0.1550000,0.1403474,391.7917166,1198.3240656,691.7969175,24.0745038,1184.7471844,22599.4258420,232454.3604701,1624421.8226700
0.9100000,0.1600000,0.1453474,314.3238192,1130.1859427,373.8716292,19.7735776,959.9338259,18485.6073258,190490.5427678,1331855.7374071
0.9150000,0.1650000,0.1503474,251.8869961,1075.2614111,131.6629850,16.2948305,778.0342777,15143.4491776,156369.7253852,1093914.0480125
0.9200000,0.1700000,0.1553474,201.5427124,1030.9173083,-76.1245943,13.4721246,630.7239681,12424.5339127,128586.1305198,900114.7547742
0.9250000,0.1750000,0.1603474,175.6673126,995.0503626,-244.2545514,11.1573654,511.3151501,10209.4930500,105928.4116098,742024.8816484
0.9300000,0.1800000,0.1653474,142.8909888,965.9799910,-395.0976905,9.2144428,414.4330648,8402.2751530,87421.5889085,612856.4557414
0.9350000,0.1850000,0.1703474,116.4123613,942.3626995,-505.3217621,7.5215844,335.7558551,6925.5404270,72280.3930287,507141.8572095
0.9400000,0.1900000,0.1753474,94.9761308,923.1238131,-594.6033134,5.9888703,271.8059535,5716.9651623,59871.8224864,420473.2761212
0.9450000,0.1950000,0.1803474,77.5610612,900.5875957,-666.9212940,4.5747118,219.7829123,4726.2789208,49685.1221477,349293.8015891
0.9500000,0.2000000,0.1853474,63.3588380,873.8916768,-725.4830992,3.2783496,192.1570975,3912.8905127,41307.7250849,290730.0031531
0.9550000,0.2050000,0.1903474,51.7479190,852.2422722,-796.0908003,2.1155039,157.6236959,3243.9862743,34405.9783511,242457.7984221
0.9600000,0.2100000,0.1953474,42.2451724,834.6375033,-885.9524872,1.0988688,129.4181899,2693.0067182,28709.7015525,202594.9896915
0.9650000,0.2150000,0.2003474,34.4590481,819.8500509,-966.4641104,0.2311879,106.3201898,2238.4260279,23999.8134176,169615.1485048
0.9700000,0.2200000,0.2053474,28.0650890,801.6078841,-1032.5202302,-0.4935054,87.3522715,1862.7738073,20098.4127657,142278.5790133
0.9750000,0.2250000,0.2103474,22.7973557,787.1731474,-1084.0356751,-1.0864158,71.7434697,1551.8505586,16860.8224286,119576.9408227
0.9800000,0.2300000,0.2153474,18.4414724,775.6828120,-1124.1854557,-1.5614413,58.8815416,1294.0980748,14169.2030223,100688.7962018
0.9850000,0.2350000,0.2203474,14.8230431,766.4768237,-1155.4037887,-1.9339843,48.2686491,1080.0937329,11927.4224153,84943.8957891
