# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-1.5140909,-1.5140909,-1.4501266,34209.7205414,20583.5943091,158542.8310995,1278.8784569,110659.8089419,34209.7205414,34209.7205414,40327.7460034,25505.5060543
-1.5090909,-1.5090909,-1.4451266,30163.8671891,18132.2853652,139997.8012694,1114.1810474,97708.9788569,30163.8671891,30163.8671891,35558.3370818,22489.0669973
-1.5040909,-1.5040909,-1.4401266,26720.5831736,16046.6342064,124207.8571282,972.7812835,86682.3797138,26720.5831736,26720.5831736,31499.2602756,19921.8814163
-1.4990909,-1.4990909,-1.4351266,23751.4881216,14249.0370304,110582.3682057,853.3317832,77167.6199678,23751.4881216,23751.4881216,27999.1758194,17708.2336394
-1.4940909,-1.4940909,-1.4301266,20679.5428775,12393.8448014,96428.3473994,732.1599751,67285.6642043,20679.5428775,20679.5428775,24377.8475660,15417.9045522
-1.4890909,-1.4890909,-1.4251266,17586.0412045,10521.1558165,82227.5925713,606.2600872,57369.3427334,17586.0412045,17586.0412045,20731.1077577,13111.5037865
-1.4840909,-1.4840909,-1.4201266,14988.6415902,8949.5443003,70297.9747991,502.4482844,49039.1433529,14988.6415902,14988.6415902,17669.1923062,11174.9784206
-1.4790909,-1.4790909,-1.4151266,12864.9746475,7664.7638014,60540.5828080,417.8965907,42225.8865743,12864.9746475,12864.9746475,15165.7313101,9591.6506644
-1.4740909,-1.4740909,-1.4101266,11152.6755600,6629.1974405,52669.0993929,349.9688586,36729.6342050,11152.6755600,11152.6755600,13147.2067039,8315.0236107
-1.4690909,-1.4690909,-1.4051266,9794.3288448,5807.9649675,46421.4765235,296.2855391,32367.3487254,9794.3288448,9794.3288448,11545.9348885,7302.2903928
-1.4640909,-1.4640909,-1.4001266,8740.2284652,5170.8746797,41570.7919495,254.7722772,28980.5295957,8740.2284652,8740.2284652,10303.3204592,6516.3920227
-1.4590909,-1.4590909,-1.3951266,7948.9197668,4692.7503905,37927.7499849,223.6952908,26436.9591092,7948.9197668,7948.9197668,9370.4950606,5926.4214390
-1.4540909,-1.4540909,-1.3901266,7387.4196732,4353.5632443,35341.7101416,201.6834838,24631.4200908,7387.4196732,7387.4196732,8708.5769626,5507.7876761
-1.4490909,-1.4490909,-1.3851266,7031.2489587,4138.4497249,33700.8537581,187.7332422,23485.8116380,7031.2489587,7031.2489587,8288.7091039,5242.2399262
-1.4440909,-1.4440909,-1.3801266,6864.3773900,4037.6771179,32931.9482589,181.1989813,22948.9839697,6864.3773900,6864.3773900,8091.9944236,5117.8266384
-1.4390909,-1.4390909,-1.3751266,6879.1523945,4046.5993741,33000.0313048,181.7775563,22996.5174832,6879.1523945,6879.1523945,8109.4117723,5128.8423369
-1.4340909,-1.4340909,-1.3701266,7076.2552960,4165.6301353,33908.2157230,189.4957861,23630.5863448,7076.2552960,7076.2552960,8341.7643206,5275.7949915
-1.4290909,-1.4290909,-1.3651266,7464.7054635,4400.2452900,35697.7080264,204.7117687,24879.9714384,7464.7054635,7464.7054635,8799.6844510,5565.4091112
-1.4240909,-1.4240909,-1.3601266,8061.9105802,4761.0139664,38448.0323409,228.1286788,26800.2169608,8061.9105802,8061.9105802,9503.6930158,6010.6632226
-1.4190909,-1.4190909,-1.3551266,8893.7389589,5263.6433353,42277.3499282,260.8098950,29473.8539563,8893.7389589,8893.7389589,10484.2845858,6630.8437857
-1.4140909,-1.4140909,-1.3501266,9994.5657341,5929.0079467,47342.6545855,304.1866690,33010.5373178,9994.5657341,9994.5657341,11781.9819034,7451.5796332
-1.4090909,-1.4090909,-1.3451266,11407.2175841,6783.1178078,53839.5002847,360.0504343,37546.8562164,11407.2175841,11407.2175841,13447.2707189,8504.8007569
-1.4040909,-1.4040909,-1.3401266,13182.7099464,7856.9607484,62000.7775030,430.5282178,43245.4801962,13182.7099464,13182.7099464,15540.2900095,9828.5423859
-1.3990909,-1.3990909,-1.3351266,15379.6373627,9186.1343568,72093.9028382,518.0452909,50293.1970847,15379.6373627,15379.6373627,18130.1132945,11466.4904495
-1.3940909,-1.3940909,-1.3301266,18053.6182131,10804.1718590,84375.8101710,625.2740670,58869.3689389,18053.6182131,18053.6182131,21282.3056787,13460.1119609
-1.3890909,-1.3890909,-1.3251266,21241.7605494,12734.2496430,99008.2056332,755.0590922,69087.2017554,21241.7605494,21241.7605494,25040.6115732,15837.0733150
-1.3840909,-1.3840909,-1.3201266,24202.3122795,14521.9909996,112651.1414825,871.4395059,78612.2601498,24202.3122795,24202.3122795,28530.6248300,18044.3515061
-1.3790909,-1.3790909,-1.3151266,27244.0628350,16363.6736624,126608.8780334,994.3632239,88359.0695105,27244.0628350,27244.0628350,32116.3584128,20312.1685470
-1.3740909,-1.3740909,-1.3101266,30783.9986586,18507.9707668,142840.8014795,1139.5759975,99694.3575190,30783.9986586,30783.9986586,36289.3721208,22951.4141518
-1.3690909,-1.3690909,-1.3051266,33533.4472870,20174.0156740,155441.0166452,1252.3775856,108493.7378023,33533.4472870,33533.4472870,39530.5288499,25001.3016554
-1.3640909,-1.3640909,-1.3001266,29538.1419206,17753.4202882,137126.6263798,1088.7529958,95704.0089528,29538.1419206,29538.1419206,34820.7078554,22022.5493125
-1.3590909,-1.3590909,-1.2951266,26146.4666447,15699.1134629,121572.3281363,949.3805310,84842.0023925,26146.4666447,26146.4666447,30822.4694340,19493.8413045
-1.3540909,-1.3540909,-1.2901266,23217.5714483,13925.9413743,108130.2724524,831.9148138,75455.3700323,23217.5714483,23217.5714483,27369.7741275,17310.1650575
-1.3490909,-1.3490909,-1.2851266,20043.9348753,12008.9939121,93511.8492327,706.3578615,65249.0438015,20043.9348753,20043.9348753,23628.5681897,14944.0186656
-1.3440909,-1.3440909,-1.2801266,17061.9141280,10204.0310363,79821.4787074,585.3014453,55689.1619490,17061.9141280,17061.9141280,20113.2464223,12720.7339669
-1.3390909,-1.3390909,-1.2751266,14586.3221242,8705.9563450,68451.8003938,485.7266430,47749.9450922,14586.3221242,14586.3221242,17194.9225085,10875.0238634
-1.3340909,-1.3340909,-1.2701266,12557.2803540,7478.2847839,59130.8373318,404.8130176,41241.3765675,12557.2803540,12557.2803540,14803.0093376,9362.2451463
