# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.9352761,-1.9352761,-1.7997977,27803.5580950,16639.3262271,129211.5614475,1017.5800728,90131.7408951,27770.7550147,27836.3611752,32775.9131353,20729.3075799,27803.5580950,16639.3262271,129211.5614475,1004.7655437,90131.7408951,27770.7550147,27836.3611752,32775.9131353,20729.3075799
-1.9302761,-1.9302761,-1.7947977,23242.3630027,13896.0635182,108156.3440798,837.0628911,75438.6970215,23213.9459526,23270.7800528,27398.9993738,17328.6487262,23242.3630027,13896.0635182,108156.3440798,823.0450607,75438.6970215,23213.9459526,23270.7800528,27398.9993738,17328.6487262
-1.9252761,-1.9252761,-1.7897977,17666.5794738,10510.3455917,82590.1452701,610.7139634,57587.3780060,17636.9214643,17693.1697670,20826.0493945,13171.5501500,17666.5794738,10510.3455917,82590.1452701,601.1817405,57587.3780060,17636.9214643,17693.1697670,20826.0493945,13171.5501500
-1.9202761,-1.9202761,-1.7847977,13840.6308223,8204.2759530,65044.8597008,456.8159661,45334.8607934,13813.9443644,13867.3172802,16315.8726670,10319.0639282,13840.6308223,8204.2759530,65044.8597008,445.4132998,45334.8607934,13813.9443644,13867.3172802,16315.8726670,10319.0639282
-1.9152761,-1.9152761,-1.7797977,11305.4922955,6669.3754033,53409.1384574,354.7379876,37209.4959017,11278.7092789,11332.2753120,13327.3530014,8428.9581331,11305.4922955,6669.3754033,53409.1384574,342.9071383,37209.4959017,11278.7092789,11332.2753120,13327.3530014,8428.9581331
-1.9102761,-1.9102761,-1.7747977,9614.5386432,5647.3148428,45643.3348005,287.5009540,31787.6685954,9588.4211380,9640.6561485,11333.9912226,7168.2454488,9614.5386432,5647.3148428,45643.3348005,274.7965834,31787.6685954,9588.4211380,9640.6561485,11333.9912226,7168.2454488
-1.9052761,-1.9052761,-1.7697977,8502.6987090,4974.7911277,40531.2767644,243.7358231,28218.0818954,8476.4840633,8528.9133546,10023.3111657,6339.2985961,8502.6987090,4974.7911277,40531.2767644,230.5494566,28218.0818954,8476.4840633,8528.9133546,10023.3111657,6339.2985961
-1.9002761,-1.9002761,-1.7647977,7793.0591298,4545.7093582,37265.7307475,215.9924013,25937.8992212,7766.7469091,7819.3713505,9186.7604939,5810.2174958,7793.0591298,4545.7093582,37265.7307475,202.5274157,25937.8992212,7766.7469091,7819.3713505,9186.7604939,5810.2174958
-1.8952761,-1.8952761,-1.7597977,7368.9374545,4289.3047773,35312.6923244,199.5150832,24574.1734241,7342.5272226,7395.3476863,8686.7894059,5494.0080154,7368.9374545,4289.3047773,35312.6923244,185.8918775,24574.1734241,7342.5272226,7395.3476863,8686.7894059,5494.0080154
-1.8902761,-1.8902761,-1.7547977,7160.5501317,4163.2641448,34352.6887284,191.4563899,23903.7891164,7134.0414510,7187.0588124,8441.1343439,5338.6421124,7160.5501317,4163.2641448,34352.6887284,177.7571697,23903.7891164,7134.0414510,7187.0588124,8441.1343439,5338.6421124
-1.8852761,-1.8852761,-1.7497977,7133.5249460,4146.7487993,34228.3267690,190.4137116,23816.8262365,7106.9173772,7160.1325149,8409.2760064,5318.4931306,7133.5249460,4146.7487993,34228.3267690,176.7046986,23816.8262365,7106.9173772,7160.1325149,8409.2760064,5318.4931306
-1.8802761,-1.8802761,-1.7447977,7283.3970881,4237.0520414,34919.1597879,196.2048758,24299.0053352,7256.6901903,7310.1039859,8585.9511028,5430.2322728,7283.3970881,4237.0520414,34919.1597879,182.5503452,24299.0053352,7256.6901903,7310.1039859,8585.9511028,5430.2322728
