# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
-0.0648882,-0.0648882,0.0000000,18354.7118175,18354.7118175
-0.0548882,-0.0548882,0.0100000,13489.7448747,13489.7448747
-0.0448882,-0.0448882,0.0200000,9688.6268839,9688.6268839
-0.0348882,-0.0348882,0.0300000,7099.1391528,7099.1391528
-0.0248882,-0.0248882,0.0400000,5365.2826315,5365.2826315
-0.0148882,-0.0148882,0.0500000,4205.2948280,4205.2948280
-0.0048882,-0.0048882,0.0600000,3307.6971704,3307.6971704
0.0051118,0.0051118,0.0700000,2675.1462480,2675.1462480
0.0151118,0.0151118,0.0800000,2212.9917400,2212.9917400
0.0251118,0.0251118,0.0900000,1850.0249747,1850.0249747
0.0351118,0.0351118,0.1000000,1536.1394664,1510.3987192
0.0451118,0.0451118,0.1100000,1153.3378640,1127.6582524
0.0551118,0.0551118,0.1200000,791.1966201,768.6267958
0.0651118,0.0651118,0.1300000,482.6827977,462.1166535
0.0751118,0.0751118,0.1400000,287.8775647,267.2181725
0.0851118,0.0851118,0.1500000,174.1462904,154.2223733
0.0951118,0.0951118,0.1600000,104.9473150,86.1292839
0.1051118,0.1051118,0.1700000,61.3769525,43.6163461
0.1151118,0.1151118,0.1800000,33.1864026,16.2568193
0.1251118,0.1251118,0.1900000,14.5376461,-1.5757161
0.1351118,0.1351118,0.2000000,2.0321509,-13.1603746
0.1451118,0.1451118,0.2100000,-6.3833709,-20.6012460
0.1551118,0.1551118,0.2200000,-11.9981347,-25.2052709
0.1651118,0.1651118,0.2300000,-15.6521556,-27.7816787
0.1751118,0.1751118,0.2400000,-17.9133365,-28.9232970
0.1851118,0.1851118,0.2500000,-19.1820311,-29.0554347
0.1951118,0.1951118,0.2600000,-19.7565057,-28.4972305
0.2051118,0.2051118,0.2700000,-19.8626455,-27.5019750
0.2151118,0.2151118,0.2800000,-19.6538167,-26.4707336
0.2251118,0.2251118,0.2900000,-19.2210747,-25.1823133
0.2351118,0.2351118,0.3000000,-18.6291028,-23.7683693
0.2451118,0.2451118,0.3100000,-17.9430148,-22.3274355
0.2551118,0.2551118,0.3200000,-17.2297638,-20.8738976
0.2651118,0.2651118,0.3300000,-16.5359302,-19.4180310
0.2751118,0.2751118,0.3400000,-15.8631288,-17.9942867
0.2851118,0.2851118,0.3500000,-15.1759908,-16.6331886
0.2951118,0.2951118,0.3600000,-14.4299287,-15.4422648
0.3051118,0.3051118,0.3700000,-13.6057442,-14.4292762
0.3151118,0.3151118,0.3800000,-12.7216848,-13.5475357
0.3251118,0.3251118,0.3900000,-11.8147294,-12.6259734
0.3351118,0.3351118,0.4000000,-10.9201572,-11.6876366
0.3451118,0.3451118,0.4100000,-10.0630833,-10.7746888
0.3551118,0.3551118,0.4200000,-9.2581989,-9.9086545
0.3651118,0.3651118,0.4300000,-8.5123119,-9.1009688
0.3751118,0.3751118,0.4400000,-7.8270424,-8.3615833
0.3851118,0.3851118,0.4500000,-7.2008927,-7.6922078
0.3951118,0.3951118,0.4600000,-6.6306470,-7.0748852
0.4051118,0.4051118,0.4700000,-6.1122594,-6.5099637
0.4151118,0.4151118,0.4800000,-5.6413923,-5.9954097
0.4251118,0.4251118,0.4900000,-5.2137297,-5.5279482
0.4351118,0.4351118,0.5000000,-4.8251517,-5.1037787
0.4451118,0.4451118,0.5100000,-4.4718216,-4.7189875
0.4551118,0.4551118,0.5200000,-4.1502228,-4.3697783
0.4651118,0.4651118,0.5300000,-3.8571650,-4.0525915
0.4751118,0.4751118,0.5400000,-3.5897735,-3.7641583
0.4851118,0.4851118,0.5500000,-3.3454697,-3.5015164
0.4951118,0.4951118,0.5600000,-3.1219466,-3.2620041
0.5051118,0.5051118,0.5700000,-2.9171442,-3.0432427
0.5151118,0.5151118,0.5800000,-2.7292244,-2.8431270
0.5251118,0.5251118,0.5900000,-2.5565475,-2.6597749
0.5351118,0.5351118,0.6000000,-2.3976506,-2.4914919
0.5451118,0.5451118,0.6100000,-2.2512282,-2.3367933
0.5551118,0.5551118,0.6200000,-2.1161136,-2.1943596
0.5651118,0.5651118,0.6300000,-1.9912641,-2.0630176
0.5751118,0.5751118,0.6400000,-1.8757460,-1.9417226
0.5851118,0.5851118,0.6500000,-1.7687228,-1.8295433
0.5951118,0.5951118,0.6600000,-1.6694438,-1.7256482
0.6051118,0.6051118,0.6700000,-1.5772347,-1.6292940
0.6151118,0.6151118,0.6800000,-1.4914886,-1.5398149
0.6251118,0.6251118,0.6900000,-1.4116590,-1.4566139
0.6351118,0.6351118,0.7000000,-1.3372527,-1.3791553
0.6451118,0.6451118,0.7100000,-1.2678243,-1.3069649
0.6551118,0.6551118,0.7200000,-1.2029706,-1.2395955
0.6651118,0.6651118,0.7300000,-1.1423268,-1.1766545
0.6751118,0.6751118,0.7400000,-1.0855617,-1.1177871
0.6851118,0.6851118,0.7500000,-1.0323744,-1.0626718
0.6951118,0.6951118,0.7600000,-0.9824914,-1.0110170
0.7051118,0.7051118,0.7700000,-0.9356636,-0.9625575
0.7151118,0.7151118,0.7800000,-0.8916638,-0.9170668
0.7251118,0.7251118,0.7900000,-0.8502846,-0.8743150
0.7351118,0.7351118,0.8000000,-0.8113364,-0.8340936
0.7451118,0.7451118,0.8100000,-0.7746457,-0.7962201
0.7551118,0.7551118,0.8200000,-0.7400534,-0.7605276
0.7651118,0.7651118,0.8300000,-0.7074138,-0.7268630
0.7751118,0.7751118,0.8400000,-0.6765927,-0.6950859
0.7851118,0.7851118,0.8500000,-0.6474671,-0.6650673
0.7951118,0.7951118,0.8600000,-0.6199236,-0.6366888
0.8051118,0.8051118,0.8700000,-0.5938577,-0.6098480
0.8151118,0.8151118,0.8800000,-0.5691730,-0.5844371
0.8251118,0.8251118,0.8900000,-0.5457805,-0.5603623
0.8351118,0.8351118,0.9000000,-0.5235981,-0.5375382
0.8451118,0.8451118,0.9100000,-0.5025497,-0.5158857
0.8551118,0.8551118,0.9200000,-0.4825648,-0.4953318
0.8651118,0.8651118,0.9300000,-0.4635781,-0.4758085
0.8751118,0.8751118,0.9400000,-0.4455290,-0.4572531
0.8851118,0.8851118,0.9500000,-0.4283613,-0.4396071
0.8951118,0.8951118,0.9600000,-0.4120228,-0.4228164
0.9051118,0.9051118,0.9700000,-0.3964647,-0.4068306
