# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0025104,0.0025104,-0.0087174,212474.2274000,136696.5766000,849159.8939000,13352.1251000,598065.4885000,10586798.5000000,107245741.5000000,746235159.2000000
0.0075104,0.0075104,-0.0037174,187616.4033000,120691.6836000,749946.0016000,11775.3756500,528184.2924000,9351523.3390000,94736002.3700000,659197603.3000000
0.0125104,0.0125104,0.0012826,163771.9553000,105340.0425000,654768.5168000,10263.8252800,461146.4246000,8166399.5180000,82733912.9200000,575691593.0000000
0.0175104,0.0175104,0.0062826,141439.3266000,90962.6078000,565616.5573000,8849.1236210,398352.9281000,7056189.0460000,71490231.6800000,497461784.8000000
0.0225104,0.0225104,0.0112826,120956.2493000,77776.8062500,483838.3543000,7552.6645760,340753.4193000,6037681.5050000,61174995.6200000,425691239.6000000
0.0275104,0.0275104,0.0162826,102513.5569000,65905.4402800,410196.2795000,6386.4738790,288884.8490000,5120377.8680000,51884442.2700000,361049578.6000000
0.0325104,0.0325104,0.0212826,85774.5084400,55135.4392100,343306.9201000,5333.5929070,241774.1944000,4286553.9840000,43437942.4200000,302277812.2000000
0.0375104,0.0375104,0.0262826,70445.0376000,45269.4676100,282080.7800000,4365.9623910,198651.1153000,3523713.1530000,35711367.1500000,248517104.9000000
0.0425104,0.0425104,0.0312826,57548.8036200,36970.6070800,230561.5313000,3553.2072840,162365.2421000,2881668.6250000,29207968.9700000,203266482.1000000
0.0475104,0.0475104,0.0362826,46798.9506200,30054.0030600,187605.9468000,2876.9435910,132111.2847000,2346207.9130000,23783865.4100000,165524965.7000000
0.0525104,0.0525104,0.0412826,37909.2992700,24335.2560200,152073.2951000,2318.8530970,107085.7182000,1903147.0070000,19295456.4800000,134293531.5000000
0.0575104,0.0575104,0.0462826,30608.1028200,19639.2810600,122880.2154000,1861.5590790,86525.4347200,1539013.2450000,15606339.3900000,108623216.8000000
0.0625104,0.0625104,0.0512826,24646.4628900,15805.7269900,99034.3034200,1489.1606640,69731.3999000,1241463.4100000,12591542.4700000,87644578.5100000
0.0675104,0.0675104,0.0562826,19802.6182100,12691.7365200,79651.2395000,1187.5035610,56080.7165500,999497.1420000,10139686.7600000,70582733.0500000
0.0725104,0.0725104,0.0612826,15750.2736800,10088.1092500,63419.3587700,936.9338946,44649.8427000,796664.9162000,8083917.3940000,56276241.2300000
0.0775104,0.0775104,0.0662826,12474.7297300,7983.4596720,50300.2140000,734.2600347,35410.9883800,632744.6028000,6422567.5910000,44714659.5200000
0.0825104,0.0825104,0.0712826,9884.0878980,6319.5233750,39917.4874900,574.7172046,28099.4289900,502929.9341000,5106689.3060000,35556884.4600000
0.0875104,0.0875104,0.0762826,7835.9141440,5004.5797540,31702.8298800,449.2549486,22314.8433400,400146.3947000,4064642.3700000,28304481.6300000
0.0925104,0.0925104,0.0812826,6216.6580710,3965.5157140,25203.0625600,350.6673484,17738.0345200,318752.0052000,3239290.8280000,22559924.5500000
0.0975104,0.0975104,0.0862826,4936.1468670,3144.2775910,20058.2327500,273.2402825,14115.4719500,254264.4918000,2585240.8550000,18007379.0300000
0.1025104,0.1025104,0.0912826,3922.9848510,2494.9067770,15983.2766300,212.4568618,11246.3749400,203133.2920000,2066532.5580000,14396645.0800000
0.1075104,0.1075104,0.0962826,3120.7678120,1981.1004780,12752.9288300,180.3758997,8972.0830650,162551.9120000,1654740.2390000,11529940.4500000
0.1125104,0.1125104,0.1012826,2485.0044100,1574.2281600,10189.4495000,142.9295640,7167.4111740,130305.3028000,1327427.1920000,9251150.5410000
0.1175104,0.1175104,0.1062826,1980.6355180,1251.7333410,8152.7340790,113.5383064,5733.6829240,104646.8592000,1066900.3590000,7437164.4750000
0.1225104,0.1225104,0.1112826,1580.0497510,995.8551232,6532.4006400,90.4629542,4593.1571600,84200.0001100,859213.8582000,5990942.4670000
0.1275104,0.1275104,0.1162826,1261.5047950,792.6112372,5241.4945330,72.3353836,3684.5936320,67879.8584100,693376.0868000,4835999.5020000
0.1325104,0.1325104,0.1212826,1007.8770240,630.9926074,4211.5015460,58.0715587,2959.7403770,54831.2392600,560721.5289000,3912034.8680000
0.1375104,0.1375104,0.1262826,805.6743866,502.3275654,3388.4105610,46.7970921,2380.5603710,44379.6287800,454414.6865000,3171480.8390000
0.1425104,0.1425104,0.1312826,644.2590660,399.7812113,2729.6124240,37.7987271,1917.0472010,35992.6015700,369059.2924000,2576783.8260000
0.1475104,0.1475104,0.1362826,515.2363965,317.9618954,2201.4617060,30.5085926,1545.5076640,29249.4724000,300390.9906000,2098266.2220000
0.1525104,0.1525104,0.1412826,411.9750540,252.6122678,1777.3618710,24.5082787,1247.2130550,23817.4581100,245035.9332000,1712446.8280000
0.1575104,0.1575104,0.1462826,329.2305799,200.3668959,1436.2625250,19.5156163,1007.3407080,19432.9656400,200321.2774000,1400722.3620000
0.1625104,0.1625104,0.1512826,262.8500722,174.1959526,1161.4803770,15.3371221,814.1435562,15886.9072600,164126.4615000,1148332.6800000
0.1675104,0.1675104,0.1562826,209.5405337,140.7007473,939.7741122,11.8238269,658.2985381,13013.1754300,134766.4723000,943548.5635000
0.1725104,0.1725104,0.1612826,182.3197431,113.8206398,760.6182530,8.8534271,532.3951633,10679.5937600,110900.1867000,777033.9701000
0.1775104,0.1775104,0.1662826,147.8145929,92.1818219,615.6328494,6.3300217,430.5338417,8780.8078000,91458.3570600,641344.9387000
0.1825104,0.1825104,0.1712826,119.9735974,74.6721354,498.1352138,4.1867994,348.0101713,7232.6950790,75586.9807800,530535.5449000
0.1875104,0.1875104,0.1762826,97.4232485,60.4007142,402.7872356,2.3800262,281.0665486,5967.9653710,62602.7245800,439847.7208000
0.1925104,0.1925104,0.1812826,79.0519556,48.6793540,325.3175887,0.8765390,226.6965283,4932.6937390,51957.7954600,365466.8054000
0.1975104,0.1975104,0.1862826,63.9837670,39.0016096,262.3026591,-0.3553639,198.0686443,4083.5851270,43212.2212800,304328.6486000
0.2025104,0.2025104,0.1912826,51.5605404,30.9975255,210.9935491,-1.3479783,161.9483183,3385.8131700,36011.9476400,253967.1863000
0.2075104,0.2075104,0.1962826,41.2984537,24.3785299,184.6219041,-2.1325301,132.3305509,2811.3101720,30071.5050200,212393.8150000
0.2125104,0.2125104,0.2012826,32.8267738,18.8982514,150.1950708,-2.7376931,107.9160431,2337.4119900,25160.2712800,178001.7842000
0.2175104,0.2175104,0.2062826,25.8371769,14.3405316,121.8113763,-3.1894276,87.7281066,1945.7824300,21091.5662900,149490.2960000
0.2225104,0.2225104,0.2112826,20.0585795,10.5257546,98.3597467,-3.5114344,71.0377304,1621.5581180,17713.9801700,125804.1478000
0.2275104,0.2275104,0.2162826,15.2551748,7.3179764,79.0049655,-3.7254728,57.2655010,1352.6674780,14904.4661200,106085.6538000
0.2325104,0.2325104,0.2212826,11.2344603,4.6209576,63.0693602,-3.8513433,45.9236884,1129.2874410,12556.6424200,89561.6650000
0.2375104,0.2375104,0.2262826,7.8518795,2.3646157,49.9777431,-3.9066910,36.5893643,938.6421012,10544.0302600,75415.9267700
0.2425104,0.2425104,0.2312826,5.0047391,0.4917504,39.2356737,-3.9068333,28.8930650,780.2908900,8873.9963760,63665.1183200
0.2475104,0.2475104,0.2362826,2.6180441,-1.0487708,30.4157077,-3.8647243,22.5172317,649.1225861,7481.4143260,53848.2485000
0.2525104,0.2525104,0.2412826,0.6310953,-2.3033580,23.1505670,-3.7910672,17.1986285,538.9651371,6309.2397770,45581.4740300
0.2575104,0.2575104,0.2462826,-1.0096782,-3.3131282,17.1317549,-3.6945315,12.7298598,447.6069688,5332.1446940,38680.5313900
0.2625104,0.2625104,0.2512826,-2.3525304,-4.1136736,12.1098896,-3.5820229,8.9562356,371.6976392,4515.4287220,32903.2125400
0.2675104,0.2675104,0.2562826,-3.4401227,-4.7356151,7.8932614,-3.4589643,5.7659211,308.4951417,3830.9714490,28053.1709800
0.2725104,0.2725104,0.2612826,-4.3093621,-5.2055248,4.3413198,-3.3295597,3.0758536,255.7728887,3255.9083210,23970.6998400
0.2775104,0.2775104,0.2662826,-4.9919197,-5.5467599,1.3521948,-3.1970286,0.8192296,211.7171643,2771.5879660,20525.4691400
0.2825104,0.2825104,0.2712826,-5.5151390,-5.7800113,-1.1517953,-3.0638047,-1.0617633,188.9321919,2362.7480590,17610.7846200
0.2875104,0.2875104,0.2762826,-5.9029184,-5.9235949,-3.2351267,-2.9317018,-2.6185372,157.6951081,2016.8615410,15139.0326800
0.2925104,0.2925104,0.2812826,-6.1763477,-5.9935995,-4.9544943,-2.8020473,-3.8964702,131.4024307,1723.6161470,13038.0536600
0.2975104,0.2975104,0.2862826,-6.3540855,-6.0039957,-6.3603157,-2.6757905,-4.9349415,109.2449116,1474.4986390,11248.2442500
0.3025104,0.3025104,0.2912826,-6.4525674,-5.9667595,-7.4967914,-2.5535881,-5.7677628,90.5506598,1262.4615600,9720.2346470
