# r[nm],d[nm],daligned[nm],Uwater(d)[kj/mol],UMinwater(d)[kj/mol]
0.0147994,0.0147994,-0.0000001,11867.6485685,11867.6485685
0.0247994,0.0247994,0.0099999,10527.1208119,10527.1208119
0.0347994,0.0347994,0.0199999,8150.8831004,8150.8831004
0.0447994,0.0447994,0.0299999,6239.9305220,6239.9305220
0.0547994,0.0547994,0.0399999,4782.6938514,4782.6938514
0.0647994,0.0647994,0.0499999,3626.0664949,3626.0664949
0.0747994,0.0747994,0.0599999,2704.0861148,2704.0861148
0.0847994,0.0847994,0.0699999,1979.4510094,1979.4510094
0.0947994,0.0947994,0.0799999,1447.9171402,1422.2253782
0.1047994,0.1047994,0.0899999,1026.2121525,1001.0629283
0.1147994,0.1147994,0.0999999,716.1176035,690.5156354
0.1247994,0.1247994,0.1099999,482.9235707,458.1685638
0.1347994,0.1347994,0.1199999,308.6416118,282.8599155
0.1447994,0.1447994,0.1299999,189.2251054,163.9186731
0.1547994,0.1547994,0.1399999,107.1247974,81.9376487
0.1647994,0.1647994,0.1499999,51.0412002,25.9364525
0.1747994,0.1747994,0.1599999,11.8845085,-13.2583813
0.1847994,0.1847994,0.1699999,-14.3697085,-39.7980935
0.1947994,0.1947994,0.1799999,-30.6021151,-55.9143095
0.2047994,0.2047994,0.1899999,-40.5276013,-65.2547393
0.2147994,0.2147994,0.1999999,-47.1630571,-71.4260940
0.2247994,0.2247994,0.2099999,-51.4086972,-75.8675675
0.2347994,0.2347994,0.2199999,-53.7586387,-77.5062313
0.2447994,0.2447994,0.2299999,-54.6137831,-78.4466752
0.2547994,0.2547994,0.2399999,-54.6160952,-78.4753983
0.2647994,0.2647994,0.2499999,-55.1738973,-77.6123774
0.2747994,0.2747994,0.2599999,-57.6682790,-80.0638267
0.2847994,0.2847994,0.2699999,-59.7541647,-82.8713854
0.2947994,0.2947994,0.2799999,-60.6941437,-83.8979834
0.3047994,0.3047994,0.2899999,-60.8726673,-83.9622125
0.3147994,0.3147994,0.2999999,-60.6311757,-83.5226708
0.3247994,0.3247994,0.3099999,-60.1759767,-82.8361815
0.3347994,0.3347994,0.3199999,-59.6214080,-82.0454316
0.3447994,0.3447994,0.3299999,-59.0284669,-81.2281795
0.3547994,0.3547994,0.3399999,-58.4288791,-80.4251997
0.3647994,0.3647994,0.3499999,-57.8386823,-79.6562888
0.3747994,0.3747994,0.3599999,-57.2655620,-78.9294890
0.3847994,0.3847994,0.3699999,-56.7127437,-78.2464149
0.3947994,0.3947994,0.3799999,-56.1810622,-77.6053243
0.4047994,0.4047994,0.3899999,-55.6700782,-77.0028747
0.4147994,0.4147994,0.3999999,-55.1786928,-76.4351118
0.4247994,0.4247994,0.4099999,-54.7054938,-75.8980096
0.4347994,0.4347994,0.4199999,-54.2489526,-75.3877494
0.4447994,0.4447994,0.4299999,-53.8075376,-74.9008494
0.4547994,0.4547994,0.4399999,-53.3797772,-74.4342097
0.4647994,0.4647994,0.4499999,-52.9642932,-73.9851109
0.4747994,0.4747994,0.4599999,-52.5598163,-73.5511905
0.4847994,0.4847994,0.4699999,-52.1651911,-73.1304076
0.4947994,0.4947994,0.4799999,-51.7793742,-72.7210056
0.5047994,0.5047994,0.4899999,-51.4014284,-72.3214753
0.5147994,0.5147994,0.4999999,-51.0305156,-71.9305206
0.5247994,0.5247994,0.5099999,-50.6658885,-71.5470284
0.5347994,0.5347994,0.5199999,-50.3068820,-71.1700419
0.5447994,0.5447994,0.5299999,-49.9529052,-70.7987377
0.5547994,0.5547994,0.5399999,-49.6034336,-70.4324061
0.5647994,0.5647994,0.5499999,-49.2580018,-70.0704345
0.5747994,0.5747994,0.5599999,-48.9161975,-69.7122930
0.5847994,0.5847994,0.5699999,-48.5776553,-69.3575230
0.5947994,0.5947994,0.5799999,-48.2420516,-69.0057267
0.6047994,0.6047994,0.5899999,-47.9090998,-68.6565584
0.6147994,0.6147994,0.5999999,-47.5785464,-68.3097180
0.6247994,0.6247994,0.6099999,-47.2501674,-67.9649441
0.6347994,0.6347994,0.6199999,-46.9237646,-67.6220093
0.6447994,0.6447994,0.6299999,-46.5991632,-67.2807156
0.6547994,0.6547994,0.6399999,-46.2762093,-66.9408906
0.6647994,0.6647994,0.6499999,-45.9547670,-66.6023845
0.6747994,0.6747994,0.6599999,-45.6347173,-66.2650670
0.6847994,0.6847994,0.6699999,-45.3159556,-65.9288253
0.6947994,0.6947994,0.6799999,-44.9983908,-65.5935614
0.7047994,0.7047994,0.6899999,-44.6819433,-65.2591912
0.7147994,0.7147994,0.6999999,-44.3665442,-64.9256422
0.7247994,0.7247994,0.7099999,-44.0521339,-64.5928525
0.7347994,0.7347994,0.7199999,-43.7386613,-64.2607695
0.7447994,0.7447994,0.7299999,-43.4260830,-63.9293489
0.7547994,0.7547994,0.7399999,-43.1143623,-63.5985539
0.7647994,0.7647994,0.7499999,-42.8034688,-63.2683541
0.7747994,0.7747994,0.7599999,-42.4933772,-62.9387249
0.7847994,0.7847994,0.7699999,-42.1840676,-62.6096473
0.7947994,0.7947994,0.7799999,-41.8755242,-62.2811064
0.8047994,0.8047994,0.7899999,-41.5677352,-61.9530919
0.8147994,0.8147994,0.7999999,-41.2606925,-61.6255969
0.8247994,0.8247994,0.8099999,-40.9543910,-61.2986182
0.8347994,0.8347994,0.8199999,-40.6488287,-60.9721550
0.8447994,0.8447994,0.8299999,-40.3440058,-60.6462095
0.8547994,0.8547994,0.8399999,-40.0399251,-60.3207862
0.8647994,0.8647994,0.8499999,-39.7365912,-59.9958914
0.8747994,0.8747994,0.8599999,-39.4340108,-59.6715337
0.8847994,0.8847994,0.8699999,-39.1321918,-59.3477228
0.8947994,0.8947994,0.8799999,-38.8311438,-59.0244701
0.9047994,0.9047994,0.8899999,-38.5308776,-58.7017883
0.9147994,0.9147994,0.8999999,-38.2314050,-58.3796911
0.9247994,0.9247994,0.9099999,-37.9327388,-58.0581930
0.9347994,0.9347994,0.9199999,-37.6348928,-57.7373096
0.9447994,0.9447994,0.9299999,-37.3378813,-57.4170571
0.9547994,0.9547994,0.9399999,-37.0417193,-57.0974521
0.9647994,0.9647994,0.9499999,-36.7464221,-56.7785120
0.9747994,0.9747994,0.9599999,-36.4520059,-56.4602545
0.9847994,0.9847994,0.9699999,-36.1584868,-56.1426974
0.9947994,0.9947994,0.9799999,-35.8658814,-55.8258591
1.0047994,1.0047994,0.9899999,-35.5742064,-55.5097581
1.0147994,1.0147994,0.9999999,-35.2834787,-55.1944128
1.0247994,1.0247994,1.0099999,-34.9937153,-54.8798418
1.0347994,1.0347994,1.0199999,-34.7049332,-54.5660640
1.0447994,1.0447994,1.0299999,-34.4171495,-54.2530978
1.0547994,1.0547994,1.0399999,-34.1303812,-53.9409619
1.0647994,1.0647994,1.0499999,-33.8446450,-53.6296747
1.0747994,1.0747994,1.0599999,-33.5599578,-53.3192545
1.0847994,1.0847994,1.0699999,-33.2763363,-53.0097196
