# r[nm],d[nm],daligned[nm],UWater(d)[kj/mol]
0.9000000,0.1500000,0.1246592,1364.0138457
0.9100000,0.1600000,0.1346592,876.5170517
0.9200000,0.1700000,0.1446592,564.2454531
0.9300000,0.1800000,0.1546592,363.3395246
0.9400000,0.1900000,0.1646592,233.5732191
0.9500000,0.2000000,0.1746592,149.6619289
0.9600000,0.2100000,0.1846592,95.2208988
0.9700000,0.2200000,0.1946592,59.5728930
0.9800000,0.2300000,0.2046592,36.0195580
0.9900000,0.2400000,0.2146592,20.1379425
1.0000000,0.2500000,0.2246592,9.2560745
1.0100000,0.2600000,0.2346592,1.7984062
1.0200000,0.2700000,0.2446592,-3.2897584
1.0300000,0.2800000,0.2546592,-6.6957958
1.0400000,0.2900000,0.2646592,-8.9110248
1.0500000,0.3000000,0.2746592,-10.2915374
1.0600000,0.3100000,0.2846592,-11.1056483
1.0700000,0.3200000,0.2946592,-11.5564602
1.0800000,0.3300000,0.3046592,-11.7653711
1.0900000,0.3400000,0.3146592,-11.8132650
1.1000000,0.3500000,0.3246592,-11.7934182
1.1100000,0.3600000,0.3346592,-11.7525712
1.1200000,0.3700000,0.3446592,-11.6642852
1.1300000,0.3800000,0.3546592,-11.5003087
1.1400000,0.3900000,0.3646592,-11.2497328
1.1500000,0.4000000,0.3746592,-10.9055311
1.1600000,0.4100000,0.3846592,-10.4693823
1.1700000,0.4200000,0.3946592,-9.9552481
1.1800000,0.4300000,0.4046592,-9.3861965
1.1900000,0.4400000,0.4146592,-8.7892977
1.2000000,0.4500000,0.4246592,-8.1899194
1.2100000,0.4600000,0.4346592,-7.6078270
1.2200000,0.4700000,0.4446592,-7.0568692
1.2300000,0.4800000,0.4546592,-6.5461970
1.2400000,0.4900000,0.4646592,-6.0807710
1.2500000,0.5000000,0.4746592,-5.6612200
1.2600000,0.5100000,0.4846592,-5.2818290
1.2700000,0.5200000,0.4946592,-4.9321164
1.2800000,0.5300000,0.5046592,-4.6047463
1.2900000,0.5400000,0.5146592,-4.2976165
1.3000000,0.5500000,0.5246592,-4.0097542
1.3100000,0.5600000,0.5346592,-3.7403787
1.3200000,0.5700000,0.5446592,-3.4892480
1.3300000,0.5800000,0.5546592,-3.2558925
1.3400000,0.5900000,0.5646592,-3.0394140
1.3500000,0.6000000,0.5746592,-2.8381698
1.3600000,0.6100000,0.5846592,-2.6494225
1.3700000,0.6200000,0.5946592,-2.4706763
1.3800000,0.6300000,0.6046592,-2.3011657
1.3900000,0.6400000,0.6146592,-2.1414998
1.4000000,0.6500000,0.6246592,-1.9925559
1.4100000,0.6600000,0.6346592,-1.8547808
1.4200000,0.6700000,0.6446592,-1.7280472
1.4300000,0.6800000,0.6546592,-1.6118013
1.4400000,0.6900000,0.6646592,-1.5052637
1.4500000,0.7000000,0.6746592,-1.4075796
1.4600000,0.7100000,0.6846592,-1.3179080
1.4700000,0.7200000,0.6946592,-1.2354649
