# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
-2.9252761,-2.9252761,-2.7897977,446.1594259
-2.9152761,-2.9152761,-2.7797977,836.9460638
-2.9052761,-2.9052761,-2.7697977,1475.0549522
-2.8952761,-2.8952761,-2.7597977,2499.7104484
-2.8852761,-2.8852761,-2.7497977,4209.0802697
-2.8752761,-2.8752761,-2.7397977,7027.3630494
-2.8652761,-2.8652761,-2.7297977,11702.1031114
-2.8552761,-2.8552761,-2.7197977,19507.7568965
-2.8452761,-2.8452761,-2.7097977,32627.2705539
-2.8352761,-2.8352761,-2.6997977,54806.8626560
-2.8252761,-2.8252761,-2.6897977,92461.8730700
-2.8152761,-2.8152761,-2.6797977,156491.3586175
-2.8052761,-2.8052761,-2.6697977,265111.4180431
-2.7952761,-2.7952761,-2.6597977,317152.3501882
-2.7852761,-2.7852761,-2.6497977,325550.0357617
-2.7752761,-2.7752761,-2.6397977,342708.2799486
-2.7652761,-2.7652761,-2.6297977,345475.7737523
-2.7552761,-2.7552761,-2.6197977,361025.8485685
-2.7452761,-2.7452761,-2.6097977,393570.0940727
-2.7352761,-2.7352761,-2.5997977,436638.0534863
-2.7252761,-2.7252761,-2.5897977,439535.1283707
-2.7152761,-2.7152761,-2.5797977,437762.0938982
-2.7052761,-2.7052761,-2.5697977,438972.1919304
-2.6952761,-2.6952761,-2.5597977,446012.4861104
-2.6852761,-2.6852761,-2.5497977,463038.2901530
-2.6752761,-2.6752761,-2.5397977,496848.3477991
-2.6652761,-2.6652761,-2.5297977,558887.6951448
-2.6552761,-2.6552761,-2.5197977,546879.6523186
-2.6452761,-2.6452761,-2.5097977,406641.4317565
-2.6352761,-2.6352761,-2.4997977,346635.1725149
-2.6252761,-2.6252761,-2.4897977,345715.9145789
-2.6152761,-2.6152761,-2.4797977,351011.9497834
-2.6052761,-2.6052761,-2.4697977,412001.3043886
-2.5952761,-2.5952761,-2.4597977,552625.5426700
-2.5852761,-2.5852761,-2.4497977,605275.4090980
-2.5752761,-2.5752761,-2.4397977,544329.3348584
-2.5652761,-2.5652761,-2.4297977,523670.9524277
-2.5552761,-2.5552761,-2.4197977,533702.7854484
-2.5452761,-2.5452761,-2.4097977,572685.7582613
-2.5352761,-2.5352761,-2.3997977,644931.2895858
-2.5252761,-2.5252761,-2.3897977,759240.9687782
-2.5152761,-2.5152761,-2.3797977,847970.0263184
-2.5052761,-2.5052761,-2.3697977,946441.4006012
-2.4952761,-2.4952761,-2.3597977,1068334.4575191
-2.4852761,-2.4852761,-2.3497977,1199271.5861546
-2.4752761,-2.4752761,-2.3397977,1316256.4031833
-2.4652761,-2.4652761,-2.3297977,1394473.0962973
-2.4552761,-2.4552761,-2.3197977,1411937.1357146
-2.4452761,-2.4452761,-2.3097977,1283298.2276077
