# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-2.2467354,-2.2467354,-2.0940148,8937.3207014,5265.7617929,42501.3909659,260.6993045,29613.3527657,8925.1776755,8949.4637274,10535.6604350,6663.3367257,8937.3207014,5265.7617929,42501.3909659,247.8568857,29613.3527657,8925.1776755,8949.4637274,10535.6604350,6663.3367257
-2.2417354,-2.2417354,-2.0890148,8041.6592153,4724.2191474,38381.4321074,225.5378190,26736.6273612,8029.4744378,8053.8439928,9479.8199210,5995.5645517,8041.6592153,4724.2191474,38381.4321074,212.3516434,26736.6273612,8029.4744378,8053.8439928,9479.8199210,5995.5645517
-2.2367354,-2.2367354,-2.0840148,7484.1431969,4387.2675099,35814.8791180,203.7995813,24944.6002406,7471.9164186,7496.3699753,8822.5984055,5579.9011684,7484.1431969,4387.2675099,35814.8791180,190.4117262,24944.6002406,7471.9164186,7496.3699753,8822.5984055,5579.9011684
-2.2317354,-2.2317354,-2.0790148,7173.4446363,4199.5247652,34383.6928600,191.7527276,23945.3164405,7161.1756058,7185.7136667,8456.3348862,5348.2557795,7173.4446363,4199.5247652,34383.6928600,178.2554718,23945.3164405,7161.1756058,7185.7136667,8456.3348862,5348.2557795
-2.2267354,-2.2267354,-2.0740148,7058.6026087,4130.0931343,33854.5429063,187.3150944,23575.8221526,7046.2910730,7070.9141444,8320.9546479,5262.6337989,7058.6026087,4130.0931343,33854.5429063,173.7777885,23575.8221526,7046.2910730,7070.9141444,8320.9546479,5262.6337989
-2.2217354,-2.2217354,-2.0690148,7120.7461131,4167.5322162,34141.0122766,189.7158991,23775.7657624,7108.3918170,7133.1004091,8394.2118222,5308.9657040,7120.7461131,4167.5322162,34141.0122766,176.2002404,23775.7657624,7108.3918170,7133.1004091,8394.2118222,5308.9657040
-2.2167354,-2.2167354,-2.0640148,7370.0887758,4318.0338568,35289.8737662,199.3722935,24577.8122682,7357.6914624,7382.4860891,8688.1466282,5494.8663981,7370.0887758,4318.0338568,35289.8737662,185.9440663,24577.8122682,7357.6914624,7382.4860891,8688.1466282,5494.8663981
-2.2117354,-2.2117354,-2.0590148,7847.5511938,4606.4074004,37488.4984308,217.9560421,26112.8178879,7835.1106041,7859.9917834,9250.9978533,5850.8447692,7847.5511938,4606.4074004,37488.4984308,204.6987227,26112.8178879,7835.1106041,7859.9917834,9250.9978533,5850.8447692
-2.2067354,-2.2067354,-2.0540148,8631.3579626,5080.0861963,41094.9797121,248.6637063,28630.8709155,8618.8738359,8643.8420893,10174.9796863,6435.2221909,8631.3579626,5080.0861963,41094.9797121,235.7007165,28630.8709155,8618.8738359,8643.8420893,10174.9796863,6435.2221909
-2.2017354,-2.2017354,-2.0490148,9850.0375858,5817.0231648,46697.4895387,296.7441497,32542.7504800,9837.5096592,9862.5655125,11611.6065142,7343.8247757,9850.0375858,5817.0231648,46697.4895387,284.2835014,32542.7504800,9837.5096592,9862.5655125,11611.6065142,7343.8247757
-2.1967354,-2.1967354,-2.0440148,11693.5930288,6929.2949018,55161.9778739,370.3841691,38453.0569248,11680.7977098,11706.3883478,13784.8612053,8718.3117276,11693.5930288,6929.2949018,55161.9778739,358.6422234,38453.0569248,11680.7977098,11706.3883478,13784.8612053,8718.3117276
