# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.6479333,-1.6479333,-1.6670821,40417.4338841,24336.5329826,187096.4216574,1525.8753541,130596.7636120,40417.4338841,40417.4338841,47645.6393679,30133.7481955,40417.4338841,24336.5329826,187096.4216574,1510.5178219,130596.7636120,40417.4338841,40417.4338841,47645.6393679,30133.7481955
-1.6429333,-1.6429333,-1.6620821,40153.4687507,24177.1095028,185880.3338812,1515.7329257,129747.7194561,40153.4687507,40153.4687507,47334.4670260,29936.9455265,40153.4687507,24177.1095028,185880.3338812,1500.1979863,129747.7194561,40153.4687507,40153.4687507,47334.4670260,29936.9455265
-1.6379333,-1.6379333,-1.6570821,39466.7993260,23761.6101520,182726.2922165,1488.2214537,127545.3280462,39466.7993260,39466.7993260,46524.9944636,29424.9901264,39466.7993260,23761.6101520,182726.2922165,1472.6161522,127545.3280462,39466.7993260,39466.7993260,46524.9944636,29424.9901264
-1.6329333,-1.6329333,-1.6520821,38379.9484142,23103.7056734,177737.2373206,1444.3484624,124061.4873881,38379.9484142,38379.9484142,45243.7724360,28614.6741672,38379.9484142,23103.7056734,177737.2373206,1428.7169210,124061.4873881,38379.9484142,38379.9484142,45243.7724360,28614.6741672
-1.6279333,-1.6279333,-1.6470821,36930.7649441,22226.3575269,171086.3011762,1385.7159066,119417.1152254,36930.7649441,36930.7649441,43535.4187293,27534.2164147,36930.7649441,22226.3575269,171086.3011762,1370.0765114,119417.1152254,36930.7649441,36930.7649441,43535.4187293,27534.2164147
-1.6229333,-1.6229333,-1.6420821,35169.5167407,21160.0536845,163003.5146646,1314.4221511,113772.8652249,35169.5167407,35169.5167407,41459.1910059,26221.0947053,35169.5167407,21160.0536845,163003.5146646,1298.7812136,113772.8652249,35169.5167407,35169.5167407,41459.1910059,26221.0947053
-1.6179333,-1.6179333,-1.6370821,33155.3874201,19940.6828001,153759.7910206,1232.9219963,107317.9405462,33155.3874201,33155.3874201,39084.8572092,24719.4341607,33155.3874201,19940.6828001,153759.7910206,1217.2809050,107317.9405462,33155.3874201,33155.3874201,39084.8572092,24719.4341607
-1.6129333,-1.6129333,-1.6320821,30952.7006197,18607.2430376,143649.6611401,1143.8723723,100258.0357182,30952.7006197,30952.7006197,36488.2445386,23077.1921126,30952.7006197,18607.2430376,143649.6611401,1128.2312795,100258.0357182,30952.7006197,30952.7006197,36488.2445386,23077.1921126
-1.6079333,-1.6079333,-1.6270821,28627.2041595,17199.5875211,132974.2798447,1049.9799006,92803.4678621,28627.2041595,28627.2041595,33746.8590759,21343.3877113,28627.2041595,17199.5875211,132974.2798447,1034.3388224,92803.4678621,28627.2041595,28627.2041595,33746.8590759,21343.3877113
-1.6029333,-1.6029333,-1.6220821,26242.7107576,15756.3864987,122026.0582061,953.8620464,85158.4437415,26242.7107576,26242.7107576,30935.9257289,19565.5973659,26242.7107576,15756.3864987,122026.0582061,938.2210162,85158.4437415,26242.7107576,26242.7107576,30935.9257289,19565.5973659
