# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0985000,0.0985000,0.1022516,1735.2888904,985.7940067,inf,21.4580582,inf,inf,inf,inf
0.1035000,0.1035000,0.1072516,1507.6072001,852.4684929,inf,15.6271558,inf,inf,inf,inf
0.1085000,0.1085000,0.1122516,1303.4743553,733.1814803,inf,10.6047154,inf,inf,inf,inf
0.1135000,0.1135000,0.1172516,1121.6444119,627.1751558,inf,6.3268071,inf,inf,inf,inf
0.1185000,0.1185000,0.1222516,960.6676738,533.5706755,inf,2.7164331,inf,inf,inf,inf
0.1235000,0.1235000,0.1272516,818.9680936,451.4137026,inf,-0.3087457,inf,inf,inf,inf
0.1285000,0.1285000,0.1322516,694.9087271,379.7121954,inf,-2.8264274,inf,inf,inf,inf
0.1335000,0.1335000,0.1372516,586.8447595,317.4670876,inf,-4.9030718,inf,inf,inf,inf
0.1385000,0.1385000,0.1422516,493.1642888,263.6977386,inf,-6.5950865,inf,inf,inf,inf
0.1435000,0.1435000,0.1472516,412.3180108,217.4639194,inf,-7.9539663,1604.1834797,inf,inf,inf
0.1485000,0.1485000,0.1522516,342.8403137,177.8842994,inf,-9.0274440,1359.0515440,inf,inf,inf
0.1535000,0.1535000,0.1572516,283.3650402,144.1494107,1657.5945623,-9.8561543,1147.7167748,inf,inf,inf
0.1585000,0.1585000,0.1622516,232.6380019,115.5271148,1396.0393691,-10.4722880,966.1065501,inf,inf,inf
0.1635000,0.1635000,0.1672516,189.5256471,91.3608952,1171.8566361,-10.9029613,810.5129990,inf,inf,inf
0.1685000,0.1685000,0.1722516,153.0175331,71.0633807,980.2492491,-11.1764673,677.5895843,inf,inf,inf
0.1735000,0.1735000,0.1772516,122.2213942,54.1075672,816.9230098,-11.3285045,564.3375385,inf,inf,inf
0.1785000,0.1785000,0.1822516,96.3523441,40.0178760,678.0591260,-11.4017821,468.0863104,inf,inf,inf
0.1835000,0.1835000,0.1872516,74.7190887,28.3642190,560.2800129,-11.4347040,386.4724355,inf,inf,inf
0.1885000,0.1885000,0.1922516,56.7096635,18.7621649,460.6127173,-11.4470376,317.4194011,inf,inf,inf
0.1935000,0.1935000,0.1972516,41.7795771,10.8778020,376.4540558,-11.4370529,259.1177333,inf,inf,inf
0.1985000,0.1985000,0.2022516,29.4458571,4.4301121,305.5390559,-11.3931613,210.0025682,inf,inf,inf
0.2035000,0.2035000,0.2072516,19.2876528,-0.8145566,245.9108798,-11.3074411,168.7272300,inf,inf,inf
0.2085000,0.2085000,0.2122516,10.9479788,-5.0520066,195.8891859,-11.1799897,134.1340958,inf,inf,inf
0.2135000,0.2135000,0.2172516,4.1294242,-8.4467736,154.0358733,-11.0158907,105.2253733,inf,inf,inf
0.2185000,0.2185000,0.2222516,-1.4160127,-11.1357033,119.1198111,-10.8207064,81.1366461,inf,inf,inf
0.2235000,0.2235000,0.2272516,-5.8962909,-13.2325319,90.0832020,-10.5961537,61.1165704,inf,inf,inf
0.2285000,0.2285000,0.2322516,-9.4850093,-14.8349510,66.0126780,-10.3390403,44.5150491,inf,inf,inf
0.2335000,0.2335000,0.2372516,-12.3263946,-16.0320211,46.1185102,-10.0454137,30.7774815,inf,inf,inf
0.2385000,0.2385000,0.2422516,-14.5421849,-16.9075698,29.7227882,-9.7152635,19.4381992,inf,inf,inf
0.2435000,0.2435000,0.2472516,-16.2395975,-17.5365677,16.2519269,-9.3536336,10.1087963,inf,inf,inf
0.2485000,0.2485000,0.2522516,-17.5169137,-17.9775260,5.2264745,-8.9688669,2.4645165,1579.0331600,inf,inf
0.2535000,0.2535000,0.2572516,-18.4631479,-18.2689567,-3.7533841,-8.5702853,-3.7665092,1330.6255951,inf,inf
0.2585000,0.2585000,0.2622516,-19.1523761,-18.4337190,-11.0219476,-8.1665513,-8.8112709,1119.3932917,inf,inf
0.2635000,0.2635000,0.2672516,-19.6388069,-18.4866713,-16.8585910,-7.7648750,-12.8598395,939.8032065,inf,inf
0.2685000,0.2685000,0.2722516,-19.9581636,-18.4397903,-21.4964641,-7.3708149,-16.0742299,787.1389496,inf,inf
0.2735000,0.2735000,0.2772516,-20.1340338,-18.3034076,-25.1316147,-6.9883941,-18.5964711,657.3846950,inf,inf
0.2785000,0.2785000,0.2822516,-20.1839102,-18.0858776,-27.9324247,-6.6203452,-20.5529516,547.1257113,inf,inf
0.2835000,0.2835000,0.2872516,-20.1220520,-17.7941880,-30.0469879,-6.2683777,-22.0535832,453.4612482,inf,inf
0.2885000,0.2885000,0.2922516,-19.9601828,-17.4355855,-31.6058007,-5.9334218,-23.1881936,373.9268448,inf,inf
0.2935000,0.2935000,0.2972516,-19.7082657,-17.0187813,-32.7197378,-5.6158323,-24.0250150,306.4251746,inf,inf
0.2985000,0.2985000,0.3022516,-19.3759490,-16.5539974,-33.4770808,-5.3155500,-24.6136925,249.1666730,inf,inf
0.3035000,0.3035000,0.3072516,-18.9737456,-16.0522002,-33.9439718,-5.0322260,-24.9907902,200.6218994,inf,inf
0.3085000,0.3085000,0.3122516,-18.5132560,-15.5241622,-34.1688967,-4.7653156,-25.1845419,159.4853864,inf,inf
0.3135000,0.3135000,0.3172516,-18.0066135,-14.9797419,-34.1883011,-4.5141478,-25.2177482,124.6470398,inf,inf
0.3185000,0.3185000,0.3222516,-17.4656804,-14.4274828,-34.0308116,-4.2779763,-25.1097008,95.1661285,inf,inf
0.3235000,0.3235000,0.3272516,-16.9013786,-13.8744808,-33.7199168,-4.0560165,-24.8778589,70.2461434,inf,inf
0.3285000,0.3285000,0.3322516,-16.3232873,-13.3264273,-33.2759987,-3.8474718,-24.5390845,49.2121459,inf,inf
0.3335000,0.3335000,0.3372516,-15.7394900,-12.7877471,-32.7179511,-3.6515520,-24.1101122,31.4918405,1751.8027233,inf
0.3385000,0.3385000,0.3422516,-15.1565960,-12.2617749,-32.0640904,-3.4674865,-23.6073497,16.5995601,1497.5246609,inf
0.3435000,0.3435000,0.3472516,-14.5798631,-11.7509363,-31.3322827,-3.2945320,-23.0463767,4.1218503,1278.1062125,inf
0.3485000,0.3485000,0.3522516,-14.0133664,-11.2569168,-30.5395812,-3.1319786,-22.4414593,-6.2956519,1088.7023433,inf
0.3535000,0.3535000,0.3572516,-13.4601787,-10.7808091,-29.7017404,-2.9791525,-21.8052324,-14.9592189,925.1578821,inf
0.3585000,0.3585000,0.3622516,-12.9225429,-10.3232392,-28.8328395,-2.8354173,-21.1485747,-22.1347879,783.9060582,inf
0.3635000,0.3635000,0.3672516,-12.4020266,-9.8844697,-27.9450918,-2.7001748,-20.4806326,-28.0521939,661.8812255,inf
0.3685000,0.3685000,0.3722516,-11.8996549,-9.4644845,-27.0488241,-2.5728640,-19.8089427,-32.9071028,556.4452870,inf
0.3735000,0.3735000,0.3772516,-11.4160232,-9.0630569,-26.1525764,-2.4529604,-19.1396029,-36.8627942,465.3271117,inf
0.3785000,0.3785000,0.3822516,-10.9513899,-8.6798042,-25.2632698,-2.3399743,-18.4774627,-40.0533783,386.5725420,inf
0.3835000,0.3835000,0.3872516,-10.5057523,-8.3142304,-24.3864059,-2.2334490,-17.8263097,-42.5885001,318.5015733,inf
0.3885000,0.3885000,0.3922516,-10.0789083,-7.9657603,-23.5262687,-2.1329597,-17.1890420,-44.5585399,259.6704145,inf
0.3935000,0.3935000,0.3972516,-9.6705058,-7.6337657,-22.6861172,-2.0381106,-16.5678220,-46.0393653,208.8379642,inf
0.3985000,0.3985000,0.4022516,-9.2800821,-7.3175866,-21.8683580,-1.9485341,-15.9642090,-47.0961635,164.9367335,inf
0.4035000,0.4035000,0.4072516,-8.9070952,-7.0165465,-21.0746970,-1.8638883,-15.3792725,-47.7862091,127.0476817,inf
0.4085000,0.4085000,0.4122516,-8.5509492,-6.7299646,-20.3062700,-1.7838555,-14.8136867,-48.1606213,94.3781149,inf
0.4135000,0.4135000,0.4172516,-8.2110131,-6.4571656,-19.5637520,-1.7081403,-14.2678102,-48.2653303,66.2421384,inf
0.4185000,0.4185000,0.4222516,-7.8866366,-6.1974856,-18.8474493,-1.6364684,-13.7417502,-48.1415544,42.0437744,1629.3245878
0.4235000,0.4235000,0.4272516,-7.5771616,-5.9502780,-18.1573760,-1.5685848,-13.2354173,-47.8260554,21.2632664,1410.3857867
0.4285000,0.4285000,0.4322516,-7.2819317,-5.7149162,-17.4933167,-1.5042523,-12.7485682,-47.3513455,3.4468907,1218.2194786
0.4335000,0.4335000,0.4372516,-7.0002987,-5.4907970,-16.8548780,-1.4432507,-12.2808426,-46.7459254,-11.8001680,1049.4805884
0.4385000,0.4385000,0.4422516,-6.7316278,-5.2773412,-16.2415309,-1.3853747,-11.8317912,-46.0345733,-24.8191549,901.2542922
0.4435000,0.4435000,0.4472516,-6.4753017,-5.0739950,-15.6526447,-1.3304337,-11.4008999,-45.2386725,-35.9028291,771.0001236
0.4485000,0.4485000,0.4522516,-6.2307230,-4.8802302,-15.0875149,-1.2782500,-10.9876086,-44.3765573,-45.3012243,656.5038774
0.4535000,0.4535000,0.4572516,-5.9973160,-4.6955442,-14.5453859,-1.2286583,-10.5913263,-43.4638590,-53.2280507,555.8359461
0.4585000,0.4585000,0.4622516,-5.7745281,-4.5194596,-14.0254685,-1.1815044,-10.2114432,-42.5138365,-59.8670819,467.3148656
0.4635000,0.4635000,0.4672516,-5.5618300,-4.3515233,-13.5269546,-1.1366448,-9.8473408,-41.5376833,-65.3778302,389.4749640
0.4685000,0.4685000,0.4722516,-5.3587163,-4.1913066,-13.0490287,-1.0939455,-9.4983990,-40.5448058,-69.9001053,321.0372320
0.4735000,0.4735000,0.4772516,-5.1647052,-4.0384033,-12.5908768,-1.0532816,-9.1640024,-39.5430718,-73.5574016,260.8830112
0.4785000,0.4785000,0.4822516,-4.9793380,-3.8924295,-12.1516932,-1.0145364,-8.8435451,-38.5390297,-76.4593026,208.0307947
0.4835000,0.4835000,0.4872516,-4.8021789,-3.7530224,-11.7306863,-0.9776008,-8.5364336,-37.5380994,-78.7031920,161.6168584
0.4885000,0.4885000,0.4922516,-4.6328141,-3.6198394,-11.3270827,-0.9423732,-8.2420900,-36.5447386,-80.3755400,120.8801107
0.4935000,0.4935000,0.4972516,-4.4708508,-3.4925568,-10.9401300,-0.9087582,-7.9599537,-35.5625861,-81.5529603,85.1506116
