# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol]
-1.6372000,-1.6372000,-1.6541773,68607.6373743
-1.6272000,-1.6272000,-1.6441773,64571.5662809
-1.6172000,-1.6172000,-1.6341773,57752.8068926
-1.6072000,-1.6072000,-1.6241773,48101.3247421
-1.5972000,-1.5972000,-1.6141773,40684.2965732
-1.5872000,-1.5872000,-1.6041773,35605.5142523
-1.5772000,-1.5772000,-1.5941773,34150.4556787
-1.5672000,-1.5672000,-1.5841773,39405.4433749
-1.5572000,-1.5572000,-1.5741773,41054.0938942
-1.5472000,-1.5472000,-1.5641773,35135.8073222
-1.5372000,-1.5372000,-1.5541773,32222.2465544
-1.5272000,-1.5272000,-1.5441773,31949.7082815
-1.5172000,-1.5172000,-1.5341773,34576.0604562
-1.5072000,-1.5072000,-1.5241773,34183.8889083
-1.4972000,-1.4972000,-1.5141773,34317.8340323
-1.4872000,-1.4872000,-1.5041773,40516.9387294
-1.4772000,-1.4772000,-1.4941773,41522.9372136
-1.4672000,-1.4672000,-1.4841773,35364.7060329
-1.4572000,-1.4572000,-1.4741773,34429.0149809
-1.4472000,-1.4472000,-1.4641773,38184.8001778
-1.4372000,-1.4372000,-1.4541773,44734.5584810
-1.4272000,-1.4272000,-1.4441773,53516.3925144
-1.4172000,-1.4172000,-1.4341773,64953.3867871
-1.4072000,-1.4072000,-1.4241773,68693.5414883
-1.3972000,-1.3972000,-1.4141773,66074.9604760
-1.3872000,-1.3872000,-1.4041773,60889.9365486
-1.3772000,-1.3772000,-1.3941773,55210.5762013
-1.3672000,-1.3672000,-1.3841773,46601.6363176
-1.3572000,-1.3572000,-1.3741773,39946.4884184
-1.3472000,-1.3472000,-1.3641773,36530.7784036
-1.3372000,-1.3372000,-1.3541773,38817.6386676
-1.3272000,-1.3272000,-1.3441773,42021.5511770
-1.3172000,-1.3172000,-1.3341773,36551.3223408
-1.3072000,-1.3072000,-1.3241773,32871.2714316
-1.2972000,-1.2972000,-1.3141773,31974.5511021
-1.2872000,-1.2872000,-1.3041773,35781.8046860
-1.2772000,-1.2772000,-1.2941773,32186.3368412
-1.2672000,-1.2672000,-1.2841773,32578.8055148
-1.2572000,-1.2572000,-1.2741773,35924.2132757
-1.2472000,-1.2472000,-1.2641773,41179.1299797
-1.2372000,-1.2372000,-1.2541773,39751.3184951
-1.2272000,-1.2272000,-1.2441773,36292.4014208
-1.2172000,-1.2172000,-1.2341773,39064.3065062
-1.2072000,-1.2072000,-1.2241773,45298.5784889
-1.1972000,-1.1972000,-1.2141773,53878.1752815
-1.1872000,-1.1872000,-1.2041773,60118.7660946
-1.1772000,-1.1772000,-1.1941773,65383.4924825
-1.1672000,-1.1672000,-1.1841773,69023.0714612
-1.1572000,-1.1572000,-1.1741773,65501.5282411
-1.1472000,-1.1472000,-1.1641773,54902.9100345
-1.1372000,-1.1372000,-1.1541773,45796.5843814
-1.1272000,-1.1272000,-1.1441773,38937.8162401
-1.1172000,-1.1172000,-1.1341773,34719.1611611
-1.1072000,-1.1072000,-1.1241773,34812.3963307
-1.0972000,-1.0972000,-1.1141773,42355.7969730
-1.0872000,-1.0872000,-1.1041773,41588.4424970
-1.0772000,-1.0772000,-1.0941773,35060.7886579
-1.0672000,-1.0672000,-1.0841773,34413.6166151
-1.0572000,-1.0572000,-1.0741773,34192.0231059
-1.0472000,-1.0472000,-1.0641773,32039.3815390
-1.0372000,-1.0372000,-1.0541773,31790.6357513
-1.0272000,-1.0272000,-1.0441773,34715.3996529
-1.0172000,-1.0172000,-1.0341773,39863.1172383
-1.0072000,-1.0072000,-1.0241773,40991.0186620
-0.9972000,-0.9972000,-1.0141773,34369.9979928
-0.9872000,-0.9872000,-1.0041773,35130.4408241
-0.9772000,-0.9772000,-0.9941773,39803.1164805
-0.9672000,-0.9672000,-0.9841773,46917.3540316
-0.9572000,-0.9572000,-0.9741773,56194.3179470
-0.9472000,-0.9472000,-0.9641773,63528.0484534
-0.9372000,-0.9372000,-0.9541773,68747.1260381
-0.9272000,-0.9272000,-0.9441773,65147.2885570
-0.9172000,-0.9172000,-0.9341773,58883.2231424
-0.9072000,-0.9072000,-0.9241773,48956.5323147
-0.8972000,-0.8972000,-0.9141773,41332.1078260
-0.8872000,-0.8872000,-0.9041773,35981.8970800
-0.8772000,-0.8772000,-0.8941773,34066.2897260
-0.8672000,-0.8672000,-0.8841773,38423.1434902
-0.8572000,-0.8572000,-0.8741773,41703.0509725
-0.8472000,-0.8472000,-0.8641773,35778.6182646
-0.8372000,-0.8372000,-0.8541773,32436.6138064
-0.8272000,-0.8272000,-0.8441773,31800.0661844
-0.8172000,-0.8172000,-0.8341773,34719.9663716
-0.8072000,-0.8072000,-0.8241773,34254.3840834
-0.7972000,-0.7972000,-0.8141773,34169.4893317
-0.7872000,-0.7872000,-0.8041773,39587.6425567
-0.7772000,-0.7772000,-0.7941773,41274.0633452
-0.7672000,-0.7672000,-0.7841773,35840.3896698
-0.7572000,-0.7572000,-0.7741773,34239.0959452
-0.7472000,-0.7472000,-0.7641773,37608.6695463
-0.7372000,-0.7372000,-0.7541773,43854.5967280
-0.7272000,-0.7272000,-0.7441773,52236.7227397
-0.7172000,-0.7172000,-0.7341773,63333.9829594
-0.7072000,-0.7072000,-0.7241773,68379.4147695
-0.6972000,-0.6972000,-0.7141773,66449.4195876
-0.6872000,-0.6872000,-0.7041773,61418.2048018
-0.6772000,-0.6772000,-0.6941773,55683.1916899
-0.6672000,-0.6672000,-0.6841773,47283.4927266
-0.6572000,-0.6572000,-0.6741773,40255.9634861
-0.6472000,-0.6472000,-0.6641773,36179.8542705
-0.6372000,-0.6372000,-0.6541773,37137.1803806
-0.6272000,-0.6272000,-0.6441773,41440.7694275
-0.6172000,-0.6172000,-0.6341773,36787.5500681
-0.6072000,-0.6072000,-0.6241773,32780.3243557
-0.5972000,-0.5972000,-0.6141773,31328.4853042
-0.5872000,-0.5872000,-0.6041773,34068.5935266
-0.5772000,-0.5772000,-0.5941773,31893.4068576
-0.5672000,-0.5672000,-0.5841773,31789.4195903
-0.5572000,-0.5572000,-0.5741773,34791.0744700
-0.5472000,-0.5472000,-0.5641773,39807.9304757
-0.5372000,-0.5372000,-0.5541773,40129.4147092
-0.5272000,-0.5272000,-0.5441773,35662.3991419
-0.5172000,-0.5172000,-0.5341773,37851.4737575
-0.5072000,-0.5072000,-0.5241773,43688.5426179
-0.4972000,-0.4972000,-0.5141773,51912.0741433
-0.4872000,-0.4872000,-0.5041773,58898.7241767
-0.4772000,-0.4772000,-0.4941773,64485.0909877
-0.4672000,-0.4672000,-0.4841773,68389.0463533
-0.4572000,-0.4572000,-0.4741773,66336.7464312
-0.4472000,-0.4472000,-0.4641773,56630.1923155
-0.4372000,-0.4372000,-0.4541773,47250.7684460
-0.4272000,-0.4272000,-0.4441773,40050.6178153
-0.4172000,-0.4172000,-0.4341773,35259.5298019
-0.4072000,-0.4072000,-0.4241773,34293.4493668
-0.3972000,-0.3972000,-0.4141773,40505.8814203
-0.3872000,-0.3872000,-0.4041773,41458.8270695
-0.3772000,-0.3772000,-0.3941773,35607.5641009
-0.3672000,-0.3672000,-0.3841773,34599.3289943
-0.3572000,-0.3572000,-0.3741773,34185.4359747
-0.3472000,-0.3472000,-0.3641773,32620.1902177
-0.3372000,-0.3372000,-0.3541773,31547.7208485
-0.3272000,-0.3272000,-0.3441773,33934.6927878
-0.3172000,-0.3172000,-0.3341773,38690.6129895
-0.3072000,-0.3072000,-0.3241773,41480.4746270
-0.2972000,-0.2972000,-0.3141773,34941.8114498
-0.2872000,-0.2872000,-0.3041773,34598.7943051
-0.2772000,-0.2772000,-0.2941773,38650.8940995
-0.2672000,-0.2672000,-0.2841773,45336.3794944
-0.2572000,-0.2572000,-0.2741773,54141.6260029
-0.2472000,-0.2472000,-0.2641773,62396.2391269
-0.2372000,-0.2372000,-0.2541773,67841.1812340
-0.2272000,-0.2272000,-0.2441773,66288.1353954
-0.2172000,-0.2172000,-0.2341773,60432.6397718
-0.2072000,-0.2072000,-0.2241773,50742.2338875
-0.1972000,-0.1972000,-0.2141773,42703.5557956
-0.1872000,-0.1872000,-0.2041773,36844.0171246
-0.1772000,-0.1772000,-0.1941773,34086.6298846
-0.1672000,-0.1672000,-0.1841773,36830.3149926
