# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
0.7500000,0.0000000,-0.0282667,287516.3077738,185065.4558441,1148822.8608020,18092.2465559,809174.7086070,287552.1270724,287480.4884751,338935.3800108,214361.5560898,287516.3077738,185065.4558441,1148822.8608020,18092.2465559,809174.7086070,287552.1270724,287480.4884751,338935.3800108,214361.5560898
0.7550000,0.0050000,-0.0232667,262734.4394528,169112.7581900,1049731.8179991,16536.9535377,739378.3015141,262763.7054289,262705.1734766,309721.5520307,195885.1089719,262734.4394528,169112.7581900,1049731.8179991,16536.9535377,739378.3015141,262763.7054289,262705.1734766,309721.5520307,195885.1089719
0.7600000,0.0100000,-0.0182667,235655.3284391,151674.7036189,941666.5793516,14817.9003050,663260.9779862,235683.7077954,235626.9490828,277799.6452254,175695.9224198,235655.3284391,151674.7036189,941666.5793516,14817.9003050,663260.9779862,235683.7077954,235626.9490828,277799.6452254,175695.9224198
0.7650000,0.0150000,-0.0132667,208751.0084948,134349.8999241,834291.3060766,13110.7934065,587629.8864433,208778.4911141,208723.5258755,246083.7889149,155637.0536431,208751.0084948,134349.8999241,834291.3060766,13110.7934065,587629.8864433,208778.4911141,208723.5258755,246083.7889149,155637.0536431
0.7700000,0.0200000,-0.0082667,182773.9960128,117622.9715831,730608.3275720,11463.4943025,514599.7559808,182800.5726420,182747.4193836,215461.0786232,136269.5511132,182773.9960128,117622.9715831,730608.3275720,11463.4943025,514599.7559808,182800.5726420,182747.4193836,215461.0786232,136269.5511132
0.7750000,0.0250000,-0.0032667,158304.2414141,101867.3711810,632931.8935154,9912.8430572,445800.6438829,158329.9037166,158278.5791117,186615.1824099,118025.8044766,158304.2414141,101867.3711810,632931.8935154,9912.8430572,445800.6438829,158329.9037166,158278.5791117,186615.1824099,118025.8044766
0.7800000,0.0300000,0.0017333,135746.4898030,87343.6850525,542877.5868753,8484.4968112,382370.4805362,135771.2304096,135721.7491963,160023.2295091,101207.5767569,135746.4898030,87343.6850525,542877.5868753,8484.4968112,382370.4805362,135771.2304096,135721.7491963,160023.2295091,101207.5767569
0.7850000,0.0350000,0.0067333,115342.6415968,74207.6016718,461411.5540038,7193.7254795,324989.7482509,115366.4541556,115318.8290379,135970.3815194,85995.2199847,115342.6415968,74207.6016718,461411.5540038,7193.7254795,324989.7482509,115366.4541556,115318.8290379,135970.3815194,85995.2199847
0.7900000,0.0400000,0.0117333,97194.1326432,62524.3338366,388939.6969017,6046.8461382,273944.3083805,97217.0118670,97171.2534194,114576.2149539,72464.3609871,97194.1326432,62524.3338366,388939.6969017,6046.8461382,273944.3083805,97217.0118670,97171.2534194,114576.2149539,72464.3609871
0.7950000,0.0450000,0.0167333,81289.4903499,52286.3741160,325417.5174128,5042.9864940,229202.7748462,81311.4320614,81267.5486385,95827.2054757,60606.4462224,81289.4903499,52286.3741160,325417.5174128,5042.9864940,229202.7748462,81311.4320614,81267.5486385,95827.2054757,60606.4462224
