# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-1.2313569,-1.2313569,-1.2151707,6107.7290722,3201.6202231,25284.7803714,368.4562565,17304.6653772,5753.6306695,6461.8274748,7200.0280266,4553.6975562
-1.2263569,-1.2263569,-1.2101707,6133.7130050,3215.2623951,25387.0119695,370.2375846,17376.7329178,5779.6114823,6487.8145276,7230.6588948,4573.0702183
-1.2213569,-1.2213569,-1.2051707,6288.2753929,2447.4811851,25995.6595387,380.4428017,17805.6315111,5934.0498260,6642.5009598,7412.8630352,4688.3062348
-1.2163569,-1.2163569,-1.2001707,6568.3779903,1847.6194860,27098.7230559,398.8761962,18582.9098239,5774.6267293,6922.8436046,7743.0588457,4897.1404019
-1.2113569,-1.2113569,-1.1951707,6443.4457199,1411.5523051,28616.3970170,392.3132262,18227.1642639,5077.3520749,7324.1866933,7595.7838377,4803.9955083
-1.2063569,-1.2063569,-1.1901707,5939.0265550,1084.4460754,26629.0317653,359.3491498,16825.8249082,4572.6324656,7305.4206445,7001.1549533,4427.9191808
-1.2013569,-1.2013569,-1.1851707,5594.8797063,860.9702368,25272.5229939,336.8975233,15869.0920517,4228.0910642,6961.6683484,6595.4612942,4171.3359818
-1.1963569,-1.1963569,-1.1801707,5382.2755563,722.5364376,24433.9642497,323.0893613,15277.3870462,4015.0161984,6749.5349141,6344.8352725,4012.8261679
-1.1913569,-1.1913569,-1.1751707,5275.7442001,652.6761518,24013.2051068,316.2491065,14980.1288024,3907.9573470,6643.5310532,6219.2519762,3933.4003174
-1.1863569,-1.1863569,-1.1701707,5252.6484928,636.7619921,23921.1859331,314.8838236,14914.5585529,3884.2976798,6620.9993057,6192.0258602,3916.1810098
-1.1813569,-1.1813569,-1.1651707,5292.7903362,661.7506048,24078.4026830,317.6617794,15024.6563013,3923.8598309,6473.0879209,6239.3466228,3946.1092879
-1.1763569,-1.1763569,-1.1601707,5378.0869479,715.9710046,23247.2749502,323.3747125,15260.2505410,4008.5816533,6021.3993689,6339.8975784,4009.7032960
-1.1713569,-1.1713569,-1.1551707,5240.5709580,788.9713235,22037.8225377,316.0007678,14848.4908438,4122.2819353,5715.7737282,6177.7883936,3907.1764453
-1.1663569,-1.1663569,-1.1501707,5040.4451752,871.4278994,21246.0598948,303.1825155,14289.8222632,4250.5221028,5516.1574807,5941.8723554,3757.9700418
-1.1613569,-1.1613569,-1.1451707,4915.2796237,955.1132179,20749.8756327,295.2512004,13939.5490627,4380.5585117,5391.4676378,5794.3223465,3664.6512224
-1.1563569,-1.1563569,-1.1401707,4841.1551463,1032.9133931,20455.1933377,290.6304251,13731.3766358,4364.5473402,5317.7629525,5706.9415364,3609.3867457
-1.1513569,-1.1513569,-1.1351707,4799.9652842,934.9104943,20290.7766200,288.1238489,13615.1088030,4176.6268984,5276.9184079,5658.3853285,3578.6771034
-1.1463569,-1.1463569,-1.1301707,4778.4791772,850.1227884,20204.5577983,286.8577917,13554.0585058,4045.4978395,5255.6884539,5633.0566720,3562.6578544
-1.1413569,-1.1413569,-1.1251707,4767.7025768,803.8255975,20161.1346907,283.7373163,13523.2822893,3855.5485206,5245.0682824,5620.3527972,3554.6232186
-1.1363569,-1.1363569,-1.1201707,4682.1596320,788.3501605,20140.1668932,277.1488708,13302.6919126,3733.4914643,5239.8846125,5519.5114546,3490.8455536
-1.1313569,-1.1313569,-1.1151707,4761.2094024,801.3501008,20135.4845029,283.9780995,13505.2119631,3867.7354149,5238.5682670,5612.6983914,3549.7821472
-1.1263569,-1.1263569,-1.1101707,4765.8842419,845.5963935,20154.8000680,286.0495634,13519.0041748,4037.6854867,5243.0806806,5618.2092735,3553.2675352
-1.1213569,-1.1213569,-1.1051707,4782.0498019,929.1999700,20219.9901506,286.9752137,13565.2385634,4166.5787400,5258.9857633,5637.2658629,3565.3199806
-1.1163569,-1.1163569,-1.1001707,4819.0888343,1006.1247670,20367.9876799,289.2184159,13669.9365981,4342.5000458,5295.6776227,5680.9289114,3592.9349171
-1.1113569,-1.1113569,-1.0951707,4890.6234959,923.5240699,20652.4015688,293.6783312,13870.8708244,4329.6262245,5366.7938566,5765.2567463,3646.2685228
-1.1063569,-1.1063569,-1.0901707,5015.1639149,836.1808836,21146.0573420,301.5779131,14219.3567893,4193.5290705,5490.8638422,5912.0698248,3739.1212665
-1.1013569,-1.1013569,-1.0851707,5217.0618928,751.3316579,21944.7334306,314.5115497,14782.8881870,4061.1913208,5692.2620910,6150.0749953,3889.6489532
-1.0963569,-1.0963569,-1.0801707,5313.4641711,677.2864609,23172.4540398,319.2516988,15080.0113115,3945.4852201,6002.5587496,6263.7177416,3961.5229368
-1.0913569,-1.0913569,-1.0751707,5228.1534355,623.4165848,23819.0711612,313.5368981,14844.2947988,3860.9237923,6462.3830036,6163.1501362,3897.9183984
