# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
-1.5035000,-1.5035000,-1.4379343,709012.2096127
-1.4935000,-1.4935000,-1.4279343,719247.2051111
-1.4835000,-1.4835000,-1.4179343,714577.6729014
-1.4735000,-1.4735000,-1.4079343,673302.3634402
-1.4635000,-1.4635000,-1.3979343,704377.3716242
-1.4535000,-1.4535000,-1.3879343,712426.6663622
-1.4435000,-1.4435000,-1.3779343,573816.4769683
-1.4335000,-1.4335000,-1.3679343,503412.5962872
-1.4235000,-1.4235000,-1.3579343,539615.5372415
-1.4135000,-1.4135000,-1.3479343,719181.9457150
-1.4035000,-1.4035000,-1.3379343,725197.5563990
-1.3935000,-1.3935000,-1.3279343,671839.9418163
-1.3835000,-1.3835000,-1.3179343,691711.1975010
-1.3735000,-1.3735000,-1.3079343,743025.9955586
-1.3635000,-1.3635000,-1.2979343,710776.1910874
-1.3535000,-1.3535000,-1.2879343,706550.5329208
-1.3435000,-1.3435000,-1.2779343,750568.0481913
-1.3335000,-1.3335000,-1.2679343,674188.8894737
-1.3235000,-1.3235000,-1.2579343,678657.1778791
-1.3135000,-1.3135000,-1.2479343,706801.1102093
-1.3035000,-1.3035000,-1.2379343,622947.7620182
-1.2935000,-1.2935000,-1.2279343,512354.9267868
-1.2835000,-1.2835000,-1.2179343,517430.9634854
-1.2735000,-1.2735000,-1.2079343,643324.8298758
-1.2635000,-1.2635000,-1.1979343,716130.4206072
-1.2535000,-1.2535000,-1.1879343,682301.9919057
-1.2435000,-1.2435000,-1.1779343,679415.3560070
-1.2335000,-1.2335000,-1.1679343,761872.1477753
-1.2235000,-1.2235000,-1.1579343,704614.9210806
-1.2135000,-1.2135000,-1.1479343,705417.0533441
-1.2035000,-1.2035000,-1.1379343,742409.6252936
-1.1935000,-1.1935000,-1.1279343,683924.5716484
-1.1835000,-1.1835000,-1.1179343,668649.2841562
-1.1735000,-1.1735000,-1.1079343,724881.0491478
-1.1635000,-1.1635000,-1.0979343,689351.0279481
-1.1535000,-1.1535000,-1.0879343,527115.6002900
-1.1435000,-1.1435000,-1.0779343,496931.7658120
-1.1335000,-1.1335000,-1.0679343,569065.8184919
-1.1235000,-1.1235000,-1.0579343,721027.6477788
-1.1135000,-1.1135000,-1.0479343,702464.2413516
-1.1035000,-1.1035000,-1.0379343,676355.4952962
-1.0935000,-1.0935000,-1.0279343,718424.4773173
-1.0835000,-1.0835000,-1.0179343,711599.0730694
-1.0735000,-1.0735000,-1.0079343,703871.0653449
-1.0635000,-1.0635000,-0.9979343,716989.7727524
-1.0535000,-1.0535000,-0.9879343,708538.0509051
-1.0435000,-1.0435000,-0.9779343,673070.7324007
-1.0335000,-1.0335000,-0.9679343,712426.0072583
-1.0235000,-1.0235000,-0.9579343,726997.8353848
-1.0135000,-1.0135000,-0.9479343,556096.6635322
-1.0035000,-1.0035000,-0.9379343,495614.5280500
-0.9935000,-0.9935000,-0.9279343,536015.1938758
-0.9835000,-0.9835000,-0.9179343,717447.1996325
-0.9735000,-0.9735000,-0.9079343,732840.5874830
-0.9635000,-0.9635000,-0.8979343,667847.7711811
-0.9535000,-0.9535000,-0.8879343,689687.7381282
-0.9435000,-0.9435000,-0.8779343,733089.7532968
-0.9335000,-0.9335000,-0.8679343,708517.7785519
-0.9235000,-0.9235000,-0.8579343,706148.2865371
-0.9135000,-0.9135000,-0.8479343,747523.4225679
-0.9035000,-0.9035000,-0.8379343,678306.5031310
-0.8935000,-0.8935000,-0.8279343,687998.0713177
-0.8835000,-0.8835000,-0.8179343,715441.4201945
-0.8735000,-0.8735000,-0.8079343,622948.1983428
-0.8635000,-0.8635000,-0.7979343,512355.9063834
-0.8535000,-0.8535000,-0.7879343,517432.4410150
-0.8435000,-0.8435000,-0.7779343,643326.8670501
-0.8335000,-0.8335000,-0.7679343,708302.2068701
-0.8235000,-0.8235000,-0.7579343,673524.2030051
-0.8135000,-0.8135000,-0.7479343,675509.6667524
-0.8035000,-0.8035000,-0.7379343,764667.4179299
-0.7935000,-0.7935000,-0.7279343,704459.4198268
-0.7835000,-0.7835000,-0.7179343,706506.7785094
-0.7735000,-0.7735000,-0.7079343,749680.8899182
