# r[nm],d[nm],daligned[nm],Ucarbring(d)[kj/mol],UMincarbring(d)[kj/mol]
-0.0489963,-0.0489963,-0.0000000,337896.7715338,337896.7715338
-0.0389963,-0.0389963,0.0100000,352819.4993188,352819.4993188
-0.0289963,-0.0289963,0.0200000,429244.3095089,429244.3095089
-0.0189963,-0.0189963,0.0300000,346859.6228407,346859.6228407
-0.0089963,-0.0089963,0.0400000,341405.5190685,341405.5190685
0.0010037,0.0010037,0.0500000,427919.4860061,427919.4860061
0.0110037,0.0110037,0.0600000,413806.1184225,413806.1184225
0.0210037,0.0210037,0.0700000,406884.1536632,406884.1536632
0.0310037,0.0310037,0.0800000,387020.9735784,387020.9735784
0.0410037,0.0410037,0.0900000,278536.7910000,278536.7910000
0.0510037,0.0510037,0.1000000,188289.1336587,188289.1336587
0.0610037,0.0610037,0.1100000,124912.1170675,124912.1170675
0.0710037,0.0710037,0.1200000,79942.0634721,79942.0634721
0.0810037,0.0810037,0.1300000,52482.4073764,52482.4073764
0.0910037,0.0910037,0.1400000,35610.2803253,35610.2803253
0.1010037,0.1010037,0.1500000,24551.1559021,24551.1559021
0.1110037,0.1110037,0.1600000,17074.9144691,17074.9144691
0.1210037,0.1210037,0.1700000,11066.2077279,11066.2077279
0.1310037,0.1310037,0.1800000,7261.6382195,7261.6382195
0.1410037,0.1410037,0.1900000,4772.7444835,4772.7444835
0.1510037,0.1510037,0.2000000,3137.6738213,3137.6738213
0.1610037,0.1610037,0.2100000,2047.6257223,2047.6257223
0.1710037,0.1710037,0.2200000,1340.1212543,1314.7311018
0.1810037,0.1810037,0.2300000,844.8129656,820.4797078
0.1910037,0.1910037,0.2400000,511.0634305,487.7866603
0.2010037,0.2010037,0.2500000,287.7349601,265.1997246
0.2110037,0.2110037,0.2600000,139.9401859,118.0958151
0.2210037,0.2210037,0.2700000,43.7098262,22.6077030
0.2310037,0.2310037,0.2800000,-17.4319907,-37.7602685
0.2410037,0.2410037,0.2900000,-54.8709439,-74.3641561
0.2510037,0.2510037,0.3000000,-76.6230085,-95.0265946
