# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol]
-0.0050238,-0.0050238,0.0000000,75128.9459767
0.0049762,0.0049762,0.0100000,67835.6425818
0.0149762,0.0149762,0.0200000,66919.3232855
0.0249762,0.0249762,0.0300000,61027.2412226
0.0349762,0.0349762,0.0400000,55612.0663616
0.0449762,0.0449762,0.0500000,51395.1653937
0.0549762,0.0549762,0.0600000,39228.6226376
0.0649762,0.0649762,0.0700000,27160.0379983
0.0749762,0.0749762,0.0800000,16438.9459789
0.0849762,0.0849762,0.0900000,10579.6033613
0.0949762,0.0949762,0.1000000,6978.7222121
0.1049762,0.1049762,0.1100000,4780.6850875
0.1149762,0.1149762,0.1200000,3332.4235222
0.1249762,0.1249762,0.1300000,2395.6920945
0.1349762,0.1349762,0.1400000,1782.6999215
0.1449762,0.1449762,0.1500000,1325.3604560
0.1549762,0.1549762,0.1600000,983.4267686
0.1649762,0.1649762,0.1700000,721.5660078
0.1749762,0.1749762,0.1800000,519.5236165
0.1849762,0.1849762,0.1900000,364.4355925
0.1949762,0.1949762,0.2000000,238.2820400
0.2049762,0.2049762,0.2100000,135.8592025
0.2149762,0.2149762,0.2200000,62.0987581
0.2249762,0.2249762,0.2300000,15.3766027
0.2349762,0.2349762,0.2400000,-11.6692344
0.2449762,0.2449762,0.2500000,-26.5909621
0.2549762,0.2549762,0.2600000,-34.5409640
0.2649762,0.2649762,0.2700000,-38.5276047
0.2749762,0.2749762,0.2800000,-40.1153402
0.2849762,0.2849762,0.2900000,-40.0563407
0.2949762,0.2949762,0.3000000,-38.8936637
0.3049762,0.3049762,0.3100000,-37.0632046
0.3149762,0.3149762,0.3200000,-34.8746862
0.3249762,0.3249762,0.3300000,-32.5311140
0.3349762,0.3349762,0.3400000,-30.1545999
0.3449762,0.3449762,0.3500000,-27.8165443
0.3549762,0.3549762,0.3600000,-25.5649124
0.3649762,0.3649762,0.3700000,-23.4365305
0.3749762,0.3749762,0.3800000,-21.4563757
0.3849762,0.3849762,0.3900000,-19.6361741
0.3949762,0.3949762,0.4000000,-17.9766859
0.4049762,0.4049762,0.4100000,-16.4714641
0.4149762,0.4149762,0.4200000,-15.1101186
0.4249762,0.4249762,0.4300000,-13.8805584
0.4349762,0.4349762,0.4400000,-12.7703578
0.4449762,0.4449762,0.4500000,-11.7675182
0.4549762,0.4549762,0.4600000,-10.8608540
0.4649762,0.4649762,0.4700000,-10.0401552
0.4749762,0.4749762,0.4800000,-9.2962225
0.4849762,0.4849762,0.4900000,-8.6208355
0.4949762,0.4949762,0.5000000,-8.0066845
0.5049762,0.5049762,0.5100000,-7.4472894
0.5149762,0.5149762,0.5200000,-6.9369142
0.5249762,0.5249762,0.5300000,-6.4704847
0.5349762,0.5349762,0.5400000,-6.0435116
0.5449762,0.5449762,0.5500000,-5.6520209
0.5549762,0.5549762,0.5600000,-5.2924913
0.5649762,0.5649762,0.5700000,-4.9617991
0.5749762,0.5749762,0.5800000,-4.6571696
0.5849762,0.5849762,0.5900000,-4.3761344
0.5949762,0.5949762,0.6000000,-4.1164941
0.6049762,0.6049762,0.6100000,-3.8762862
0.6149762,0.6149762,0.6200000,-3.6537564
0.6249762,0.6249762,0.6300000,-3.4473339
0.6349762,0.6349762,0.6400000,-3.2556102
0.6449762,0.6449762,0.6500000,-3.0773199
0.6549762,0.6549762,0.6600000,-2.9113246
0.6649762,0.6649762,0.6700000,-2.7565984
0.6749762,0.6749762,0.6800000,-2.6122154
0.6849762,0.6849762,0.6900000,-2.4773384
0.6949762,0.6949762,0.7000000,-2.3512097
0.7049762,0.7049762,0.7100000,-2.2331420
0.7149762,0.7149762,0.7200000,-2.1225115
0.7249762,0.7249762,0.7300000,-2.0187508
0.7349762,0.7349762,0.7400000,-1.9213433
0.7449762,0.7449762,0.7500000,-1.8298180
0.7549762,0.7549762,0.7600000,-1.7437447
0.7649762,0.7649762,0.7700000,-1.6627303
0.7749762,0.7749762,0.7800000,-1.5864150
0.7849762,0.7849762,0.7900000,-1.5144689
0.7949762,0.7949762,0.8000000,-1.4465894
0.8049762,0.8049762,0.8100000,-1.3824984
0.8149762,0.8149762,0.8200000,-1.3219404
0.8249762,0.8249762,0.8300000,-1.2646799
0.8349762,0.8349762,0.8400000,-1.2105000
0.8449762,0.8449762,0.8500000,-1.1592004
0.8549762,0.8549762,0.8600000,-1.1105964
0.8649762,0.8649762,0.8700000,-1.0645168
0.8749762,0.8749762,0.8800000,-1.0208036
0.8849762,0.8849762,0.8900000,-0.9793101
0.8949762,0.8949762,0.9000000,-0.9399005
0.9049762,0.9049762,0.9100000,-0.9024487
0.9149762,0.9149762,0.9200000,-0.8668376
0.9249762,0.9249762,0.9300000,-0.8329582
0.9349762,0.9349762,0.9400000,-0.8007091
0.9449762,0.9449762,0.9500000,-0.7699962
0.9549762,0.9549762,0.9600000,-0.7407312
0.9649762,0.9649762,0.9700000,-0.7128324
0.9749762,0.9749762,0.9800000,-0.6862230
0.9849762,0.9849762,0.9900000,-0.6608315
0.9949762,0.9949762,1.0000000,-0.6365911
1.0049762,1.0049762,1.0100000,-0.6134391
1.0149762,1.0149762,1.0200000,-0.5913170
1.0249762,1.0249762,1.0300000,-0.5701700
1.0349762,1.0349762,1.0400000,-0.5499465
1.0449762,1.0449762,1.0500000,-0.5305983
1.0549762,1.0549762,1.0600000,-0.5120801
1.0649762,1.0649762,1.0700000,-0.4943493
1.0749762,1.0749762,1.0800000,-0.4773660
1.0849762,1.0849762,1.0900000,-0.4610924
1.0949762,1.0949762,1.1000000,-0.4454933
1.1049762,1.1049762,1.1100000,-0.4305352
1.1149762,1.1149762,1.1200000,-0.4161867
1.1249762,1.1249762,1.1300000,-0.4024183
1.1349762,1.1349762,1.1400000,-0.3892020
1.1449762,1.1449762,1.1500000,-0.3765115
