# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-1.5035000,-1.5035000,-1.4379343,29824.6022339,17903.0195763,138924.8396508,1080.1750769,96937.1672237,2353958.3021442,28978642.0428468,230526233.6130875
-1.4985000,-1.4985000,-1.4329343,26955.0184229,16171.4994856,125667.2248198,967.8479183,87682.8557113,2130953.6428658,26237140.9412841,208725289.8724835
-1.4935000,-1.4935000,-1.4279343,23986.2856047,14376.9060912,111990.9923636,848.6022008,78135.0258747,1901503.3038460,23417803.4592822,186308247.4157873
-1.4885000,-1.4885000,-1.4229343,21185.3393651,12685.1557649,99070.4972924,737.4212677,69115.3734194,1684471.4859403,20750441.0696753,165098325.1375693
-1.4835000,-1.4835000,-1.4179343,18249.6151125,10914.7148901,85495.2943687,623.4301555,59639.7717384,1455943.2578430,17940608.7413852,142753123.9481382
-1.4785000,-1.4785000,-1.4129343,15574.6898048,9299.1361020,73155.4429270,517.2121372,51025.4826073,1248654.5259240,15392966.5200630,122495124.5500719
-1.4735000,-1.4735000,-1.4079343,13249.5577517,7895.1230377,62425.5899878,425.3364595,43535.2336390,1068355.8133193,13176909.6348540,104873514.2764048
-1.4685000,-1.4685000,-1.4029343,11338.8024702,6741.4280535,53606.7596057,349.8526800,37379.0632353,920150.5523833,11355271.0622344,90388145.5161830
-1.4635000,-1.4635000,-1.3979343,9799.1080052,5812.0788066,46496.8282028,289.3109666,32415.9479106,800608.6182047,9885811.4629015,78702977.2556201
-1.4585000,-1.4585000,-1.3929343,8579.0948320,5075.9233892,40860.2340672,241.5604544,28481.3966495,705795.0533866,8720221.0834743,69433973.0640283
-1.4535000,-1.4535000,-1.3879343,7634.4042154,4506.0710936,36493.5501734,204.7483266,25433.3596496,632310.8779625,7816768.4619914,62249386.3943020
-1.4485000,-1.4485000,-1.3829343,6928.1914155,4080.1894090,33227.7701785,192.6843183,23153.8237875,577331.6530244,7140774.7706104,56873533.1830332
-1.4435000,-1.4435000,-1.3779343,6431.3242460,3780.6226566,30929.2400598,173.3696398,21549.4624640,538623.3674422,6664809.6266860,53088350.0174858
-1.4385000,-1.4385000,-1.3729343,6122.4107085,3594.4073233,29499.8020900,161.3631098,20551.7355631,514545.1058811,6368724.4719230,50733660.7595595
-1.4335000,-1.4335000,-1.3679343,5987.7489195,3513.2406376,28876.5781975,156.1291775,20116.7377429,504045.6266950,6239611.0256081,49706847.2274761
-1.4285000,-1.4285000,-1.3629343,6021.2644328,3533.4418775,29031.6909910,157.4322559,20225.0033484,506658.8293885,6271745.9410097,49962409.8641525
-1.4235000,-1.4235000,-1.3579343,6224.4749112,3655.9306430,29972.1055323,165.3311112,20881.3957985,522501.1684720,6466559.1902090,51511716.6905072
-1.4185000,-1.4185000,-1.3529343,6606.4993840,3886.2325459,31739.6708446,180.1802207,22115.1366013,552272.3325702,6832642.3677403,54423069.2456121
-1.4135000,-1.4135000,-1.3479343,7184.1078137,4234.5097238,34411.3415505,202.6384569,23979.9603102,597258.8614460,7385792.8946206,58822053.5701444
-1.4085000,-1.4085000,-1.3429343,7981.7848693,4715.6003478,38099.4600376,218.2696480,26554.3118992,659338.7039213,8149069.6073758,64891981.3533878
-1.4035000,-1.4035000,-1.3379343,9031.7582360,5349.0369964,42951.8715510,259.2556071,29941.4276219,740982.9167222,9152813.0842997,72874050.4290516
-1.3985000,-1.3985000,-1.3329343,10373.9154673,6158.9978001,49151.5240408,311.8837990,34269.0562208,845248.6919233,10434559.3593627,83066657.4472083
-1.3935000,-1.3935000,-1.3279343,12055.5041626,7174.1265299,56915.0707892,378.1293943,39688.4839121,975755.6679407,12038748.2688195,95823077.7039959
-1.3885000,-1.3885000,-1.3229343,14130.4793125,8427.1390220,66489.8521956,460.2533168,46372.4276552,1136635.1164771,14016098.6786945,111546496.6182418
-1.3835000,-1.3835000,-1.3179343,16590.2941109,9912.1948247,77844.6859752,557.2817026,54298.8458429,1327487.9319457,16361999.5737196,130200850.8113938
-1.3785000,-1.3785000,-1.3129343,19460.7625690,11646.5830412,91078.0168296,671.8276233,63537.1464427,1549655.6701180,19092202.8821658,151909887.7917190
-1.3735000,-1.3735000,-1.3079343,22255.4852416,13331.8674187,104002.7032399,780.2287243,72558.6328349,1767255.4986424,21767719.8937241,173187054.5330876
-1.3685000,-1.3685000,-1.3029343,25111.3140643,15056.9278316,117174.4044776,893.7392059,81753.7146105,1988477.2749330,24486507.6820839,194805750.1689889
-1.3635000,-1.3635000,-1.2979343,28290.9729081,16979.2546725,131819.5380200,1021.6715572,91978.0588415,2234141.0007370,27504965.2160412,218805826.9740876
-1.3585000,-1.3585000,-1.2929343,28991.4769435,17402.8254922,135045.1628309,1049.9187440,94230.0215621,2288236.6766766,28169606.8698652,224090403.8123413
-1.3535000,-1.3535000,-1.2879343,25704.8201003,15415.7005338,119908.5499436,917.5781471,83662.5116822,2034348.9769303,25050149.7626549,199287366.8543295
-1.3485000,-1.3485000,-1.2829343,22820.8559390,13673.5631728,106608.0769340,802.8728101,74377.5021290,1810979.4927992,22305002.4028445,177459143.2422059
-1.3435000,-1.3435000,-1.2779343,20099.2647291,12032.4480533,94020.7582614,697.3731045,65591.5277222,1599046.8863098,19699137.3199897,156735825.4145035
-1.3385000,-1.3385000,-1.2729343,17123.1073147,10234.0943571,80301.4762643,578.5101837,56013.9375864,1368740.3160888,16868962.6445793,134231966.9615920
-1.3335000,-1.3335000,-1.2679343,14597.8611164,8709.4359434,68645.8169331,478.8073298,47877.4831637,1172849.5610792,14461180.3002064,115085626.6062779
-1.3285000,-1.3285000,-1.2629343,12437.2238620,7404.6126502,58676.7539625,393.2161948,40918.2670314,1005360.3245436,12402625.3536276,98716561.4117021
-1.3235000,-1.3235000,-1.2579343,10681.4768801,6344.6493427,50571.6512899,323.9862230,35260.3854251,869124.0707345,10728041.4036881,85400423.3177840
-1.3185000,-1.3185000,-1.2529343,9275.4443742,5496.0886725,44077.5875533,268.8041443,30727.2237017,759916.5455716,9385568.6146427,74724958.0044681
-1.3135000,-1.3135000,-1.2479343,8170.4709381,4829.4324282,38971.4656573,225.6350370,27162.9956232,674010.6310179,8329447.9983172,66326404.4155406
-1.3085000,-1.3085000,-1.2429343,7325.1637962,4319.5893835,35063.4422506,208.1406463,24435.1372505,608234.0362565,7520730.6491606,59895134.7531701
-1.3035000,-1.3035000,-1.2379343,6705.7513024,3946.0907278,32198.5948142,184.0557315,22435.4702751,559997.5027759,6927624.8670206,55178415.6513775
-1.2985000,-1.2985000,-1.2329343,6286.2000236,3693.1594301,30257.4782012,167.7496066,21080.5899880,527304.4015637,6525614.6951253,51981351.9486481
-1.2935000,-1.2935000,-1.2279343,6048.2017415,3549.7010777,29156.0806154,158.5007878,20311.8340192,508750.2347043,6297454.3631670,50166843.6647749
-1.2885000,-1.2885000,-1.2229343,5981.1119946,3509.2656973,28845.5529704,155.8948738,20095.0929799,503518.2838026,6233115.2643752,49655165.3201316
-1.2835000,-1.2835000,-1.2179343,6081.8948555,3570.0137353,29311.9622472,159.8142838,20420.6380155,511375.5894103,6329736.8305820,50423575.9023367
-1.2785000,-1.2785000,-1.2129343,6355.1045793,3734.7047770,30576.2092270,170.4355215,21303.0632966,532671.6052858,6591610.0780745,52506188.2031492
-1.2735000,-1.2735000,-1.2079343,6812.9126890,4010.7142000,32694.1498633,188.2333244,22781.3708659,568340.1831086,7030201.8726664,55994161.5049353
