# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
-0.0541806,-0.0541806,0.0263108,1676.7782316,5.1613290
-0.0491806,-0.0491806,0.0313108,1478.1622755,5.1402031
-0.0441806,-0.0441806,0.0363108,1309.5898145,5.1267749
-0.0391806,-0.0391806,0.0413108,1166.1001131,5.1176875
-0.0341806,-0.0341806,0.0463108,1043.5742029,5.1104219
-0.0291806,-0.0291806,0.0513108,938.5820145,5.1030149
-0.0241806,-0.0241806,0.0563108,848.2579183,5.0939079
-0.0191806,-0.0191806,0.0613108,770.2001470,5.0818759
-0.0141806,-0.0141806,0.0663108,702.3900497,5.0659681
-0.0091806,-0.0091806,0.0713108,643.1212494,5.0418015
-0.0041806,-0.0041806,0.0763108,590.5659245,4.8007378
0.0008194,0.0008194,0.0813108,539.6425784,3.7363917
0.0058194,0.0058194,0.0863108,491.0262855,3.5139686
0.0108194,0.0108194,0.0913108,447.3348105,3.3861069
0.0158194,0.0158194,0.0963108,406.8985869,2.8745203
0.0208194,0.0208194,0.1013108,368.1149444,2.3410970
0.0258194,0.0258194,0.1063108,331.8811968,1.8621206
0.0308194,0.0308194,0.1113108,297.8546071,1.2673956
0.0358194,0.0358194,0.1163108,266.3997251,0.8070789
0.0408194,0.0408194,0.1213108,237.4088326,0.0488945
0.0458194,0.0458194,0.1263108,210.4674187,-0.7286270
0.0508194,0.0508194,0.1313108,186.1169345,-1.1105788
0.0558194,0.0558194,0.1363108,164.5876071,-1.2826626
0.0608194,0.0608194,0.1413108,145.6621947,-1.3813474
0.0658194,0.0658194,0.1463108,129.0211300,-1.4522674
0.0708194,0.0708194,0.1513108,114.3596680,-1.5101114
0.0758194,0.0758194,0.1563108,101.4115094,-1.5599761
0.0808194,0.0808194,0.1613108,89.9496685,-1.6036650
0.0858194,0.0858194,0.1663108,79.7821192,-1.6416659
0.0908194,0.0908194,0.1713108,70.7465084,-1.6738407
0.0958194,0.0958194,0.1763108,62.7051028,-1.6997025
0.1008194,0.1008194,0.1813108,55.5403118,-1.7185586
0.1058194,0.1058194,0.1863108,49.1508881,-1.7296171
0.1108194,0.1108194,0.1913108,43.4488325,-1.7320853
0.1158194,0.1158194,0.1963108,38.3569909,-1.7252570
0.1208194,0.1208194,0.2013108,33.8072939,-1.7085709
0.1258194,0.1258194,0.2063108,29.7395338,-1.6816202
0.1308194,0.1308194,0.2113108,26.1004810,-1.6440442
0.1358194,0.1358194,0.2163108,22.8429793,-1.5949474
0.1408194,0.1408194,0.2213108,19.9245361,-1.5312400
0.1458194,0.1458194,0.2263108,17.3054113,-1.4454868
0.1508194,0.1508194,0.2313108,14.9473788,-1.3262888
0.1558194,0.1558194,0.2363108,12.8145870,-1.1637487
0.1608194,0.1608194,0.2413108,10.8762733,-0.9574825
0.1658194,0.1658194,0.2463108,9.1092209,-0.7205649
0.1708194,0.1708194,0.2513108,7.4979994,-0.4756122
0.1758194,0.1758194,0.2563108,6.0329244,-0.2460974
0.1808194,0.1808194,0.2613108,4.7071635,-0.0489834
0.1858194,0.1858194,0.2663108,3.5143964,0.1080818
0.1908194,0.1908194,0.2713108,2.4475969,0.2256425
0.1958194,0.1958194,0.2763108,1.4988229,0.3094887
0.2008194,0.2008194,0.2813108,0.6596391,0.3675398
0.2058194,0.2058194,0.2863108,-0.0782249,0.4074144
0.2108194,0.2108194,0.2913108,-0.7223058,0.4350182
0.2158194,0.2158194,0.2963108,-1.2791540,0.4541545
0.2208194,0.2208194,0.3013108,-1.7544961,0.4668759
0.2258194,0.2258194,0.3063108,-2.1537637,0.4741358
0.2308194,0.2308194,0.3113108,-2.4827912,0.4763582
0.2358194,0.2358194,0.3163108,-2.7484088,0.4737587
0.2408194,0.2408194,0.3213108,-2.9587062,0.4664550
0.2458194,0.2458194,0.3263108,-3.1229193,0.4544960
0.2508194,0.2508194,0.3313108,-3.2510580,0.4379383
0.2558194,0.2558194,0.3363108,-3.3533794,0.4170341
0.2608194,0.2608194,0.3413108,-3.4396018,0.3924751
0.2658194,0.2658194,0.3463108,-3.5177261,0.3655194
0.2708194,0.2708194,0.3513108,-3.5927830,0.3378611
0.2758194,0.2758194,0.3563108,-3.6662405,0.3112773
0.2808194,0.2808194,0.3613108,-3.7364406,0.2872310
0.2858194,0.2858194,0.3663108,-3.7997376,0.2666129
0.2908194,0.2908194,0.3713108,-3.8518083,0.2496951
0.2958194,0.2958194,0.3763108,-3.8887793,0.2362606
0.3008194,0.3008194,0.3813108,-3.9079759,0.2258072
0.3058194,0.3058194,0.3863108,-3.9082176,0.2177359
0.3108194,0.3108194,0.3913108,-3.8897264,0.2114767
0.3158194,0.3158194,0.3963108,-3.8538050,0.2065494
0.3208194,0.3208194,0.4013108,-3.8024460,0.2025793
0.3258194,0.3258194,0.4063108,-3.7379791,0.1992875
0.3308194,0.3308194,0.4113108,-3.6628034,0.1964737
0.3358194,0.3358194,0.4163108,-3.5792103,0.1939964
0.3408194,0.3408194,0.4213108,-3.4892819,0.1917574
0.3458194,0.3458194,0.4263108,-3.3948439,0.1896892
0.3508194,0.3508194,0.4313108,-3.2974553,0.1877451
0.3558194,0.3558194,0.4363108,-3.1984196,0.1858933
0.3608194,0.3608194,0.4413108,-3.0988080,0.1841119
0.3658194,0.3658194,0.4463108,-2.9994862,0.1823858
0.3708194,0.3708194,0.4513108,-2.9011438,0.1807046
0.3758194,0.3758194,0.4563108,-2.8043207,0.1790610
0.3808194,0.3808194,0.4613108,-2.7094322,0.1774500
0.3858194,0.3858194,0.4663108,-2.6167903,0.1758678
0.3908194,0.3908194,0.4713108,-2.5266223,0.1743118
0.3958194,0.3958194,0.4763108,-2.4390867,0.1727800
0.4008194,0.4008194,0.4813108,-2.3542860,0.1712710
0.4058194,0.4058194,0.4863108,-2.2722781,0.1697836
0.4108194,0.4108194,0.4913108,-2.1930854,0.1683169
0.4158194,0.4158194,0.4963108,-2.1167020,0.1668701
0.4208194,0.4208194,0.5013108,-2.0430999,0.1654426
0.4258194,0.4258194,0.5063108,-1.9722342,0.1640338
0.4308194,0.4308194,0.5113108,-1.9040470,0.1626432
0.4358194,0.4358194,0.5163108,-1.8384707,0.1612703
0.4408194,0.4408194,0.5213108,-1.7754308,0.1599146
0.4458194,0.4458194,0.5263108,-1.7148479,0.1585758
0.4508194,0.4508194,0.5313108,-1.6566397,0.1572535
0.4558194,0.4558194,0.5363108,-1.6007220,0.1559473
0.4608194,0.4608194,0.5413108,-1.5470102,0.1546569
0.4658194,0.4658194,0.5463108,-1.4954199,0.1533818
0.4708194,0.4708194,0.5513108,-1.4458675,0.1521218
0.4758194,0.4758194,0.5563108,-1.3982710,0.1508766
0.4808194,0.4808194,0.5613108,-1.3525503,0.1496457
0.4858194,0.4858194,0.5663108,-1.3086273,0.1484290
0.4908194,0.4908194,0.5713108,-1.2664265,0.1472261
0.4958194,0.4958194,0.5763108,-1.2258748,0.1460368
0.5008194,0.5008194,0.5813108,-1.1869014,0.1448608
0.5058194,0.5058194,0.5863108,-1.1494387,0.1436977
0.5108194,0.5108194,0.5913108,-1.1134214,0.1425474
0.5158194,0.5158194,0.5963108,-1.0787868,0.1414096
0.5208194,0.5208194,0.6013108,-1.0454750,0.1402840
0.5258194,0.5258194,0.6063108,-1.0134287,0.1391704
0.5308194,0.5308194,0.6113108,-0.9825928,0.1380686
0.5358194,0.5358194,0.6163108,-0.9529151,0.1369784
0.5408194,0.5408194,0.6213108,-0.9243452,0.1358995
0.5458194,0.5458194,0.6263108,-0.8968354,0.1348317
0.5508194,0.5508194,0.6313108,-0.8703401,0.1337749
0.5558194,0.5558194,0.6363108,-0.8448156,0.1327288
0.5608194,0.5608194,0.6413108,-0.8202204,0.1316933
0.5658194,0.5658194,0.6463108,-0.7965149,0.1306681
0.5708194,0.5708194,0.6513108,-0.7736613,0.1296531
0.5758194,0.5758194,0.6563108,-0.7516235,0.1286480
0.5808194,0.5808194,0.6613108,-0.7303674,0.1276529
0.5858194,0.5858194,0.6663108,-0.7098600,0.1266673
0.5908194,0.5908194,0.6713108,-0.6900703,0.1256913
0.5958194,0.5958194,0.6763108,-0.6709684,0.1247247
0.6008194,0.6008194,0.6813108,-0.6525261,0.1237672
0.6058194,0.6058194,0.6863108,-0.6347161,0.1228188
0.6108194,0.6108194,0.6913108,-0.6175128,0.1218793
0.6158194,0.6158194,0.6963108,-0.6008916,0.1209486
0.6208194,0.6208194,0.7013108,-0.5848289,0.1200265
0.6258194,0.6258194,0.7063108,-0.5693023,0.1191129
0.6308194,0.6308194,0.7113108,-0.5542906,0.1182077
0.6358194,0.6358194,0.7163108,-0.5397732,0.1173107
0.6408194,0.6408194,0.7213108,-0.5257308,0.1164218
0.6458194,0.6458194,0.7263108,-0.5121447,0.1155410
0.6508194,0.6508194,0.7313108,-0.4989971,0.1146681
0.6558194,0.6558194,0.7363108,-0.4862712,0.1138029
0.6608194,0.6608194,0.7413108,-0.4739506,0.1129454
0.6658194,0.6658194,0.7463108,-0.4620199,0.1120955
0.6708194,0.6708194,0.7513108,-0.4504644,0.1112530
0.6758194,0.6758194,0.7563108,-0.4392697,0.1104179
0.6808194,0.6808194,0.7613108,-0.4284225,0.1095900
0.6858194,0.6858194,0.7663108,-0.4179096,0.1087694
0.6908194,0.6908194,0.7713108,-0.4077189,0.1079557
0.6958194,0.6958194,0.7763108,-0.3978383,0.1071491
0.7008194,0.7008194,0.7813108,-0.3882566,0.1063493
0.7058194,0.7058194,0.7863108,-0.3789628,0.1055563
0.7108194,0.7108194,0.7913108,-0.3699466,0.1047700
0.7158194,0.7158194,0.7963108,-0.3611980,0.1039904
0.7208194,0.7208194,0.8013108,-0.3527074,0.1032173
0.7258194,0.7258194,0.8063108,-0.3444657,0.1024506
0.7308194,0.7308194,0.8113108,-0.3364641,0.1016904
0.7358194,0.7358194,0.8163108,-0.3286942,0.1009364
0.7408194,0.7408194,0.8213108,-0.3211478,0.1001887
0.7458194,0.7458194,0.8263108,-0.3138173,0.0994471
0.7508194,0.7508194,0.8313108,-0.3066952,0.0987116
0.7558194,0.7558194,0.8363108,-0.2997745,0.0979821
0.7608194,0.7608194,0.8413108,-0.2930481,0.0972585
0.7658194,0.7658194,0.8463108,-0.2865096,0.0965409
0.7708194,0.7708194,0.8513108,-0.2801526,0.0958290
0.7758194,0.7758194,0.8563108,-0.2739711,0.0951229
0.7808194,0.7808194,0.8613108,-0.2679593,0.0944224
0.7858194,0.7858194,0.8663108,-0.2621115,0.0937276
0.7908194,0.7908194,0.8713108,-0.2564223,0.0930383
0.7958194,0.7958194,0.8763108,-0.2508866,0.0923545
0.8008194,0.8008194,0.8813108,-0.2454994,0.0916761
0.8058194,0.8058194,0.8863108,-0.2402558,0.0910031
0.8108194,0.8108194,0.8913108,-0.2351514,0.0903354
0.8158194,0.8158194,0.8963108,-0.2301815,0.0896730
0.8208194,0.8208194,0.9013108,-0.2253421,0.0890158
0.8258194,0.8258194,0.9063108,-0.2206288,0.0883637
0.8308194,0.8308194,0.9113108,-0.2160379,0.0877168
0.8358194,0.8358194,0.9163108,-0.2115654,0.0870748
0.8408194,0.8408194,0.9213108,-0.2072077,0.0864379
0.8458194,0.8458194,0.9263108,-0.2029612,0.0858059
0.8508194,0.8508194,0.9313108,-0.1988226,0.0851788
0.8558194,0.8558194,0.9363108,-0.1947885,0.0845566
0.8608194,0.8608194,0.9413108,-0.1908558,0.0839392
0.8658194,0.8658194,0.9463108,-0.1870213,0.0833265
0.8708194,0.8708194,0.9513108,-0.1832822,0.0827185
0.8758194,0.8758194,0.9563108,-0.1796356,0.0821152
0.8808194,0.8808194,0.9613108,-0.1760787,0.0815164
0.8858194,0.8858194,0.9663108,-0.1726089,0.0809223
0.8908194,0.8908194,0.9713108,-0.1692237,0.0803327
0.8958194,0.8958194,0.9763108,-0.1659205,0.0797476
0.9008194,0.9008194,0.9813108,-0.1626969,0.0791669
0.9058194,0.9058194,0.9863108,-0.1595507,0.0785906
0.9108194,0.9108194,0.9913108,-0.1564797,0.0780186
0.9158194,0.9158194,0.9963108,-0.1534816,0.0774510
0.9208194,0.9208194,1.0013108,-0.1505544,0.0768877
0.9258194,0.9258194,1.0063108,-0.1476960,0.0763286
0.9308194,0.9308194,1.0113108,-0.1449046,0.0757737
0.9358194,0.9358194,1.0163108,-0.1421783,0.0752230
0.9408194,0.9408194,1.0213108,-0.1395151,0.0746764
0.9458194,0.9458194,1.0263108,-0.1369135,0.0741339
0.9508194,0.9508194,1.0313108,-0.1343716,0.0735955
0.9558194,0.9558194,1.0363108,-0.1318879,0.0730610
0.9608194,0.9608194,1.0413108,-0.1294606,0.0725306
0.9658194,0.9658194,1.0463108,-0.1270884,0.0720041
0.9708194,0.9708194,1.0513108,-0.1247696,0.0714815
0.9758194,0.9758194,1.0563108,-0.1225029,0.0709628
0.9808194,0.9808194,1.0613108,-0.1202869,0.0704479
0.9858194,0.9858194,1.0663108,-0.1181201,0.0699369
0.9908194,0.9908194,1.0713108,-0.1160013,0.0694296
0.9958194,0.9958194,1.0763108,-0.1139293,0.0689261
1.0008194,1.0008194,1.0813108,-0.1119027,0.0684263
1.0058194,1.0058194,1.0863108,-0.1099203,0.0679302
1.0108194,1.0108194,1.0913108,-0.1079811,0.0674377
1.0158194,1.0158194,1.0963108,-0.1060839,0.0669489
1.0208194,1.0208194,1.1013108,-0.1042276,0.0664637
1.0258194,1.0258194,1.1063108,-0.1024112,0.0659820
1.0308194,1.0308194,1.1113108,-0.1006335,0.0655039
