# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
0.7500000,0.0000000,-0.0138226,187305.3604161,118148.8435363,751151.3573169,11742.8416614,527386.9387649,186139.5339285,188471.1869036,220802.8268109,139647.9693052
0.7550000,0.0050000,-0.0088226,165564.3881831,104148.8939744,664364.8205730,10365.6097927,466257.1067930,164396.8593421,166731.9170240,195173.7251344,123438.7021688
0.7600000,0.0100000,-0.0038226,144791.3696100,90772.8887813,581434.1642663,9050.6092622,407843.4299317,143622.1443126,145960.5949075,170685.6847914,107951.1055853
0.7650000,0.0150000,0.0011774,125369.9578319,78267.8335272,503890.8078152,7822.1569715,353224.5583492,124199.0436787,126540.8719851,147790.9709842,93471.2171836
0.7700000,0.0200000,0.0061774,107557.5501544,66799.4067697,432762.6353331,6696.5184260,303124.4643467,106384.9565555,108730.1437533,126793.0136446,80190.9429027
0.7750000,0.0250000,0.0111774,91497.1556593,56459.6093331,368621.2756143,5682.6701845,257945.7470082,90322.8939417,92671.4173769,107860.3974272,68216.9050402
0.7800000,0.0300000,0.0161774,77234.8462782,47278.0095336,311651.6567450,4783.4176363,217818.6263222,76058.9297945,78410.7627619,91047.4337128,57583.4531291
0.7850000,0.0350000,0.0211774,64739.7875783,39234.6491972,261731.8588225,3996.6762067,182657.1907007,63562.2318169,65917.3433396,76317.7736754,48267.5981535
0.7900000,0.0400000,0.0261774,53924.4079158,32273.0377443,218513.5296896,3316.7601395,152216.0406788,52745.2306112,55103.5852204,63568.1844634,40204.0499252
0.7950000,0.0450000,0.0311774,44662.9636006,26312.1120024,181495.9148461,2735.5677365,126142.4342012,43482.1848438,45843.7423575,52650.4345357,33299.0585861
0.8000000,0.0500000,0.0361774,36807.4482397,21256.4843164,150089.3055390,2243.5961004,104020.9779739,35625.0905880,37989.8058914,43390.0482131,27442.2760276
0.8050000,0.0550000,0.0411774,30200.3832333,17004.6808697,123666.0565849,1845.5041823,85409.5629432,29016.4718189,31384.2946476,35601.3836116,22516.2920132
0.8100000,0.0600000,0.0461774,24684.4697381,13455.3577365,101599.0932882,1501.7221522,69866.4871779,23499.0323744,25869.9071018,29099.0107512,18403.8303263
0.8150000,0.0650000,0.0511774,20109.3748327,10511.6705520,83288.9930336,1217.4197969,56969.5308863,18922.4421179,21296.3075476,23705.7113507,14992.8082846
0.8200000,0.0700000,0.0561774,16336.0848500,8084.0768764,68181.3663821,983.7163522,46328.1985620,15147.6902665,17524.4794335,19257.6107052,12179.5824243
0.8250000,0.0750000,0.0611774,13239.3170374,6091.8877822,55776.4949208,792.6289870,37590.5069551,12049.4970475,14429.1370274,15607.0206449,9870.7465454
0.8300000,0.0800000,0.0661774,10708.4690049,4463.8776239,45633.1368429,637.1190416,30445.6649563,9517.2631396,11899.6748702,12623.5587804,7983.8395846
0.8350000,0.0850000,0.0711774,8647.5322324,3138.2266502,37368.1994958,511.0845576,24623.8423238,7454.9831749,9840.0812899,10194.0465431,6447.2811300
0.8400000,0.0900000,0.0761774,6974.3233336,2062.0243377,30653.6890007,409.3095237,19894.0205158,5780.4769940,8168.1696732,8221.6029682,5199.7982794
0.8450000,0.0950000,0.0811774,5619.3101397,1205.2478797,25212.0417081,327.3875322,16060.7038023,4424.2157214,6814.4045580,6624.2608370,4189.5504120
0.8500000,0.1000000,0.0861774,4524.2384150,500.9327620,20810.6582758,261.6329535,12960.0688028,3327.9484713,5720.5283588,5333.3477963,3373.1053180
