# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
-0.1527207,-0.1527207,-0.0000001,2125.3453639,2125.3453639
-0.1427207,-0.1427207,0.0099999,1963.9820274,1963.9820274
-0.1327207,-0.1327207,0.0199999,1845.9597822,1845.9597822
-0.1227207,-0.1227207,0.0299999,1533.4285109,1507.5988855
-0.1127207,-0.1127207,0.0399999,1153.1471475,1129.4438944
-0.1027207,-0.1027207,0.0499999,855.9296789,835.5421886
-0.0927207,-0.0927207,0.0599999,567.4615949,547.2396782
-0.0827207,-0.0827207,0.0699999,394.8900045,374.5819367
-0.0727207,-0.0727207,0.0799999,288.9965588,268.7128151
-0.0627207,-0.0627207,0.0899999,221.3151326,201.3992783
-0.0527207,-0.0527207,0.0999999,175.3616000,156.5173562
-0.0427207,-0.0427207,0.1099999,142.2776255,123.8819250
-0.0327207,-0.0327207,0.1199999,117.4555485,98.8731445
-0.0227207,-0.0227207,0.1299999,98.1078407,79.3896393
-0.0127207,-0.0127207,0.1399999,82.4682590,63.9014195
-0.0027207,-0.0027207,0.1499999,69.4441175,51.1761960
0.0072793,0.0072793,0.1599999,58.2500316,40.4837486
0.0172793,0.0172793,0.1699999,47.5796586,31.3828579
0.0272793,0.0272793,0.1799999,36.8785890,21.0163290
0.0372793,0.0372793,0.1899999,27.7652892,12.0486946
0.0472793,0.0472793,0.1999999,20.6876870,5.5021691
0.0572793,0.0572793,0.2099999,15.3606744,0.7970348
0.0672793,0.0672793,0.2199999,11.4120790,-2.6851226
0.0772793,0.0772793,0.2299999,8.4891578,-5.1958438
0.0872793,0.0872793,0.2399999,6.2580609,-6.8553548
0.0972793,0.0972793,0.2499999,4.4406688,-7.8856596
0.1072793,0.1072793,0.2599999,2.8880790,-8.6353797
0.1172793,0.1172793,0.2699999,1.5682507,-9.0415983
0.1272793,0.1272793,0.2799999,0.4738195,-9.1730153
0.1372793,0.1372793,0.2899999,-0.4283609,-9.1070348
0.1472793,0.1472793,0.2999999,-1.1803010,-8.9026183
0.1572793,0.1572793,0.3099999,-1.8115980,-8.6046265
0.1672793,0.1672793,0.3199999,-2.3393466,-8.2852686
0.1772793,0.1772793,0.3299999,-2.7734444,-8.0711170
0.1872793,0.1872793,0.3399999,-3.1170527,-7.8966558
0.1972793,0.1972793,0.3499999,-3.3749882,-7.6861064
0.2072793,0.2072793,0.3599999,-3.5606205,-7.4687845
0.2172793,0.2172793,0.3699999,-3.6870217,-7.2627060
0.2272793,0.2272793,0.3799999,-3.7628640,-7.0541546
0.2372793,0.2372793,0.3899999,-3.7888366,-6.8857879
0.2472793,0.2472793,0.3999999,-3.7567166,-6.6830456
0.2572793,0.2572793,0.4099999,-3.6648464,-6.5171515
0.2672793,0.2672793,0.4199999,-3.5251704,-6.3407259
0.2772793,0.2772793,0.4299999,-3.3554052,-6.2053051
0.2872793,0.2872793,0.4399999,-3.1713797,-6.0377078
0.2972793,0.2972793,0.4499999,-2.9844437,-5.8672570
0.3072793,0.3072793,0.4599999,-2.8017769,-5.6655370
0.3172793,0.3172793,0.4699999,-2.6274951,-5.4548157
0.3272793,0.3272793,0.4799999,-2.4636858,-5.2472600
0.3372793,0.3372793,0.4899999,-2.3111686,-5.0491982
0.3472793,0.3472793,0.4999999,-2.1700026,-4.8635907
0.3572793,0.3572793,0.5099999,-2.0398107,-4.6914745
0.3672793,0.3672793,0.5199999,-1.9199816,-4.5328119
0.3772793,0.3772793,0.5299999,-1.8097941,-4.3869906
0.3872793,0.3872793,0.5399999,-1.7084909,-4.2740945
0.3972793,0.3972793,0.5499999,-1.6153234,-4.1690281
0.4072793,0.4072793,0.5599999,-1.5295758,-4.0710308
0.4172793,0.4172793,0.5699999,-1.4505781,-3.9819122
0.4272793,0.4272793,0.5799999,-1.3777118,-3.8988170
0.4372793,0.4372793,0.5899999,-1.3104112,-3.8206253
0.4472793,0.4472793,0.5999999,-1.2481621,-3.7469199
0.4572793,0.4572793,0.6099999,-1.1904990,-3.6773191
0.4672793,0.4672793,0.6199999,-1.1370016,-3.6114753
0.4772793,0.4772793,0.6299999,-1.0872911,-3.5490719
0.4872793,0.4872793,0.6399999,-1.0410265,-3.4898212
0.4972793,0.4972793,0.6499999,-0.9979008,-3.4334620
0.5072793,0.5072793,0.6599999,-0.9576380,-3.3797567
0.5172793,0.5172793,0.6699999,-0.9199893,-3.3284902
0.5272793,0.5272793,0.6799999,-0.8847308,-3.2794667
0.5372793,0.5372793,0.6899999,-0.8516606,-3.2325087
0.5472793,0.5472793,0.6999999,-0.8205968,-3.1874551
0.5572793,0.5572793,0.7099999,-0.7913748,-3.1441592
0.5672793,0.5672793,0.7199999,-0.7638462,-3.1024879
0.5772793,0.5772793,0.7299999,-0.7378763,-3.0623201
0.5872793,0.5872793,0.7399999,-0.7133435,-3.0235454
0.5972793,0.5972793,0.7499999,-0.6901373,-2.9860634
0.6072793,0.6072793,0.7599999,-0.6681573,-2.9497919
0.6172793,0.6172793,0.7699999,-0.6473124,-2.9149486
0.6272793,0.6272793,0.7799999,-0.6275196,-2.8811241
0.6372793,0.6372793,0.7899999,-0.6087033,-2.8484270
0.6472793,0.6472793,0.7999999,-0.5907945,-2.8166473
0.6572793,0.6572793,0.8099999,-0.5737302,-2.7856928
0.6672793,0.6672793,0.8199999,-0.5574526,-2.7555584
0.6772793,0.6772793,0.8299999,-0.5419091,-2.7262357
0.6872793,0.6872793,0.8399999,-0.5270513,-2.6975964
0.6972793,0.6972793,0.8499999,-0.5128347,-2.6696006
0.7072793,0.7072793,0.8599999,-0.4992186,-2.6422114
0.7172793,0.7172793,0.8699999,-0.4861655,-2.6153950
0.7272793,0.7272793,0.8799999,-0.4736407,-2.5891203
0.7372793,0.7372793,0.8899999,-0.4616124,-2.5633950
0.7472793,0.7472793,0.8999999,-0.4500512,-2.5382187
0.7572793,0.7572793,0.9099999,-0.4389300,-2.5135036
0.7672793,0.7672793,0.9199999,-0.4282236,-2.4892267
0.7772793,0.7772793,0.9299999,-0.4179087,-2.4653668
0.7872793,0.7872793,0.9399999,-0.4079638,-2.4419045
0.7972793,0.7972793,0.9499999,-0.3983689,-2.4188217
0.8072793,0.8072793,0.9599999,-0.3891053,-2.3961016
0.8172793,0.8172793,0.9699999,-0.3801559,-2.3737286
0.8272793,0.8272793,0.9799999,-0.3715044,-2.3516885
0.8372793,0.8372793,0.9899999,-0.3631360,-2.3299862
0.8472793,0.8472793,0.9999999,-0.3550366,-2.3086501
0.8572793,0.8572793,1.0099999,-0.3471932,-2.2876078
0.8672793,0.8672793,1.0199999,-0.3395937,-2.2668486
0.8772793,0.8772793,1.0299999,-0.3322266,-2.2463624
