# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.4062757,-0.4062757,-0.0000000,15831.1556195,15831.1556195
-0.3962757,-0.3962757,0.0100000,15293.7392904,15293.7392904
-0.3862757,-0.3862757,0.0200000,15189.8756513,15189.8756513
-0.3762757,-0.3762757,0.0300000,15511.1350519,15511.1350519
-0.3662757,-0.3662757,0.0400000,16325.9187684,16325.9187684
-0.3562757,-0.3562757,0.0500000,17732.3151497,17732.3151497
-0.3462757,-0.3462757,0.0600000,19801.0065313,19801.0065313
-0.3362757,-0.3362757,0.0700000,18601.0980676,18601.0980676
-0.3262757,-0.3262757,0.0800000,16808.6406128,16808.6406128
-0.3162757,-0.3162757,0.0900000,16959.0262490,16959.0262490
-0.3062757,-0.3062757,0.1000000,14808.3277696,14808.3277696
-0.2962757,-0.2962757,0.1100000,14330.6699626,14330.6699626
-0.2862757,-0.2862757,0.1200000,14640.9835790,14640.9835790
-0.2762757,-0.2762757,0.1300000,15258.6356771,15258.6356771
-0.2662757,-0.2662757,0.1400000,14802.9105465,14802.9105465
-0.2562757,-0.2562757,0.1500000,11376.5757180,11376.5757180
-0.2462757,-0.2462757,0.1600000,8405.6012384,8405.6012384
-0.2362757,-0.2362757,0.1700000,7323.2896196,7323.2896196
-0.2262757,-0.2262757,0.1800000,7615.4756126,7615.4756126
-0.2162757,-0.2162757,0.1900000,8626.9165527,8626.9165527
-0.2062757,-0.2062757,0.2000000,7691.8976675,7691.8976675
-0.1962757,-0.1962757,0.2100000,6938.4876196,6938.4876196
-0.1862757,-0.1862757,0.2200000,5877.0273162,5877.0273162
-0.1762757,-0.1762757,0.2300000,5407.8161578,5407.8161578
-0.1662757,-0.1662757,0.2400000,5466.7781230,5466.7781230
-0.1562757,-0.1562757,0.2500000,5660.5251265,5660.5251265
-0.1462757,-0.1462757,0.2600000,5329.4519216,5329.4519216
-0.1362757,-0.1362757,0.2700000,3833.4832624,3833.4832624
-0.1262757,-0.1262757,0.2800000,2923.5840947,2923.5840947
-0.1162757,-0.1162757,0.2900000,2375.4812763,2375.4812763
-0.1062757,-0.1062757,0.3000000,2026.8125269,2026.8125269
-0.0962757,-0.0962757,0.3100000,1522.4893775,1501.8346741
-0.0862757,-0.0862757,0.3200000,1156.3127760,1135.6580726
-0.0762757,-0.0762757,0.3300000,798.0882107,777.4335073
-0.0662757,-0.0662757,0.3400000,574.2958631,553.6411597
-0.0562757,-0.0562757,0.3500000,429.6490335,408.9943300
-0.0462757,-0.0462757,0.3600000,332.8868714,312.2321680
-0.0362757,-0.0362757,0.3700000,265.9545652,245.2998618
-0.0262757,-0.0262757,0.3800000,218.2094901,197.5547867
-0.0162757,-0.0162757,0.3900000,183.2550623,162.6003589
-0.0062757,-0.0062757,0.4000000,157.1702490,136.5155575
0.0037243,0.0037243,0.4100000,135.2185541,115.8421014
0.0137243,0.0137243,0.4200000,101.9105055,81.2564652
0.0237243,0.0237243,0.4300000,78.2839053,57.6298311
0.0337243,0.0337243,0.4400000,61.9544346,41.3032340
0.0437243,0.0437243,0.4500000,50.5557118,29.9129994
0.0537243,0.0537243,0.4600000,42.5485357,21.9227162
0.0637243,0.0637243,0.4700000,36.9236166,16.3224502
0.0737243,0.0737243,0.4800000,33.0058282,12.4362398
0.0837243,0.0837243,0.4900000,30.2406573,9.7992514
0.0937243,0.0937243,0.5000000,27.0114488,8.0795719
0.1037243,0.1037243,0.5100000,19.6479070,1.8751026
0.1137243,0.1137243,0.5200000,12.9355723,-4.5299920
0.1237243,0.1237243,0.5300000,8.1039817,-8.6142711
0.1337243,0.1337243,0.5400000,4.5822712,-11.1228364
0.1437243,0.1437243,0.5500000,1.9839359,-12.5541248
0.1537243,0.1537243,0.5600000,0.0856572,-13.2479098
0.1637243,0.1637243,0.5700000,-1.3085576,-13.4392555
0.1737243,0.1737243,0.5800000,-2.3813603,-13.3110127
0.1837243,0.1837243,0.5900000,-3.2655272,-13.5803344
