# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.6372000,-1.6372000,-1.6541773,35923.1716525,21587.3161478,167047.1468178,1337.0421192,116569.3593865,35923.1716525,35923.1716525,42347.6286597,26782.9920144,35923.1716525,21587.3161478,167047.1468178,1323.0069651,116569.3593865,35923.1716525,35923.1716525,42347.6286597,26782.9920144
-1.6322000,-1.6322000,-1.6491773,35715.4052436,21462.0857968,166085.5926996,1329.7420161,115898.2137347,35715.4052436,35715.4052436,42102.7055551,26628.0890419,35715.4052436,21462.0857968,166085.5926996,1315.0021962,115898.2137347,35715.4052436,35715.4052436,42102.7055551,26628.0890419
-1.6272000,-1.6272000,-1.6441773,35121.9370935,21103.6970357,163347.2337434,1306.7877062,113986.6209240,35121.9370935,35121.9370935,41403.1022716,26185.6210750,35121.9370935,21103.6970357,163347.2337434,1291.5025863,113986.6209240,35121.9370935,35121.9370935,41403.1022716,26185.6210750
-1.6222000,-1.6222000,-1.6391773,34169.2950275,20528.1778845,158954.3744443,1269.1029709,110919.9625326,34169.2950275,34169.2950275,40280.0908391,25475.3662820,34169.2950275,20528.1778845,158954.3744443,1253.5661987,110919.9625326,34169.2950275,34169.2950275,40280.0908391,25475.3662820
-1.6172000,-1.6172000,-1.6341773,32890.8404141,19755.7268275,153060.3184785,1218.1834334,106805.2776876,32890.8404141,32890.8404141,38772.9989333,24522.1976689,32890.8404141,19755.7268275,153060.3184785,1202.5626331,106805.2776876,32890.8404141,32890.8404141,38772.9989333,24522.1976689
-1.6122000,-1.6122000,-1.6291773,31331.2328265,18813.3760330,145870.3697214,1155.9571485,101785.9101650,31331.2328265,31331.2328265,36934.4729921,23359.4117666,31331.2328265,18813.3760330,145870.3697214,1140.3189938,101785.9101650,31331.2328265,31331.2328265,36934.4729921,23359.4117666
-1.6072000,-1.6072000,-1.6241773,29543.2976416,17733.0942894,137627.4449782,1084.6300794,96031.4627351,29543.2976416,29543.2976416,34826.7856194,22026.3932279,29543.2976416,17733.0942894,137627.4449782,1068.9907634,96031.4627351,29543.2976416,29543.2976416,34826.7856194,22026.3932279
-1.6022000,-1.6022000,-1.6191773,27584.6330918,16549.7322531,128596.4887164,1006.5598720,89726.9150681,27584.6330918,27584.6330918,32517.8358466,20566.0851710,27584.6330918,16549.7322531,128596.4887164,990.9220364,89726.9150681,27584.6330918,27584.6330918,32517.8358466,20566.0851710
-1.5972000,-1.5972000,-1.6141773,25514.2576526,15298.9923513,119049.0703303,924.1423318,83061.8691826,25514.2576526,25514.2576526,30077.1969428,19022.4895945,25514.2576526,15298.9923513,119049.0703303,908.5076256,83061.8691826,25514.2576526,25514.2576526,30077.1969428,19022.4895945
-1.5922000,-1.5922000,-1.6091773,23389.5679992,14015.5870782,109249.4041319,839.6968510,76220.7884104,23389.5679992,23389.5679992,27572.5303357,17438.3993430,23389.5679992,14015.5870782,109249.4041319,824.0682579,76220.7884104,23389.5679992,23389.5679992,27572.5303357,17438.3993430
