# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
-0.8172000,-0.8172000,-0.8341773,32505.6766012
-0.8072000,-0.8072000,-0.8241773,35113.4229266
-0.7972000,-0.7972000,-0.8141773,43178.8825431
-0.7872000,-0.7872000,-0.8041773,57315.3436663
-0.7772000,-0.7772000,-0.7941773,78294.5521571
-0.7672000,-0.7672000,-0.7841773,106761.5179532
-0.7572000,-0.7572000,-0.7741773,135916.0778431
-0.7472000,-0.7472000,-0.7641773,164038.8683589
-0.7372000,-0.7372000,-0.7541773,172719.9119136
-0.7272000,-0.7272000,-0.7441773,173937.0516806
-0.7172000,-0.7172000,-0.7341773,169748.9168932
-0.7072000,-0.7072000,-0.7241773,165456.6720421
-0.6972000,-0.6972000,-0.7141773,167040.2666395
-0.6872000,-0.6872000,-0.7041773,168499.0205430
-0.6772000,-0.6772000,-0.6941773,175611.9596283
-0.6672000,-0.6672000,-0.6841773,178734.4812278
-0.6572000,-0.6572000,-0.6741773,159482.7722094
-0.6472000,-0.6472000,-0.6641773,125403.9446200
-0.6372000,-0.6372000,-0.6541773,95638.3962419
-0.6272000,-0.6272000,-0.6441773,71605.7305096
-0.6172000,-0.6172000,-0.6341773,53687.0853913
-0.6072000,-0.6072000,-0.6241773,41699.7138863
-0.5972000,-0.5972000,-0.6141773,35104.5878176
-0.5872000,-0.5872000,-0.6041773,33439.6769646
-0.5772000,-0.5772000,-0.5941773,33720.2397572
-0.5672000,-0.5672000,-0.5841773,38247.3786552
-0.5572000,-0.5572000,-0.5741773,47674.3654645
-0.5472000,-0.5472000,-0.5641773,62884.4685509
-0.5372000,-0.5372000,-0.5541773,84147.3104165
-0.5272000,-0.5272000,-0.5441773,111379.0949202
-0.5172000,-0.5172000,-0.5341773,143665.8959835
-0.5072000,-0.5072000,-0.5241773,178848.9496830
-0.4972000,-0.4972000,-0.5141773,178580.8676648
-0.4872000,-0.4872000,-0.5041773,172408.6153363
-0.4772000,-0.4772000,-0.4941773,164584.3984606
-0.4672000,-0.4672000,-0.4841773,165899.0641493
-0.4572000,-0.4572000,-0.4741773,166727.6698332
-0.4472000,-0.4472000,-0.4641773,175174.7407251
-0.4372000,-0.4372000,-0.4541773,173688.3090982
-0.4272000,-0.4272000,-0.4441773,174535.5213249
-0.4172000,-0.4172000,-0.4341773,146980.2647359
-0.4072000,-0.4072000,-0.4241773,122734.9091338
-0.3972000,-0.3972000,-0.4141773,90567.7339255
-0.3872000,-0.3872000,-0.4041773,66109.8820749
-0.3772000,-0.3772000,-0.3941773,48917.3502151
-0.3672000,-0.3672000,-0.3841773,38200.8260291
-0.3572000,-0.3572000,-0.3741773,33282.6019448
-0.3472000,-0.3472000,-0.3641773,33119.0214475
-0.3372000,-0.3372000,-0.3541773,37012.5823522
-0.3272000,-0.3272000,-0.3441773,43821.4330431
-0.3172000,-0.3172000,-0.3341773,56411.4274287
-0.3072000,-0.3072000,-0.3241773,74958.3613456
-0.2972000,-0.2972000,-0.3141773,99481.2735864
-0.2872000,-0.2872000,-0.3041773,129383.6623156
-0.2772000,-0.2772000,-0.2941773,163013.2176594
-0.2672000,-0.2672000,-0.2841773,174110.7073872
-0.2572000,-0.2572000,-0.2741773,176504.2769258
-0.2472000,-0.2472000,-0.2641773,164413.1622370
-0.2372000,-0.2372000,-0.2541773,161488.5209912
-0.2272000,-0.2272000,-0.2441773,159955.3721684
-0.2172000,-0.2172000,-0.2341773,168237.8518899
-0.2072000,-0.2072000,-0.2241773,174287.1571222
-0.1972000,-0.1972000,-0.2141773,173217.8161922
-0.1872000,-0.1872000,-0.2041773,151239.5748158
-0.1772000,-0.1772000,-0.1941773,118554.9453717
-0.1672000,-0.1672000,-0.1841773,90345.3657873
-0.1572000,-0.1572000,-0.1741773,67845.1819125
-0.1472000,-0.1472000,-0.1641773,51374.8481199
-0.1372000,-0.1372000,-0.1541773,40803.2834760
-0.1272000,-0.1272000,-0.1441773,35326.8075682
-0.1172000,-0.1172000,-0.1341773,32460.9551272
-0.1072000,-0.1072000,-0.1241773,34212.6620741
-0.0972000,-0.0972000,-0.1141773,41141.9713898
-0.0872000,-0.0872000,-0.1041773,54007.9126873
-0.0772000,-0.0772000,-0.0941773,73556.8959310
-0.0672000,-0.0672000,-0.0841773,100496.6915196
-0.0572000,-0.0572000,-0.0741773,123507.7997988
-0.0472000,-0.0472000,-0.0641773,139739.9056628
-0.0372000,-0.0372000,-0.0541773,161305.1460059
-0.0272000,-0.0272000,-0.0441773,171420.5022373
-0.0172000,-0.0172000,-0.0341773,142388.6442131
-0.0072000,-0.0072000,-0.0241773,107768.3977046
0.0028000,0.0028000,-0.0141773,88917.4276869
0.0128000,0.0128000,-0.0041773,80740.8494417
0.0228000,0.0228000,0.0058227,78109.1249772
0.0328000,0.0328000,0.0158227,81315.6791248
0.0428000,0.0428000,0.0258227,85953.2403937
0.0528000,0.0528000,0.0358227,74732.7602628
0.0628000,0.0628000,0.0458227,57951.1449270
0.0728000,0.0728000,0.0558227,46662.3392092
0.0828000,0.0828000,0.0658227,42154.9940849
0.0928000,0.0928000,0.0758227,36716.1650967
0.1028000,0.1028000,0.0858227,25258.4029350
0.1128000,0.1128000,0.0958227,17122.7259307
0.1228000,0.1228000,0.1058227,11469.0311423
0.1328000,0.1328000,0.1158227,7604.8133127
0.1428000,0.1428000,0.1258227,4996.9366620
0.1528000,0.1528000,0.1358227,3253.8218705
0.1628000,0.1628000,0.1458227,2097.3180854
0.1728000,0.1728000,0.1558227,1353.2413975
0.1828000,0.1828000,0.1658227,852.0747422
0.1928000,0.1928000,0.1758227,524.4137828
0.2028000,0.2028000,0.1858227,311.3990798
0.2128000,0.2128000,0.1958227,173.8663246
0.2228000,0.2228000,0.2058227,85.8815366
0.2328000,0.2328000,0.2158227,30.2664752
0.2428000,0.2428000,0.2258227,-4.3450343
0.2528000,0.2528000,0.2358227,-25.3408892
0.2628000,0.2628000,0.2458227,-37.4686641
0.2728000,0.2728000,0.2558227,-43.8198319
0.2828000,0.2828000,0.2658227,-46.4382946
0.2928000,0.2928000,0.2758227,-46.6952644
0.3028000,0.3028000,0.2858227,-45.5006487
0.3128000,0.3128000,0.2958227,-43.4290424
0.3228000,0.3228000,0.3058227,-40.8456861
0.3328000,0.3328000,0.3158227,-38.0053797
0.3428000,0.3428000,0.3258227,-35.0901287
0.3528000,0.3528000,0.3358227,-32.2222878
0.3628000,0.3628000,0.3458227,-29.4780901
0.3728000,0.3728000,0.3558227,-26.9490726
0.3828000,0.3828000,0.3658227,-25.1997562
0.3928000,0.3928000,0.3758227,-24.9431635
0.4028000,0.4028000,0.3858227,-25.0501329
0.4128000,0.4128000,0.3958227,-24.7131882
0.4228000,0.4228000,0.4058227,-23.9023355
0.4328000,0.4328000,0.4158227,-22.7476593
0.4428000,0.4428000,0.4258227,-21.3878711
0.4528000,0.4528000,0.4358227,-19.9376891
0.4628000,0.4628000,0.4458227,-18.5053703
0.4728000,0.4728000,0.4558227,-17.4637665
0.4828000,0.4828000,0.4658227,-17.4668898
0.4928000,0.4928000,0.4758227,-17.9349734
0.5028000,0.5028000,0.4858227,-18.0671073
0.5128000,0.5128000,0.4958227,-17.7328701
0.5228000,0.5228000,0.5058227,-17.0265840
0.5328000,0.5328000,0.5158227,-16.0777106
0.5428000,0.5428000,0.5258227,-15.0026201
0.5528000,0.5528000,0.5358227,-13.8888572
0.5628000,0.5628000,0.5458227,-12.7949193
0.5728000,0.5728000,0.5558227,-11.7561400
0.5828000,0.5828000,0.5658227,-10.7912879
0.5928000,0.5928000,0.5758227,-9.9080181
0.6028000,0.6028000,0.5858227,-9.1069223
0.6128000,0.6128000,0.5958227,-8.3843918
0.6228000,0.6228000,0.6058227,-7.7345736
0.6328000,0.6328000,0.6158227,-7.1506543
0.6428000,0.6428000,0.6258227,-6.6256618
0.6528000,0.6528000,0.6358227,-6.1529290
0.6628000,0.6628000,0.6458227,-5.7263321
0.6728000,0.6728000,0.6558227,-5.3403869
0.6828000,0.6828000,0.6658227,-4.9902590
0.6928000,0.6928000,0.6758227,-4.6717286
0.7028000,0.7028000,0.6858227,-4.3811318
0.7128000,0.7128000,0.6958227,-4.1152961
0.7228000,0.7228000,0.7058227,-3.8714752
0.7328000,0.7328000,0.7158227,-3.6472895
0.7428000,0.7428000,0.7258227,-3.4406730
0.7528000,0.7528000,0.7358227,-3.2498276
0.7628000,0.7628000,0.7458227,-3.0731827
0.7728000,0.7728000,0.7558227,-2.9093629
0.7828000,0.7828000,0.7658227,-2.7571586
0.7928000,0.7928000,0.7758227,-2.6155033
0.8028000,0.8028000,0.7858227,-2.4834526
0.8128000,0.8128000,0.7958227,-2.3601683
0.8228000,0.8228000,0.8058227,-2.2449032
0.8328000,0.8328000,0.8158227,-2.1369899
0.8428000,0.8428000,0.8258227,-2.0358301
0.8528000,0.8528000,0.8358227,-1.9408862
0.8628000,0.8628000,0.8458227,-1.8516737
0.8728000,0.8728000,0.8558227,-1.7677548
0.8828000,0.8828000,0.8658227,-1.6887332
0.8928000,0.8928000,0.8758227,-1.6142491
0.9028000,0.9028000,0.8858227,-1.5439753
0.9128000,0.9128000,0.8958227,-1.4776137
0.9228000,0.9228000,0.9058227,-1.4148919
0.9328000,0.9328000,0.9158227,-1.3555609
0.9428000,0.9428000,0.9258227,-1.2993922
0.9528000,0.9528000,0.9358227,-1.2461765
0.9628000,0.9628000,0.9458227,-1.1957211
0.9728000,0.9728000,0.9558227,-1.1478486
0.9828000,0.9828000,0.9658227,-1.1023955
0.9928000,0.9928000,0.9758227,-1.0592107
1.0028000,1.0028000,0.9858227,-1.0181548
1.0128000,1.0128000,0.9958227,-0.9790984
1.0228000,1.0228000,1.0058227,-0.9419218
1.0328000,1.0328000,1.0158227,-0.9065140
1.0428000,1.0428000,1.0258227,-0.8727716
1.0528000,1.0528000,1.0358227,-0.8405988
1.0628000,1.0628000,1.0458227,-0.8099062
1.0728000,1.0728000,1.0558227,-0.7806105
1.0828000,1.0828000,1.0658227,-0.7526342
1.0928000,1.0928000,1.0758227,-0.7259047
1.1028000,1.1028000,1.0858227,-0.7003544
1.1128000,1.1128000,1.0958227,-0.6759200
1.1228000,1.1228000,1.1058227,-0.6525422
1.1328000,1.1328000,1.1158227,-0.6301654
1.1428000,1.1428000,1.1258227,-0.6087378
1.1528000,1.1528000,1.1358227,-0.5882104
1.1628000,1.1628000,1.1458227,-0.5685374
1.1728000,1.1728000,1.1558227,-0.5496758
1.1828000,1.1828000,1.1658227,-0.5315852
1.1928000,1.1928000,1.1758227,-0.5142274
1.2028000,1.2028000,1.1858227,-0.4975666
1.2128000,1.2128000,1.1958227,-0.4815690
1.2228000,1.2228000,1.2058227,-0.4662028
1.2328000,1.2328000,1.2158227,-0.4514381
1.2428000,1.2428000,1.2258227,-0.4372463
1.2528000,1.2528000,1.2358227,-0.4236009
1.2628000,1.2628000,1.2458227,-0.4104766
1.2728000,1.2728000,1.2558227,-0.3978493
1.2828000,1.2828000,1.2658227,-0.3856966
1.2928000,1.2928000,1.2758227,-0.3739970
1.3028000,1.3028000,1.2858227,-0.3627304
1.3128000,1.3128000,1.2958227,-0.3518774
1.3228000,1.3228000,1.3058227,-0.3414200
1.3328000,1.3328000,1.3158227,-0.3313408
1.3428000,1.3428000,1.3258227,-0.3216236
1.3528000,1.3528000,1.3358227,-0.3122528
1.3628000,1.3628000,1.3458227,-0.3032136
1.3728000,1.3728000,1.3558227,-0.2944921
1.3828000,1.3828000,1.3658227,-0.2860749
1.3928000,1.3928000,1.3758227,-0.2779494
1.4028000,1.4028000,1.3858227,-0.2701036
1.4128000,1.4128000,1.3958227,-0.2625259
1.4228000,1.4228000,1.4058227,-0.2552056
1.4328000,1.4328000,1.4158227,-0.2481321
1.4428000,1.4428000,1.4258227,-0.2412956
1.4528000,1.4528000,1.4358227,-0.2346867
1.4628000,1.4628000,1.4458227,-0.2282963
1.4728000,1.4728000,1.4558227,-0.2221160
1.4828000,1.4828000,1.4658227,-0.2161374
1.4928000,1.4928000,1.4758227,-0.2103529
1.5028000,1.5028000,1.4858227,-0.2047549
1.5128000,1.5128000,1.4958227,-0.1993364
1.5228000,1.5228000,1.5058227,-0.1940904
1.5328000,1.5328000,1.5158227,-0.1890106
1.5428000,1.5428000,1.5258227,-0.1840906
1.5528000,1.5528000,1.5358227,-0.1793246
1.5628000,1.5628000,1.5458227,-0.1747069
1.5728000,1.5728000,1.5558227,-0.1702320
1.5828000,1.5828000,1.5658227,-0.1658947
1.5928000,1.5928000,1.5758227,-0.1616899
