# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
-1.6372000,-1.6372000,-1.6541773,163500.0584042
-1.6272000,-1.6272000,-1.6441773,160658.9564880
-1.6172000,-1.6172000,-1.6341773,174060.9492123
-1.6072000,-1.6072000,-1.6241773,173362.4621490
-1.5972000,-1.5972000,-1.6141773,174245.3281777
-1.5872000,-1.5872000,-1.6041773,141065.5614394
-1.5772000,-1.5772000,-1.5941773,109521.3991009
-1.5672000,-1.5672000,-1.5841773,82943.1296228
-1.5572000,-1.5572000,-1.5741773,62245.8277180
-1.5472000,-1.5472000,-1.5641773,47565.0265247
-1.5372000,-1.5372000,-1.5541773,38723.2068955
-1.5272000,-1.5272000,-1.5441773,33854.3427855
-1.5172000,-1.5172000,-1.5341773,32600.2465064
-1.5072000,-1.5072000,-1.5241773,35664.0632343
-1.4972000,-1.4972000,-1.5141773,44306.7499307
-1.4872000,-1.4872000,-1.5041773,59091.4204280
-1.4772000,-1.4772000,-1.4941773,80796.8012205
-1.4672000,-1.4672000,-1.4841773,110027.9321203
-1.4572000,-1.4572000,-1.4741773,138358.0192615
-1.4472000,-1.4472000,-1.4641773,167195.4825885
-1.4372000,-1.4372000,-1.4541773,172746.7623464
-1.4272000,-1.4272000,-1.4441773,174181.1100703
-1.4172000,-1.4172000,-1.4341773,169593.0906261
-1.4072000,-1.4072000,-1.4241773,166686.2734814
-1.3972000,-1.3972000,-1.4141773,167134.9890738
-1.3872000,-1.3872000,-1.4041773,171763.5468736
-1.3772000,-1.3772000,-1.3941773,178631.1408478
-1.3672000,-1.3672000,-1.3841773,181152.5212780
-1.3572000,-1.3572000,-1.3741773,155986.5092835
-1.3472000,-1.3472000,-1.3641773,122259.4984383
-1.3372000,-1.3372000,-1.3541773,93058.6235212
-1.3272000,-1.3272000,-1.3441773,69687.9464297
-1.3172000,-1.3172000,-1.3341773,52461.5392148
-1.3072000,-1.3072000,-1.3241773,41183.8075859
-1.2972000,-1.2972000,-1.3141773,35216.6116756
-1.2872000,-1.2872000,-1.3041773,34388.9551445
-1.2772000,-1.2772000,-1.2941773,34777.8144892
-1.2672000,-1.2672000,-1.2841773,40079.4803570
-1.2572000,-1.2572000,-1.2741773,50494.9563895
-1.2472000,-1.2472000,-1.2641773,66806.5645107
-1.2372000,-1.2372000,-1.2541773,89230.7617683
-1.2272000,-1.2272000,-1.2441773,117544.1605723
-1.2172000,-1.2172000,-1.2341773,150603.9350686
-1.2072000,-1.2072000,-1.2241773,182537.1446141
-1.1972000,-1.1972000,-1.2141773,180027.1850716
-1.1872000,-1.1872000,-1.2041773,173275.8142158
-1.1772000,-1.1772000,-1.1941773,166319.2184842
-1.1672000,-1.1672000,-1.1841773,166692.6108947
-1.1572000,-1.1572000,-1.1741773,168699.4675217
-1.1472000,-1.1472000,-1.1641773,174913.1254695
-1.1372000,-1.1372000,-1.1541773,173563.4547203
-1.1272000,-1.1272000,-1.1441773,171142.5078261
-1.1172000,-1.1172000,-1.1341773,141593.3670361
-1.1072000,-1.1072000,-1.1241773,115686.5467776
-1.0972000,-1.0972000,-1.1141773,85059.5839002
-1.0872000,-1.0872000,-1.1041773,62108.9772815
-1.0772000,-1.0772000,-1.0941773,46276.2121787
-1.0672000,-1.0672000,-1.0841773,36763.6342877
-1.0572000,-1.0572000,-1.0741773,32954.8975247
-1.0472000,-1.0472000,-1.0641773,33657.9539584
-1.0372000,-1.0372000,-1.0541773,37908.2263111
-1.0272000,-1.0272000,-1.0441773,45865.2046007
-1.0172000,-1.0172000,-1.0341773,59630.8743633
-1.0072000,-1.0072000,-1.0241773,79383.8116506
-0.9972000,-0.9972000,-1.0141773,105057.8126677
-0.9872000,-0.9872000,-1.0041773,135877.3335056
-0.9772000,-0.9772000,-0.9941773,169939.0076384
-0.9672000,-0.9672000,-0.9841773,174184.7375658
-0.9572000,-0.9572000,-0.9741773,177367.1160412
-0.9472000,-0.9472000,-0.9641773,162475.6976370
-0.9372000,-0.9372000,-0.9541773,162858.1665766
-0.9272000,-0.9272000,-0.9441773,160257.3255269
-0.9172000,-0.9172000,-0.9341773,172032.6923823
-0.9072000,-0.9072000,-0.9241773,173620.4286548
-0.8972000,-0.8972000,-0.9141773,173807.4869421
-0.8872000,-0.8872000,-0.9041773,144424.6634793
-0.8772000,-0.8772000,-0.8941773,112477.2165991
-0.8672000,-0.8672000,-0.8841773,85344.3935987
-0.8572000,-0.8572000,-0.8741773,64043.7574081
-0.8472000,-0.8472000,-0.8641773,48767.7164860
-0.8372000,-0.8372000,-0.8541773,39349.9042812
-0.8272000,-0.8272000,-0.8441773,34278.8137390
