# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
0.0769375,0.0769375,0.0861995,1740.3952785,1007.1829278,inf,34.2872137,inf,inf,inf,inf
0.0819375,0.0819375,0.0911995,1555.9768493,898.0619060,inf,28.7831450,inf,inf,inf,inf
0.0869375,0.0869375,0.0961995,1383.7788174,796.2926334,inf,23.7212518,inf,inf,inf,inf
0.0919375,0.0919375,0.1011995,1224.3406288,702.1897997,inf,19.1219050,inf,inf,inf,inf
0.0969375,0.0969375,0.1061995,1077.8824923,615.8765112,inf,14.9948781,inf,inf,inf,inf
0.1019375,0.1019375,0.1111995,944.3458395,537.3093642,inf,11.3400412,inf,inf,inf,inf
0.1069375,0.1069375,0.1161995,823.4387038,466.3059856,inf,8.1479352,inf,inf,inf,inf
0.1119375,0.1119375,0.1211995,714.6824758,402.5725207,inf,5.4001557,inf,inf,inf,inf
0.1169375,0.1169375,0.1261995,617.4571746,345.7293038,inf,3.0694534,inf,inf,inf,inf
0.1219375,0.1219375,0.1311995,531.0429179,295.3340646,inf,1.1197952,inf,inf,inf,inf
0.1269375,0.1269375,0.1361995,454.6558549,250.9031362,inf,-0.4926403,1667.3324218,inf,inf,inf
0.1319375,0.1319375,0.1411995,387.4777873,211.9313681,inf,-1.8161437,1437.3673606,inf,inf,inf
0.1369375,0.1369375,0.1461995,328.6801224,177.9104385,1777.5052054,-2.8975399,1235.1033078,inf,inf,inf
0.1419375,0.1419375,0.1511995,277.4439497,148.3441142,1522.8288937,-3.7763220,1057.9328971,inf,inf,inf
0.1469375,0.1469375,0.1561995,232.9776745,122.7593962,1300.5497777,-4.4837037,903.3356820,inf,inf,inf
0.1519375,0.1519375,0.1611995,194.5318441,100.7140188,1107.2379821,-5.0481053,768.9164371,inf,inf,inf
0.1569375,0.1569375,0.1661995,161.4097018,81.8012468,939.6781088,-5.5008221,652.4308707,inf,inf,inf
0.1619375,0.1619375,0.1711995,132.9731262,65.6519967,794.8923887,-5.8737320,551.8000535,inf,inf,inf
0.1669375,0.1669375,0.1761995,108.6451461,51.9339301,670.1515353,-6.1912830,465.1160522,inf,inf,inf
0.1719375,0.1719375,0.1811995,87.9098875,40.3481313,562.9751995,-6.4677266,390.6424778,inf,inf,inf
0.1769375,0.1769375,0.1861995,70.3097330,30.6247399,471.1251236,-6.7112498,326.8129100,inf,inf,inf
0.1819375,0.1819375,0.1911995,55.4398206,22.5185110,392.5949964,-6.9263923,272.2274404,inf,inf,inf
0.1869375,0.1869375,0.1961995,42.9411534,15.8048024,325.5995706,-7.1132391,225.6460216,inf,inf,inf
0.1919375,0.1919375,0.2011995,32.4936987,10.2770301,268.5626553,-7.2679784,185.9786211,inf,inf,inf
0.1969375,0.1969375,0.2061995,23.8101280,5.7471162,220.1026938,-7.3852158,152.2735705,inf,inf,inf
0.2019375,0.2019375,0.2111995,16.6308825,2.0488711,179.0163584,-7.4608067,123.7047219,inf,inf,inf
0.2069375,0.2069375,0.2161995,10.7219183,-0.9590747,144.2614222,-7.4943130,99.5571296,inf,inf,inf
0.2119375,0.2119375,0.2211995,5.8758405,-3.3951002,114.9390432,-7.4892803,79.2117975,inf,inf,inf
0.2169375,0.2169375,0.2261995,1.9143265,-5.3605420,90.2752244,-7.4504154,62.1309884,inf,inf,inf
0.2219375,0.2219375,0.2311995,-1.3124782,-6.9438026,69.6023674,-7.3794936,47.8451848,inf,inf,inf
0.2269375,0.2269375,0.2361995,-3.9311982,-8.2198536,52.3423930,-7.2741995,35.9421144,inf,inf,inf
0.2319375,0.2319375,0.2411995,-6.0509283,-9.2493661,37.9921719,-7.1313502,26.0585367,1856.7824274,inf,inf
0.2369375,0.2369375,0.2461995,-7.7649939,-10.0805492,26.1116028,-6.9507603,17.8757065,1579.2572612,inf,inf
0.2419375,0.2419375,0.2511995,-9.1505831,-10.7512303,16.3151355,-6.7364147,11.1179260,1341.2500839,inf,inf
0.2469375,0.2469375,0.2561995,-10.2701310,-11.2891027,8.2672741,-6.4952512,5.5510858,1137.7873936,inf,inf
0.2519375,0.2519375,0.2611995,-11.1737962,-11.7120080,1.6804978,-6.2352984,0.9780349,963.8875706,inf,inf
