# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
0.7850271,0.0350271,-0.0000000,155818.6425973,155818.6425973
0.7950271,0.0450271,0.0100000,118330.1129349,118330.1129349
0.8050271,0.0550271,0.0200000,92951.4383461,92951.4383461
0.8150271,0.0650271,0.0300000,83667.3053322,83667.3053322
0.8250271,0.0750271,0.0400000,89146.6931883,89146.6931883
0.8350271,0.0850271,0.0500000,86302.1493785,86302.1493785
0.8450271,0.0950271,0.0600000,57086.0300401,57086.0300401
0.8550271,0.1050271,0.0700000,35419.3957272,35419.3957272
0.8650271,0.1150271,0.0800000,22300.1981626,22300.1981626
0.8750271,0.1250271,0.0900000,14247.7438948,14247.7438948
0.8850271,0.1350271,0.1000000,9225.4662876,9225.4662876
0.8950271,0.1450271,0.1100000,5941.8679916,5941.8679916
0.9050271,0.1550271,0.1200000,3723.9960015,3723.9960015
0.9150271,0.1650271,0.1300000,2369.5300341,2369.5300341
0.9250271,0.1750271,0.1400000,1541.5592118,1523.5385149
0.9350271,0.1850271,0.1500000,1003.4552988,985.4346019
0.9450271,0.1950271,0.1600000,656.2613070,638.2406102
0.9550271,0.2050271,0.1700000,429.7987212,411.7780243
0.9650271,0.2150271,0.1800000,280.9149340,262.8946472
0.9750271,0.2250271,0.1900000,182.2470964,164.5015096
0.9850271,0.2350271,0.2000000,114.8519016,97.6297290
0.9950271,0.2450271,0.2100000,70.0514685,52.2142693
1.0050271,0.2550271,0.2200000,41.2917540,23.4029237
1.0150271,0.2650271,0.2300000,22.9458004,5.1673104
1.0250271,0.2750271,0.2400000,11.2290920,-6.2493422
1.0350271,0.2850271,0.2500000,3.6067010,-13.2273555
1.0450271,0.2950271,0.2600000,-1.4899888,-17.2975356
1.0550271,0.3050271,0.2700000,-4.8785875,-19.4574508
1.0650271,0.3150271,0.2800000,-7.0253269,-20.3646983
1.0750271,0.3250271,0.2900000,-8.2877636,-20.4569744
1.0850271,0.3350271,0.3000000,-8.9475192,-20.5021887
1.0950271,0.3450271,0.3100000,-9.2146362,-20.0352745
1.1050271,0.3550271,0.3200000,-9.2525936,-19.6164509
1.1150271,0.3650271,0.3300000,-9.1953325,-19.0779153
1.1250271,0.3750271,0.3400000,-9.1416836,-18.2882603
1.1350271,0.3850271,0.3500000,-9.1122821,-17.3515952
1.1450271,0.3950271,0.3600000,-9.0552259,-16.3397054
1.1550271,0.4050271,0.3700000,-8.9356930,-15.6070375
1.1650271,0.4150271,0.3800000,-8.7703331,-15.2758527
1.1750271,0.4250271,0.3900000,-8.5945922,-14.9830299
1.1850271,0.4350271,0.4000000,-8.4269693,-14.5136359
1.1950271,0.4450271,0.4100000,-8.2555228,-13.8739382
1.2050271,0.4550271,0.4200000,-8.0524340,-13.1369264
1.2150271,0.4650271,0.4300000,-7.7997863,-12.4889034
1.2250271,0.4750271,0.4400000,-7.5062878,-12.0846920
1.2350271,0.4850271,0.4500000,-7.2022992,-11.5348502
1.2450271,0.4950271,0.4600000,-6.9198085,-11.1606029
1.2550271,0.5050271,0.4700000,-6.6803582,-10.6545150
1.2650271,0.5150271,0.4800000,-6.4836798,-10.0777428
1.2750271,0.5250271,0.4900000,-6.3066153,-9.9472342
1.2850271,0.5350271,0.5000000,-6.1264419,-9.7222462
1.2950271,0.5450271,0.5100000,-5.9324187,-9.5537088
1.3050271,0.5550271,0.5200000,-5.7188629,-9.3224893
1.3150271,0.5650271,0.5300000,-5.4846975,-9.0403268
1.3250271,0.5750271,0.5400000,-5.2355183,-9.0249636
1.3350271,0.5850271,0.5500000,-4.9802877,-8.8536371
1.3450271,0.5950271,0.5600000,-4.7268565,-8.5910892
1.3550271,0.6050271,0.5700000,-4.4801183,-8.2155688
1.3650271,0.6150271,0.5800000,-4.2419811,-7.7782078
1.3750271,0.6250271,0.5900000,-4.0116965,-7.3126111
1.3850271,0.6350271,0.6000000,-3.7881715,-6.8407018
1.3950271,0.6450271,0.6100000,-3.5722856,-6.3765642
1.4050271,0.6550271,0.6200000,-3.3653722,-5.9289994
1.4150271,0.6650271,0.6300000,-3.1670140,-5.5068294
1.4250271,0.6750271,0.6400000,-2.9759302,-5.1245619
1.4350271,0.6850271,0.6500000,-2.7917906,-4.8144343
1.4450271,0.6950271,0.6600000,-2.6151180,-4.5035617
1.4550271,0.7050271,0.6700000,-2.4463694,-4.1996805
1.4650271,0.7150271,0.6800000,-2.2859001,-3.9077617
1.4750271,0.7250271,0.6900000,-2.1342082,-3.6307998
1.4850271,0.7350271,0.7000000,-1.9918035,-3.4090102
1.4950271,0.7450271,0.7100000,-1.8589707,-3.2174297
1.5050271,0.7550271,0.7200000,-1.7356792,-3.0165331
1.5150271,0.7650271,0.7300000,-1.6216252,-2.8282302
1.5250271,0.7750271,0.7400000,-1.5163221,-2.6636433
1.5350271,0.7850271,0.7500000,-1.4191848,-2.4926125
1.5450271,0.7950271,0.7600000,-1.3295927,-2.3235175
1.5550271,0.8050271,0.7700000,-1.2469287,-2.1610976
1.5650271,0.8150271,0.7800000,-1.1706029,-2.0078400
1.5750271,0.8250271,0.7900000,-1.1000641,-1.8648495
1.5850271,0.8350271,0.8000000,-1.0348048,-1.7323963
1.5950271,0.8450271,0.8100000,-0.9743616,-1.6102597
1.6050271,0.8550271,0.8200000,-0.9183138,-1.4979445
1.6150271,0.8650271,0.8300000,-0.8662808,-1.3948156
1.6250271,0.8750271,0.8400000,-0.8179186,-1.3001810
1.6350271,0.8850271,0.8500000,-0.7729164,-1.2133422
1.6450271,0.8950271,0.8600000,-0.7309937,-1.1336234
1.6550271,0.9050271,0.8700000,-0.6918968,-1.0603874
1.6650271,0.9150271,0.8800000,-0.6553964,-0.9930434
1.6750271,0.9250271,0.8900000,-0.6212848,-0.9310498
1.6850271,0.9350271,0.9000000,-0.5893737,-0.8739136
1.6950271,0.9450271,0.9100000,-0.5594922,-0.8211885
1.7050271,0.9550271,0.9200000,-0.5314849,-0.7724713
1.7150271,0.9650271,0.9300000,-0.5052103,-0.7273993
1.7250271,0.9750271,0.9400000,-0.4805396,-0.6856455
1.7350271,0.9850271,0.9500000,-0.4573551,-0.6469162
1.7450271,0.9950271,0.9600000,-0.4355494,-0.6109469
1.7550271,1.0050271,0.9700000,-0.4150240,-0.5774997
1.7650271,1.0150271,0.9800000,-0.3956887,-0.5463601
1.7750271,1.0250271,0.9900000,-0.3774609,-0.5173350
1.7850271,1.0350271,1.0000000,-0.3602646,-0.4902499
1.7950271,1.0450271,1.0100000,-0.3440300,-0.4649471
1.8050271,1.0550271,1.0200000,-0.3286927,-0.4412840
1.8150271,1.0650271,1.0300000,-0.3141935,-0.4191314
1.8250271,1.0750271,1.0400000,-0.3004776,-0.3983720
1.8350271,1.0850271,1.0500000,-0.2874945,-0.3788992
1.8450271,1.0950271,1.0600000,-0.2751976,-0.3607773
1.8550271,1.1050271,1.0700000,-0.2635435,-0.3441665
1.8650271,1.1150271,1.0800000,-0.2524923,-0.3284950
1.8750271,1.1250271,1.0900000,-0.2420068,-0.3136996
1.8850271,1.1350271,1.1000000,-0.2320526,-0.2997224
1.8950271,1.1450271,1.1100000,-0.2225975,-0.2865095
1.9050271,1.1550271,1.1200000,-0.2136120,-0.2740113
1.9150271,1.1650271,1.1300000,-0.2050681,-0.2621820
1.9250271,1.1750271,1.1400000,-0.1969402,-0.2509790
1.9350271,1.1850271,1.1500000,-0.1892042,-0.2403629
1.9450271,1.1950271,1.1600000,-0.1818378,-0.2302988
1.9550271,1.2050271,1.1700000,-0.1748198,-0.2207651
1.9650271,1.2150271,1.1800000,-0.1681309,-0.2117154
1.9750271,1.2250271,1.1900000,-0.1617526,-0.2031204
1.9850271,1.2350271,1.2000000,-0.1556680,-0.1949530
1.9950271,1.2450271,1.2100000,-0.1498610,-0.1871879
2.0050271,1.2550271,1.2200000,-0.1443166,-0.1798014
2.0150271,1.2650271,1.2300000,-0.1390208,-0.1727716
2.0250271,1.2750271,1.2400000,-0.1339604,-0.1660780
2.0350271,1.2850271,1.2500000,-0.1291230,-0.1597015
2.0450271,1.2950271,1.2600000,-0.1244970,-0.1536241
2.0550271,1.3050271,1.2700000,-0.1200714,-0.1478293
2.0650271,1.3150271,1.2800000,-0.1158361,-0.1423013
2.0750271,1.3250271,1.2900000,-0.1117814,-0.1370255
2.0850271,1.3350271,1.3000000,-0.1078981,-0.1319883
2.0950271,1.3450271,1.3100000,-0.1041778,-0.1271769
2.1050271,1.3550271,1.3200000,-0.1006123,-0.1225792
2.1150271,1.3650271,1.3300000,-0.0971941,-0.1181839
2.1250271,1.3750271,1.3400000,-0.0939160,-0.1139805
2.1350271,1.3850271,1.3500000,-0.0907712,-0.1099672
2.1450271,1.3950271,1.3600000,-0.0877533,-0.1061267
2.1550271,1.4050271,1.3700000,-0.0848564,-0.1024491
