# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
0.0150412,0.0150412,-0.0000000,165364.0501372,165364.0501372
0.0250412,0.0250412,0.0100000,145791.3956373,145791.3956373
0.0350412,0.0350412,0.0200000,126605.6518709,126605.6518709
0.0450412,0.0450412,0.0300000,101480.9120103,101480.9120103
0.0550412,0.0550412,0.0400000,76848.8738959,76848.8738959
0.0650412,0.0650412,0.0500000,57849.3836646,57849.3836646
0.0750412,0.0750412,0.0600000,43753.4715353,43753.4715353
0.0850412,0.0850412,0.0700000,33667.1122116,33667.1122116
0.0950412,0.0950412,0.0800000,26564.5384201,26564.5384201
0.1050412,0.1050412,0.0900000,21459.5627582,21459.5627582
0.1150412,0.1150412,0.1000000,17256.1534784,17256.1534784
0.1250412,0.1250412,0.1100000,11183.6340312,11183.6340312
0.1350412,0.1350412,0.1200000,7116.1640719,7116.1640719
0.1450412,0.1450412,0.1300000,4456.6490332,4456.6490332
0.1550412,0.1550412,0.1400000,2749.3108438,2749.3108438
0.1650412,0.1650412,0.1500000,1692.5117956,1668.3994035
0.1750412,0.1750412,0.1600000,1015.5914734,991.4818303
0.1850412,0.1850412,0.1700000,595.4956965,571.4497333
0.1950412,0.1950412,0.1800000,336.8989792,313.1504205
0.2050412,0.2050412,0.1900000,179.0474335,155.9648285
0.2150412,0.2150412,0.2000000,83.6292842,61.6615351
0.2250412,0.2250412,0.2100000,26.8249119,6.2834224
0.2350412,0.2350412,0.2200000,-6.0903793,-25.1224191
0.2450412,0.2450412,0.2300000,-24.4393346,-41.8659981
0.2550412,0.2550412,0.2400000,-34.4073616,-49.7335851
0.2650412,0.2650412,0.2500000,-39.8392051,-52.3145511
0.2750412,0.2750412,0.2600000,-42.4141623,-51.8291218
0.2850412,0.2850412,0.2700000,-42.8941707,-49.6440903
0.2950412,0.2950412,0.2800000,-41.9713981,-46.6011346
0.3050412,0.3050412,0.2900000,-40.1889457,-43.2091315
0.3150412,0.3150412,0.3000000,-37.9281731,-39.8649245
0.3250412,0.3250412,0.3100000,-35.4419311,-36.7314999
