# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.4153939,-1.4153939,-1.2856077,8099.2588626,4793.3320641,38493.2778921,238.4869373,26836.2950580,8099.2588626,8099.2588626,9547.7206203,6038.5087246,8099.2588626,4793.3320641,38493.2778921,223.1768039,26836.2950580,8099.2588626,8099.2588626,9547.7206203,6038.5087246
-1.4103939,-1.4103939,-1.2806077,8251.3246908,4885.7157545,39187.1393953,243.7968396,27320.9599615,8251.3246908,8251.3246908,9726.9817192,6151.8833983,8251.3246908,4885.7157545,39187.1393953,229.6206719,27320.9599615,8251.3246908,8251.3246908,9726.9817192,6151.8833983
-1.4053939,-1.4053939,-1.2756077,7644.3842580,4518.7715347,36396.1302126,219.7349304,25372.1517501,7644.3842580,7644.3842580,9011.4967861,5699.3709942,7644.3842580,4518.7715347,36396.1302126,205.5879123,25372.1517501,7644.3842580,7644.3842580,9011.4967861,5699.3709942
-1.4003939,-1.4003939,-1.2706077,7224.7360027,4265.0459403,34466.5578020,203.0665533,24024.8316297,7224.7360027,7224.7360027,8516.7991392,5386.4967308,7224.7360027,4265.0459403,34466.5578020,188.9575630,24024.8316297,7224.7360027,7224.7360027,8516.7991392,5386.4967308
-1.3953939,-1.3953939,-1.2656077,6998.3975539,4128.1673840,33426.2117496,194.0184355,23298.3996381,6998.3975539,6998.3975539,8249.9825932,5217.7471303,6998.3975539,4128.1673840,33426.2117496,179.9587196,23298.3996381,6998.3975539,6998.3975539,8249.9825932,5217.7471303
-1.3903939,-1.3903939,-1.2606077,6973.4310052,4113.0124550,33312.1364175,192.9037992,23218.7227814,6973.4310052,6973.4310052,8220.5510569,5199.1329923,6973.4310052,4113.0124550,33312.1364175,178.9128850,23218.7227814,6973.4310052,6973.4310052,8220.5510569,5199.1329923
-1.3853939,-1.3853939,-1.2556077,7160.5423450,4226.0703117,34173.3633843,200.1512572,23820.0437442,7160.5423450,7160.5423450,8441.1251646,5338.6363069,7160.5423450,4226.0703117,34173.3633843,186.2212543,23820.0437442,7160.5423450,7160.5423450,8441.1251646,5338.6363069
-1.3803939,-1.3803939,-1.2506077,7573.5629737,4475.7355434,36073.1045817,216.3258576,25146.5129371,7573.5629737,7573.5629737,8928.0099080,5646.5692564,7573.5629737,4475.7355434,36073.1045817,202.2606362,25146.5129371,7573.5629737,7573.5629737,8928.0099080,5646.5692564
-1.3753939,-1.3753939,-1.2456077,8225.4113188,4869.3183693,39076.8092921,241.5474683,27243.6294312,8225.4113188,8225.4113188,9696.4340307,6132.5633437,8225.4113188,4869.3183693,39076.8092921,227.9048952,27243.6294312,8225.4113188,8225.4113188,9696.4340307,6132.5633437
-1.3703939,-1.3703939,-1.2406077,7422.0801235,4384.1932552,35376.0135894,212.0710034,24659.7891848,7422.0801235,7422.0801235,8749.4360463,5533.6292297,7422.0801235,4384.1932552,35376.0135894,196.6178071,24659.7891848,7422.0801235,7422.0801235,8749.4360463,5533.6292297
-1.3653939,-1.3653939,-1.2356077,6778.1042335,3995.0571019,32412.2920754,186.6534534,22590.4652638,6778.1042335,6778.1042335,7990.2922791,5053.5045545,6778.1042335,3995.0571019,32412.2920754,171.3063860,22590.4652638,6778.1042335,6778.1042335,7990.2922791,5053.5045545
-1.3603939,-1.3603939,-1.2306077,6323.6986297,3720.5147262,30320.5091521,168.7255881,21129.9614147,6323.6986297,6323.6986297,7454.6213212,4714.7164938,6323.6986297,3720.5147262,30320.5091521,153.4855533,21129.9614147,6323.6986297,6323.6986297,7454.6213212,4714.7164938
-1.3553939,-1.3553939,-1.2256077,6050.4410527,3555.4370554,29062.3840988,157.9408740,20251.5334179,6050.4410527,6050.4410527,7132.4946863,4510.9857216,6050.4410527,3555.4370554,29062.3840988,142.7867588,20251.5334179,6050.4410527,6050.4410527,7132.4946863,4510.9857216
-1.3503939,-1.3503939,-1.2206077,5952.3631929,3496.1918989,28610.7602247,154.0591454,19936.2096757,5952.3631929,5952.3631929,7016.8766995,4437.8624862,5952.3631929,3496.1918989,28610.7602247,138.9511479,19936.2096757,5952.3631929,5952.3631929,7016.8766995,4437.8624862
-1.3453939,-1.3453939,-1.2156077,6026.0690868,3540.7156399,28950.1479592,156.9464284,20173.1704672,6026.0690868,6026.0690868,7103.7640672,4492.8148826,6026.0690868,3540.7156399,28950.1479592,141.8343559,20173.1704672,6026.0690868,6026.0690868,7103.7640672,4492.8148826
-1.3403939,-1.3403939,-1.2106077,6270.7297992,3688.5098799,30076.7020954,166.5712475,20959.7320031,6270.7297992,6270.7297992,7392.1796085,4675.2248872,6270.7297992,3688.5098799,30076.7020954,151.4061646,20959.7320031,6270.7297992,6270.7297992,7392.1796085,4675.2248872
-1.3353939,-1.3353939,-1.2056077,6687.9664020,3940.5703373,31997.6879399,183.0002231,22300.9735248,6687.9664020,6687.9664020,7884.0343057,4986.3011114,6687.9664020,3940.5703373,31997.6879399,167.7455352,22300.9735248,6687.9664020,6687.9664020,7884.0343057,4986.3011114
-1.3303939,-1.3303939,-1.2006077,7281.6238407,4299.2495650,34730.4482775,206.3926384,24209.0157665,7281.6238407,7281.6238407,8583.8607300,5428.9102049,7281.6238407,4299.2495650,34730.4482775,191.0311205,24209.0157665,7281.6238407,7281.6238407,8583.8607300,5428.9102049
-1.3253939,-1.3253939,-1.1956077,8057.4294445,4768.0496794,38300.8428696,236.9912607,26701.9310158,8057.4294445,8057.4294445,9498.4104792,6007.3222531,8057.4294445,4768.0496794,38300.8428696,221.5269747,26701.9310158,8057.4294445,8057.4294445,9498.4104792,6007.3222531
-1.3203939,-1.3203939,-1.1906077,8383.8380183,4965.6637831,39798.5182034,248.4106713,27747.7852046,8383.8380183,8383.8380183,9883.1935715,6250.6804484,8383.8380183,4965.6637831,39798.5182034,234.3034774,27747.7852046,8383.8380183,8383.8380183,9883.1935715,6250.6804484
-1.3153939,-1.3153939,-1.1856077,7956.5246705,4707.3783218,37832.7998550,231.7412522,26375.2561658,7956.5246705,7956.5246705,9379.4600162,5932.0913747,7956.5246705,4707.3783218,37832.7998550,217.8130778,26375.2561658,7956.5246705,7956.5246705,9379.4600162,5932.0913747
-1.3103939,-1.3103939,-1.1806077,7788.1917872,4605.7668458,37056.7976705,225.3656492,25833.4804043,7788.1917872,7788.1917872,9181.0226816,5806.5885847,7788.1917872,4605.7668458,37056.7976705,211.3313889,25833.4804043,7788.1917872,7788.1917872,9181.0226816,5806.5885847
-1.3053939,-1.3053939,-1.1756077,7861.9068492,4650.5550202,37393.0981268,228.4674433,26068.3893657,7861.9068492,7861.9068492,9267.9208570,5861.5478165,7861.9068492,4650.5550202,37393.0981268,214.4593322,26068.3893657,7861.9068492,7861.9068492,9267.9208570,5861.5478165
-1.3003939,-1.3003939,-1.1706077,8054.9096211,4766.9175039,38284.5259859,235.4853114,26690.6947757,8054.9096211,8054.9096211,9495.4400136,6005.4435657,8054.9096211,4766.9175039,38284.5259859,221.7965168,26690.6947757,8054.9096211,8054.9096211,9495.4400136,6005.4435657
-1.2953939,-1.2953939,-1.1656077,8318.0510993,4925.8639701,39496.3161291,245.8984941,27536.7635518,8318.0510993,8318.0510993,9805.6413986,6201.6321477,8318.0510993,4925.8639701,39496.3161291,231.9042222,27536.7635518,8318.0510993,8318.0510993,9805.6413986,6201.6321477
-1.2903939,-1.2903939,-1.1606077,8855.0608617,5249.9775676,41972.4213743,267.0245330,29265.4702774,8855.0608617,8855.0608617,10438.6893440,6602.0068228,8855.0608617,5249.9775676,41972.4213743,252.8231692,29265.4702774,8855.0608617,8855.0608617,10438.6893440,6602.0068228
-1.2853939,-1.2853939,-1.1556077,9680.6173497,5749.2412589,45766.9389572,300.0912943,31915.0327856,9680.6173497,9680.6173497,11411.8873659,7217.5112955,9680.6173497,5749.2412589,45766.9389572,285.6525608,31915.0327856,9680.6173497,9680.6173497,11411.8873659,7217.5112955
