# r[nm],ssd(r)[nm]
-2.2422004,-2.2422004
-2.2372004,-2.2372004
-2.2322004,-2.2322004
-2.2272004,-2.2272004
-2.2222004,-2.2222004
-2.2172004,-2.2172004
-2.2122004,-2.2122004
-2.2072004,-2.2072004
-2.2022004,-2.2022004
-2.1972004,-2.1972004
-2.1922004,-2.1922004
-2.1872004,-2.1872004
-2.1822004,-2.1822004
-2.1772004,-2.1772004
-2.1722004,-2.1722004
-2.1672004,-2.1672004
-2.1622004,-2.1622004
-2.1572004,-2.1572004
-2.1522004,-2.1522004
-2.1472004,-2.1472004
-2.1422004,-2.1422004
-2.1372004,-2.1372004
-2.1322004,-2.1322004
-2.1272004,-2.1272004
-2.1222004,-2.1222004
-2.1172004,-2.1172004
-2.1122004,-2.1122004
-2.1072004,-2.1072004
-2.1022004,-2.1022004
-2.0972004,-2.0972004
-2.0922004,-2.0922004
-2.0872004,-2.0872004
-2.0822004,-2.0822004
-2.0772004,-2.0772004
-2.0722004,-2.0722004
-2.0672004,-2.0672004
-2.0622004,-2.0622004
-2.0572004,-2.0572004
-2.0522004,-2.0522004
-2.0472004,-2.0472004
-2.0422004,-2.0422004
-2.0372004,-2.0372004
-2.0322004,-2.0322004
-2.0272004,-2.0272004
-2.0222004,-2.0222004
-2.0172004,-2.0172004
-2.0122004,-2.0122004
-2.0072004,-2.0072004
-2.0022004,-2.0022004
-1.9972004,-1.9972004
-1.9922004,-1.9922004
-1.9872004,-1.9872004
-1.9822004,-1.9822004
-1.9772004,-1.9772004
-1.9722004,-1.9722004
-1.9672004,-1.9672004
-1.9622004,-1.9622004
-1.9572004,-1.9572004
-1.9522004,-1.9522004
-1.9472004,-1.9472004
-1.9422004,-1.9422004
-1.9372004,-1.9372004
-1.9322004,-1.9322004
-1.9272004,-1.9272004
-1.9222004,-1.9222004
-1.9172004,-1.9172004
-1.9122004,-1.9122004
-1.9072004,-1.9072004
-1.9022004,-1.9022004
-1.8972004,-1.8972004
-1.8922004,-1.8922004
-1.8872004,-1.8872004
-1.8822004,-1.8822004
-1.8772004,-1.8772004
-1.8722004,-1.8722004
-1.8672004,-1.8672004
-1.8622004,-1.8622004
-1.8572004,-1.8572004
-1.8522004,-1.8522004
-1.8472004,-1.8472004
-1.8422004,-1.8422004
-1.8372004,-1.8372004
-1.8322004,-1.8322004
-1.8272004,-1.8272004
-1.8222004,-1.8222004
