# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.0037516,-0.0037516,0.0000000,61599.6921874,61599.6921874
0.0062484,0.0062484,0.0100000,58878.4744245,58878.4744245
0.0162484,0.0162484,0.0200000,56662.1912585,56662.1912585
0.0262484,0.0262484,0.0300000,54005.9603926,54005.9603926
0.0362484,0.0362484,0.0400000,51150.7207154,51150.7207154
0.0462484,0.0462484,0.0500000,49492.9914272,49492.9914272
0.0562484,0.0562484,0.0600000,52349.8190030,52349.8190030
0.0662484,0.0662484,0.0700000,63758.8137864,63758.8137864
0.0762484,0.0762484,0.0800000,81334.1759237,81334.1759237
0.0862484,0.0862484,0.0900000,93482.0369374,93482.0369374
0.0962484,0.0962484,0.1000000,100573.6206240,100573.6206240
0.1062484,0.1062484,0.1100000,91523.1326677,91523.1326677
0.1162484,0.1162484,0.1200000,66081.0338324,66081.0338324
0.1262484,0.1262484,0.1300000,38685.1448079,38685.1448079
0.1362484,0.1362484,0.1400000,22732.6816838,22732.6816838
0.1462484,0.1462484,0.1500000,13417.9012063,13417.9012063
0.1562484,0.1562484,0.1600000,7951.1117649,7951.1117649
0.1662484,0.1662484,0.1700000,4722.0577384,4722.0577384
0.1762484,0.1762484,0.1800000,2801.6112912,2801.6112912
0.1862484,0.1862484,0.1900000,1670.8142058,1651.8896622
0.1962484,0.1962484,0.2000000,978.5718174,959.7055245
0.2062484,0.2062484,0.2100000,559.7994584,541.3558005
0.2162484,0.2162484,0.2200000,305.6371007,288.1905038
0.2262484,0.2262484,0.2300000,151.3532310,135.3863936
0.2362484,0.2362484,0.2400000,57.9153679,43.9281843
0.2462484,0.2462484,0.2500000,1.9178633,-9.8660002
0.2562484,0.2562484,0.2600000,-30.7510388,-40.4847364
0.2662484,0.2662484,0.2700000,-48.8398159,-56.8548557
0.2762484,0.2762484,0.2800000,-57.9297631,-64.5091111
0.2862484,0.2862484,0.2900000,-61.4541496,-66.8919889
0.2962484,0.2962484,0.3000000,-61.5282702,-66.1534543
0.3062484,0.3062484,0.3100000,-59.5365507,-63.6356421
0.3162484,0.3162484,0.3200000,-56.3951735,-60.1737422
0.3262484,0.3262484,0.3300000,-52.6931028,-56.2834445
0.3362484,0.3362484,0.3400000,-48.7960551,-52.2832534
0.3462484,0.3462484,0.3500000,-44.9240089,-48.3542301
0.3562484,0.3562484,0.3600000,-41.2463570,-44.5988602
0.3662484,0.3662484,0.3700000,-38.3389309,-44.4258115
0.3762484,0.3762484,0.3800000,-37.0988278,-44.7264888
0.3862484,0.3862484,0.3900000,-36.5556655,-43.7562832
0.3962484,0.3962484,0.4000000,-35.7820282,-41.9987574
0.4062484,0.4062484,0.4100000,-34.6453319,-39.7924979
0.4162484,0.4162484,0.4200000,-33.1913602,-37.3676461
0.4262484,0.4262484,0.4300000,-31.4844455,-34.8813503
0.4362484,0.4362484,0.4400000,-29.5978483,-32.4318559
0.4462484,0.4462484,0.4500000,-27.6557091,-30.0697566
0.4562484,0.4562484,0.4600000,-26.1375154,-33.5775259
0.4662484,0.4662484,0.4700000,-25.8445349,-34.9892532
0.4762484,0.4762484,0.4800000,-26.1590101,-34.9735429
0.4862484,0.4862484,0.4900000,-26.2397516,-34.0494018
0.4962484,0.4962484,0.5000000,-25.8993350,-32.5756191
0.5062484,0.5062484,0.5100000,-25.1544579,-30.7970471
0.5162484,0.5162484,0.5200000,-24.0706355,-28.8781526
0.5262484,0.5262484,0.5300000,-22.7323276,-26.9330704
0.5362484,0.5362484,0.5400000,-21.2389491,-25.0236149
0.5462484,0.5462484,0.5500000,-19.6854904,-23.1907513
0.5562484,0.5562484,0.5600000,-18.1460580,-21.4595941
0.5662484,0.5662484,0.5700000,-16.6705447,-19.8425929
0.5762484,0.5762484,0.5800000,-15.2885297,-18.3472047
0.5862484,0.5862484,0.5900000,-14.0147214,-16.9800828
0.5962484,0.5962484,0.6000000,-12.8536758,-15.7200042
0.6062484,0.6062484,0.6100000,-11.8033621,-14.5694410
0.6162484,0.6162484,0.6200000,-10.8577349,-13.5102559
0.6262484,0.6262484,0.6300000,-10.0085532,-12.5371020
0.6362484,0.6362484,0.6400000,-9.2466382,-11.6451616
0.6462484,0.6462484,0.6500000,-8.5627084,-10.8286471
0.6562484,0.6562484,0.6600000,-7.9478984,-10.0814615
0.6662484,0.6662484,0.6700000,-7.3940465,-9.3975798
0.6762484,0.6762484,0.6800000,-6.8938226,-8.7712609
0.6862484,0.6862484,0.6900000,-6.4407522,-8.1971536
0.6962484,0.6962484,0.7000000,-6.0291787,-7.6703410
