# r[nm],ssd(r)[nm]
-0.5111667,-0.5111667
-0.5061667,-0.5061667
-0.5011667,-0.5011667
-0.4961667,-0.4961667
-0.4911667,-0.4911667
-0.4861667,-0.4861667
-0.4811667,-0.4811667
-0.4761667,-0.4761667
-0.4711667,-0.4711667
-0.4661667,-0.4661667
-0.4611667,-0.4611667
-0.4561667,-0.4561667
-0.4511667,-0.4511667
-0.4461667,-0.4461667
-0.4411667,-0.4411667
-0.4361667,-0.4361667
-0.4311667,-0.4311667
-0.4261667,-0.4261667
-0.4211667,-0.4211667
-0.4161667,-0.4161667
-0.4111667,-0.4111667
-0.4061667,-0.4061667
-0.4011667,-0.4011667
-0.3961667,-0.3961667
-0.3911667,-0.3911667
-0.3861667,-0.3861667
-0.3811667,-0.3811667
-0.3761667,-0.3761667
-0.3711667,-0.3711667
-0.3661667,-0.3661667
-0.3611667,-0.3611667
-0.3561667,-0.3561667
-0.3511667,-0.3511667
-0.3461667,-0.3461667
-0.3411667,-0.3411667
-0.3361667,-0.3361667
-0.3311667,-0.3311667
-0.3261667,-0.3261667
-0.3211667,-0.3211667
-0.3161667,-0.3161667
-0.3111667,-0.3111667
-0.3061667,-0.3061667
-0.3011667,-0.3011667
-0.2961667,-0.2961667
-0.2911667,-0.2911667
-0.2861667,-0.2861667
-0.2811667,-0.2811667
-0.2761667,-0.2761667
-0.2711667,-0.2711667
-0.2661667,-0.2661667
-0.2611667,-0.2611667
-0.2561667,-0.2561667
-0.2511667,-0.2511667
-0.2461667,-0.2461667
-0.2411667,-0.2411667
-0.2361667,-0.2361667
-0.2311667,-0.2311667
-0.2261667,-0.2261667
-0.2211667,-0.2211667
-0.2161667,-0.2161667
-0.2111667,-0.2111667
-0.2061667,-0.2061667
-0.2011667,-0.2011667
-0.1961667,-0.1961667
-0.1911667,-0.1911667
-0.1861667,-0.1861667
-0.1811667,-0.1811667
-0.1761667,-0.1761667
-0.1711667,-0.1711667
-0.1661667,-0.1661667
-0.1611667,-0.1611667
-0.1561667,-0.1561667
-0.1511667,-0.1511667
-0.1461667,-0.1461667
-0.1411667,-0.1411667
-0.1361667,-0.1361667
-0.1311667,-0.1311667
-0.1261667,-0.1261667
-0.1211667,-0.1211667
-0.1161667,-0.1161667
-0.1111667,-0.1111667
-0.1061667,-0.1061667
-0.1011667,-0.1011667
-0.0961667,-0.0961667
-0.0911667,-0.0911667
-0.0861667,-0.0861667
-0.0811667,-0.0811667
-0.0761667,-0.0761667
-0.0711667,-0.0711667
-0.0661667,-0.0661667
-0.0611667,-0.0611667
-0.0561667,-0.0561667
-0.0511667,-0.0511667
