# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.0650393,-0.0650393,0.0000000,106801.9321369,106801.9321369
-0.0550393,-0.0550393,0.0100000,74924.4333358,74924.4333358
-0.0450393,-0.0450393,0.0200000,51974.4622717,51974.4622717
-0.0350393,-0.0350393,0.0300000,42893.4872673,42893.4872673
-0.0250393,-0.0250393,0.0400000,40230.7405314,40230.7405314
-0.0150393,-0.0150393,0.0500000,41826.9064379,41826.9064379
-0.0050393,-0.0050393,0.0600000,43025.0228485,43025.0228485
0.0049607,0.0049607,0.0700000,37022.8755793,37022.8755793
0.0149607,0.0149607,0.0800000,27438.0100086,27438.0100086
0.0249607,0.0249607,0.0900000,19147.8024715,19147.8024715
0.0349607,0.0349607,0.1000000,13142.1773919,13142.1773919
0.0449607,0.0449607,0.1100000,8974.7474787,8974.7474787
0.0549607,0.0549607,0.1200000,5981.4281243,5981.4281243
0.0649607,0.0649607,0.1300000,3877.1344926,3877.1344926
0.0749607,0.0749607,0.1400000,2513.0513771,2513.0513771
0.0849607,0.0849607,0.1500000,1644.9401428,1626.0192420
0.0949607,0.0949607,0.1600000,1066.5889804,1047.7015380
0.1049607,0.1049607,0.1700000,688.7789832,670.0249854
0.1149607,0.1149607,0.1800000,441.7022290,423.2518311
0.1249607,0.1249607,0.1900000,280.1083765,262.1450844
0.1349607,0.1349607,0.2000000,174.5000086,157.2237319
0.1449607,0.1449607,0.2100000,105.5653564,89.2020002
0.1549607,0.1549607,0.2200000,60.7407557,45.4266512
0.1649607,0.1649607,0.2300000,31.7848681,17.5777782
0.1749607,0.1749607,0.2400000,13.1760631,0.1759449
0.1849607,0.1849607,0.2500000,1.2795066,-10.3916837
0.1949607,0.1949607,0.2600000,-6.2984150,-16.5088621
0.2049607,0.2049607,0.2700000,-11.1470081,-19.7576317
0.2149607,0.2149607,0.2800000,-14.1759476,-21.1691936
0.2249607,0.2249607,0.2900000,-15.7968607,-21.4190534
0.2349607,0.2349607,0.3000000,-16.3086513,-21.0040764
0.2449607,0.2449607,0.3100000,-16.0457751,-20.1926512
0.2549607,0.2549607,0.3200000,-15.3077347,-19.1183226
0.2649607,0.2649607,0.3300000,-14.3118846,-17.9217147
0.2749607,0.2749607,0.3400000,-13.1998406,-16.6958479
0.2849607,0.2849607,0.3500000,-12.0615484,-15.4890189
0.2949607,0.2949607,0.3600000,-10.9786293,-14.3290850
0.3049607,0.3049607,0.3700000,-10.1084736,-13.2347706
0.3149607,0.3149607,0.3800000,-9.6617516,-12.2358978
0.3249607,0.3249607,0.3900000,-9.6091105,-12.5064202
0.3349607,0.3349607,0.4000000,-9.6645717,-12.3530684
0.3449607,0.3449607,0.4100000,-9.6138604,-11.9417109
0.3549607,0.3549607,0.4200000,-9.3942592,-11.3870059
0.3649607,0.3649607,0.4300000,-9.0189320,-10.8227548
0.3749607,0.3749607,0.4400000,-8.5331228,-10.2006900
0.3849607,0.3849607,0.4500000,-7.9964240,-9.5869486
0.3949607,0.3949607,0.4600000,-7.4921896,-8.9727701
0.4049607,0.4049607,0.4700000,-7.1311829,-8.9016159
0.4149607,0.4149607,0.4800000,-6.9702436,-9.5227261
0.4249607,0.4249607,0.4900000,-6.9348266,-9.6687449
0.4349607,0.4349607,0.5000000,-6.8959167,-9.5153568
0.4449607,0.4449607,0.5100000,-6.7734300,-9.1863717
0.4549607,0.4549607,0.5200000,-6.5465093,-8.8320918
0.4649607,0.4649607,0.5300000,-6.2333120,-8.3850526
0.4749607,0.4749607,0.5400000,-5.8682236,-7.9269457
0.4849607,0.4849607,0.5500000,-5.4833263,-7.4445419
0.4949607,0.4949607,0.5600000,-5.1012729,-6.9940829
0.5049607,0.5049607,0.5700000,-4.7355746,-6.5537477
0.5149607,0.5149607,0.5800000,-4.3931177,-6.1082444
0.5249607,0.5249607,0.5900000,-4.0765811,-5.6733374
0.5349607,0.5349607,0.6000000,-3.7861862,-5.2610756
0.5449607,0.5449607,0.6100000,-3.5208276,-4.8767569
0.5549607,0.5549607,0.6200000,-3.2787603,-4.5219511
0.5649607,0.5649607,0.6300000,-3.0579979,-4.1962157
0.5749607,0.5749607,0.6400000,-2.8565336,-3.8980738
0.5849607,0.5849607,0.6500000,-2.6724555,-3.6255704
0.5949607,0.5949607,0.6600000,-2.5040000,-3.3765870
0.6049607,0.6049607,0.6700000,-2.3495706,-3.1490139
0.6149607,0.6149607,0.6800000,-2.2077379,-2.9408423
0.6249607,0.6249607,0.6900000,-2.0772301,-2.7502073
0.6349607,0.6349607,0.7000000,-1.9569198,-2.5755158
0.6449607,0.6449607,0.7100000,-1.8458082,-2.4150944
0.6549607,0.6549607,0.7200000,-1.7430112,-2.2675574
0.6649607,0.6649607,0.7300000,-1.6477451,-2.1316656
0.6749607,0.6749607,0.7400000,-1.5593141,-2.0063107
0.6849607,0.6849607,0.7500000,-1.4770999,-1.8905016
0.6949607,0.6949607,0.7600000,-1.4005514,-1.7833532
0.7049607,0.7049607,0.7700000,-1.3291765,-1.6840738
0.7149607,0.7149607,0.7800000,-1.2625352,-1.5919553
0.7249607,0.7249607,0.7900000,-1.2002325,-1.5063633
0.7349607,0.7349607,0.8000000,-1.1419137,-1.4267291
0.7449607,0.7449607,0.8100000,-1.0872592,-1.3525418
0.7549607,0.7549607,0.8200000,-1.0359805,-1.2833421
0.7649607,0.7649607,0.8300000,-0.9878168,-1.2187163
0.7749607,0.7749607,0.8400000,-0.9425315,-1.1582911
0.7849607,0.7849607,0.8500000,-0.8999100,-1.1017698
0.7949607,0.7949607,0.8600000,-0.8597571,-1.0488008
