# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
-0.3760248,-0.3760248,-0.3872567,246421.6379419,158537.7266833,984822.5323349,15486.4527764,693613.3564475,246421.6379419,246421.6379419,290491.3886291,183722.8857466
-0.3710248,-0.3710248,-0.3822567,244148.0858746,157073.8378764,975748.6881517,15342.1861504,687222.1874247,244148.0858746,244148.0858746,287811.2372322,182027.8091689
-0.3660248,-0.3660248,-0.3772567,238457.8203775,153410.0441439,953038.1761569,14981.1610420,671226.0357501,238457.8203775,238457.8203775,281103.3314666,177785.3570592
-0.3610248,-0.3610248,-0.3722567,229629.2428339,147725.6563029,917801.5350164,14421.1072541,646407.1302930,229629.2428339,229629.2428339,270695.8616857,171203.0952217
-0.3560248,-0.3560248,-0.3672567,218079.7347142,140289.4948034,871703.7315877,13688.6011022,613938.2205188,218079.7347142,218079.7347142,257080.8533621,162592.2078888
-0.3510248,-0.3510248,-0.3622567,204328.9266999,131436.2289377,816817.6780949,12816.7222060,575279.3972817,204328.9266999,204328.9266999,240870.8673065,152340.1125338
-0.3460248,-0.3460248,-0.3572567,188955.7500728,121538.7112633,755452.9480211,11842.3141783,532057.4443231,188955.7500728,188955.7500728,222748.3701778,140878.4389704
-0.3410248,-0.3410248,-0.3522567,172554.6367150,110979.7643097,689981.0890978,10803.1918459,485942.7931091,172554.6367150,172554.6367150,203414.1013442,128650.3736888
-0.3360248,-0.3360248,-0.3472567,155695.7232464,100126.5474757,622676.8957265,9735.6049243,438537.7194500,155695.7232464,155695.7232464,183540.1599762,116080.9895273
-0.3310248,-0.3310248,-0.3422567,138892.7068690,89309.8537543,555590.1874314,8672.1908297,391286.0282000,138892.7068690,138892.7068690,163732.1122682,103553.2801756
-0.3260248,-0.3260248,-0.3372567,122580.4267889,78809.6720409,490456.3656192,7640.5487425,345410.0527807,122580.4267889,122580.4267889,144502.5635494,91391.4457099
-0.3210248,-0.3210248,-0.3322567,107102.6527527,68847.3249373,428647.6719540,6662.4653130,301876.3241611,107102.6527527,107102.6527527,126256.7629363,79851.7881757
-0.3160248,-0.3160248,-0.3272567,92709.2302443,59583.6338740,371161.7603300,5753.7373526,261387.5227246,92709.2302443,92709.2302443,109289.2379798,69120.5831521
-0.3110248,-0.3110248,-0.3222567,78312.9270732,50327.0504012,313570.0091092,4855.3664399,220827.4841647,78312.9270732,78312.9270732,92318.3171864,58387.2304126
-0.3060248,-0.3060248,-0.3172567,64269.0713539,41288.9919468,257473.3971430,3969.4720306,181317.4418318,64269.0713539,64269.0713539,75762.8751250,47916.6494956
-0.3010248,-0.3010248,-0.3122567,52477.9226115,33701.6822352,210364.4712416,3226.8527228,148137.9870274,52477.9226115,52477.9226115,61863.0114591,39125.6038256
-0.2960248,-0.2960248,-0.3072567,42666.9206363,27389.4801002,171156.9666989,2610.0419341,120523.9545166,42666.9206363,42666.9206363,50297.4216375,31810.8825617
-0.2910248,-0.2910248,-0.3022567,34567.5462603,22179.3657607,138780.5420406,2101.8523768,97721.4017900,34567.5462603,34567.5462603,40749.5648456,25772.2877145
-0.2860248,-0.2860248,-0.2972567,27927.1953601,17908.5877274,112228.1528482,1701.7723823,79020.9774092,27927.1953601,27927.1953601,32921.6615408,20821.4869652
-0.2810248,-0.2810248,-0.2922567,22516.2636174,14429.2241621,90584.3311106,1363.8506416,63777.8394564,22516.2636174,22516.2636174,26543.0452439,16787.2958015
-0.2760248,-0.2760248,-0.2872567,18131.5943692,11610.4012579,73038.9627105,1090.7596861,51421.3591222,18131.5943692,18131.5943692,21374.2269971,13518.2481073
-0.2710248,-0.2710248,-0.2822567,14597.3465156,9338.8497103,58890.7760853,871.2837922,41457.5770764,14597.3465156,14597.3465156,17207.9184890,10883.2432431
-0.2660248,-0.2660248,-0.2772567,11764.1736624,7518.3734799,47544.0946193,695.9048125,33466.9150132,11764.1736624,11764.1736624,13868.0643949,8770.9340451
-0.2610248,-0.2610248,-0.2722567,9507.4207977,6068.6859047,38501.6686549,556.6844913,27099.1258500,9507.4207977,9507.4207977,11207.7165498,7088.3823334
-0.2560248,-0.2560248,-0.2672567,7724.8726547,4923.9572751,31355.7169705,447.1184751,22066.9828080,7724.8726547,7724.8726547,9106.3796312,5759.3801745
-0.2510248,-0.2510248,-0.2622567,6334.4455246,4031.3262333,25778.7400790,361.9870147,18139.8078612,6334.4455246,6334.4455246,7467.2901779,4722.7289823
-0.2460248,-0.2460248,-0.2572567,5272.1090579,3349.5595538,21515.2483137,297.2206060,15137.6446262,5272.1090579,5272.1090579,6214.9667295,3930.6900894
-0.2410248,-0.2410248,-0.2522567,4490.2588563,2848.0024982,18375.2856504,249.7946151,12926.6961989,4490.2588563,4490.2588563,5293.2913739,3347.7714121
-0.2360248,-0.2360248,-0.2472567,3956.7353427,2505.9456296,16230.5293264,217.6651513,11416.5773793,3956.7353427,3956.7353427,4664.3531540,2949.9959556
-0.2310248,-0.2310248,-0.2422567,3654.7021477,2312.5454024,15013.8161145,199.7272394,10559.9805937,3654.7021477,3654.7021477,4308.3047040,2724.8111437
-0.2260248,-0.2260248,-0.2372567,3535.8140628,2236.6019475,14532.9506626,190.1295288,10221.5064919,3535.8140628,3535.8140628,4168.1548164,2636.1725720
-0.2210248,-0.2210248,-0.2322567,3201.0599948,2022.1305689,13185.6777822,172.1173925,9272.9488259,3201.0599948,3201.0599948,3773.5337316,2386.5922839
-0.2160248,-0.2160248,-0.2272567,3037.2824690,1917.3327891,12525.1411368,162.9101884,8807.9412750,3037.2824690,3037.2824690,3580.4664292,2264.4858004
-0.2110248,-0.2110248,-0.2222567,2981.7144354,1881.0547522,12308.6198307,158.9911821,8655.2499647,2981.7144354,2981.7144354,3514.9606750,2223.0563238
-0.2060248,-0.2060248,-0.2172567,2916.4850098,1855.0535797,12042.7516320,155.6799530,8468.1797466,2916.4850098,2916.4850098,3438.0656970,2174.4236695
-0.2010248,-0.2010248,-0.2122567,3036.7818669,1917.1820016,12521.3375033,161.6330852,8805.3255565,3036.7818669,3036.7818669,3579.8763000,2264.1125700
-0.1960248,-0.1960248,-0.2072567,3045.8127795,1922.7548126,12559.9275737,162.9068997,8832.4171008,3045.8127795,3045.8127795,3590.5222903,2270.8456854
-0.1910248,-0.1910248,-0.2022567,3039.7582841,1918.5300416,12539.1998705,162.1782165,8817.6969349,3039.7582841,3039.7582841,3583.3850161,2266.3316768
-0.1860248,-0.1860248,-0.1972567,3004.9763793,1897.0131494,12391.1373923,161.6967778,8713.7335302,3004.9763793,3004.9763793,3542.3827570,2240.3995713
-0.1810248,-0.1810248,-0.1922567,2955.4630100,1864.8875875,12196.1066363,158.4091511,8576.2729481,2955.4630100,2955.4630100,3484.0144761,2203.4842291
-0.1760248,-0.1760248,-0.1872567,3094.2787740,1953.6407403,12756.7283642,166.4801821,8970.9155800,3094.2787740,3094.2787740,3647.6558851,2306.9801435
-0.1710248,-0.1710248,-0.1822567,3418.2806225,2161.2530485,14060.4145458,185.8574124,9888.7965810,3418.2806225,3418.2806225,4029.6018363,2548.5439732
-0.1660248,-0.1660248,-0.1772567,3937.7595806,2494.3525796,16148.2170124,217.1962383,11358.8315450,3937.7595806,3937.7595806,4641.9837893,2935.8483271
-0.1610248,-0.1610248,-0.1722567,4675.9053248,2967.8708490,19112.6845843,261.9683892,13446.2073798,4675.9053248,4675.9053248,5512.1386346,3486.1825728
-0.1560248,-0.1560248,-0.1672567,5669.2804897,3605.3491015,23099.7467262,322.4932044,16253.7093893,5669.2804897,5669.2804897,6683.1678246,4226.8064622
-0.1510248,-0.1510248,-0.1622567,6969.1761638,4439.8122907,28314.1106917,402.0250652,19925.5232015,6969.1761638,6969.1761638,8215.5352847,5195.9607395
-0.1460248,-0.1460248,-0.1572567,8643.7847158,5515.1696689,35027.9169801,504.8931007,24653.3318213,8643.7847158,8643.7847158,10189.6288251,6444.4871198
-0.1410248,-0.1410248,-0.1522567,10781.1618413,6888.1239380,43592.5404107,636.6914421,30684.6284483,10781.1618413,10781.1618413,12709.2519166,8038.0366827
-0.1360248,-0.1360248,-0.1472567,13492.9583284,8630.5764579,54453.4583981,804.5188521,38333.1898481,13492.9583284,13492.9583284,15906.0228407,10059.8521382
-0.1310248,-0.1310248,-0.1422567,16918.8806346,10832.5022252,68168.0226320,1017.2651949,47991.5949248,16918.8806346,16918.8806346,19944.6329902,12614.0934691
-0.1260248,-0.1260248,-0.1372567,21231.7808947,13605.2306632,85425.7372149,1285.9384748,60145.5089168,21231.7808947,21231.7808947,25028.8471689,15829.6328524
-0.1210248,-0.1210248,-0.1322567,26643.1707187,17084.9998027,107070.2226682,1624.0193797,75389.1552280,26643.1707187,26643.1707187,31408.0034700,19864.1655447
-0.1160248,-0.1160248,-0.1272567,33408.7856693,21436.5435301,134121.3776092,2032.1784549,94440.9266506,33408.7856693,33408.7856693,39383.5728978,24908.3585505
-0.1110248,-0.1110248,-0.1222567,41833.5846881,26856.3152507,167795.2827762,2561.1631984,118157.4064953,41833.5846881,41833.5846881,49315.0528860,31189.5780103
-0.1060248,-0.1060248,-0.1172567,52275.2406452,33574.7399027,209518.0842990,3218.1782799,147543.1489574,52275.2406452,52275.2406452,61624.0820926,38974.4916260
-0.1010248,-0.1010248,-0.1122567,65144.7650636,41856.6200482,260928.4465222,4029.4941020,183752.4081846,65144.7650636,65144.7650636,76795.1768492,48569.5344318
-0.0960248,-0.0960248,-0.1072567,80902.4340387,51998.5150094,323861.2674949,5024.5499405,228077.6691362,80902.4340387,80902.4340387,95370.9284771,60317.8713105
-0.0910248,-0.0910248,-0.1022567,100046.7019185,64321.6023885,400303.4356212,6235.2501752,281918.4846544,100046.7019185,100046.7019185,117938.9343030,74591.1314421
-0.0860248,-0.0860248,-0.0972567,123093.4159290,79158.2906454,492310.9184223,7694.6404443,346723.0753231,123093.4159290,123093.4159290,145107.2950531,91773.9114948
-0.0810248,-0.0810248,-0.0922567,142975.0099286,91940.9954475,571855.0553081,8934.3339346,402743.1751602,142975.0099286,142975.0099286,168544.4895193,106596.8947903
-0.0760248,-0.0760248,-0.0872567,162247.1537681,104347.4203503,648797.0439749,10154.3257287,456936.4094961,162247.1537681,162247.1537681,191263.2404883,120965.4945215
-0.0710248,-0.0710248,-0.0822567,182137.2842137,117152.3377577,728199.2869150,11414.2192600,512862.7418760,182137.2842137,182137.2842137,214710.4980483,135794.8422764
-0.0660248,-0.0660248,-0.0772567,202141.7507543,130031.4364599,808051.9251041,12682.0298426,569106.5184370,202141.7507543,202141.7507543,238292.5394334,150709.4348070
-0.0610248,-0.0610248,-0.0722567,221665.1650547,142601.3038959,885979.3219108,13919.9123073,623994.4372276,221665.1650547,221665.1650547,261307.4977718,165265.3725277
-0.0560248,-0.0560248,-0.0672567,240045.8075674,154435.7887572,959341.4213385,15085.7777008,675666.9413886,240045.8075674,240045.8075674,282975.3123843,178969.3017464
-0.0510248,-0.0510248,-0.0622567,256591.8330253,165089.3206378,1025378.1641116,16135.5997945,722179.9415966,256591.8330253,256591.8330253,302480.4092244,191305.4081458
-0.0460248,-0.0460248,-0.0572567,270625.9814456,174125.7095530,1081387.8142313,17026.2652591,761630.4246142,270625.9814456,270625.9814456,319024.4079449,201768.7516585
-0.0410248,-0.0410248,-0.0522567,281534.8582175,181149.8895885,1124923.4977770,17718.7163551,792294.8904622,281534.8582175,281534.8582175,331884.2151775,209902.0078836
-0.0360248,-0.0360248,-0.0472567,288817.5875390,185839.2595871,1153987.2351971,18181.0544755,812766.0243237,288817.5875390,288817.5875390,340469.3790911,215331.7422943
-0.0310248,-0.0310248,-0.0422567,292128.0857652,187970.9144213,1167198.5253374,18391.2371755,822071.4434195,292128.0857652,292128.0857652,344371.9228565,217799.9276877
-0.0260248,-0.0260248,-0.0372567,291305.5546299,187441.2880154,1163915.9491398,18339.0238302,819759.3520369,291305.5546299,291305.5546299,343402.2912378,217186.6788064
-0.0210248,-0.0210248,-0.0322567,286389.0890478,184275.5633652,1144295.4238435,18026.9077199,805939.5745411,286389.0890478,286389.0890478,337606.5708374,213521.1433771
-0.0160248,-0.0160248,-0.0272567,277614.3514472,178625.5301353,1109276.9414738,17469.9037317,781274.2142201,277614.3514472,277614.3514472,327262.5696705,206979.0226157
-0.0110248,-0.0110248,-0.0222567,265392.7225812,170756.1539415,1060501.4261658,16694.2178668,746919.0893150,265392.7225812,265392.7225812,312855.2393311,197867.0268407
-0.0060248,-0.0060248,-0.0172567,250275.7330631,161022.6639070,1000168.8916598,15734.9776710,704423.8221863,250275.7330631,250275.7330631,295034.7455073,186596.3569382
-0.0010248,-0.0010248,-0.0122567,232909.4564206,149841.1740036,930856.5628250,14633.3225466,655603.7281299,232909.4564206,232909.4564206,274562.7047428,173648.7015047
0.0039752,0.0039752,-0.0072567,212633.6416444,136804.8164417,849737.2096930,13368.8223186,598474.1889615,212633.6416444,212633.6416444,250660.7875284,158531.8017362
0.0089752,0.0089752,-0.0022567,184718.8567088,118831.0813636,738328.4777664,11597.4674682,520003.3510334,184718.8567088,184718.8567088,217753.7558774,137719.5675258
0.0139752,0.0139752,0.0027433,158750.6613254,102111.6818334,634678.4523809,9950.7734062,446997.7224831,158750.6613254,158750.6613254,187141.4395236,118358.6386995
0.0189752,0.0189752,0.0077433,135095.4541552,86882.5041701,540249.7568972,8451.9550063,380487.4922840,135095.4541552,135095.4541552,159255.7634256,100722.1885868
0.0239752,0.0239752,0.0127433,113940.8803383,73264.2877725,455792.1445078,7112.8238213,321000.7197153,113940.8803383,113940.8803383,134317.9309559,84950.1184843
0.0289752,0.0289752,0.0177433,95327.1192063,61282.7859799,381467.2066204,5935.7915450,268651.1784999,95327.1192063,95327.1192063,112375.3070694,71072.3846200
0.0339752,0.0339752,0.0227433,79181.3946783,50891.0016754,316985.9459778,4916.0776485,223235.2621283,79181.3946783,79181.3946783,93342.1004981,59034.7278317
0.0389752,0.0389752,0.0277433,65351.4375734,41990.7462431,261742.1858669,4043.8483837,184325.9556605,65351.4375734,65351.4375734,77038.8104233,48723.6218335
0.0439752,0.0439752,0.0327433,53635.1114838,34451.7256648,214930.6959738,3306.1092158,151356.0417027,53635.1114838,53635.1114838,63227.1506039,39988.3611742
0.0489752,0.0489752,0.0377433,43804.7586640,28127.2240131,175644.2765536,2688.2587591,123686.4845690,43804.7586640,43804.7586640,51638.7492557,32659.2126341
0.0539752,0.0539752,0.0427433,35625.8749511,22866.1327389,142948.2389709,2175.2795763,100658.8925281,35625.8749511,35625.8749511,41997.1637723,26561.3385575
0.0589752,0.0589752,0.0477433,28870.4395381,18521.5359393,115933.5787782,1768.2280826,81632.9712348,28870.4395381,28870.4395381,34033.5943783,21524.7350396
0.0639752,0.0639752,0.0527433,23325.6359824,14956.3262626,93751.7748575,1422.2242914,66011.0347699,23325.6359824,23325.6359824,27497.1647935,17390.7339889
0.0689752,0.0689752,0.0577433,18798.8710761,12046.4357330,75634.8274459,1140.6160413,53252.1191755,18798.8710761,18798.8710761,22160.8386713,14015.7450122
0.0739752,0.0739752,0.0627433,15120.0029636,9682.2687920,60904.1674185,912.5541087,42878.2571270,15120.0029636,15120.0029636,17824.0461903,11272.9166163
0.0789752,0.0789752,0.0677433,12141.5963442,7768.8645359,48971.6967243,728.6470524,34475.2099951,12141.5963442,12141.5963442,14312.9848972,9052.3264782
0.0839752,0.0839752,0.0727433,9737.8827353,6225.2249815,39335.6626635,580.8894116,27689.5610516,9737.8827353,9737.8827353,11479.3940245,7260.2062552
0.0889752,0.0889752,0.0777433,7802.9531880,4983.1491452,31573.4686358,462.1747951,22223.6508822,7802.9531880,7802.9531880,9198.4239936,5817.5941408
