# r[nm],d[nm],daligned[nm],UwaterUCD(d)[kj/mol],UMinwaterUCD(d)[kj/mol]
-0.0037516,-0.0037516,0.0000000,6948.3075804,6948.3075804
0.0062484,0.0062484,0.0100000,6259.8156529,6259.8156529
0.0162484,0.0162484,0.0200000,5611.7755874,5611.7755874
0.0262484,0.0262484,0.0300000,5001.9162537,5001.9162537
0.0362484,0.0362484,0.0400000,4382.4195500,4382.4195500
0.0462484,0.0462484,0.0500000,3752.7422486,3752.7422486
0.0562484,0.0562484,0.0600000,3134.1541000,3134.1541000
0.0662484,0.0662484,0.0700000,2549.9938562,2549.9938562
0.0762484,0.0762484,0.0800000,2002.3313142,2002.3313142
0.0862484,0.0862484,0.0900000,1562.4430605,1537.9721693
0.0962484,0.0962484,0.1000000,1179.5595148,1155.0973277
0.1062484,0.1062484,0.1100000,871.8225987,847.6074913
0.1162484,0.1162484,0.1200000,628.3032677,605.6234265
0.1262484,0.1262484,0.1300000,439.8546436,416.3182537
0.1362484,0.1362484,0.1400000,299.4447762,276.1261547
0.1462484,0.1462484,0.1500000,197.2601442,174.5259726
0.1562484,0.1562484,0.1600000,124.2412966,102.3921797
0.1662484,0.1662484,0.1700000,72.9621520,52.2453136
0.1762484,0.1762484,0.1800000,37.6204317,18.1929909
0.1862484,0.1862484,0.1900000,13.7093449,-4.2744775
0.1962484,0.1962484,0.2000000,-2.2313839,-18.5331009
0.2062484,0.2062484,0.2100000,-12.6792149,-27.0659090
0.2162484,0.2162484,0.2200000,-19.3330934,-31.6722420
0.2262484,0.2262484,0.2300000,-23.3443726,-33.6390072
0.2362484,0.2362484,0.2400000,-25.5059650,-33.8753975
0.2462484,0.2462484,0.2500000,-26.4273352,-33.0357415
0.2562484,0.2562484,0.2600000,-26.5705872,-31.8586721
0.2662484,0.2662484,0.2700000,-26.2063519,-30.2835583
0.2762484,0.2762484,0.2800000,-25.4664540,-28.6590240
0.2862484,0.2862484,0.2900000,-24.4298867,-26.8701174
0.2962484,0.2962484,0.3000000,-23.1576403,-24.9788224
0.3062484,0.3062484,0.3100000,-21.7185335,-23.0843431
0.3162484,0.3162484,0.3200000,-20.1937045,-21.2485912
0.3262484,0.3262484,0.3300000,-18.6582362,-19.5172899
0.3362484,0.3362484,0.3400000,-17.1676899,-17.8970256
0.3462484,0.3462484,0.3500000,-15.7566608,-16.4032569
0.3562484,0.3562484,0.3600000,-14.4431923,-15.0433641
0.3662484,0.3662484,0.3700000,-13.2340396,-13.7933023
0.3762484,0.3762484,0.3800000,-12.1289180,-12.6630514
0.3862484,0.3862484,0.3900000,-11.1234714,-11.6249465
0.3962484,0.3962484,0.4000000,-10.2112050,-10.6753645
0.4062484,0.4062484,0.4100000,-9.3846904,-9.8108138
0.4162484,0.4162484,0.4200000,-8.6362895,-9.0257574
0.4262484,0.4262484,0.4300000,-7.9585725,-8.3137985
0.4362484,0.4362484,0.4400000,-7.3445432,-7.6683614
0.4462484,0.4462484,0.4500000,-6.7877472,-7.0830691
0.4562484,0.4562484,0.4600000,-6.2823085,-6.5519397
0.4662484,0.4662484,0.4700000,-5.8229248,-6.0694742
0.4762484,0.4762484,0.4800000,-5.4048397,-5.6306830
0.4862484,0.4862484,0.4900000,-5.0238027,-5.2310757
0.4962484,0.4962484,0.5000000,-4.6760249,-4.8666329
0.5062484,0.5062484,0.5100000,-4.3581333,-4.5337779
0.5162484,0.5162484,0.5200000,-4.0671275,-4.2293070
0.5262484,0.5262484,0.5300000,-3.8003388,-3.9503791
0.5362484,0.5362484,0.5400000,-3.5553923,-3.6944899
0.5462484,0.5462484,0.5500000,-3.3301740,-3.4595612
0.5562484,0.5562484,0.5600000,-3.1228000,-3.2433519
0.5662484,0.5662484,0.5700000,-2.9315897,-3.0440895
0.5762484,0.5762484,0.5800000,-2.7550424,-2.8602625
0.5862484,0.5862484,0.5900000,-2.5918164,-2.6903749
0.5962484,0.5962484,0.6000000,-2.4407102,-2.5331575
0.6062484,0.6062484,0.6100000,-2.3006467,-2.3874798
0.6162484,0.6162484,0.6200000,-2.1706587,-2.2523266
0.6262484,0.6262484,0.6300000,-2.0498769,-2.1267857
0.6362484,0.6362484,0.6400000,-1.9375182,-2.0100359
0.6462484,0.6462484,0.6500000,-1.8328768,-1.9013370
0.6562484,0.6562484,0.6600000,-1.7353153,-1.8000209
0.6662484,0.6662484,0.6700000,-1.6442574,-1.7054837
0.6762484,0.6762484,0.6800000,-1.5591811,-1.6171789
0.6862484,0.6862484,0.6900000,-1.4796132,-1.5346111
0.6962484,0.6962484,0.7000000,-1.4051241,-1.4573307
0.7062484,0.7062484,0.7100000,-1.3353232,-1.3849291
0.7162484,0.7162484,0.7200000,-1.2698548,-1.3170345
0.7262484,0.7262484,0.7300000,-1.2083947,-1.2533081
0.7362484,0.7362484,0.7400000,-1.1506471,-1.1934410
0.7462484,0.7462484,0.7500000,-1.0963416,-1.1371508
0.7562484,0.7562484,0.7600000,-1.0452308,-1.0841793
0.7662484,0.7662484,0.7700000,-0.9970882,-1.0342902
0.7762484,0.7762484,0.7800000,-0.9517059,-0.9872668
0.7862484,0.7862484,0.7900000,-0.9088931,-0.9429103
