# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
-0.7944167,-0.7944167,-0.7295285,1931258.4569802
-0.7844167,-0.7844167,-0.7195285,2081901.4805471
-0.7744167,-0.7744167,-0.7095285,1615314.4758933
-0.7644167,-0.7644167,-0.6995285,1211098.0968647
-0.7544167,-0.7544167,-0.6895285,961760.1706170
-0.7444167,-0.7444167,-0.6795285,564512.7901371
-0.7344167,-0.7344167,-0.6695285,400650.9206057
-0.7244167,-0.7244167,-0.6595285,319152.9834501
-0.7144167,-0.7144167,-0.6495285,368805.9116283
-0.7044167,-0.7044167,-0.6395285,484722.6842530
-0.6944167,-0.6944167,-0.6295285,770566.3642843
-0.6844167,-0.6844167,-0.6195285,1133763.1099413
-0.6744167,-0.6744167,-0.6095285,1427383.9153217
-0.6644167,-0.6644167,-0.5995285,2135754.1482779
-0.6544167,-0.6544167,-0.5895285,1991974.2350853
-0.6444167,-0.6444167,-0.5795285,1986895.0190654
-0.6344167,-0.6344167,-0.5695285,2040661.9316701
-0.6244167,-0.6244167,-0.5595285,1377075.6112690
-0.6144167,-0.6144167,-0.5495285,1102873.5055492
-0.6044167,-0.6044167,-0.5395285,729897.1538430
-0.5944167,-0.5944167,-0.5295285,461522.0116292
-0.5844167,-0.5844167,-0.5195285,354468.5745845
-0.5744167,-0.5744167,-0.5095285,323638.8403765
-0.5644167,-0.5644167,-0.4995285,407179.2320071
-0.5544167,-0.5544167,-0.4895285,597081.8546803
-0.5444167,-0.5444167,-0.4795285,1023779.4367121
-0.5344167,-0.5344167,-0.4695285,1232007.2870132
-0.5244167,-0.5244167,-0.4595285,1703537.8816161
-0.5144167,-0.5144167,-0.4495285,1996391.1459644
-0.5044167,-0.5044167,-0.4395285,1926629.9110811
-0.4944167,-0.4944167,-0.4295285,2120878.4725405
-0.4844167,-0.4844167,-0.4195285,1555236.7933108
-0.4744167,-0.4744167,-0.4095285,1189911.7201791
-0.4644167,-0.4644167,-0.3995285,905134.6574879
-0.4544167,-0.4544167,-0.3895285,540566.1615814
-0.4444167,-0.4444167,-0.3795285,391556.3500599
-0.4344167,-0.4344167,-0.3695285,316979.5633344
-0.4244167,-0.4244167,-0.3595285,378227.0641370
-0.4144167,-0.4144167,-0.3495285,503380.9543759
-0.4044167,-0.4044167,-0.3395285,815105.1346191
-0.3944167,-0.3944167,-0.3295285,1158225.9545021
-0.3844167,-0.3844167,-0.3195285,1473463.0427076
-0.3744167,-0.3744167,-0.3095285,2244324.1397210
-0.3644167,-0.3644167,-0.2995285,1981863.5141573
-0.3544167,-0.3544167,-0.2895285,1999466.9636294
-0.3444167,-0.3444167,-0.2795285,1946303.1074102
-0.3344167,-0.3344167,-0.2695285,1338247.6441790
-0.3244167,-0.3244167,-0.2595285,1082635.6876919
-0.3144167,-0.3144167,-0.2495285,691436.5361143
-0.3044167,-0.3044167,-0.2395285,445683.8651096
-0.2944167,-0.2944167,-0.2295285,344028.9630694
-0.2844167,-0.2844167,-0.2195285,329303.8957710
-0.2744167,-0.2744167,-0.2095285,419165.3930977
-0.2644167,-0.2644167,-0.1995285,627220.2381241
-0.2544167,-0.2544167,-0.1895285,1038079.8802471
-0.2444167,-0.2444167,-0.1795285,1261027.2895690
-0.2344167,-0.2344167,-0.1695285,1778590.1157044
-0.2244167,-0.2244167,-0.1595285,1973984.9651208
-0.2144167,-0.2144167,-0.1495285,1926456.6666649
