# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.1112976,-0.1112976,0.0000001,1359.1025507,1338.4627035
-0.1012976,-0.1012976,0.0100001,1293.3127155,1272.6587152
-0.0912976,-0.0912976,0.0200001,1273.7827320,1253.1280454
-0.0812976,-0.0812976,0.0300001,1211.2745486,1190.6198497
-0.0712976,-0.0712976,0.0400001,1121.9052130,1101.2505096
-0.0612976,-0.0612976,0.0500001,1087.4289785,1066.7742751
-0.0512976,-0.0512976,0.0600001,1097.0401600,1076.3854566
-0.0412976,-0.0412976,0.0700001,1147.1657340,1126.5110306
-0.0312976,-0.0312976,0.0800001,1241.3417830,1220.6870796
-0.0212976,-0.0212976,0.0900001,1345.3065621,1324.6518587
-0.0112976,-0.0112976,0.1000001,1442.3817593,1421.7270560
-0.0012976,-0.0012976,0.1100001,1431.9742392,1411.3195358
0.0087024,0.0087024,0.1200001,1389.9729260,1369.3182227
0.0187024,0.0187024,0.1300001,1305.5404718,1284.8857683
0.0287024,0.0287024,0.1400001,1205.5561427,1184.9275446
0.0387024,0.0387024,0.1500001,1020.3020442,999.6522222
0.0487024,0.0487024,0.1600001,885.4805252,864.8674300
0.0587024,0.0587024,0.1700001,788.7521643,768.3386520
0.0687024,0.0687024,0.1800001,721.2370046,701.3785046
0.0787024,0.0787024,0.1900001,658.6269085,638.0651687
0.0887024,0.0887024,0.2000001,603.1045764,582.5830515
0.0987024,0.0987024,0.2100001,564.0442958,543.5859578
0.1087024,0.1087024,0.2200001,523.8227515,504.9646838
0.1187024,0.1187024,0.2300001,424.8378524,405.8997864
0.1287024,0.1287024,0.2400001,344.0178870,325.1024064
0.1387024,0.1387024,0.2500001,277.9578086,259.1201631
0.1487024,0.1487024,0.2600001,212.8827450,194.1977719
0.1587024,0.1587024,0.2700001,142.0160345,123.6497312
0.1687024,0.1687024,0.2800001,94.2846353,76.4429460
0.1787024,0.1787024,0.2900001,62.1436995,44.9382214
0.1887024,0.1887024,0.3000001,40.4179688,24.0151862
0.1987024,0.1987024,0.3100001,25.6370641,10.2323560
0.2087024,0.2087024,0.3200001,15.6222890,1.2704619
0.2187024,0.2187024,0.3300001,8.8448241,-4.4375342
0.2287024,0.2287024,0.3400001,4.0631766,-7.9529848
0.2387024,0.2387024,0.3500001,0.4322977,-9.9962787
0.2487024,0.2487024,0.3600001,-2.3561414,-11.0572039
0.2587024,0.2587024,0.3700001,-4.3294141,-11.4691135
0.2687024,0.2687024,0.3800001,-5.5764342,-11.4589248
0.2787024,0.2787024,0.3900001,-6.2543953,-11.1952467
0.2887024,0.2887024,0.4000001,-6.5167919,-10.7660565
0.2987024,0.2987024,0.4100001,-6.4983959,-10.2547822
0.3087024,0.3087024,0.4200001,-6.3111382,-9.7587302
0.3187024,0.3187024,0.4300001,-6.0418043,-9.4050248
0.3287024,0.3287024,0.4400001,-5.7554174,-9.2472869
0.3387024,0.3387024,0.4500001,-5.4960755,-8.9641793
0.3487024,0.3487024,0.4600001,-5.2858190,-8.6079618
0.3587024,0.3587024,0.4700001,-5.1310628,-8.2776501
0.3687024,0.3687024,0.4800001,-5.0279822,-7.8943319
0.3787024,0.3787024,0.4900001,-4.9598417,-7.4819780
0.3887024,0.3887024,0.5000001,-4.8982635,-7.0702166
0.3987024,0.3987024,0.5100001,-4.8172579,-6.9453885
0.4087024,0.4087024,0.5200001,-4.7048357,-7.0842880
0.4187024,0.4187024,0.5300001,-4.5644403,-7.0610942
0.4287024,0.4287024,0.5400001,-4.4092918,-6.9222283
0.4387024,0.4387024,0.5500001,-4.2542107,-6.7045565
0.4487024,0.4487024,0.5600001,-4.1112398,-6.5198261
0.4587024,0.4587024,0.5700001,-3.9874413,-6.2738958
0.4687024,0.4687024,0.5800001,-3.8810070,-5.9887407
0.4787024,0.4787024,0.5900001,-3.7798463,-5.7003657
0.4887024,0.4887024,0.6000001,-3.6687897,-5.4093750
0.4987024,0.4987024,0.6100001,-3.5383007,-5.1317532
0.5087024,0.5087024,0.6200001,-3.3870230,-4.8690906
0.5187024,0.5187024,0.6300001,-3.2196867,-4.6032178
