# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UC6A(d)[kJ/mol],UC8A(d)[kJ/mol],UC10A(d)[kJ/mol]
-0.9218813,-0.9218813,-0.9143947,26319.0266705,15789.0189954,122540.7678966,928.5438152,85512.3863116,2064378.1489741,25278081.5734953,200294128.3883804
-0.9168813,-0.9168813,-0.9093947,25970.2422411,15577.5721711,120943.5445627,914.1569333,84396.9233046,2037866.6909837,24954373.3103199,197731063.9125615
-0.9118813,-0.9118813,-0.9043947,26570.8434946,15941.6800885,123693.9397281,938.9307655,86317.7341855,2083519.0620322,25511794.6172166,202144626.8570950
-0.9068813,-0.9068813,-0.8993947,28126.1966479,16884.6185919,130816.2536646,1003.1079991,91291.7988163,2201734.4811935,26955210.2612508,213573315.6446829
-0.9018813,-0.9018813,-0.8943947,30649.0362736,18414.1648033,142368.1144779,1107.2675861,99359.3862590,2393459.1037900,29296148.4003253,232108358.0334404
-0.8968813,-0.8968813,-0.8893947,34156.3125247,20540.6816661,158426.0901374,1252.1908105,110574.0048954,2659947.9547466,32549895.5341184,257870713.0849499
-0.8918813,-0.8918813,-0.8843947,38034.7141625,22890.1469133,176208.3037285,1410.4968563,122991.9668910,2955429.0440698,36158521.2891485,286444733.2043610
-0.8868813,-0.8868813,-0.8793947,40314.2276777,24272.5215263,186641.7369098,1504.9422485,130278.6089416,3128527.0571038,38271878.7485626,303177530.7314510
-0.8818813,-0.8818813,-0.8743947,41451.0895184,24964.8607070,191810.0327109,1554.7861660,133889.2862901,3213742.1395190,39311018.0273525,311402494.4459838
-0.8768813,-0.8768813,-0.8693947,38436.6249375,23137.4398604,178004.7957337,1430.5058554,124248.0618595,2984584.3347439,36512943.7434747,289247781.5783370
-0.8718813,-0.8718813,-0.8643947,36274.8528666,21828.0090410,168091.6247379,1342.3919740,117325.3894523,2819836.5486383,34500869.8287231,273315551.0914055
-0.8668813,-0.8668813,-0.8593947,31474.0100542,18929.6524171,145960.2407502,1155.7744626,101874.2349441,2450281.9546758,29983348.3604844,237535957.3298863
-0.8618813,-0.8618813,-0.8543947,26013.3158515,15620.8365476,120933.3193343,932.1041777,84396.6989019,2034568.5582491,24906715.1295820,197338605.4887039
-0.8568813,-0.8568813,-0.8493947,20907.9718413,12537.7757836,97408.7552545,732.8287792,67972.5386033,1641908.1987099,20107113.9360727,159325645.8351874
-0.8518813,-0.8518813,-0.8443947,16053.8075585,9597.7210316,75146.5681887,535.1753175,52426.2546553,1271892.0194974,15587993.4475911,123541647.9839820
-0.8468813,-0.8468813,-0.8393947,12772.3207863,7610.5203878,60093.1322205,401.8601724,41914.1642476,1021633.0704661,12531367.1903332,99337916.9832407
-0.8418813,-0.8418813,-0.8343947,10598.3970720,6294.7591475,50111.7771551,314.2221610,34944.2916396,855564.4981757,10502719.9129392,83273548.5656531
-0.8368813,-0.8368813,-0.8293947,9164.8115547,5427.5799073,43523.6311015,256.8957206,30344.0591406,745861.7863224,9162410.3553999,72659527.3500559
-0.8318813,-0.8318813,-0.8243947,8233.2582530,4864.3995489,39238.7586361,219.9448288,27352.2361885,674454.2291090,8289841.4385076,65749304.1383580
-0.8268813,-0.8268813,-0.8193947,7650.0745449,4512.0128187,36554.0691377,210.9758946,25477.7811853,629680.5261067,7742648.2831220,61415702.2373548
-0.8218813,-0.8218813,-0.8143947,7319.1831778,4312.1566789,35029.7949170,198.1275647,24413.5638265,604244.3512763,7431749.2458071,58953404.2130546
-0.8168813,-0.8168813,-0.8093947,7185.9444840,4231.7025941,34415.7653248,192.9736791,23984.8693052,593993.9526011,7306452.5542964,57961044.9920510
-0.8118813,-0.8118813,-0.8043947,7228.2972405,4257.2761031,34610.9541839,194.6113968,24121.1432957,597252.4652620,7346283.5114920,58276509.6343715
-0.8068813,-0.8068813,-0.7993947,7453.2580991,4393.1309042,35647.4944158,203.3278255,24844.8266414,614553.2595697,7557754.6674272,59951363.4165467
-0.8018813,-0.8018813,-0.7943947,7898.0298915,4661.8219283,37695.7391961,206.7308674,26274.8904206,648723.7340058,7975388.4366533,63258947.6988431
-0.7968813,-0.7968813,-0.7893947,8635.9553183,5107.8211069,41091.4487748,235.8868717,28645.8251626,705335.4061314,8667210.0056882,68737866.1457530
-0.7918813,-0.7918813,-0.7843947,9788.5997004,5804.8558216,46390.9599834,281.7880060,32346.1753350,793617.1954738,9745892.8559794,77280221.1801083
-0.7868813,-0.7868813,-0.7793947,11546.6290687,6868.5901750,54466.5031930,352.3695658,37985.1161939,928033.1335740,11388012.4007560,90284039.5801437
-0.7818813,-0.7818813,-0.7743947,14204.2499856,8477.5454544,66663.4117032,459.9196321,46502.2619151,1130884.1943369,13865796.7060822,109904632.3164599
-0.7768813,-0.7768813,-0.7693947,18215.4145074,10907.2037504,85056.6458642,623.1831765,59346.8446749,1436553.2206352,17598926.9302387,139464678.5291630
-0.7718813,-0.7718813,-0.7643947,23888.9524689,14333.5480998,111197.9444850,845.0277781,77597.9788679,1872869.7260767,22932100.3029770,181703441.8019466
-0.7668813,-0.7668813,-0.7593947,28453.1468199,17098.3531522,132125.6933532,1031.2308731,92212.5410904,2220637.5147956,27179331.9001754,215334194.7519276
-0.7618813,-0.7618813,-0.7543947,35065.5943436,21107.4132471,162402.6862789,1304.3007869,113357.4119297,2723128.1345328,33314661.9471224,263912352.4918078
-0.7568813,-0.7568813,-0.7493947,37163.5244315,22366.5324542,172163.9192292,1378.8370824,120169.2932129,2887471.2869219,35326795.1282008,279855278.2822349
-0.7518813,-0.7518813,-0.7443947,39681.9433301,23892.0004708,183712.4491222,1481.4961100,128233.9905783,3079395.6473544,37670774.3210253,298415630.9045867
-0.7468813,-0.7468813,-0.7393947,41849.5103877,25203.7357788,193666.7785052,1568.7094938,135184.9196147,3245047.0579508,39694402.2053283,314440408.4260817
-0.7418813,-0.7418813,-0.7343947,39087.9974984,23528.8657951,181029.5663574,1454.1103671,126359.0941385,3035422.2998464,37135172.7844639,294177530.0545364
-0.7368813,-0.7368813,-0.7293947,36339.3077894,21864.3503410,168419.8597024,1342.4731998,117553.5185299,2825783.3893153,34574659.0259514,273902209.1578026
-0.7318813,-0.7318813,-0.7243947,32322.6298022,19428.8911068,150030.6180565,1176.4218596,104710.7492436,2520621.5376992,30848762.6412430,244401568.6588870
-0.7268813,-0.7268813,-0.7193947,29297.4512049,17594.7356417,136179.2127963,1051.4739395,95037.1854491,2290741.0693943,28041967.6426956,222178017.5856037
-0.7218813,-0.7218813,-0.7143947,27248.1939786,16352.3426970,126795.4822525,966.8951872,88483.7886810,2134995.1450837,26140312.8613006,207121099.5481174
-0.7168813,-0.7168813,-0.7093947,26159.4487933,15692.2974678,121809.7447722,921.9811041,85001.8654566,2052240.4829066,25129870.1508864,199120598.3259901
-0.7118813,-0.7118813,-0.7043947,26021.7979674,15608.8500226,121179.3637075,916.3049805,84561.6229912,2041776.7785517,25002106.1785454,198108984.2400438
-0.7068813,-0.7068813,-0.6993947,26834.0317237,16101.2617605,124898.8617400,949.8120252,87159.2339637,2103514.0628911,25755924.6436484,204077581.5455512
-0.7018813,-0.7018813,-0.6943947,28603.4314174,17173.9774819,133001.2134726,1022.8313932,92817.7393798,2237994.0902822,27397927.2741077,217078634.6318752
-0.6968813,-0.6968813,-0.6893947,31343.6114027,18835.3209698,145547.9149609,1135.9908681,101580.1149505,2446224.7916426,29940390.7857860,237209286.4869030
-0.6918813,-0.6918813,-0.6843947,35069.8243018,21094.5891023,162608.2075385,1289.9668716,113494.7374057,2729346.3215765,33397215.0147137,264579549.3713440
-0.6868813,-0.6868813,-0.6793947,38425.4780011,23127.2702268,177995.0225473,1426.8292751,124239.8605741,2985044.4461871,36520031.3627175,289306905.7893516
-0.6818813,-0.6818813,-0.6743947,40755.1623848,24539.9427560,188659.6311938,1523.2332398,131687.9026644,3162001.0739944,38680553.6661576,306413249.7957401
-0.6768813,-0.6768813,-0.6693947,40436.8909941,24349.6110902,187170.4826699,1512.5722630,130648.9718866,3136806.1619941,38371793.4084146,303966235.5863767
-0.6718813,-0.6718813,-0.6643947,37866.8464955,22792.8102877,175385.9657595,1407.7504509,122419.4525256,2940971.2210953,35980080.7450528,285027968.9447058
-0.6668813,-0.6668813,-0.6593947,35767.6440223,21520.8733644,165764.6273831,1321.8042927,115700.4123851,2781147.3457386,34028317.1710056,269573651.0872825
-0.6618813,-0.6618813,-0.6543947,30027.2732146,18052.2544751,139339.0370064,1095.7881418,97250.0100527,2340440.1773190,28642308.1405964,226918129.3236661
-0.6568813,-0.6568813,-0.6493947,24978.7820417,14994.2447558,116188.7200437,889.9809608,81083.4181591,1955709.1018205,23943579.9488398,189712158.5551099
-0.6518813,-0.6518813,-0.6443947,19684.3963875,11796.1885522,91803.1881354,682.5392451,64057.8206230,1548829.3087862,18970526.0692405,150326175.7908122
-0.6468813,-0.6468813,-0.6393947,15192.2969565,9076.0699672,71193.7396327,500.2336298,49665.9469294,1206166.1227231,14785200.3388240,117184719.4350067
-0.6418813,-0.6418813,-0.6343947,12175.5355139,7249.3891334,57352.1886195,377.8690754,40000.2215904,976016.6019469,11974098.5729456,94924978.7095797
-0.6368813,-0.6368813,-0.6293947,10177.0956716,6039.9829521,48174.8091783,297.4411005,33591.8143846,823298.2930486,10108472.6942502,80151411.3114595
-0.6318813,-0.6318813,-0.6243947,8861.3276519,5244.1667028,42126.9538615,244.9154466,29368.8829133,722574.9979834,8877829.9196526,70405767.3368997
-0.6268813,-0.6268813,-0.6193947,8010.5500267,4729.8774386,38212.9326164,211.2226248,26636.0221102,657337.2831490,8080629.2837775,64092365.7473401
-0.6218813,-0.6218813,-0.6143947,7485.0081700,4412.3500901,35793.2409358,204.9506486,24946.6008881,616977.7095499,7587369.9804321,60185877.7067198
-0.6168813,-0.6168813,-0.6093947,7198.4744728,4239.2967513,34473.1695191,193.8205139,24024.9582248,594947.1416012,7318091.9804349,58053205.6733103
-0.6118813,-0.6118813,-0.6043947,7103.8475043,4182.1601546,34037.0526830,190.1576478,23720.4772869,587666.3210686,7229093.1765017,57348326.3597897
-0.6068813,-0.6068813,-0.5993947,7185.5403864,4231.4909496,34413.5115522,193.3237807,23983.3087668,593950.4630981,7305907.1835874,57956697.4772740
-0.6018813,-0.6018813,-0.5943947,7457.0066631,4395.4451569,35664.1558403,203.8698358,24856.4794131,614822.2028806,7561020.5269115,59977185.1531517
-0.5968813,-0.5968813,-0.5893947,7962.8744283,4701.0802281,37993.3294525,209.3556415,26482.6990429,653672.9441643,8035841.7511920,63737652.9906097
-0.5918813,-0.5918813,-0.5843947,8786.1449854,5198.7269473,41780.9817681,241.9452491,29127.3202110,716807.0509383,8807342.7140068,69847539.7846699
-0.5868813,-0.5868813,-0.5793947,10062.0158308,5970.3849441,47645.7813868,292.8525234,33222.4215990,814486.6158350,10000808.6740719,79298798.8199469
-0.5818813,-0.5818813,-0.5743947,12001.4017856,7144.0096130,56552.4963131,370.8627780,39441.8108806,962708.7932354,11811527.9152328,93637608.2443771
-0.5768813,-0.5768813,-0.5693947,14929.5777778,8916.9861505,69988.3829578,489.5730056,48824.2296901,1186124.9652121,14540414.7747000,115246386.2361287
-0.5718813,-0.5718813,-0.5643947,19310.0731984,11569.4122273,90087.1606137,667.2432671,62859.4493208,1520317.9583426,18622332.9220709,147569109.4854545
-0.5668813,-0.5668813,-0.5593947,24670.8226051,14807.6708590,114776.9601989,877.3942202,80097.5281553,1932253.5794131,23657131.9756606,187444005.8876447
-0.5618813,-0.5618813,-0.5543947,29611.8681394,17800.4789735,137436.0128502,1078.7092290,95921.0069271,2308842.0645436,28256465.6029824,223863044.4031343
-0.5568813,-0.5568813,-0.5493947,35680.3460877,21468.0594388,165363.5305032,1318.3066208,115420.3399717,2774469.7777035,33946736.0490925,268927609.7945153
-0.5518813,-0.5518813,-0.5443947,37659.3683400,22667.3745212,174431.6591954,1399.5181346,121753.1267748,2925068.1506343,35785753.3615047,283489014.7802145
-0.5468813,-0.5468813,-0.5393947,40205.1311812,24209.1292099,186108.9196146,1503.0313655,129907.6094264,3119182.1908680,38156593.8618527,302262306.1971859
-0.5418813,-0.5418813,-0.5343947,40961.4448272,24665.1275637,189602.7291160,1531.8630585,132346.5916858,3177631.6539333,38871349.7726761,307923826.4327921
-0.5368813,-0.5368813,-0.5293947,38601.8467819,23234.3008923,178801.3673846,1434.2069949,124803.0366896,2998408.6558790,36683163.1164276,290598458.0060532
-0.5318813,-0.5318813,-0.5243947,35377.5760344,21281.2708864,164016.1879415,1302.7654783,114478.0822233,2752696.4651287,33682275.5928011,266836510.9222239
-0.5268813,-0.5268813,-0.5193947,31580.9497670,18979.3030681,146633.5936208,1145.8733894,102338.3668777,2464227.4704952,30160163.4551484,238949320.8508624
-0.5218813,-0.5218813,-0.5143947,28769.8250139,17274.9430805,133762.0922848,1029.7809455,93349.1559533,2250606.8654587,27551891.5487811,218297615.9881201
-0.5168813,-0.5168813,-0.5093947,26930.5500870,16159.8671147,125339.7434352,953.8801371,87467.1724675,2110815.2184618,25845032.9959889,204783044.4754959
