# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.0288348,-1.0288348,-0.6225591,2696.5322718,1661.3433272,11641.2765428,132.9657799,8145.2232072,2683.4538328,2709.6107108,3178.7768747,2010.4350195,2696.5322718,1645.7022278,11641.2765428,117.3450888,8145.2232072,2683.4538328,2709.6107108,3178.7768747,2010.4350195
-1.0238348,-1.0238348,-0.6175591,2602.3843107,1651.8752687,10977.8427324,129.6819793,7714.4144433,2607.1875122,2597.5811092,3067.7916050,1940.2417717,2602.3843107,1637.9502135,10977.8427324,114.2815584,7714.4144433,2607.1875122,2597.5811092,3067.7916050,1940.2417717
-1.0188348,-1.0188348,-0.6125591,2209.8299969,1405.7473239,9369.2580637,115.7167552,6584.5337478,2215.6326588,2204.0273350,2605.0333477,1663.2088512,2209.8299969,1390.1062245,9369.2580637,100.0875976,6584.5337478,2215.6326588,2204.0273350,2605.0333477,1647.5677519
-1.0138348,-1.0138348,-0.6075591,1923.7051389,1225.6901421,8196.2479185,99.1932468,5761.0202679,1930.5376592,1916.8726187,2267.7382627,1449.8847088,1923.7051389,1210.0490427,8196.2479185,83.5525364,5761.0202679,1930.5376592,1916.8726187,2267.7382627,1434.2436095
-1.0088348,-1.0088348,-0.6025591,1739.1300498,1100.3467051,7375.1228700,87.6150819,5185.0007954,1747.0181840,1731.2419155,2031.7156508,1300.6109022,1723.4889504,1084.7056057,7375.1228700,71.9791620,5185.0007954,1731.3770847,1715.6008162,2031.7156508,1284.9698029
-1.0038348,-1.0038348,-0.5975591,1610.1848323,1020.3689585,6846.1804077,80.1054382,4814.4726846,1619.1481969,1601.2214677,1879.7100250,1204.4741033,1594.5437329,1004.7278593,6846.1804077,64.4984702,4814.4726846,1603.5070975,1585.5803683,1879.7100250,1188.8330039
-0.9988348,-0.9988348,-0.5925591,1542.7502830,979.5091808,6569.6100475,76.0771194,4621.4225044,1552.8002739,1532.7002921,1815.8566610,1154.1973902,1527.1091837,963.8752160,6569.6100475,60.5319752,4621.4225044,1537.1591745,1517.0591928,1800.2155616,1138.5562908
-0.9938348,-0.9938348,-0.5875591,1531.2623067,974.1619257,6522.7187325,75.2652434,4589.8736548,1542.3995509,1520.1250624,1802.3141887,1145.6323786,1515.6212073,958.5788234,6522.7187325,59.7508493,4589.8736548,1526.7584515,1504.4839631,1786.6730894,1129.9912793
-0.9888348,-0.9888348,-0.5825591,1573.9550669,1003.3280191,6698.3076632,77.6116329,4714.7442120,1586.1665332,1561.7436006,1852.7681673,1177.4625263,1558.3139676,987.6870375,6698.3076632,62.0521638,4714.7442120,1570.5254339,1546.1025013,1837.0009718,1161.8214270
-0.9838348,-0.9838348,-0.5775591,1672.7197651,1068.0163357,7104.0917033,83.1669221,5001.4384717,1685.9756622,1659.4638680,1953.4286303,1251.0978430,1657.0786657,1052.3752364,7104.0917033,67.5506708,5001.4384717,1670.3345629,1643.8227686,1953.4286303,1235.4567437
-0.9788348,-0.9788348,-0.5725591,1833.2085435,1171.8536755,7763.1127843,92.2231903,5466.1380620,1847.4599318,1818.9578699,2142.6189315,1370.7522956,1817.5673609,1156.2125761,7763.1127843,76.5854613,5466.1380620,1831.8179511,1803.3167707,2142.6189315,1355.1111963
-0.9738348,-0.9738348,-0.5675591,2049.5449253,1321.0288306,8715.1587787,105.3825718,6136.8007417,2064.7173771,2034.3724735,2416.0830858,1543.7062128,2049.5449253,1305.3877313,8715.1587787,89.7417355,6136.8007417,2064.7173771,2034.3724735,2416.0830858,1528.0651135
-0.9688348,-0.9688348,-0.5625591,2367.5069197,1524.7461499,10019.2589934,123.5106377,7054.9169826,2383.5023181,2351.5115213,2790.9090226,1780.7669501,2367.5069197,1509.1050506,10019.2589934,107.8888071,7054.9169826,2383.5023181,2351.5115213,2790.9090226,1765.1258507
-0.9638348,-0.9638348,-0.5575591,2791.5956197,1793.3715876,11757.3861044,140.8682099,8278.1157152,2808.2862474,2774.9049919,3290.8412379,2081.3107459,2791.5956197,1778.9058239,11757.3861044,125.8592379,8278.1157152,2808.2862474,2774.9049919,3290.8412379,2081.3107459
-0.9588348,-0.9588348,-0.5525591,2981.7950770,1856.6962793,12729.7381209,147.8189027,8980.0352787,3018.6824956,2944.9076585,3515.0557385,2223.1164472,2981.7950770,1856.6962793,12729.7381209,132.7453575,8980.0352787,3018.6824956,2944.9076585,3515.0557385,2223.1164472
-0.9538348,-0.9538348,-0.5475591,3137.0520626,1953.5504058,13362.6744314,156.3672622,9429.5019795,3170.0315116,3096.9669308,3698.0786975,2338.8703301,3137.0520626,1953.5504058,13362.6744314,141.4244592,9429.5019795,3170.0315116,3096.9669308,3698.0786975,2338.8703301
-0.9488348,-0.9488348,-0.5425591,3331.1947355,2073.8736757,14156.5632128,167.0462740,9992.1277826,3352.7265015,3287.8763359,3926.9416135,2483.6159475,3331.1947355,2073.8736757,14156.5632128,152.2857450,9992.1277826,3352.7265015,3287.8763359,3926.9416135,2483.6159475
