# r[nm],d[nm],daligned[nm],Umethane(d)[kj/mol],UMinmethane(d)[kj/mol]
0.0401669,0.0401669,-0.0000000,3549.3015600,3549.3015600
0.0501669,0.0501669,0.0100000,3151.2298576,3151.2298576
0.0601669,0.0601669,0.0200000,2767.9423729,2767.9423729
0.0701669,0.0701669,0.0300000,2408.8122781,2408.8122781
0.0801669,0.0801669,0.0400000,2079.8581426,2079.8581426
0.0901669,0.0901669,0.0500000,1808.1669626,1784.0545638
0.1001669,0.1001669,0.0600000,1546.0257742,1521.9133754
0.1101669,0.1101669,0.0700000,1316.2780283,1292.1656294
0.1201669,0.1201669,0.0800000,1116.5340296,1092.4216308
0.1301669,0.1301669,0.0900000,943.8431340,919.7307352
0.1401669,0.1401669,0.1000000,795.1145539,771.0021550
0.1501669,0.1501669,0.1100000,667.3928077,643.2804088
0.1601669,0.1601669,0.1200000,558.0048157,533.8924169
0.1701669,0.1701669,0.1300000,464.6090987,440.4966999
0.1801669,0.1801669,0.1400000,385.1816523,361.0692537
0.1901669,0.1901669,0.1500000,317.9698409,293.8574688
0.2001669,0.2001669,0.1600000,261.4369801,237.3258419
0.2101669,0.2101669,0.1700000,214.1920067,190.1081627
0.2201669,0.2201669,0.1800000,173.9390934,150.9726921
0.2301669,0.2301669,0.1900000,136.2709493,113.3587337
0.2401669,0.2401669,0.2000000,105.4797636,83.2371511
0.2501669,0.2501669,0.2100000,81.7315098,60.4808044
0.2601669,0.2601669,0.2200000,63.4377501,43.3805099
0.2701669,0.2701669,0.2300000,49.1462900,30.5964435
0.2801669,0.2801669,0.2400000,37.7771874,21.0887828
0.2901669,0.2901669,0.2500000,28.6695260,14.0570447
0.3001669,0.3001669,0.2600000,21.4065815,8.8890215
0.3101669,0.3101669,0.2700000,15.6579199,5.1189726
0.3201669,0.3201669,0.2800000,11.1385121,2.3912347
0.3301669,0.3301669,0.2900000,7.6107243,0.3324529
0.3401669,0.3401669,0.3000000,4.8782010,-1.1201767
0.3501669,0.3501669,0.3100000,2.7772605,-2.1108037
0.3601669,0.3601669,0.3200000,1.1731854,-2.7633038
0.3701669,0.3701669,0.3300000,-0.0412642,-3.1695854
0.3801669,0.3801669,0.3400000,-0.9484742,-3.4617772
0.3901669,0.3901669,0.3500000,-1.6114204,-3.6068730
0.4001669,0.4001669,0.3600000,-2.0792781,-3.6768817
0.4101669,0.4101669,0.3700000,-2.3912113,-3.6663073
0.4201669,0.4201669,0.3800000,-2.5793929,-3.5999960
0.4301669,0.4301669,0.3900000,-2.6714011,-3.4961835
0.4401669,0.4401669,0.4000000,-2.6911921,-3.3681979
0.4501669,0.4501669,0.4100000,-2.6589816,-3.2257249
0.4601669,0.4601669,0.4200000,-2.5910290,-3.0838764
0.4701669,0.4701669,0.4300000,-2.4998196,-2.9489715
0.4801669,0.4801669,0.4400000,-2.3945871,-2.8095638
0.4901669,0.4901669,0.4500000,-2.2819632,-2.6699953
0.5001669,0.5001669,0.4600000,-2.1665955,-2.5367127
0.5101669,0.5101669,0.4700000,-2.0516649,-2.4055159
0.5201669,0.5201669,0.4800000,-1.9392906,-2.2787110
0.5301669,0.5301669,0.4900000,-1.8308336,-2.1581172
0.5401669,0.5401669,0.5000000,-1.7271187,-2.0424774
0.5501669,0.5501669,0.5100000,-1.6285964,-1.9323863
0.5601669,0.5601669,0.5200000,-1.5354577,-1.8281235
0.5701669,0.5701669,0.5300000,-1.4477171,-1.7297539
0.5801669,0.5801669,0.5400000,-1.3652708,-1.6371980
0.5901669,0.5901669,0.5500000,-1.2879389,-1.5502819
0.6001669,0.6001669,0.5600000,-1.2154941,-1.4687720
0.6101669,0.6101669,0.5700000,-1.1476826,-1.3924005
0.6201669,0.6201669,0.5800000,-1.0842385,-1.3208819
0.6301669,0.6301669,0.5900000,-1.0248934,-1.2539253
0.6401669,0.6401669,0.6000000,-0.9693835,-1.1912425
0.6501669,0.6501669,0.6100000,-0.9174531,-1.1325531
0.6601669,0.6601669,0.6200000,-0.8688583,-1.0775882
0.6701669,0.6701669,0.6300000,-0.8233679,-1.0260923
0.6801669,0.6801669,0.6400000,-0.7807643,-0.9778246
0.6901669,0.6901669,0.6500000,-0.7408440,-0.9325590
0.7001669,0.7001669,0.6600000,-0.7034170,-0.8900842
0.7101669,0.7101669,0.6700000,-0.6683068,-0.8502037
0.7201669,0.7201669,0.6800000,-0.6353495,-0.8127348
0.7301669,0.7301669,0.6900000,-0.6043931,-0.7775079
0.7401669,0.7401669,0.7000000,-0.5752972,-0.7443661
0.7501669,0.7501669,0.7100000,-0.5479318,-0.7131864
0.7601669,0.7601669,0.7200000,-0.5221766,-0.6838499
0.7701669,0.7701669,0.7300000,-0.4979208,-0.6561865
0.7801669,0.7801669,0.7400000,-0.4750617,-0.6300823
0.7901669,0.7901669,0.7500000,-0.4535045,-0.6054319
0.8001669,0.8001669,0.7600000,-0.4331616,-0.5821379
0.8101669,0.8101669,0.7700000,-0.4139521,-0.5601102
0.8201669,0.8201669,0.7800000,-0.3958010,-0.5392653
0.8301669,0.8301669,0.7900000,-0.3786391,-0.5195262
0.8401669,0.8401669,0.8000000,-0.3624022,-0.5008213
0.8501669,0.8501669,0.8100000,-0.3470308,-0.4830845
0.8601669,0.8601669,0.8200000,-0.3324701,-0.4662542
0.8701669,0.8701669,0.8300000,-0.3186689,-0.4504285
0.8801669,0.8801669,0.8400000,-0.3055799,-0.4354485
0.8901669,0.8901669,0.8500000,-0.2931591,-0.4212127
0.9001669,0.9001669,0.8600000,-0.2813658,-0.4076792
0.9101669,0.9101669,0.8700000,-0.2701619,-0.3948393
0.9201669,0.9201669,0.8800000,-0.2595123,-0.3826121
0.9301669,0.9301669,0.8900000,-0.2493840,-0.3709611
0.9401669,0.9401669,0.9000000,-0.2397464,-0.3598523
0.9501669,0.9501669,0.9100000,-0.2305711,-0.3492541
0.9601669,0.9601669,0.9200000,-0.2218314,-0.3391369
0.9701669,0.9701669,0.9300000,-0.2135025,-0.3294807
0.9801669,0.9801669,0.9400000,-0.2055613,-0.3202758
0.9901669,0.9901669,0.9500000,-0.1979862,-0.3114721
1.0001669,1.0001669,0.9600000,-0.1907568,-0.3030477
1.0101669,1.0101669,0.9700000,-0.1838542,-0.2949815
1.0201669,1.0201669,0.9800000,-0.1772607,-0.2872543
1.0301669,1.0301669,0.9900000,-0.1709597,-0.2798477
1.0401669,1.0401669,1.0000000,-0.1649357,-0.2727556
1.0501669,1.0501669,1.0100000,-0.1591739,-0.2659614
1.0601669,1.0601669,1.0200000,-0.1536608,-0.2594383
1.0701669,1.0701669,1.0300000,-0.1483835,-0.2531723
1.0801669,1.0801669,1.0400000,-0.1433298,-0.2471504
1.0901669,1.0901669,1.0500000,-0.1384884,-0.2413601
1.1001669,1.1001669,1.0600000,-0.1338485,-0.2357898
1.1101669,1.1101669,1.0700000,-0.1294003,-0.2304288
1.1201669,1.1201669,1.0800000,-0.1251341,-0.2252666
1.1301669,1.1301669,1.0900000,-0.1210410,-0.2203071
1.1401669,1.1401669,1.1000000,-0.1171126,-0.2155270
1.1501669,1.1501669,1.1100000,-0.1133410,-0.2109177
1.1601669,1.1601669,1.1200000,-0.1097187,-0.2064710
1.1701669,1.1701669,1.1300000,-0.1062386,-0.2021794
1.1801669,1.1801669,1.1400000,-0.1028941,-0.1980357
1.1901669,1.1901669,1.1500000,-0.0996787,-0.1940331
1.2001669,1.2001669,1.1600000,-0.0965866,-0.1901653
1.2101669,1.2101669,1.1700000,-0.0936121,-0.1864261
1.2201669,1.2201669,1.1800000,-0.0907499,-0.1828098
1.2301669,1.2301669,1.1900000,-0.0879948,-0.1793111
1.2401669,1.2401669,1.2000000,-0.0853421,-0.1759247
1.2501669,1.2501669,1.2100000,-0.0827873,-0.1726595
1.2601669,1.2601669,1.2200000,-0.0803260,-0.1695389
1.2701669,1.2701669,1.2300000,-0.0779541,-0.1665156
1.2801669,1.2801669,1.2400000,-0.0756678,-0.1635854
1.2901669,1.2901669,1.2500000,-0.0734634,-0.1607444
1.3001669,1.3001669,1.2600000,-0.0713374,-0.1579890
1.3101669,1.3101669,1.2700000,-0.0692865,-0.1553156
1.3201669,1.3201669,1.2800000,-0.0673074,-0.1527209
1.3301669,1.3301669,1.2900000,-0.0653973,-0.1502017
1.3401669,1.3401669,1.3000000,-0.0635532,-0.1477550
1.3501669,1.3501669,1.3100000,-0.0617724,-0.1453779
1.3601669,1.3601669,1.3200000,-0.0600524,-0.1430677
1.3701669,1.3701669,1.3300000,-0.0583906,-0.1408218
1.3801669,1.3801669,1.3400000,-0.0567848,-0.1386377
1.3901669,1.3901669,1.3500000,-0.0552326,-0.1365157
1.4001669,1.4001669,1.3600000,-0.0537320,-0.1344547
1.4101669,1.4101669,1.3700000,-0.0522810,-0.1324502
1.4201669,1.4201669,1.3800000,-0.0508774,-0.1305019
1.4301669,1.4301669,1.3900000,-0.0495197,-0.1286062
1.4401669,1.4401669,1.4000000,-0.0482058,-0.1267614
1.4501669,1.4501669,1.4100000,-0.0469343,-0.1249658
1.4601669,1.4601669,1.4200000,-0.0457033,-0.1232158
1.4701669,1.4701669,1.4300000,-0.0445115,-0.1215116
1.4801669,1.4801669,1.4400000,-0.0433574,-0.1198487
1.4901669,1.4901669,1.4500000,-0.0422394,-0.1182274
1.5001669,1.5001669,1.4600000,-0.0411564,-0.1166448
1.5101669,1.5101669,1.4700000,-0.0401069,-0.1150994
1.5201669,1.5201669,1.4800000,-0.0390898,-0.1135898
1.5301669,1.5301669,1.4900000,-0.0381039,-0.1121155
1.5401669,1.5401669,1.5000000,-0.0371480,-0.1106750
1.5501669,1.5501669,1.5100000,-0.0362210,-0.1092670
1.5601669,1.5601669,1.5200000,-0.0353220,-0.1078902
1.5701669,1.5701669,1.5300000,-0.0344500,-0.1065438
1.5801669,1.5801669,1.5400000,-0.0336039,-0.1052267
1.5901669,1.5901669,1.5500000,-0.0327828,-0.1039381
