# r[nm],ssd(r)[nm]
-1.4413569,-1.4413569
-1.4363569,-1.4363569
-1.4313569,-1.4313569
-1.4263569,-1.4263569
-1.4213569,-1.4213569
-1.4163569,-1.4163569
-1.4113569,-1.4113569
-1.4063569,-1.4063569
-1.4013569,-1.4013569
-1.3963569,-1.3963569
-1.3913569,-1.3913569
-1.3863569,-1.3863569
-1.3813569,-1.3813569
-1.3763569,-1.3763569
-1.3713569,-1.3713569
-1.3663569,-1.3663569
-1.3613569,-1.3613569
-1.3563569,-1.3563569
-1.3513569,-1.3513569
-1.3463569,-1.3463569
-1.3413569,-1.3413569
-1.3363569,-1.3363569
-1.3313569,-1.3313569
-1.3263569,-1.3263569
-1.3213569,-1.3213569
-1.3163569,-1.3163569
-1.3113569,-1.3113569
-1.3063569,-1.3063569
-1.3013569,-1.3013569
-1.2963569,-1.2963569
-1.2913569,-1.2913569
-1.2863569,-1.2863569
-1.2813569,-1.2813569
-1.2763569,-1.2763569
-1.2713569,-1.2713569
-1.2663569,-1.2663569
-1.2613569,-1.2613569
-1.2563569,-1.2563569
-1.2513569,-1.2513569
-1.2463569,-1.2463569
-1.2413569,-1.2413569
-1.2363569,-1.2363569
-1.2313569,-1.2313569
-1.2263569,-1.2263569
-1.2213569,-1.2213569
-1.2163569,-1.2163569
-1.2113569,-1.2113569
-1.2063569,-1.2063569
-1.2013569,-1.2013569
-1.1963569,-1.1963569
-1.1913569,-1.1913569
-1.1863569,-1.1863569
-1.1813569,-1.1813569
-1.1763569,-1.1763569
-1.1713569,-1.1713569
-1.1663569,-1.1663569
-1.1613569,-1.1613569
-1.1563569,-1.1563569
-1.1513569,-1.1513569
-1.1463569,-1.1463569
-1.1413569,-1.1413569
-1.1363569,-1.1363569
-1.1313569,-1.1313569
-1.1263569,-1.1263569
-1.1213569,-1.1213569
-1.1163569,-1.1163569
-1.1113569,-1.1113569
-1.1063569,-1.1063569
-1.1013569,-1.1013569
-1.0963569,-1.0963569
-1.0913569,-1.0913569
-1.0863569,-1.0863569
-1.0813569,-1.0813569
-1.0763569,-1.0763569
-1.0713569,-1.0713569
-1.0663569,-1.0663569
-1.0613569,-1.0613569
-1.0563569,-1.0563569
-1.0513569,-1.0513569
-1.0463569,-1.0463569
-1.0413569,-1.0413569
-1.0363569,-1.0363569
-1.0313569,-1.0313569
-1.0263569,-1.0263569
-1.0213569,-1.0213569
-1.0163569,-1.0163569
-1.0113569,-1.0113569
-1.0063569,-1.0063569
-1.0013569,-1.0013569
-0.9963569,-0.9963569
-0.9913569,-0.9913569
-0.9863569,-0.9863569
-0.9813569,-0.9813569
-0.9763569,-0.9763569
-0.9713569,-0.9713569
-0.9663569,-0.9663569
-0.9613569,-0.9613569
-0.9563569,-0.9563569
-0.9513569,-0.9513569
-0.9463569,-0.9463569
-0.9413569,-0.9413569
-0.9363569,-0.9363569
-0.9313569,-0.9313569
-0.9263569,-0.9263569
-0.9213569,-0.9213569
-0.9163569,-0.9163569
-0.9113569,-0.9113569
-0.9063569,-0.9063569
-0.9013569,-0.9013569
-0.8963569,-0.8963569
-0.8913569,-0.8913569
-0.8863569,-0.8863569
-0.8813569,-0.8813569
-0.8763569,-0.8763569
-0.8713569,-0.8713569
-0.8663569,-0.8663569
-0.8613569,-0.8613569
-0.8563569,-0.8563569
-0.8513569,-0.8513569
-0.8463569,-0.8463569
-0.8413569,-0.8413569
