# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
0.7500000,0.0000000,-0.0374484,358932.5695209,230999.6656003,1433661.7405324,22647.7359020,1009760.4983535,358932.5695209,358932.5695209,423123.6405016,267606.8871695,358932.5695209,230999.6656003,1433661.7405324,22647.7359020,1009760.4983535,358932.5695209,358932.5695209,423123.6405016,267606.8871695
0.7550000,0.0050000,-0.0324484,348109.8310328,224029.1303105,1390488.9731634,21958.6129615,979350.9812374,348109.8310328,348109.8310328,410365.3764204,259537.8524722,348109.8310328,224029.1303105,1390488.9731634,21958.6129615,979350.9812374,348109.8310328,348109.8310328,410365.3764204,259537.8524722
0.7600000,0.0100000,-0.0274484,330488.6541017,212681.6840383,1320178.6091275,20838.6290711,929827.2435763,330488.6541017,330488.6541017,389592.8493048,246400.1527836,330488.6541017,212681.6840383,1320178.6091275,20838.6290711,929827.2435763,330488.6541017,330488.6541017,389592.8493048,246400.1527836
0.7650000,0.0150000,-0.0224484,309175.0336042,198956.7058990,1235132.0794682,19484.2839673,869924.0576992,309175.0336042,309175.0336042,364467.5264365,230509.5033414,309175.0336042,198956.7058990,1235132.0794682,19484.2839673,869924.0576992,309175.0336042,309175.0336042,364467.5264365,230509.5033414
0.7700000,0.0200000,-0.0174484,285156.4343550,183490.2361780,1139287.9355435,17958.5117148,802415.6316881,285156.4343550,285156.4343550,336153.4696553,212602.1214958,285156.4343550,183490.2361780,1139287.9355435,17958.5117148,802415.6316881,285156.4343550,285156.4343550,336153.4696553,212602.1214958
0.7750000,0.0250000,-0.0124484,259449.5064803,166937.0953029,1036701.3308680,16326.0846456,730158.2981496,259449.5064803,259449.5064803,305849.1455786,193435.9840890,259449.5064803,166937.0953029,1036701.3308680,16326.0846456,730158.2981496,259449.5064803,259449.5064803,305849.1455786,193435.9840890
0.7800000,0.0300000,-0.0074484,233025.7907029,149923.0252366,931247.7384354,14648.8732646,655881.8191883,233025.7907029,233025.7907029,274699.8441088,173735.4360554,233025.7907029,149923.0252366,931247.7384354,14648.8732646,655881.8191883,233025.7907029,233025.7907029,274699.8441088,173735.4360554
0.7850000,0.0350000,-0.0024484,206752.7450128,133006.7024469,826387.7481119,12982.0859855,582023.7155704,206752.7450128,206752.7450128,243728.1583844,154147.2220826,206752.7450128,133006.7024469,826387.7481119,12982.0859855,582023.7155704,206752.7450128,206752.7450128,243728.1583844,154147.2220826
0.7900000,0.0400000,0.0025516,181354.0123317,116654.1472288,725008.5765887,11371.7386252,510617.6312109,181354.0123317,181354.0123317,213787.1467607,135210.8636465,181354.0123317,116654.1472288,725008.5765887,11371.7386252,510617.6312109,181354.0123317,181354.0123317,213787.1467607,135210.8636465
0.7950000,0.0450000,0.0075516,157389.4783577,101225.8826996,629344.4847709,9853.3881628,443237.2788419,157389.4783577,157389.4783577,185536.8242236,117343.7908762,157389.4783577,101225.8826996,629344.4847709,9853.3881628,443237.2788419,157389.4783577,157389.4783577,185536.8242236,117343.7908762
