# r[nm],ssd(r)[nm]
-0.2174684,-0.2174684
-0.2124684,-0.2124684
-0.2074684,-0.2074684
-0.2024684,-0.2024684
-0.1974684,-0.1974684
-0.1924684,-0.1924684
-0.1874684,-0.1874684
-0.1824684,-0.1824684
-0.1774684,-0.1774684
-0.1724684,-0.1724684
-0.1674684,-0.1674684
-0.1624684,-0.1624684
-0.1574684,-0.1574684
-0.1524684,-0.1524684
-0.1474684,-0.1474684
-0.1424684,-0.1424684
-0.1374684,-0.1374684
-0.1324684,-0.1324684
-0.1274684,-0.1274684
-0.1224684,-0.1224684
-0.1174684,-0.1174684
-0.1124684,-0.1124684
-0.1074684,-0.1074684
-0.1024684,-0.1024684
-0.0974684,-0.0974684
-0.0924684,-0.0924684
-0.0874684,-0.0874684
-0.0824684,-0.0824684
-0.0774684,-0.0774684
-0.0724684,-0.0724684
-0.0674684,-0.0674684
-0.0624684,-0.0624684
-0.0574684,-0.0574684
-0.0524684,-0.0524684
-0.0474684,-0.0474684
-0.0424684,-0.0424684
-0.0374684,-0.0374684
-0.0324684,-0.0324684
-0.0274684,-0.0274684
-0.0224684,-0.0224684
-0.0174684,-0.0174684
-0.0124684,-0.0124684
-0.0074684,-0.0074684
-0.0024684,-0.0024684
0.0025316,0.0015316
0.0075316,0.0005316
0.0125316,0.0024684
0.0175316,0.0014684
0.0225316,0.0035316
0.0275316,0.0014684
0.0325316,0.0024684
0.0375316,0.0025316
0.0425316,0.0075316
0.0475316,0.0125316
0.0525316,0.0175316
0.0575316,0.0225316
0.0625316,0.0275316
0.0675316,0.0325316
0.0725316,0.0375316
0.0775316,0.0425316
0.0825316,0.0475316
0.0875316,0.0525316
0.0925316,0.0575316
0.0975316,0.0625316
0.1025316,0.0675316
0.1075316,0.0725316
0.1125316,0.0775316
0.1175316,0.0825316
0.1225316,0.0875316
0.1275316,0.0925316
0.1325316,0.0975316
0.1375316,0.1025316
0.1425316,0.1075316
0.1475316,0.1125316
0.1525316,0.1175316
0.1575316,0.1225316
0.1625316,0.1275316
0.1675316,0.1325316
0.1725316,0.1375316
0.1775316,0.1425316
0.1825316,0.1475316
0.1875316,0.1525316
0.1925316,0.1575316
0.1975316,0.1625316
0.2025316,0.1675316
0.2075316,0.1725316
0.2125316,0.1775316
0.2175316,0.1825316
0.2225316,0.1875316
0.2275316,0.1925316
0.2325316,0.1975316
0.2375316,0.2025316
0.2425316,0.2075316
0.2475316,0.2125316
0.2525316,0.2175316
0.2575316,0.2225316
0.2625316,0.2275316
0.2675316,0.2325316
0.2725316,0.2375316
0.2775316,0.2425316
0.2825316,0.2475316
0.2875316,0.2525316
0.2925316,0.2575316
0.2975316,0.2625316
0.3025316,0.2675316
0.3075316,0.2725316
0.3125316,0.2775316
0.3175316,0.2825316
0.3225316,0.2875316
0.3275316,0.2925316
0.3325316,0.2975316
0.3375316,0.3025316
0.3425316,0.3075316
0.3475316,0.3125316
0.3525316,0.3175316
0.3575316,0.3225316
0.3625316,0.3275316
0.3675316,0.3325316
0.3725316,0.3375316
0.3775316,0.3425316
0.3825316,0.3475316
0.3875316,0.3525316
0.3925316,0.3575316
0.3975316,0.3625316
0.4025316,0.3675316
0.4075316,0.3725316
0.4125316,0.3775316
0.4175316,0.3825316
0.4225316,0.3875316
0.4275316,0.3925316
0.4325316,0.3975316
0.4375316,0.4025316
0.4425316,0.4075316
0.4475316,0.4125316
0.4525316,0.4175316
0.4575316,0.4225316
0.4625316,0.4275316
0.4675316,0.4325316
0.4725316,0.4375316
0.4775316,0.4425316
0.4825316,0.4475316
0.4875316,0.4525316
0.4925316,0.4575316
0.4975316,0.4625316
0.5025316,0.4675316
0.5075316,0.4725316
0.5125316,0.4775316
0.5175316,0.4825316
0.5225316,0.4875316
0.5275316,0.4925316
0.5325316,0.4975316
0.5375316,0.5025316
0.5425316,0.5075316
0.5475316,0.5125316
0.5525316,0.5175316
0.5575316,0.5225316
0.5625316,0.5275316
0.5675316,0.5325316
0.5725316,0.5375316
0.5775316,0.5425316
0.5825316,0.5475316
0.5875316,0.5525316
0.5925316,0.5575316
0.5975316,0.5625316
0.6025316,0.5675316
0.6075316,0.5725316
0.6125316,0.5775316
0.6175316,0.5825316
0.6225316,0.5875316
0.6275316,0.5925316
0.6325316,0.5975316
0.6375316,0.6025316
0.6425316,0.6075316
0.6475316,0.6125316
0.6525316,0.6175316
0.6575316,0.6225316
0.6625316,0.6275316
0.6675316,0.6325316
0.6725316,0.6375316
0.6775316,0.6425316
0.6825316,0.6475316
0.6875316,0.6525316
0.6925316,0.6575316
0.6975316,0.6625316
0.7025316,0.6675316
0.7075316,0.6725316
0.7125316,0.6775316
0.7175316,0.6825316
0.7225316,0.6875316
0.7275316,0.6925316
0.7325316,0.6975316
0.7375316,0.7025316
0.7425316,0.7075316
0.7475316,0.7125316
0.7525316,0.7175316
0.7575316,0.7225316
0.7625316,0.7275316
0.7675316,0.7325316
0.7725316,0.7375316
0.7775316,0.7425316
0.7825316,0.7475316
0.7875316,0.7525316
0.7925316,0.7575316
0.7975316,0.7625316
0.8025316,0.7675316
0.8075316,0.7725316
0.8125316,0.7775316
0.8175316,0.7825316
0.8225316,0.7875316
0.8275316,0.7925316
0.8325316,0.7975316
0.8375316,0.8025316
0.8425316,0.8075316
0.8475316,0.8125316
0.8525316,0.8175316
0.8575316,0.8225316
0.8625316,0.8275316
0.8675316,0.8325316
0.8725316,0.8375316
0.8775316,0.8425316
0.8825316,0.8475316
0.8875316,0.8525316
0.8925316,0.8575316
0.8975316,0.8625316
0.9025316,0.8675316
0.9075316,0.8725316
0.9125316,0.8775316
0.9175316,0.8825316
0.9225316,0.8875316
0.9275316,0.8925316
0.9325316,0.8975316
0.9375316,0.9025316
0.9425316,0.9075316
0.9475316,0.9125316
0.9525316,0.9175316
0.9575316,0.9225316
0.9625316,0.9275316
0.9675316,0.9325316
0.9725316,0.9375316
0.9775316,0.9425316
0.9825316,0.9475316
0.9875316,0.9525316
0.9925316,0.9575316
0.9975316,0.9625316
1.0025316,0.9675316
1.0075316,0.9725316
1.0125316,0.9775316
1.0175316,0.9825316
1.0225316,0.9875316
1.0275316,0.9925316
1.0325316,0.9975316
1.0375316,1.0025316
1.0425316,1.0075316
1.0475316,1.0125316
1.0525316,1.0175316
1.0575316,1.0225316
1.0625316,1.0275316
1.0675316,1.0325316
1.0725316,1.0375316
1.0775316,1.0425316
1.0825316,1.0475316
1.0875316,1.0525316
1.0925316,1.0575316
1.0975316,1.0625316
1.1025316,1.0675316
1.1075316,1.0725316
1.1125316,1.0775316
1.1175316,1.0825316
1.1225316,1.0875316
1.1275316,1.0925316
1.1325316,1.0975316
1.1375316,1.1025316
1.1425316,1.1075316
1.1475316,1.1125316
1.1525316,1.1175316
1.1575316,1.1225316
1.1625316,1.1275316
1.1675316,1.1325316
1.1725316,1.1375316
1.1775316,1.1425316
1.1825316,1.1475316
1.1875316,1.1525316
1.1925316,1.1575316
1.1975316,1.1625316
1.2025316,1.1675316
1.2075316,1.1725316
1.2125316,1.1775316
1.2175316,1.1825316
1.2225316,1.1875316
1.2275316,1.1925316
1.2325316,1.1975316
1.2375316,1.2025316
1.2425316,1.2075316
1.2475316,1.2125316
1.2525316,1.2175316
1.2575316,1.2225316
1.2625316,1.2275316
1.2675316,1.2325316
1.2725316,1.2375316
1.2775316,1.2425316
1.2825316,1.2475316
1.2875316,1.2525316
1.2925316,1.2575316
1.2975316,1.2625316
1.3025316,1.2675316
1.3075316,1.2725316
1.3125316,1.2775316
1.3175316,1.2825316
1.3225316,1.2875316
1.3275316,1.2925316
1.3325316,1.2975316
1.3375316,1.3025316
1.3425316,1.3075316
1.3475316,1.3125316
1.3525316,1.3175316
1.3575316,1.3225316
1.3625316,1.3275316
1.3675316,1.3325316
1.3725316,1.3375316
1.3775316,1.3425316
1.3825316,1.3475316
1.3875316,1.3525316
1.3925316,1.3575316
1.3975316,1.3625316
1.4025316,1.3675316
1.4075316,1.3725316
1.4125316,1.3775316
1.4175316,1.3825316
1.4225316,1.3875316
1.4275316,1.3925316
1.4325316,1.3975316
1.4375316,1.4025316
1.4425316,1.4075316
1.4475316,1.4125316
1.4525316,1.4175316
1.4575316,1.4225316
1.4625316,1.4275316
1.4675316,1.4325316
1.4725316,1.4375316
1.4775316,1.4425316
1.4825316,1.4475316
1.4875316,1.4525316
1.4925316,1.4575316
1.4975316,1.4625316
1.5025316,1.4675316
1.5075316,1.4725316
1.5125316,1.4775316
1.5175316,1.4825316
1.5225316,1.4875316
1.5275316,1.4925316
1.5325316,1.4975316
1.5375316,1.5025316
1.5425316,1.5075316
1.5475316,1.5125316
1.5525316,1.5175316
1.5575316,1.5225316
1.5625316,1.5275316
1.5675316,1.5325316
1.5725316,1.5375316
