# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
0.0000000,0.0000000,-0.0534502,302462.7843325,194625.2131136,1208444.5439382,19047.0413800,851123.1151714,302462.7843325,302462.7843325,356554.8665417,225505.0978178,302462.7843325,194625.2131136,1208444.5439382,19047.0413800,851123.1151714,302462.7843325,302462.7843325,356554.8665417,225505.0978178
0.0050000,0.0050000,-0.0484502,300208.2572894,193173.4858842,1199447.5579456,18903.8782427,844786.0486865,300208.2572894,300208.2572894,353897.1425817,223824.2055967,300208.2572894,193173.4858842,1199447.5579456,18903.8782427,844786.0486865,300208.2572894,300208.2572894,353897.1425817,223824.2055967
0.0100000,0.0100000,-0.0434502,293561.2890471,188893.4147303,1172921.7319507,18481.8191488,826102.4749499,293561.2890471,293561.2890471,346061.4384973,218868.4712012,293561.2890471,188893.4147303,1172921.7319507,18481.8191488,826102.4749499,293561.2890471,293561.2890471,346061.4384973,218868.4712012
0.0150000,0.0150000,-0.0384502,282860.3460246,182003.0053365,1130217.1125681,17802.4292149,796023.3279533,282860.3460246,282860.3460246,333446.7516370,210890.2427115,282860.3460246,182003.0053365,1130217.1125681,17802.4292149,796023.3279533,282860.3460246,282860.3460246,333446.7516370,210890.2427115
0.0200000,0.0200000,-0.0334502,268633.3569049,172842.2923997,1073439.4927599,16899.3410752,756031.8664391,268633.3569049,268633.3569049,316675.4248171,200283.1242847,268633.3569049,172842.2923997,1073439.4927599,16899.3410752,756031.8664391,268633.3569049,268633.3569049,316675.4248171,200283.1242847
0.0250000,0.0250000,-0.0284502,251549.1100604,161842.0306010,1005256.5940147,15815.1532838,708007.1526565,251549.1100604,251549.1100604,296535.8517221,187545.7398680,251549.1100604,161842.0306010,1005256.5940147,15815.1532838,708007.1526565,251549.1100604,251549.1100604,296535.8517221,187545.7398680
0.0300000,0.0300000,-0.0234502,232359.3278816,149486.3803213,928667.0641113,14597.7343929,654061.3393877,232359.3278816,232359.3278816,273914.1918745,173238.5459536,232359.3278816,149486.3803213,928667.0641113,14597.7343929,654061.3393877,232359.3278816,232359.3278816,273914.1918745,173238.5459536
0.0350000,0.0350000,-0.0184502,211839.0270095,136274.4900282,846762.6302948,13296.4186618,596372.1361074,211839.0270095,211839.0270095,249724.0649636,157939.3663681,211839.0270095,136274.4900282,846762.6302948,13296.4186618,596372.1361074,211839.0270095,211839.0270095,249724.0649636,157939.3663681
0.0400000,0.0400000,-0.0134502,190732.1275439,122685.4610314,762511.1732045,11958.5379790,537030.0116790,190732.1275439,190732.1275439,224842.4328689,142202.8405039,190732.1275439,122685.4610314,762511.1732045,11958.5379790,537030.0116790,190732.1275439,190732.1275439,224842.4328689,142202.8405039
0.0450000,0.0450000,-0.0084502,169707.5679239,109150.0808939,678581.6842415,10626.6254590,477914.8992663,169707.5679239,169707.5679239,200057.8661794,126527.7041920,169707.5679239,109150.0808939,678581.6842415,10626.6254590,477914.8992663,169707.5679239,169707.5679239,200057.8661794,126527.7041920
0.0500000,0.0500000,-0.0034502,149328.9106147,96031.2482778,597223.0125740,9336.4809811,420610.7898694,149328.9106147,149328.9106147,176034.7141965,111334.1288236,149328.9106147,96031.2482778,597223.0125740,9336.4809811,420610.7898694,149328.9106147,149328.9106147,176034.7141965,111334.1288236
0.0550000,0.0550000,0.0015498,130038.1139032,83613.5238950,520199.0984724,8116.1413512,366360.1138472,130038.1139032,130038.1139032,153293.9744982,96951.6221988,130038.1139032,83613.5238950,520199.0984724,8116.1413512,366360.1138472,130038.1139032,130038.1139032,153293.9744982,96951.6221988
0.0600000,0.0600000,0.0065498,112152.2212187,72101.0028093,448775.7184136,6985.6748986,316054.4062898,112152.2212187,112152.2212187,132209.3901808,83616.5602066,112152.2212187,72101.0028093,448775.7184136,6985.6748986,316054.4062898,112152.2212187,112152.2212187,132209.3901808,83616.5602066
0.0650000,0.0650000,0.0115498,95870.4270255,61621.8708172,383748.6136625,5957.6378472,270254.1219225,95870.4270255,95870.4270255,113015.7794084,71477.4548940,95870.4270255,61621.8708172,383748.6136625,5957.6378472,270254.1219225,95870.4270255,95870.4270255,113015.7794084,71477.4548940
0.0700000,0.0700000,0.0165498,81288.3746740,52237.6188341,325500.4659845,5037.9913652,229228.7690675,81288.3746740,81288.3746740,95825.8902735,60605.6144156,81288.3746740,52237.6188341,325500.4659845,5037.9913652,229228.7690675,81288.3746740,81288.3746740,95825.8902735,60605.6144156
0.0750000,0.0750000,0.0215498,68416.5358962,43954.8856637,274074.1601968,4227.2779675,193008.5153641,68416.5358962,68416.5358962,80652.0672602,51008.8461087,68416.5358962,43954.8856637,274074.1601968,4227.2779675,193008.5153641,68416.5358962,68416.5358962,80652.0672602,51008.8461087
0.0800000,0.0800000,0.0265498,57199.9394783,36738.1688253,229251.4381394,3521.8827702,161439.5907017,57199.9394783,57199.9394783,67429.5081687,42646.1654636,57199.9394783,36738.1688253,229251.4381394,3521.8827702,161439.5907017,57199.9394783,57199.9394783,67429.5081687,42646.1654636
0.0850000,0.0850000,0.0315498,47537.1629166,30522.0595586,190628.6245864,2915.2464803,134237.6273003,47537.1629166,47537.1629166,56038.6522160,35441.9556017,47537.1629166,30522.0595586,190628.6245864,2915.2464803,134237.6273003,47537.1629166,47537.1629166,56038.6522160,35441.9556017
0.0900000,0.0900000,0.0365498,39297.2057803,25222.1123208,157683.9156764,2398.9421036,111035.0562590,39297.2057803,39297.2057803,46325.0710113,29298.5474329,39297.2057803,25222.1123208,157683.9156764,2398.9421036,111035.0562590,39297.2057803,39297.2057803,46325.0710113,29298.5474329
0.0950000,0.0950000,0.0415498,32333.5063374,20743.8732517,129833.2832721,1963.5684476,91420.4851181,32333.5063374,32333.5063374,38115.9918977,24106.6699346,32333.5063374,20743.8732517,129833.2832721,1963.5684476,91420.4851181,32333.5063374,32333.5063374,38115.9918977,24106.6699346
0.1000000,0.1000000,0.0465498,26494.8764359,16989.9228612,106474.0958569,1615.0873975,74969.4229968,26494.8764359,26494.8764359,31233.1884152,19753.6027962,26494.8764359,16989.9228612,106474.0958569,1599.4462982,74969.4229968,26494.8764359,26494.8764359,31233.1884152,19753.6027962
0.1050000,0.1050000,0.0515498,21633.4915076,13865.0213094,87016.9996560,1312.7673374,61266.7363424,21633.4915076,21633.4915076,25502.3992269,16129.1334712,21633.4915076,13865.0213094,87016.9996560,1297.1262380,61266.7363424,21633.4915076,21633.4915076,25502.3992269,16129.1334712
0.1100000,0.1100000,0.0565498,17610.2919307,11279.5859383,70907.4786819,1063.3721530,49921.8346600,17610.2919307,17610.2919307,20759.6954547,13129.5842337,17610.2919307,11279.5859383,70907.4786819,1047.7310536,49921.8346600,17610.2919307,17610.2919307,20759.6954547,13129.5842337
0.1150000,0.1150000,0.0615498,14298.2550671,9151.7970918,57638.9238009,858.8033176,40577.8753605,14298.2550671,14298.2550671,16855.3378839,10660.2516890,14298.2550671,9151.7970918,57638.9238009,843.1622183,40577.8753605,14298.2550671,14298.2550671,16855.3378839,10660.2516890
0.1200000,0.1200000,0.0665498,11584.0161579,7408.6403735,46759.1165373,691.8421968,32916.3301158,11584.0161579,11584.0161579,13655.6877380,8636.6152536,11584.0161579,7408.6403735,46759.1165373,676.2010976,32916.3301158,11584.0161579,11584.0161579,13655.6877380,8636.6152536
0.1250000,0.1250000,0.0715498,9368.2814104,5986.1710086,37871.8947249,556.1743525,26658.1574650,9368.2814104,9368.2814104,11043.6936411,6984.6451374,9368.2814104,5986.1710086,37871.8947249,540.5332624,26658.1574650,9368.2814104,9368.2814104,11043.6936411,6984.6451374
0.1300000,0.1300000,0.0765498,7565.4130428,4829.2449961,30635.5139579,446.3610678,21562.6480850,7565.4130428,7565.4130428,8918.4024532,5640.4929684,7565.4130428,4829.2449961,30635.5139579,430.7201967,21562.6480850,7565.4130428,7565.4130428,8918.4024532,5640.4929684
0.1350000,0.1350000,0.0815498,6102.4920271,3890.9140250,24758.9238489,357.7765297,17424.8013766,6102.4920271,6102.4920271,7193.8543946,4549.7930085,6102.4920271,3890.9140250,24758.9238489,342.1379373,17424.8013766,6102.4920271,6102.4920271,7193.8543946,4549.7930085
0.1400000,0.1400000,0.0865498,4918.0916636,3131.6343381,19996.8887738,286.5235642,14071.8882157,4918.0916636,4918.0916636,5797.6372883,3666.7477757,4918.0916636,3131.6343381,19996.8887738,270.8975250,14071.8882157,4918.0916636,4918.0916636,5797.6372883,3666.7477757
0.1450000,0.1450000,0.0915498,3960.9306534,2518.3981835,16144.6258267,229.3406447,11359.6737149,3960.9306534,3960.9306534,4669.2987490,2953.1238245,3960.9306534,2518.3981835,16144.6258267,213.7580163,11359.6737149,3960.9306534,3960.9306534,4669.2987490,2953.1238245
0.1500000,0.1500000,0.0965498,3188.5209381,2023.8620897,13032.4198718,183.5119949,9168.6239248,3188.5209381,3188.5209381,3758.7522051,2377.2436257,3188.5209381,2023.8620897,13032.4198718,168.0393896,9168.6239248,3188.5209381,3188.5209381,3758.7522051,2377.2436257
0.1550000,0.1550000,0.1015498,2565.8837489,1641.1603477,10520.5088087,146.7821216,7400.3029312,2565.8837489,2565.8837489,3024.7633265,1913.0282989,2565.8837489,1625.5192483,10520.5088087,131.5400037,7400.3029312,2565.8837489,2565.8837489,3024.7633265,1913.0282989
0.1600000,0.1600000,0.1065498,2064.3760876,1320.5842805,8494.4077086,117.2863369,5974.0791361,2064.3760876,2064.3760876,2433.5666354,1554.7637805,2064.3760876,1304.9431814,8494.4077086,102.4612726,5974.0791361,2064.3760876,2064.3760876,2433.5666354,1539.1226812
0.1650000,0.1650000,0.1115498,1676.2887554,1062.7566419,6860.7518945,93.5261086,4824.1971173,1676.2887554,1676.2887554,1957.6358946,1253.7587481,1660.6476561,1047.1155593,6860.7518945,79.3408061,4824.1971173,1660.6476561,1660.6476561,1957.6358946,1238.1176513
0.1700000,0.1700000,0.1165498,1351.3743243,855.4821066,5543.6791275,74.3546187,3897.2292579,1351.3743243,1351.3743243,1590.2552577,1011.5144493,1335.7332275,839.8413648,5543.6791275,60.9943057,3897.2292579,1335.7332275,1335.7332275,1574.6141586,995.8734354
0.1750000,0.1750000,0.1215498,1089.9169224,688.8860855,4481.7329739,58.8981544,3149.8945130,1089.9169224,1089.9169224,1282.0392135,816.5804101,1074.2759106,673.2484520,4481.7329739,46.4659028,3149.8945130,1074.2759106,1074.2759106,1266.3981282,800.9405019
0.1800000,0.1800000,0.1265498,879.5111044,554.9872158,3625.2472707,46.4551992,2547.2160734,879.5111044,879.5111044,1034.0056938,659.7031690,863.8712088,539.3649777,3625.2472707,34.9862740,2547.2160734,863.8712088,863.8712088,1018.3649014,644.0705155
0.1850000,0.1850000,0.1315498,710.1516518,447.3393616,2934.1605624,36.4474289,2060.9819079,710.1516518,710.1516518,834.3640172,533.4121117,694.5190147,431.7664048,2934.1605624,25.9376940,2060.9819079,694.5190147,694.5190147,818.7259637,517.8077650
0.1900000,0.1900000,0.1365498,573.7742521,360.7374713,2376.2057674,28.4041038,1684.1107057,573.7742521,573.7742521,673.6164006,431.6778751,558.1697796,345.2832043,2376.2057674,18.8251350,1668.4696212,558.1697796,558.1697796,657.9921947,416.1508036
0.1950000,0.1950000,0.1415498,463.8792081,290.9750865,1925.4213862,21.9418647,1367.0385975,463.8792081,463.8792081,544.1131708,349.6324606,448.3513701,275.7605545,1925.4213862,13.2525407,1351.3978068,448.3513701,448.3513701,528.5339924,334.2742473
0.2000000,0.2000000,0.1465498,375.2248149,234.6566526,1576.5752653,16.7394626,1110.7068702,375.2248149,375.2248149,439.6914111,283.3417869,359.8640749,219.8619551,1560.9343401,8.9034633,1095.0687358,359.8640749,359.8640749,424.2217352,268.3013833
0.2050000,0.2050000,0.1515498,303.5791837,189.0775359,1281.6088684,12.5204294,903.2958017,303.5791837,303.5791837,355.3804619,229.6435827,288.5325221,174.9095101,1265.9696788,5.5253428,887.6708501,288.5325221,288.5325221,340.1333329,215.1192080
0.2100000,0.2100000,0.1565498,245.5413550,152.1272933,1042.6776624,9.0497820,735.2959942,245.5413550,245.5413550,287.1712697,186.0421767,231.0046862,138.7545476,1027.0480440,2.9167939,719.7135081,231.0046862,231.0046862,272.3172878,172.2285751
0.2150000,0.2150000,0.1615498,198.4226991,122.1559908,848.9337279,6.1492328,599.0501428,198.4226991,198.4226991,231.8602005,150.5923955,184.5895712,109.6731538,833.3373642,0.9173607,583.5703674,184.5895712,184.5895712,217.6013491,137.6231770
0.2200000,0.2200000,0.1665498,160.1219774,97.8413893,691.6424107,3.7180037,488.3833037,160.1219774,160.1219774,186.9299622,121.7545292,147.1264638,86.2820420,676.1304785,-0.6007170,473.1114690,147.1264638,147.1264638,173.4383844,109.6920657
0.2250000,0.2250000,0.1715498,128.9741819,78.1097277,563.7607390,1.7167454,398.3116881,128.9741819,128.9741819,150.4046201,98.2829278,116.8798329,67.4709375,548.4250742,-1.7391051,383.4073864,116.8798329,116.8798329,137.7824822,87.1412931
0.2300000,0.2300000,0.1765498,103.6329750,62.0915081,459.6013841,0.1200100,324.8352798,103.6329750,103.6329750,120.7022853,79.1660631,92.4549767,52.3483231,444.5864158,-2.5786595,310.4916908,92.4549767,92.4549767,108.9895140,68.9310211
0.2350000,0.2350000,0.1815498,83.0052664,49.0814308,374.5848037,-1.1120645,264.7818961,83.0052664,83.0052664,96.5392231,63.5847510,72.7304007,40.1979565,360.0768569,-3.1836494,251.1704536,72.7304007,72.7304007,85.7374185,54.2251047
0.2400000,0.2400000,0.1865498,66.2056545,38.4995997,305.0600236,-2.0328647,215.6411888,66.2056545,66.2056545,76.8745334,50.8707430,56.8036531,30.4440508,291.2390779,-3.6051282,202.8695899,56.8036531,56.8036531,66.9623504,42.3507089
0.2450000,0.2450000,0.1915498,52.5123526,29.8622011,248.1321094,-2.6990567,175.3981551,52.5123526,52.5123526,60.8638639,40.4706119,43.9479601,22.6234058,235.1224612,-3.8836232,163.5125860,43.9479601,43.9479601,51.8075607,32.7659783
0.2500000,0.2500000,0.1965498,41.3287223,22.7671937,201.4822984,-3.1630102,142.4154327,41.3287223,41.3287223,47.8153305,31.9218464,33.5775192,16.3631112,189.3440461,-4.0512791,131.4225811,33.5775192,33.5775192,39.5824825,25.0341600
