# r[nm],ssd(r)[nm]
-1.0973057,-1.0973057
-1.0923057,-1.0923057
-1.0873057,-1.0873057
-1.0823057,-1.0823057
-1.0773057,-1.0773057
-1.0723057,-1.0723057
-1.0673057,-1.0673057
-1.0623057,-1.0623057
-1.0573057,-1.0573057
-1.0523057,-1.0523057
-1.0473057,-1.0473057
-1.0423057,-1.0423057
-1.0373057,-1.0373057
-1.0323057,-1.0323057
-1.0273057,-1.0273057
-1.0223057,-1.0223057
-1.0173057,-1.0173057
-1.0123057,-1.0123057
-1.0073057,-1.0073057
-1.0023057,-1.0023057
-0.9973057,-0.9973057
-0.9923057,-0.9923057
-0.9873057,-0.9873057
-0.9823057,-0.9823057
-0.9773057,-0.9773057
-0.9723057,-0.9723057
-0.9673057,-0.9673057
-0.9623057,-0.9623057
-0.9573057,-0.9573057
-0.9523057,-0.9523057
-0.9473057,-0.9473057
-0.9423057,-0.9423057
-0.9373057,-0.9373057
-0.9323057,-0.9323057
-0.9273057,-0.9273057
-0.9223057,-0.9223057
-0.9173057,-0.9173057
-0.9123057,-0.9123057
-0.9073057,-0.9073057
-0.9023057,-0.9023057
-0.8973057,-0.8973057
-0.8923057,-0.8923057
-0.8873057,-0.8873057
-0.8823057,-0.8823057
-0.8773057,-0.8773057
-0.8723057,-0.8723057
-0.8673057,-0.8673057
-0.8623057,-0.8623057
-0.8573057,-0.8573057
-0.8523057,-0.8523057
-0.8473057,-0.8473057
-0.8423057,-0.8423057
-0.8373057,-0.8373057
-0.8323057,-0.8323057
-0.8273057,-0.8273057
-0.8223057,-0.8223057
-0.8173057,-0.8173057
-0.8123057,-0.8123057
-0.8073057,-0.8073057
-0.8023057,-0.8023057
-0.7973057,-0.7973057
-0.7923057,-0.7923057
-0.7873057,-0.7873057
-0.7823057,-0.7823057
-0.7773057,-0.7773057
-0.7723057,-0.7723057
-0.7673057,-0.7673057
-0.7623057,-0.7623057
-0.7573057,-0.7573057
-0.7523057,-0.7523057
-0.7473057,-0.7473057
-0.7423057,-0.7423057
-0.7373057,-0.7373057
-0.7323057,-0.7323057
-0.7273057,-0.7273057
-0.7223057,-0.7223057
-0.7173057,-0.7173057
-0.7123057,-0.7123057
-0.7073057,-0.7073057
-0.7023057,-0.7023057
-0.6973057,-0.6973057
-0.6923057,-0.6923057
-0.6873057,-0.6873057
-0.6823057,-0.6823057
-0.6773057,-0.6773057
-0.6723057,-0.6723057
-0.6673057,-0.6673057
-0.6623057,-0.6623057
-0.6573057,-0.6573057
-0.6523057,-0.6523057
-0.6473057,-0.6473057
-0.6423057,-0.6423057
-0.6373057,-0.6373057
-0.6323057,-0.6323057
-0.6273057,-0.6273057
-0.6223057,-0.6223057
-0.6173057,-0.6173057
-0.6123057,-0.6123057
-0.6073057,-0.6073057
-0.6023057,-0.6023057
-0.5973057,-0.5973057
-0.5923057,-0.5923057
-0.5873057,-0.5873057
-0.5823057,-0.5823057
-0.5773057,-0.5773057
-0.5723057,-0.5723057
-0.5673057,-0.5673057
-0.5623057,-0.5623057
-0.5573057,-0.5573057
-0.5523057,-0.5523057
-0.5473057,-0.5473057
-0.5423057,-0.5423057
-0.5373057,-0.5373057
-0.5323057,-0.5323057
-0.5273057,-0.5273057
-0.5223057,-0.5223057
-0.5173057,-0.5173057
-0.5123057,-0.5123057
-0.5073057,-0.5073057
-0.5023057,-0.5023057
-0.4973057,-0.4973057
-0.4923057,-0.4923057
-0.4873057,-0.4873057
-0.4823057,-0.4823057
-0.4773057,-0.4773057
-0.4723057,-0.4723057
-0.4673057,-0.4673057
-0.4623057,-0.4623057
-0.4573057,-0.4573057
-0.4523057,-0.4523057
-0.4473057,-0.4473057
-0.4423057,-0.4423057
-0.4373057,-0.4373057
-0.4323057,-0.4323057
-0.4273057,-0.4273057
-0.4223057,-0.4223057
-0.4173057,-0.4173057
-0.4123057,-0.4123057
-0.4073057,-0.4073057
-0.4023057,-0.4023057
-0.3973057,-0.3973057
-0.3923057,-0.3923057
-0.3873057,-0.3873057
-0.3823057,-0.3823057
-0.3773057,-0.3773057
-0.3723057,-0.3723057
-0.3673057,-0.3673057
-0.3623057,-0.3623057
-0.3573057,-0.3573057
-0.3523057,-0.3523057
-0.3473057,-0.3473057
-0.3423057,-0.3423057
-0.3373057,-0.3373057
-0.3323057,-0.3323057
-0.3273057,-0.3273057
-0.3223057,-0.3223057
-0.3173057,-0.3173057
-0.3123057,-0.3123057
-0.3073057,-0.3073057
-0.3023057,-0.3023057
-0.2973057,-0.2973057
-0.2923057,-0.2923057
-0.2873057,-0.2873057
-0.2823057,-0.2823057
-0.2773057,-0.2773057
-0.2723057,-0.2723057
-0.2673057,-0.2673057
-0.2623057,-0.2623057
-0.2573057,-0.2573057
-0.2523057,-0.2523057
-0.2473057,-0.2473057
-0.2423057,-0.2423057
-0.2373057,-0.2373057
-0.2323057,-0.2323057
-0.2273057,-0.2273057
-0.2223057,-0.2223057
-0.2173057,-0.2173057
-0.2123057,-0.2123057
-0.2073057,-0.2073057
-0.2023057,-0.2023057
-0.1973057,-0.1973057
-0.1923057,-0.1923057
-0.1873057,-0.1873057
-0.1823057,-0.1823057
-0.1773057,-0.1773057
-0.1723057,-0.1723057
-0.1673057,-0.1673057
-0.1623057,-0.1623057
-0.1573057,-0.1573057
-0.1523057,-0.1523057
-0.1473057,-0.1473057
-0.1423057,-0.1423057
-0.1373057,-0.1373057
-0.1323057,-0.1323057
-0.1273057,-0.1273057
-0.1223057,-0.1223057
-0.1173057,-0.1173057
-0.1123057,-0.1123057
-0.1073057,-0.1073057
-0.1023057,-0.1023057
-0.0973057,-0.0973057
-0.0923057,-0.0923057
-0.0873057,-0.0873057
-0.0823057,-0.0823057
-0.0773057,-0.0773057
-0.0723057,-0.0723057
-0.0673057,-0.0673057
-0.0623057,-0.0623057
-0.0573057,-0.0573057
-0.0523057,-0.0523057
-0.0473057,-0.0473057
-0.0423057,-0.0423057
-0.0373057,-0.0373057
-0.0323057,-0.0323057
-0.0273057,-0.0273057
-0.0223057,-0.0223057
-0.0173057,-0.0173057
-0.0123057,-0.0123057
-0.0073057,-0.0073057
-0.0023057,-0.0023057
0.0026943,0.0026943
0.0076943,0.0076943
0.0126943,0.0126943
0.0176943,0.0176943
0.0226943,0.0226943
0.0276943,0.0276943
0.0326943,0.0326943
0.0376943,0.0376943
0.0426943,0.0426943
0.0476943,0.0476943
0.0526943,0.0526943
0.0576943,0.0576943
0.0626943,0.0626943
0.0676943,0.0676943
0.0726943,0.0726943
0.0776943,0.0776943
0.0826943,0.0826943
0.0876943,0.0876943
0.0926943,0.0926943
0.0976943,0.0976943
0.1026943,0.1026943
0.1076943,0.1076943
0.1126943,0.1126943
0.1176943,0.1176943
0.1226943,0.1226943
0.1276943,0.1276943
0.1326943,0.1326943
0.1376943,0.1376943
0.1426943,0.1426943
0.1476943,0.1476943
0.1526943,0.1526943
0.1576943,0.1576943
0.1626943,0.1626943
0.1676943,0.1676943
0.1726943,0.1726943
0.1776943,0.1776943
0.1826943,0.1826943
0.1876943,0.1876943
0.1926943,0.1926943
0.1976943,0.1976943
0.2026943,0.2026943
0.2076943,0.2076943
0.2126943,0.2126943
0.2176943,0.2176943
0.2226943,0.2226943
0.2276943,0.2276943
0.2326943,0.2326943
0.2376943,0.2376943
0.2426943,0.2426943
0.2476943,0.2476943
0.2526943,0.2526943
0.2576943,0.2576943
0.2626943,0.2626943
0.2676943,0.2676943
0.2726943,0.2726943
0.2776943,0.2776943
0.2826943,0.2826943
0.2876943,0.2876943
0.2926943,0.2926943
0.2976943,0.2976943
0.3026943,0.3026943
0.3076943,0.3076943
0.3126943,0.3126943
0.3176943,0.3176943
0.3226943,0.3226943
0.3276943,0.3276943
0.3326943,0.3326943
0.3376943,0.3376943
0.3426943,0.3426943
0.3476943,0.3476943
0.3526943,0.3526943
0.3576943,0.3576943
0.3626943,0.3626943
0.3676943,0.3676943
0.3726943,0.3726943
0.3776943,0.3776943
0.3826943,0.3826943
0.3876943,0.3876943
0.3926943,0.3926943
0.3976943,0.3976943
0.4026943,0.4026943
0.4076943,0.4076943
0.4126943,0.4126943
0.4176943,0.4176943
0.4226943,0.4226943
0.4276943,0.4276943
0.4326943,0.4326943
0.4376943,0.4376943
0.4426943,0.4426943
0.4476943,0.4476943
0.4526943,0.4526943
0.4576943,0.4576943
0.4626943,0.4626943
0.4676943,0.4676943
0.4726943,0.4726943
0.4776943,0.4776943
0.4826943,0.4826943
0.4876943,0.4876943
0.4926943,0.4926943
0.4976943,0.4976943
0.5026943,0.5026943
0.5076943,0.5076943
0.5126943,0.5126943
0.5176943,0.5176943
0.5226943,0.5226943
0.5276943,0.5276943
0.5326943,0.5326943
0.5376943,0.5376943
0.5426943,0.5426943
0.5476943,0.5476943
0.5526943,0.5526943
0.5576943,0.5576943
0.5626943,0.5626943
0.5676943,0.5676943
0.5726943,0.5726943
0.5776943,0.5776943
0.5826943,0.5826943
0.5876943,0.5876943
0.5926943,0.5926943
0.5976943,0.5976943
0.6026943,0.6026943
0.6076943,0.6076943
0.6126943,0.6126943
0.6176943,0.6176943
0.6226943,0.6226943
0.6276943,0.6276943
0.6326943,0.6326943
0.6376943,0.6376943
0.6426943,0.6426943
0.6476943,0.6476943
0.6526943,0.6526943
0.6576943,0.6576943
0.6626943,0.6626943
0.6676943,0.6676943
0.6726943,0.6726943
0.6776943,0.6776943
0.6826943,0.6826943
0.6876943,0.6876943
0.6926943,0.6926943
0.6976943,0.6976943
0.7026943,0.7026943
0.7076943,0.7076943
