# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
0.7722244,0.0222244,-0.0000000,156025.8355115,156025.8355115
0.7822244,0.0322244,0.0100000,120189.8488128,120189.8488128
0.7922244,0.0422244,0.0200000,96706.7546452,96706.7546452
0.8022244,0.0522244,0.0300000,91063.5380126,91063.5380126
0.8122244,0.0622244,0.0400000,91712.9146214,91712.9146214
0.8222244,0.0722244,0.0500000,81021.2878287,81021.2878287
0.8322244,0.0822244,0.0600000,90652.7502534,90652.7502534
0.8422244,0.0922244,0.0700000,91369.9039342,91369.9039342
0.8522244,0.1022244,0.0800000,56077.0179833,56077.0179833
0.8622244,0.1122244,0.0900000,34399.2787633,34399.2787633
0.8722244,0.1222244,0.1000000,21147.0695049,21147.0695049
0.8822244,0.1322244,0.1100000,13051.0709140,13051.0709140
0.8922244,0.1422244,0.1200000,8093.8833225,8093.8833225
0.9022244,0.1522244,0.1300000,5045.5194571,5045.5194571
0.9122244,0.1622244,0.1400000,3160.4155699,3160.4155699
0.9222244,0.1722244,0.1500000,1987.2502176,1987.2502176
0.9322244,0.1822244,0.1600000,1270.6929431,1252.3134784
0.9422244,0.1922244,0.1700000,807.1422388,788.9287182
0.9522244,0.2022244,0.1800000,507.9308339,490.2049770
0.9622244,0.2122244,0.1900000,317.6592193,299.7265046
0.9722244,0.2222244,0.2000000,198.0962718,180.1795472
0.9822244,0.2322244,0.2100000,122.5614782,104.7834233
0.9922244,0.2422244,0.2200000,74.4768717,57.1474350
1.0022244,0.2522244,0.2300000,43.5816361,27.1164606
1.0122244,0.2622244,0.2400000,23.6081945,8.3284177
1.0222244,0.2722244,0.2500000,10.6802720,-3.2426477
1.0322244,0.2822244,0.2600000,2.3162364,-10.1672382
1.0422244,0.2922244,0.2700000,-3.0998493,-14.0994057
1.0522244,0.3022244,0.2800000,-6.5932733,-16.4660608
1.0622244,0.3122244,0.2900000,-8.7831483,-17.8091292
1.0722244,0.3222244,0.3000000,-10.0585717,-18.6292507
1.0822244,0.3322244,0.3100000,-10.6884206,-18.7356232
1.0922244,0.3422244,0.3200000,-10.8678693,-19.2339453
1.1022244,0.3522244,0.3300000,-10.7495164,-19.2749244
1.1122244,0.3622244,0.3400000,-10.4850608,-18.7786872
1.1222244,0.3722244,0.3500000,-10.2055100,-17.9677961
1.1322244,0.3822244,0.3600000,-9.9530009,-16.9863701
1.1422244,0.3922244,0.3700000,-9.6948973,-15.9272881
1.1522244,0.4022244,0.3800000,-9.3954736,-14.8497806
1.1622244,0.4122244,0.3900000,-9.0495615,-14.1043630
1.1722244,0.4222244,0.4000000,-8.6745227,-13.5899601
1.1822244,0.4322244,0.4100000,-8.2933495,-12.9104083
1.1922244,0.4422244,0.4200000,-7.9286460,-12.1479732
1.2022244,0.4522244,0.4300000,-7.5946107,-11.3555315
1.2122244,0.4622244,0.4400000,-7.2936562,-10.7448665
1.2222244,0.4722244,0.4500000,-7.0271816,-10.2716832
1.2322244,0.4822244,0.4600000,-6.7982193,-10.0199809
1.2422244,0.4922244,0.4700000,-6.6065942,-9.6299849
1.2522244,0.5022244,0.4800000,-6.4416117,-9.1752127
1.2622244,0.5122244,0.4900000,-6.2836642,-9.2023663
1.2722244,0.5222244,0.5000000,-6.1160531,-8.9871339
1.2822244,0.5322244,0.5100000,-5.9279063,-8.9390931
1.2922244,0.5422244,0.5200000,-5.7108949,-8.7006039
1.3022244,0.5522244,0.5300000,-5.4607442,-8.3367397
1.3122244,0.5622244,0.5400000,-5.1807525,-8.3557817
1.3222244,0.5722244,0.5500000,-4.8810848,-8.1571074
1.3322244,0.5822244,0.5600000,-4.5741623,-7.8273959
1.3422244,0.5922244,0.5700000,-4.2704585,-7.4241336
1.3522244,0.6022244,0.5800000,-3.9771029,-7.1648372
1.3622244,0.6122244,0.5900000,-3.6983530,-6.8425033
1.3722244,0.6222244,0.6000000,-3.4363723,-6.4658130
1.3822244,0.6322244,0.6100000,-3.1920624,-6.0662525
1.3922244,0.6422244,0.6200000,-2.9657198,-5.6636800
1.4022244,0.6522244,0.6300000,-2.7572741,-5.4284532
1.4122244,0.6622244,0.6400000,-2.5660953,-5.1719205
1.4222244,0.6722244,0.6500000,-2.3908275,-4.8895496
1.4322244,0.6822244,0.6600000,-2.2298151,-4.5957900
1.4422244,0.6922244,0.6700000,-2.0815414,-4.3008340
1.4522244,0.7022244,0.6800000,-1.9445800,-4.0117024
1.4622244,0.7122244,0.6900000,-1.8175967,-3.7330664
1.4722244,0.7222244,0.7000000,-1.6995816,-3.4678692
1.4822244,0.7322244,0.7100000,-1.5898912,-3.3343116
1.4922244,0.7422244,0.7200000,-1.4880769,-3.1943695
1.5022244,0.7522244,0.7300000,-1.3937252,-3.0231374
1.5122244,0.7622244,0.7400000,-1.3063918,-2.8378183
1.5222244,0.7722244,0.7500000,-1.2255994,-2.6493695
1.5322244,0.7822244,0.7600000,-1.1508579,-2.4645924
1.5422244,0.7922244,0.7700000,-1.0816847,-2.2875337
1.5522244,0.8022244,0.7800000,-1.0176195,-2.1204271
1.5622244,0.8122244,0.7900000,-0.9582322,-1.9643250
1.5722244,0.8222244,0.8000000,-0.9031261,-1.8195232
1.5822244,0.8322244,0.8100000,-0.8519385,-1.6858447
1.5922244,0.8422244,0.8200000,-0.8043394,-1.5628289
1.6022244,0.8522244,0.8300000,-0.7600295,-1.4498570
1.6122244,0.8622244,0.8400000,-0.7187373,-1.3462334
1.6222244,0.8722244,0.8500000,-0.6802170,-1.2512390
1.6322244,0.8822244,0.8600000,-0.6442457,-1.1641642
1.6422244,0.8922244,0.8700000,-0.6106213,-1.0843286
1.6522244,0.9022244,0.8800000,-0.5791604,-1.0110924
1.6622244,0.9122244,0.8900000,-0.5496962,-0.9438617
1.6722244,0.9222244,0.9000000,-0.5220769,-0.8820908
1.6822244,0.9322244,0.9100000,-0.4961643,-0.8252808
1.6922244,0.9422244,0.9200000,-0.4718321,-0.7729783
1.7022244,0.9522244,0.9300000,-0.4489651,-0.7247724
1.7122244,0.9622244,0.9400000,-0.4274579,-0.6802916
