# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
0.0139130,0.0139130,-0.0000000,139116.9340089,139116.9340089
0.0239130,0.0239130,0.0100000,125437.6849977,125437.6849977
0.0339130,0.0339130,0.0200000,115261.4720515,115261.4720515
0.0439130,0.0439130,0.0300000,109630.1956096,109630.1956096
0.0539130,0.0539130,0.0400000,108983.7673624,108983.7673624
0.0639130,0.0639130,0.0500000,106569.1435272,106569.1435272
0.0739130,0.0739130,0.0600000,78023.5378713,78023.5378713
0.0839130,0.0839130,0.0700000,55104.3449268,55104.3449268
0.0939130,0.0939130,0.0800000,38018.1401754,38018.1401754
0.1039130,0.1039130,0.0900000,25728.6076264,25728.6076264
0.1139130,0.1139130,0.1000000,17136.8814923,17136.8814923
0.1239130,0.1239130,0.1100000,11263.0795061,11263.0795061
0.1339130,0.1339130,0.1200000,7316.7461794,7316.7461794
0.1439130,0.1439130,0.1300000,4700.9512191,4700.9512191
0.1539130,0.1539130,0.1400000,2985.2267350,2985.2267350
0.1639130,0.1639130,0.1500000,1869.2643763,1869.2643763
0.1739130,0.1739130,0.1600000,1167.4570268,1148.5364181
0.1839130,0.1839130,0.1700000,704.9864176,686.1525482
0.1939130,0.1939130,0.1800000,410.0589283,391.6290624
0.2039130,0.2039130,0.1900000,223.2151505,205.6803313
0.2139130,0.2139130,0.2000000,105.8782466,89.6959941
0.2239130,0.2239130,0.2100000,33.2016459,18.6321876
0.2339130,0.2339130,0.2200000,-10.8231023,-23.7120011
0.2439130,0.2439130,0.2300000,-36.6018768,-47.7977842
0.2539130,0.2539130,0.2400000,-50.8148125,-60.3700991
0.2639130,0.2639130,0.2500000,-57.6938665,-65.7706975
0.2739130,0.2739130,0.2600000,-59.9638676,-66.7879766
0.2839130,0.2839130,0.2700000,-59.4088565,-65.2063371
0.2939130,0.2939130,0.2800000,-57.1844117,-62.1621376
0.3039130,0.3039130,0.2900000,-54.0074490,-58.3968362
0.3139130,0.3139130,0.3000000,-50.3356447,-54.3225255
0.3239130,0.3239130,0.3100000,-46.4800654,-50.2081366
0.3339130,0.3339130,0.3200000,-42.6473677,-46.2233360
0.3439130,0.3439130,0.3300000,-38.9643984,-42.4500061
0.3539130,0.3539130,0.3400000,-35.5012224,-38.9340555
0.3639130,0.3639130,0.3500000,-32.3204107,-35.6924099
0.3739130,0.3739130,0.3600000,-30.2447675,-33.3503265
0.3839130,0.3839130,0.3700000,-30.6370791,-35.0088059
0.3939130,0.3939130,0.3800000,-31.0548722,-34.9229494
0.4039130,0.4039130,0.3900000,-30.5581758,-33.8016449
0.4139130,0.4139130,0.4000000,-29.3597148,-32.1168509
0.4239130,0.4239130,0.4100000,-27.7319136,-30.1598129
0.4339130,0.4339130,0.4200000,-25.8897813,-28.1071869
0.4439130,0.4439130,0.4300000,-23.9832896,-26.0713610
0.4539130,0.4539130,0.4400000,-22.1220784,-24.1091228
0.4639130,0.4639130,0.4500000,-20.8373875,-24.3632714
0.4739130,0.4739130,0.4600000,-21.5414119,-27.1117497
0.4839130,0.4839130,0.4700000,-22.6366146,-27.9005592
0.4939130,0.4939130,0.4800000,-22.8540212,-27.5100881
0.5039130,0.5039130,0.4900000,-22.2922660,-26.4354478
0.5139130,0.5139130,0.5000000,-21.2188239,-24.9966721
0.5239130,0.5239130,0.5100000,-19.8613924,-23.3992144
0.5339130,0.5339130,0.5200000,-18.3846071,-21.7671021
0.5439130,0.5439130,0.5300000,-16.8965341,-20.1614328
0.5539130,0.5539130,0.5400000,-15.4629158,-18.6265369
0.5639130,0.5639130,0.5500000,-14.1204775,-17.1856077
0.5739130,0.5739130,0.5600000,-12.8868730,-15.8486676
0.5839130,0.5839130,0.5700000,-11.7675366,-14.6176930
0.5939130,0.5939130,0.5800000,-10.7603090,-13.4899020
0.6039130,0.6039130,0.5900000,-9.8585729,-12.4598500
0.6139130,0.6139130,0.6000000,-9.0533863,-11.5207541
0.6239130,0.6239130,0.6100000,-8.3349105,-10.6657755
0.6339130,0.6339130,0.6200000,-7.6933254,-9.8871187
0.6439130,0.6439130,0.6300000,-7.1193726,-9.1775169
0.6539130,0.6539130,0.6400000,-6.6046350,-8.5304953
0.6639130,0.6639130,0.6500000,-6.1416418,-7.9400310
0.6739130,0.6739130,0.6600000,-5.7238658,-7.4006021
