# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
0.7753408,0.0253408,0.0000000,187331.0798909,187331.0798909
0.7853408,0.0353408,0.0100000,144870.3469087,144870.3469087
0.7953408,0.0453408,0.0200000,114930.1404670,114930.1404670
0.8053408,0.0553408,0.0300000,95819.8806776,95819.8806776
0.8153408,0.0653408,0.0400000,89060.3339893,89060.3339893
0.8253408,0.0753408,0.0500000,86709.4724586,86709.4724586
0.8353408,0.0853408,0.0600000,82398.6612969,82398.6612969
0.8453408,0.0953408,0.0700000,52014.0120988,52014.0120988
0.8553408,0.1053408,0.0800000,32705.2692578,32705.2692578
0.8653408,0.1153408,0.0900000,20541.2675158,20541.2675158
0.8753408,0.1253408,0.1000000,12912.6997921,12912.6997921
0.8853408,0.1353408,0.1100000,8134.7536035,8134.7536035
0.8953408,0.1453408,0.1200000,5139.0708274,5139.0708274
0.9053408,0.1553408,0.1300000,3255.7234519,3255.7234519
0.9153408,0.1653408,0.1400000,2067.1697773,2067.1697773
0.9253408,0.1753408,0.1500000,1332.1527020,1313.7735215
0.9353408,0.1853408,0.1600000,852.3227332,834.0151422
0.9453408,0.1953408,0.1700000,539.4492556,521.6633519
0.9553408,0.2053408,0.1800000,338.4962620,320.5261630
0.9653408,0.2153408,0.1900000,211.9002591,193.9428393
0.9753408,0.2253408,0.2000000,131.7775288,113.8990795
0.9853408,0.2353408,0.2100000,80.8319324,63.1901131
0.9953408,0.2453408,0.2200000,48.0905770,31.1250663
1.0053408,0.2553408,0.2300000,26.6296362,10.9895213
1.0153408,0.2653408,0.2400000,12.4613373,-1.4743774
1.0253408,0.2753408,0.2500000,3.2102681,-8.9900573
1.0353408,0.2853408,0.2600000,-2.7827163,-13.7642262
1.0453408,0.2953408,0.2700000,-6.6802552,-17.0528452
1.0553408,0.3053408,0.2800000,-9.1401192,-18.6408404
1.0653408,0.3153408,0.2900000,-10.5158692,-19.1364602
1.0753408,0.3253408,0.3000000,-11.0933244,-19.2851517
1.0853408,0.3353408,0.3100000,-11.1346297,-19.6376603
1.0953408,0.3453408,0.3200000,-10.8755104,-19.3945472
1.1053408,0.3553408,0.3300000,-10.5310214,-18.7875753
1.1153408,0.3653408,0.3400000,-10.2203125,-17.9680123
1.1253408,0.3753408,0.3500000,-9.9430371,-17.0344478
1.1353408,0.3853408,0.3600000,-9.6587852,-16.0508480
1.1453408,0.3953408,0.3700000,-9.3388051,-15.0583473
1.1553408,0.4053408,0.3800000,-8.9794993,-14.1567919
1.1653408,0.4153408,0.3900000,-8.5987976,-13.5735941
1.1753408,0.4253408,0.4000000,-8.2260228,-12.9500007
1.1853408,0.4353408,0.4100000,-7.8798932,-12.5763620
1.1953408,0.4453408,0.4200000,-7.5596834,-12.2842976
1.2053408,0.4553408,0.4300000,-7.2619870,-11.8398874
1.2153408,0.4653408,0.4400000,-6.9914953,-11.3003167
1.2253408,0.4753408,0.4500000,-6.7547382,-10.7066273
1.2353408,0.4853408,0.4600000,-6.5512697,-10.4454504
