# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-0.8234444,-0.8234444,-0.8384856,112758.9293686,66167.8292654,554697.8935578,3582.7166400,385710.0283205,112758.9293686,112758.9293686,132924.6012898,84068.8994291,112758.9293686,66167.8292654,554697.8935578,3582.7166400,385710.0283205,112758.9293686,112758.9293686,132924.6012898,84068.8994291
-0.8184444,-0.8184444,-0.8334856,112273.3015947,65880.6897078,552337.0465121,3565.4582393,384067.4995021,112273.3015947,112273.3015947,132352.1244263,83706.8332698,112273.3015947,65880.6897078,552337.0465121,3565.4582393,384067.4995021,112273.3015947,112273.3015947,132352.1244263,83706.8332698
-0.8134444,-0.8134444,-0.8284856,110298.8313500,64716.3457427,542697.9745773,3497.9108878,377362.5606075,110298.8313500,110298.8313500,130024.5422870,82234.7410696,110298.8313500,64716.3457427,542697.9745773,3497.9108878,377362.5606075,110298.8313500,110298.8313500,130024.5422870,82234.7410696
-0.8084444,-0.8084444,-0.8234856,106976.8509910,62758.0588294,526471.7060654,3384.8403776,366075.8562305,106976.8509910,106976.8509910,126108.4629381,79757.9950214,106976.8509910,62758.0588294,526471.7060654,3384.8403776,366075.8562305,106976.8509910,106976.8509910,126108.4629381,79757.9950214
-0.8034444,-0.8034444,-0.8184856,102530.8639757,60137.5175888,504750.7934607,3233.7990859,350967.3188985,102530.8639757,102530.8639757,120867.3609282,76443.2310614,102530.8639757,60137.5175888,504750.7934607,3233.7990859,350967.3188985,102530.8639757,102530.8639757,120867.3609282,76443.2310614
-0.7984444,-0.7984444,-0.8134856,97259.1877974,57030.4949657,478961.8259449,3054.8705959,333033.4956268,97259.1877974,97259.1877974,114652.9044939,72512.8637109,97259.1877974,57030.4949657,478961.8259449,3054.8705959,333033.4956268,97259.1877974,97259.1877974,114652.9044939,72512.8637109
-0.7934444,-0.7934444,-0.8084856,90299.1498100,52941.8830557,444811.8703715,2830.0134391,309281.1580038,90299.1498100,90299.1498100,106448.1416462,67323.7160589,90299.1498100,52941.8830557,444811.8703715,2830.0134391,309281.1580038,90299.1498100,90299.1498100,106448.1416462,67323.7160589
-0.7884444,-0.7884444,-0.8034856,82800.4029127,48526.1914697,408122.2539268,2578.8012601,283762.5291124,82800.4029127,82800.4029127,97608.3278321,61732.9269100,82800.4029127,48526.1914697,408122.2539268,2578.8012601,283762.5291124,82800.4029127,82800.4029127,97608.3278321,61732.9269100
-0.7834444,-0.7834444,-0.7984856,75056.8477032,43966.7266029,370229.8727417,2319.7114130,257407.5064798,75056.8477032,75056.8477032,88479.9244803,55959.6177115,75056.8477032,43966.7266029,370229.8727417,2319.7114130,257407.5064798,75056.8477032,75056.8477032,88479.9244803,55959.6177115
-0.7784444,-0.7784444,-0.7934856,67320.6777198,39412.0689426,332367.6854995,2061.2553053,231073.6779218,67320.6777198,67320.6777198,79360.2271196,50191.8146653,67320.6777198,39412.0689426,332367.6854995,2061.2553053,231073.6779218,67320.6777198,67320.6777198,79360.2271196,50191.8146653
