# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol]
0.7500000,0.0000000,-0.0282667,287516.3077738,185065.4558441,1148822.8608020,18092.2465559,809174.7086070,287552.1270724,287480.4884751,338935.3800108,214361.5560898
0.7550000,0.0050000,-0.0232667,262734.4394528,169112.7581900,1049731.8179991,16536.9535377,739378.3015141,262763.7054289,262705.1734766,309721.5520307,195885.1089719
0.7600000,0.0100000,-0.0182667,235655.3284391,151674.7036189,941666.5793516,14817.9003050,663260.9779862,235683.7077954,235626.9490828,277799.6452254,175695.9224198
0.7650000,0.0150000,-0.0132667,208751.0084948,134349.8999241,834291.3060766,13110.7934065,587629.8864433,208778.4911141,208723.5258755,246083.7889149,155637.0536431
0.7700000,0.0200000,-0.0082667,182773.9960128,117622.9715831,730608.3275720,11463.4943025,514599.7559808,182800.5726420,182747.4193836,215461.0786232,136269.5511132
0.7750000,0.0250000,-0.0032667,158304.2414141,101867.3711810,632931.8935154,9912.8430572,445800.6438829,158329.9037166,158278.5791117,186615.1824099,118025.8044766
0.7800000,0.0300000,0.0017333,135746.4898030,87343.6850525,542877.5868753,8484.4968112,382370.4805362,135771.2304096,135721.7491963,160023.2295091,101207.5767569
0.7850000,0.0350000,0.0067333,115342.6415968,74207.6016718,461411.5540038,7193.7254795,324989.7482509,115366.4541556,115318.8290379,135970.3815194,85995.2199847
0.7900000,0.0400000,0.0117333,97194.1326432,62524.3338366,388939.6969017,6046.8461382,273944.3083805,97217.0118670,97171.2534194,114576.2149539,72464.3609871
0.7950000,0.0450000,0.0167333,81289.4903499,52286.3741160,325417.5174128,5042.9864940,229202.7748462,81311.4320614,81267.5486385,95827.2054757,60606.4462224
0.8000000,0.0500000,0.0217333,67533.0103958,43431.9708777,270464.4435746,4175.9183588,190497.0443239,67554.0115702,67512.0092215,79610.5331173,50350.1220782
0.8050000,0.0550000,0.0267333,55771.5982822,35862.4208039,223470.8516825,3435.7724487,157397.6809528,55791.6570871,55751.5394774,65745.7241433,41581.2469420
0.8100000,0.0600000,0.0317333,45817.9521466,29457.0032821,183690.5108823,2810.5182613,129379.0325225,45837.0679781,45798.8363151,54011.9798503,34160.1754524
0.8150000,0.0650000,0.0367333,37469.2441653,24085.0140377,150315.0876951,2287.1554977,105871.7096736,37487.4176806,37451.0706500,44170.1989296,27935.6866640
0.8200000,0.0700000,0.0417333,30521.1988206,19614.8327359,122530.3021368,1852.6108361,86302.1405796,30538.4319665,30503.9656747,35979.5734744,22755.4802841
0.8250000,0.0750000,0.0467333,24777.9526629,15920.2725847,99555.2665228,1509.1008503,70120.2796774,24794.2486997,24761.6566261,29209.2120504,18473.5277476
0.8300000,0.0800000,0.0517333,20058.3436284,12884.6296474,80667.5888191,1215.5870635,56817.2891401,20073.7071495,20042.9801073,23645.5537869,14954.7613005
0.8350000,0.0850000,0.0567333,16199.3713699,10402.9096920,65217.1952885,976.4097891,45935.2744298,16213.8083162,16184.9344236,19096.4475501,12077.6538953
0.8400000,0.0900000,0.0617333,13057.5494141,8382.6970618,52631.7453573,782.4281203,37071.0976119,13071.0670829,13044.0317453,15392.7459174,9735.2273087
0.8450000,0.0950000,0.0667333,10508.7838370,6744.0745256,42416.1686929,625.7457947,29876.0505407,10521.3908861,10496.1767880,12388.1621562,7834.9616874
0.8500000,0.1000000,0.0717333,8447.2983409,5418.9290658,34148.3970628,499.6405383,24052.8478142,8459.0047864,8435.5918954,9958.0030621,6297.9941247
0.8550000,0.1050000,0.0767333,6784.0068064,4349.9019969,27472.8901139,398.4584525,19351.0659076,6794.8240151,6773.1895976,7997.2504611,5057.9052952
0.8600000,0.1100000,0.0817333,5444.6260735,3489.1720036,22093.1224865,317.4921312,15561.8507883,5454.5667494,5434.6853975,6418.3364815,4059.3124142
0.8650000,0.1150000,0.0867333,4367.7307353,2797.2010711,17763.8370980,252.8553661,12512.4609166,4376.8089000,4358.6525705,5148.8504704,3256.4189636
0.8700000,0.1200000,0.0917333,3502.8799539,2241.5270330,14283.5832929,201.3626916,10061.0109834,3511.1109212,3494.6489866,4129.3308109,2611.6181149
0.8750000,0.1250000,0.0967333,2808.8925724,1810.3877827,11487.8443358,160.4183811,8091.6308396,2816.2929165,2801.4922283,3311.2315569,2094.2067160
0.8800000,0.1300000,0.1017333,2252.3085157,1452.7859513,9242.9060744,127.9162565,6510.1465502,2258.8960345,2245.7209969,2655.1086740,1693.9741095
0.8850000,0.1350000,0.1067333,1820.7845186,1166.0409196,7440.5153156,102.1498706,5240.3177575,1826.5781954,1814.9908463,2129.0401428,1361.2591567
0.8900000,0.1400000,0.1117333,1463.0041487,936.1065075,5993.3107193,81.7358878,4220.6192268,1468.0240836,1457.9842138,1722.0107010,1094.5113075
0.8950000,0.1450000,0.1167333,1176.1272299,751.6843919,4830.9705632,65.5574345,3401.5273746,1180.3946165,1171.8598433,1383.8290575,880.6264562
0.9000000,0.1500000,0.1217333,946.0409445,603.7054248,3897.0022602,52.7264301,2743.2588565,949.5779908,942.5038982,1112.5944163,709.0826069
0.9050000,0.1550000,0.1267333,761.4311328,484.9013764,3146.0916163,42.5505740,2213.9034428,764.2610028,758.6012627,894.9692069,571.4443393
0.9100000,0.1600000,0.1317333,613.2377818,389.4406168,2541.9308100,34.4932424,1802.6300488,615.3845279,611.0910356,720.2731345,460.9568419
0.9150000,0.1650000,0.1367333,494.2116935,312.1866537,2055.4496175,28.1291153,1459.4971092,495.7001849,492.7232021,579.9605631,372.2153799
0.9200000,0.1700000,0.1417333,398.5553507,246.7911138,1678.1181977,23.1045356,1182.8587666,399.4111981,397.6995033,467.1971544,300.8975383
0.9250000,0.1750000,0.1467333,321.6331801,191.7884728,1361.8468382,19.1138349,959.6065345,321.8826577,321.3837022,376.5183149,243.5472046
0.9300000,0.1800000,0.1517333,259.7385727,147.1871484,1106.4714152,15.8956640,779.2500712,259.4085361,260.0686067,303.5545501,197.4008678
0.9350000,0.1850000,0.1567333,209.9070344,111.1865436,900.0634143,13.2366307,633.3915965,209.0248286,210.7892221,244.8111992,160.2483104
0.9400000,0.1900000,0.1617333,169.7666402,82.0931136,733.0684455,10.9795004,515.3051128,168.3599854,171.1732062,197.4921450,130.3211121
0.9450000,0.1950000,0.1667333,137.4185299,58.5358669,597.8286715,9.0301170,419.6000479,135.5153696,139.3213650,159.3589375,106.2035387
0.9500000,0.2000000,0.1717333,111.3415049,39.4205528,488.2014648,7.3396333,341.9526781,108.9698123,113.7121189,128.6183457,86.7611435
0.9550000,0.2050000,0.1767333,90.3156819,23.8751801,399.2551282,5.8734730,278.8918315,87.5033566,93.1223378,103.8326104,71.0822182
0.9600000,0.2100000,0.1817333,73.3603123,11.2036008,327.0262058,4.5987642,227.6279727,70.1357377,76.5448565,83.8473529,58.4287397
0.9650000,0.2150000,0.1867333,59.6826978,-2.5450262,268.3259453,3.4903701,185.9169067,56.0753383,63.0887794,67.7326372,48.2004705
0.9700000,0.2200000,0.1917333,48.6403783,-26.5658132,220.5859367,2.5365174,151.9510758,44.6755561,51.9389839,54.7361201,39.9142954
0.9750000,0.2250000,0.1967333,39.7163373,-45.8311123,181.7348441,1.7347014,124.2728203,35.3948211,38.9269392,44.2498208,33.1870575
0.9800000,0.2300000,0.2017333,32.4975678,-60.8904534,150.0987625,1.0822864,101.7051101,27.2903745,19.9268924,35.7857063,27.7134618
0.9850000,0.2350000,0.2067333,26.6516474,-72.7058930,124.3161678,0.5703206,83.2962336,13.6046330,3.7728367,28.9518225,23.2469544
0.9900000,0.2400000,0.2117333,21.9078332,-82.0047796,103.2481701,0.1832961,68.2756534,-0.3588028,-10.6845497,23.4296147,19.5893047
0.9950000,0.2450000,0.2167333,18.0468403,-89.3391573,72.1991530,-0.0979652,56.0186231,-11.4366204,-23.8629437,18.9587894,16.5823874
1.0000000,0.2500000,0.2217333,14.8931972,-95.1300692,36.2256581,-0.2933141,46.0174683,-20.1860593,-35.1518097,15.3290417,14.0970392
1.0050000,0.2550000,0.2267333,12.3043439,-99.7001532,7.1900421,-0.4212914,37.8580698,-27.1099333,-44.5786114,12.3713503,12.0228849
1.0100000,0.2600000,0.2317333,10.1593142,-103.2977622,-16.2133669,-0.4981300,31.2010432,-32.5973288,-52.4440703,9.9460677,10.2645621
1.0150000,0.2650000,0.2367333,8.3532148,-106.1149128,-35.0438270,-0.5374248,25.7675326,-36.9490407,-59.0433036,7.9328632,8.7448050
1.0200000,0.2700000,0.2417333,6.7996282,-108.3007154,-50.1617395,-0.5501881,21.3288377,-40.3983870,-64.6177573,6.2281709,7.4099757
1.0250000,0.2750000,0.2467333,5.4372616,-109.9714741,-62.4499975,-0.5451107,17.6982142,-43.1269738,-69.3577098,4.7504821,6.2312014
1.0300000,0.2800000,0.2517333,4.2329522,-111.2183202,-74.8704159,-0.5289143,14.7232582,-45.2766335,-73.4120087,3.4474980,5.1975745
1.0350000,0.2850000,0.2567333,3.1753465,-112.1130134,-89.4975092,-0.5067306,12.2782164,-46.9585046,-76.8971858,2.2960011,4.3053751
1.0400000,0.2900000,0.2617333,2.2626031,-112.7124330,-102.9790259,-0.4824542,10.2566233,-48.2599690,-79.9048428,1.2914070,3.5498959
1.0450000,0.2950000,0.2667333,1.4922216,-113.0627272,-114.8516932,-0.4590245,8.5657555,-49.2499723,-82.5074564,0.4341310,2.9223596
1.0500000,0.3000000,0.2717333,0.8568465,-113.2091975,-125.3079763,-0.4386144,7.1251526,-49.9831209,-84.7628961,-0.2790645,2.4103779
1.0550000,0.3050000,0.2767333,0.3445526,-113.2576880,-134.5291222,-0.4227406,5.8699908,-50.5028449,-86.7178942,-0.8572331,1.9996522
1.0600000,0.3100000,0.2817333,-0.0591937,-113.7094932,-142.6608488,-0.4123412,4.7558861,-50.8438458,-88.4106466,-1.3137746,1.6755678
1.0650000,0.3150000,0.2867333,-0.3696168,-115.7574390,-149.8204811,-0.4078556,3.7593090,-51.0339942,-89.8727032,-1.6641166,1.4242480
1.0700000,0.3200000,0.2917333,-0.6013290,-119.1632457,-156.1037839,-0.4093138,2.8716036,-51.0958038,-91.1303399,-1.9238481,1.2330841
1.0750000,0.3250000,0.2967333,-0.7676438,-122.6689941,-161.5904058,-0.4164284,2.0904460,-51.0475974,-92.2056551,-2.1075799,1.0908880
1.0800000,0.3300000,0.3017333,-0.8803403,-125.8414154,-166.3482787,-0.4286853,1.4135071,-50.9045887,-93.1176191,-2.2284112,0.9878144
1.0850000,0.3350000,0.3067333,-0.9497146,-128.6129205,-170.4374189,-0.4454377,0.8358229,-50.6809518,-93.8830655,-2.2978048,0.9151716
1.0900000,0.3400000,0.3117333,-0.9847895,-130.9870124,-173.9136530,-0.4660152,0.3497553,-50.3983142,-94.5171861,-2.3257143,0.8652034
1.0950000,0.3450000,0.3167333,-0.9935901,-132.9812696,-176.8328430,-0.4898530,-0.0540129,-50.1217556,-95.0329085,-2.3208477,0.8308997
1.1000000,0.3500000,0.3217333,-0.9834151,-134.6172032,-179.2559124,-0.5166127,-0.3853952,-50.0648301,-95.4391536,-2.2909849,0.8058710
1.1050000,0.3550000,0.3267333,-0.9610498,-135.9179478,-181.2536447,-0.5462167,-0.6540875,-50.6508862,-95.7391923,-2.2432829,0.7843010
1.1100000,0.3600000,0.3317333,-0.9328911,-136.9073976,-182.9070855,-0.5787334,-0.8690701,-52.0421100,-95.9309762,-2.1845162,0.7609839
1.1150000,0.3650000,0.3367333,-0.9049599,-137.6097330,-184.2966483,-0.6141568,-1.0383644,-53.8031265,-96.0104710,-2.1212147,0.7314369
1.1200000,0.3700000,0.3417333,-0.8827943,-138.0491940,-185.4794800,-0.6522310,-1.1689753,-55.5080286,-95.9769652,-2.0596719,0.6920705
1.1250000,0.3750000,0.3467333,-0.8712219,-138.2500771,-186.4722582,-0.6924439,-1.2669668,-56.9883769,-95.8379759,-2.0058022,0.6403733
1.1300000,0.3800000,0.3517333,-0.8740395,-138.2368344,-187.2583281,-0.7341839,-1.3376334,-58.2073973,-95.6155515,-1.9648387,0.5750422
1.1350000,0.3850000,0.3567333,-0.8936811,-138.0340315,-187.8107463,-0.7769277,-1.3857369,-59.1724402,-95.3645823,-1.9409014,0.4959859
1.1400000,0.3900000,0.3617333,-0.9310016,-137.6658831,-188.1089134,-0.8203381,-1.4157719,-59.9042611,-95.1951654,-1.9365438,0.4041586
1.1450000,0.3950000,0.3667333,-0.9853054,-137.1551246,-188.1424751,-0.8642384,-1.4322207,-60.4275974,-95.2240789,-1.9524596,0.3012655
1.1500000,0.4000000,0.3717333,-1.0546535,-136.5212724,-187.9098739,-0.9084948,-1.4397619,-60.7682479,-95.4398072,-1.9875218,0.1894564
1.1550000,0.4050000,0.3767333,-1.1363315,-135.7796874,-187.4185619,-0.9529427,-1.4433918,-60.9518295,-95.6920565,-2.0391882,0.0711060
1.1600000,0.4100000,0.3817333,-1.2272815,-134.9993693,-186.6912865,-0.9975351,-1.4484082,-61.0026783,-95.8335657,-2.1041016,-0.0513242
1.1650000,0.4150000,0.3867333,-1.3243851,-135.5752763,-185.7936346,-1.0425463,-1.4601827,-60.9426293,-95.7963268,-2.1786258,-0.1754389
1.1700000,0.4200000,0.3917333,-1.4246547,-139.6622170,-184.9461245,-1.0883871,-1.4836847,-60.7899366,-95.5786520,-2.2591907,-0.2991138
1.1750000,0.4250000,0.3967333,-1.5254358,-143.6118605,-184.6750199,-1.1351172,-1.5228296,-60.5591295,-95.2141194,-2.3425170,-0.4206842
1.1800000,0.4300000,0.4017333,-1.6246133,-146.3817187,-185.2277470,-1.1822323,-1.5798777,-60.2671965,-94.7449970,-2.4258303,-0.5390231
1.1850000,0.4350000,0.4067333,-1.7207265,-148.1533690,-186.0036884,-1.2289449,-1.6551372,-59.9739771,-94.2021181,-2.5070442,-0.6534967
1.1900000,0.4400000,0.4117333,-1.8129416,-149.1316522,-186.4817211,-1.2746881,-1.7470733,-59.8969379,-93.5954720,-2.5848231,-0.7638557
1.1950000,0.4450000,0.4167333,-1.9009275,-149.5121106,-186.5227357,-1.3192760,-1.8527203,-60.3873082,-92.9178640,-2.6584989,-0.8701203
1.2000000,0.4500000,0.4217333,-1.9847060,-150.1965053,-186.1539006,-1.3624109,-1.9682330,-61.4134898,-92.1563965,-2.7279079,-0.9724672
1.2050000,0.4550000,0.4267333,-2.0645049,-152.7147009,-185.4537829,-1.4030254,-2.0894662,-62.5303026,-91.3027490,-2.7932150,-1.0711033
1.2100000,0.4600000,0.4317333,-2.1406004,-155.1881530,-184.5068550,-1.4390157,-2.2125084,-63.4349922,-90.3573200,-2.8547388,-1.1661553
1.2150000,0.4650000,0.4367333,-2.2131733,-156.5225740,-183.3756260,-1.4675404,-2.3340875,-64.0619175,-89.3281800,-2.9127712,-1.2576561
1.2200000,0.4700000,0.4417333,-2.2822607,-156.8328261,-182.0893863,-1.4857954,-2.4517887,-64.5071523,-88.2279425,-2.9674436,-1.3456284
1.2250000,0.4750000,0.4467333,-2.3478396,-156.3758877,-180.6537564,-1.4918545,-2.5640855,-64.9555967,-87.0707877,-3.0187284,-1.4301361
1.2300000,0.4800000,0.4517333,-2.4099236,-155.3818833,-179.0683483,-1.4851288,-2.6702281,-65.4797796,-85.8704716,-3.0665631,-1.5112062
1.2350000,0.4850000,0.4567333,-2.4685351,-154.0297923,-177.3379442,-1.4663195,-2.7700391,-65.9567739,-84.6393072,-3.1109364,-1.5887301
1.2400000,0.4900000,0.4617333,-2.5236066,-152.4378345,-175.4747161,-1.4370422,-2.8636581,-66.2572507,-83.3878349,-3.1518364,-1.6625078
