# r[nm],d[nm],daligned[nm],U(d)[kj/mol],V(d)[e/nm]
0.1175104,0.1175104,0.1129587,1607.5038058,0.0000000
0.1225104,0.1225104,0.1179587,1270.3084069,0.0000000
0.1275104,0.1275104,0.1229587,1005.9932696,0.0000000
0.1325104,0.1325104,0.1279587,798.3392423,0.0000000
0.1375104,0.1375104,0.1329587,634.8380411,0.0000000
0.1425104,0.1425104,0.1379587,505.8234316,0.0000000
0.1475104,0.1475104,0.1429587,403.8092770,0.0000000
0.1525104,0.1525104,0.1479587,322.9847495,0.0000000
0.1575104,0.1575104,0.1529587,258.8289310,0.0000000
0.1625104,0.1625104,0.1579587,207.8161352,0.0000000
0.1675104,0.1675104,0.1629587,167.1901584,0.0000000
0.1725104,0.1725104,0.1679587,134.7905118,0.0000000
0.1775104,0.1775104,0.1729587,108.9159653,0.0000000
0.1825104,0.1825104,0.1779587,88.2106135,0.0000000
0.1875104,0.1875104,0.1829587,71.5688455,0.0000000
0.1925104,0.1925104,0.1879587,58.0875459,0.0000000
0.1975104,0.1975104,0.1929587,47.0744767,0.0000000
0.2025104,0.2025104,0.1979587,38.0358751,0.0000000
0.2075104,0.2075104,0.2029587,30.5996398,0.0000000
0.2125104,0.2125104,0.2079587,24.4463975,0.0000000
0.2175104,0.2175104,0.2129587,19.2968296,0.0000000
0.2225104,0.2225104,0.2179587,14.9296602,0.0000000
0.2275104,0.2275104,0.2229587,11.1910451,0.0000000
0.2325104,0.2325104,0.2279587,7.9818600,0.0000000
0.2375104,0.2375104,0.2329587,5.2362859,0.0000000
0.2425104,0.2425104,0.2379587,2.9053521,0.0000000
0.2475104,0.2475104,0.2429587,0.9471261,0.0000000
0.2525104,0.2525104,0.2479587,-0.6786235,0.0000000
0.2575104,0.2575104,0.2529587,-2.0124094,0.0000000
0.2625104,0.2625104,0.2579587,-3.0945500,0.0000000
0.2675104,0.2675104,0.2629587,-3.9634398,0.0000000
0.2725104,0.2725104,0.2679587,-4.6536512,0.0000000
0.2775104,0.2775104,0.2729587,-5.1946214,0.0000000
0.2825104,0.2825104,0.2779587,-5.6103299,0.0000000
0.2875104,0.2875104,0.2829587,-5.9199460,0.0000000
0.2925104,0.2925104,0.2879587,-6.1390126,0.0000000
0.2975104,0.2975104,0.2929587,-6.2806272,0.0000000
0.3025104,0.3025104,0.2979587,-6.3562833,0.0000000
0.3075104,0.3075104,0.3029587,-6.3763199,0.0000000
0.3125104,0.3125104,0.3079587,-6.3500912,0.0000000
0.3175104,0.3175104,0.3129587,-6.2859968,0.0000000
0.3225104,0.3225104,0.3179587,-6.1914747,0.0000000
0.3275104,0.3275104,0.3229587,-6.0730078,0.0000000
0.3325104,0.3325104,0.3279587,-5.9361607,0.0000000
0.3375104,0.3375104,0.3329587,-5.7856427,0.0000000
0.3425104,0.3425104,0.3379587,-5.6253896,0.0000000
0.3475104,0.3475104,0.3429587,-5.4586528,0.0000000
0.3525104,0.3525104,0.3479587,-5.2880902,0.0000000
0.3575104,0.3575104,0.3529587,-5.1158519,0.0000000
0.3625104,0.3625104,0.3579587,-4.9436588,0.0000000
0.3675104,0.3675104,0.3629587,-4.7728724,0.0000000
0.3725104,0.3725104,0.3679587,-4.6045557,0.0000000
0.3775104,0.3775104,0.3729587,-4.4395255,0.0000000
0.3825104,0.3825104,0.3779587,-4.2783965,0.0000000
0.3875104,0.3875104,0.3829587,-4.1216188,0.0000000
0.3925104,0.3925104,0.3879587,-3.9695083,0.0000000
0.3975104,0.3975104,0.3929587,-3.8222736,0.0000000
0.4025104,0.4025104,0.3979587,-3.6800362,0.0000000
0.4075104,0.4075104,0.4029587,-3.5428487,0.0000000
0.4125104,0.4125104,0.4079587,-3.4107092,0.0000000
0.4175104,0.4175104,0.4129587,-3.2835731,0.0000000
0.4225104,0.4225104,0.4179587,-3.1613624,0.0000000
0.4275104,0.4275104,0.4229587,-3.0439741,0.0000000
0.4325104,0.4325104,0.4279587,-2.9312861,0.0000000
0.4375104,0.4375104,0.4329587,-2.8231627,0.0000000
0.4425104,0.4425104,0.4379587,-2.7194588,0.0000000
0.4475104,0.4475104,0.4429587,-2.6200230,0.0000000
0.4525104,0.4525104,0.4479587,-2.5247003,0.0000000
