# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol],UMincline3(d)[kj/mol]
-0.7298559,-0.7298559,-0.0000001,44503.9949252,44503.9949252
-0.7198559,-0.7198559,0.0099999,44431.3501978,44431.3501978
-0.7098559,-0.7098559,0.0199999,43790.1733024,43790.1733024
-0.6998559,-0.6998559,0.0299999,42330.0982097,42330.0982097
-0.6898559,-0.6898559,0.0399999,40293.0061040,40293.0061040
-0.6798559,-0.6798559,0.0499999,38894.6556162,38894.6556162
-0.6698559,-0.6698559,0.0599999,40295.8477018,40295.8477018
-0.6598559,-0.6598559,0.0699999,45264.2338392,45264.2338392
-0.6498559,-0.6498559,0.0799999,60633.4891571,60633.4891571
-0.6398559,-0.6398559,0.0899999,64051.7301944,64051.7301944
-0.6298559,-0.6298559,0.0999999,73348.5124514,73348.5124514
-0.6198559,-0.6198559,0.1099999,60764.0321564,60764.0321564
-0.6098559,-0.6098559,0.1199999,50227.8731094,50227.8731094
-0.5998559,-0.5998559,0.1299999,30462.1807572,30462.1807572
-0.5898559,-0.5898559,0.1399999,18472.8708646,18472.8708646
-0.5798559,-0.5798559,0.1499999,11214.2343269,11214.2343269
-0.5698559,-0.5698559,0.1599999,6815.4311296,6815.4311296
-0.5598559,-0.5598559,0.1699999,4142.2021614,4142.2021614
-0.5498559,-0.5498559,0.1799999,2511.4119736,2511.4119736
-0.5398559,-0.5398559,0.1899999,1531.3952478,1512.4693921
-0.5298559,-0.5298559,0.1999999,917.2258939,898.3000382
-0.5198559,-0.5198559,0.2099999,538.6407911,519.7149354
-0.5098559,-0.5098559,0.2199999,305.1108800,286.1851736
-0.4998559,-0.4998559,0.2299999,161.3299040,142.4545031
-0.4898559,-0.4898559,0.2399999,72.4905787,54.5816799
-0.4798559,-0.4798559,0.2499999,17.0883287,-0.6033143
-0.4698559,-0.4698559,0.2599999,-16.0919844,-34.0778805
-0.4598559,-0.4598559,0.2699999,-34.9225841,-52.8120687
-0.4498559,-0.4498559,0.2799999,-44.9796724,-62.4231427
-0.4398559,-0.4398559,0.2899999,-49.7469757,-66.4264722
-0.4298559,-0.4298559,0.2999999,-51.2037636,-67.4852372
-0.4198559,-0.4198559,0.3099999,-50.5807812,-67.3807157
-0.4098559,-0.4098559,0.3199999,-48.7215020,-65.8153298
-0.3998559,-0.3998559,0.3299999,-46.1936488,-63.4658364
-0.3898559,-0.3898559,0.3399999,-43.3618995,-60.7452684
-0.3798559,-0.3798559,0.3499999,-40.4511782,-57.9029346
-0.3698559,-0.3698559,0.3599999,-37.5982727,-55.0858227
-0.3598559,-0.3598559,0.3699999,-34.9454265,-52.3767117
-0.3498559,-0.3498559,0.3799999,-32.9981706,-49.8181111
-0.3398559,-0.3398559,0.3899999,-32.4230548,-48.4301962
-0.3298559,-0.3298559,0.3999999,-32.5315857,-48.3698863
-0.3198559,-0.3198559,0.4099999,-32.3760863,-47.4566523
-0.3098559,-0.3098559,0.4199999,-31.7266623,-46.0403216
-0.2998559,-0.2998559,0.4299999,-30.6511859,-44.5483913
-0.2898559,-0.2898559,0.4399999,-29.2743352,-43.1358197
-0.2798559,-0.2798559,0.4499999,-27.7263779,-41.5387086
-0.2698559,-0.2698559,0.4599999,-26.1840634,-39.9567551
-0.2598559,-0.2598559,0.4699999,-25.0204300,-38.4224540
-0.2498559,-0.2498559,0.4799999,-24.5880024,-39.6626871
-0.2398559,-0.2398559,0.4899999,-24.7123683,-39.8601394
-0.2298559,-0.2298559,0.4999999,-24.8391384,-39.2750216
