# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
1.0710037,1.0710037,1.1200000,-0.8326107
1.0810037,1.0810037,1.1300000,-0.8029945
1.0910037,1.0910037,1.1400000,-0.7746727
1.1010037,1.1010037,1.1500000,-0.7475769
1.1110037,1.1110037,1.1600000,-0.7216430
1.1210037,1.1210037,1.1700000,-0.6968107
1.1310037,1.1310037,1.1800000,-0.6730236
1.1410037,1.1410037,1.1900000,-0.6502286
1.1510037,1.1510037,1.2000000,-0.6283760
1.1610037,1.1610037,1.2100000,-0.6074190
1.1710037,1.1710037,1.2200000,-0.5873133
1.1810037,1.1810037,1.2300000,-0.5680176
1.1910037,1.1910037,1.2400000,-0.5494926
1.2010037,1.2010037,1.2500000,-0.5317016
1.2110037,1.2110037,1.2600000,-0.5146096
1.2210037,1.2210037,1.2700000,-0.4981838
1.2310037,1.2310037,1.2800000,-0.4823932
1.2410037,1.2410037,1.2900000,-0.4672085
1.2510037,1.2510037,1.3000000,-0.4526020
1.2610037,1.2610037,1.3100000,-0.4385473
1.2710037,1.2710037,1.3200000,-0.4250197
1.2810037,1.2810037,1.3300000,-0.4119956
1.2910037,1.2910037,1.3400000,-0.3994527
1.3010037,1.3010037,1.3500000,-0.3873700
1.3110037,1.3110037,1.3600000,-0.3757273
1.3210037,1.3210037,1.3700000,-0.3645056
1.3310037,1.3310037,1.3800000,-0.3536869
1.3410037,1.3410037,1.3900000,-0.3432540
1.3510037,1.3510037,1.4000000,-0.3331907
1.3610037,1.3610037,1.4100000,-0.3234814
1.3710037,1.3710037,1.4200000,-0.3141114
1.3810037,1.3810037,1.4300000,-0.3050667
1.3910037,1.3910037,1.4400000,-0.2963340
1.4010037,1.4010037,1.4500000,-0.2879005
1.4110037,1.4110037,1.4600000,-0.2797541
1.4210037,1.4210037,1.4700000,-0.2718834
1.4310037,1.4310037,1.4800000,-0.2642772
1.4410037,1.4410037,1.4900000,-0.2569253
1.4510037,1.4510037,1.5000000,-0.2498174
1.4610037,1.4610037,1.5100000,-0.2429442
1.4710037,1.4710037,1.5200000,-0.2362965
1.4810037,1.4810037,1.5300000,-0.2298656
1.4910037,1.4910037,1.5400000,-0.2236432
1.5010037,1.5010037,1.5500000,-0.2176214
1.5110037,1.5110037,1.5600000,-0.2117925
1.5210037,1.5210037,1.5700000,-0.2061494
1.5310037,1.5310037,1.5800000,-0.2006850
1.5410037,1.5410037,1.5900000,-0.1953928
1.5510037,1.5510037,1.6000000,-0.1902664
1.5610037,1.5610037,1.6100000,-0.1852997
1.5710037,1.5710037,1.6200000,-0.1804869
1.5810037,1.5810037,1.6300000,-0.1758224
1.5910037,1.5910037,1.6400000,-0.1713009
