# r[nm],d[nm],daligned[nm],Ucline3(d)[kj/mol]
-0.0489963,-0.0489963,-0.0000000,230760.9919224
-0.0389963,-0.0389963,0.0100000,249261.4055408
-0.0289963,-0.0289963,0.0200000,265685.8812727
-0.0189963,-0.0189963,0.0300000,249076.6189568
-0.0089963,-0.0089963,0.0400000,198041.4658929
0.0010037,0.0010037,0.0500000,115676.7905785
0.0110037,0.0110037,0.0600000,73728.8603850
0.0210037,0.0210037,0.0700000,57659.3199511
0.0310037,0.0310037,0.0800000,56676.1289199
0.0410037,0.0410037,0.0900000,68431.5940735
0.0510037,0.0510037,0.1000000,59625.4895378
0.0610037,0.0610037,0.1100000,42166.5081683
0.0710037,0.0710037,0.1200000,31457.5245545
0.0810037,0.0810037,0.1300000,25478.2021099
0.0910037,0.0910037,0.1400000,23334.4832840
0.1010037,0.1010037,0.1500000,16493.9782396
0.1110037,0.1110037,0.1600000,10917.7590362
0.1210037,0.1210037,0.1700000,7127.5819282
0.1310037,0.1310037,0.1800000,4595.0043526
0.1410037,0.1410037,0.1900000,2925.0550676
0.1510037,0.1510037,0.2000000,1854.0422686
0.1610037,0.1610037,0.2100000,1148.7779768
0.1710037,0.1710037,0.2200000,695.3075267
0.1810037,0.1810037,0.2300000,405.8552143
0.1910037,0.1910037,0.2400000,222.5978996
0.2010037,0.2010037,0.2500000,107.8303775
0.2110037,0.2110037,0.2600000,37.0579043
0.2210037,0.2210037,0.2700000,-5.7694820
0.2310037,0.2310037,0.2800000,-31.0033542
0.2410037,0.2410037,0.2900000,-45.1693998
0.2510037,0.2510037,0.3000000,-52.3948779
0.2610037,0.2610037,0.3100000,-55.2471289
0.2710037,0.2710037,0.3200000,-55.3953165
0.2810037,0.2810037,0.3300000,-53.9311490
0.2910037,0.2910037,0.3400000,-51.4715348
0.3010037,0.3010037,0.3500000,-48.3903048
0.3110037,0.3110037,0.3600000,-44.9948909
0.3210037,0.3210037,0.3700000,-41.6547239
0.3310037,0.3310037,0.3800000,-39.0882310
0.3410037,0.3410037,0.3900000,-37.6218245
0.3510037,0.3510037,0.4000000,-36.5079506
0.3610037,0.3610037,0.4100000,-35.2264709
0.3710037,0.3710037,0.4200000,-33.7033406
0.3810037,0.3810037,0.4300000,-32.0256420
0.3910037,0.3910037,0.4400000,-30.3119317
0.4010037,0.4010037,0.4500000,-28.6397441
0.4110037,0.4110037,0.4600000,-27.1643449
0.4210037,0.4210037,0.4700000,-26.3519185
0.4310037,0.4310037,0.4800000,-26.1978601
0.4410037,0.4410037,0.4900000,-26.0664556
0.4510037,0.4510037,0.5000000,-25.6280259
0.4610037,0.4610037,0.5100000,-24.8660195
0.4710037,0.4710037,0.5200000,-23.8784448
0.4810037,0.4810037,0.5300000,-22.7856966
0.4910037,0.4910037,0.5400000,-21.6580128
0.5010037,0.5010037,0.5500000,-20.4822319
0.5110037,0.5110037,0.5600000,-19.2223917
0.5210037,0.5210037,0.5700000,-17.8885277
0.5310037,0.5310037,0.5800000,-16.5293383
0.5410037,0.5410037,0.5900000,-15.1977713
0.5510037,0.5510037,0.6000000,-13.9332471
0.5610037,0.5610037,0.6100000,-12.7590652
0.5710037,0.5710037,0.6200000,-11.6855549
0.5810037,0.5810037,0.6300000,-10.7141133
0.5910037,0.5910037,0.6400000,-9.8405892
0.6010037,0.6010037,0.6500000,-9.0577623
0.6110037,0.6110037,0.6600000,-8.3570354
0.6210037,0.6210037,0.6700000,-7.7295179
0.6310037,0.6310037,0.6800000,-7.1666697
0.6410037,0.6410037,0.6900000,-6.6606412
0.6510037,0.6510037,0.7000000,-6.2044154
0.6610037,0.6610037,0.7100000,-5.7918304
0.6710037,0.6710037,0.7200000,-5.4175346
0.6810037,0.6810037,0.7300000,-5.0769095
0.6910037,0.6910037,0.7400000,-4.7659812
0.7010037,0.7010037,0.7500000,-4.4813331
0.7110037,0.7110037,0.7600000,-4.2200244
0.7210037,0.7210037,0.7700000,-3.9795187
0.7310037,0.7310037,0.7800000,-3.7576219
0.7410037,0.7410037,0.7900000,-3.5524295
0.7510037,0.7510037,0.8000000,-3.3622822
0.7610037,0.7610037,0.8100000,-3.1857289
0.7710037,0.7710037,0.8200000,-3.0214955
0.7810037,0.7810037,0.8300000,-2.8684593
0.7910037,0.7910037,0.8400000,-2.7256271
0.8010037,0.8010037,0.8500000,-2.5921171
0.8110037,0.8110037,0.8600000,-2.4671439
0.8210037,0.8210037,0.8700000,-2.3500055
0.8310037,0.8310037,0.8800000,-2.2400724
0.8410037,0.8410037,0.8900000,-2.1367790
0.8510037,0.8510037,0.9000000,-2.0396149
0.8610037,0.8610037,0.9100000,-1.9481189
0.8710037,0.8710037,0.9200000,-1.8618731
0.8810037,0.8810037,0.9300000,-1.7804976
0.8910037,0.8910037,0.9400000,-1.7036470
0.9010037,0.9010037,0.9500000,-1.6310058
0.9110037,0.9110037,0.9600000,-1.5622858
0.9210037,0.9210037,0.9700000,-1.4972230
0.9310037,0.9310037,0.9800000,-1.4355754
0.9410037,0.9410037,0.9900000,-1.3771203
0.9510037,0.9510037,1.0000000,-1.3216531
0.9610037,0.9610037,1.0100000,-1.2689848
0.9710037,0.9710037,1.0200000,-1.2189413
0.9810037,0.9810037,1.0300000,-1.1713614
0.9910037,0.9910037,1.0400000,-1.1260961
1.0010037,1.0010037,1.0500000,-1.0830072
1.0110037,1.0110037,1.0600000,-1.0419664
1.0210037,1.0210037,1.0700000,-1.0028547
1.0310037,1.0310037,1.0800000,-0.9655613
1.0410037,1.0410037,1.0900000,-0.9299831
1.0510037,1.0510037,1.1000000,-0.8960240
1.0610037,1.0610037,1.1100000,-0.8635944
