# r[nm],d[nm],daligned[nm],UC(d)[kJ/mol],UK(d)[kJ/mol],UCl(d)[kJ/mol],UC2A(d)[kJ/mol],UC4A(d)[kJ/mol],UCPlus(d)[kJ/mol],UCMinus(d)[kJ/mol],UCMoreLJ(d)[kJ/mol],UCLessLJ(d)[kJ/mol],UCMin(d)[kJ/mol],UKMin(d)[kJ/mol],UClMin(d)[kJ/mol],UC2AMin(d)[kJ/mol],UC4AMin(d)[kJ/mol],UCPlusMin(d)[kJ/mol],UCMinusMin(d)[kJ/mol],UCMoreLJMin(d)[kJ/mol],UCLessLJMin(d)[kJ/mol]
-1.5140909,-1.5140909,-1.4501266,34209.7205414,20583.5943091,158542.8310995,1278.8784569,110659.8089419,34209.7205414,34209.7205414,40327.7460034,25505.5060543,34209.7205414,20583.5943091,158542.8310995,1264.2895232,110659.8089419,34209.7205414,34209.7205414,40327.7460034,25505.5060543
-1.5090909,-1.5090909,-1.4451266,30163.8671891,18132.2853652,139997.8012694,1114.1810474,97708.9788569,30163.8671891,30163.8671891,35558.3370818,22489.0669973,30163.8671891,18132.2853652,139997.8012694,1098.7712705,97708.9788569,30163.8671891,30163.8671891,35558.3370818,22489.0669973
-1.5040909,-1.5040909,-1.4401266,26720.5831736,16046.6342064,124207.8571282,972.7812835,86682.3797138,26720.5831736,26720.5831736,31499.2602756,19921.8814163,26720.5831736,16046.6342064,124207.8571282,958.4437654,86682.3797138,26720.5831736,26720.5831736,31499.2602756,19921.8814163
-1.4990909,-1.4990909,-1.4351266,23751.4881216,14249.0370304,110582.3682057,853.3317832,77167.6199678,23751.4881216,23751.4881216,27999.1758194,17708.2336394,23751.4881216,14249.0370304,110582.3682057,838.2241556,77167.6199678,23751.4881216,23751.4881216,27999.1758194,17708.2336394
-1.4940909,-1.4940909,-1.4301266,20679.5428775,12393.8448014,96428.3473994,732.1599751,67285.6642043,20679.5428775,20679.5428775,24377.8475660,15417.9045522,20679.5428775,12393.8448014,96428.3473994,718.2470006,67285.6642043,20679.5428775,20679.5428775,24377.8475660,15417.9045522
-1.4890909,-1.4890909,-1.4251266,17586.0412045,10521.1558165,82227.5925713,606.2600872,57369.3427334,17586.0412045,17586.0412045,20731.1077577,13111.5037865,17586.0412045,10521.1558165,82227.5925713,593.2055086,57369.3427334,17586.0412045,17586.0412045,20731.1077577,13111.5037865
-1.4840909,-1.4840909,-1.4201266,14988.6415902,8949.5443003,70297.9747991,502.4482844,49039.1433529,14988.6415902,14988.6415902,17669.1923062,11174.9784206,14988.6415902,8949.5443003,70297.9747991,488.9296113,49039.1433529,14988.6415902,14988.6415902,17669.1923062,11174.9784206
-1.4790909,-1.4790909,-1.4151266,12864.9746475,7664.7638014,60540.5828080,417.8965907,42225.8865743,12864.9746475,12864.9746475,15165.7313101,9591.6506644,12864.9746475,7664.7638014,60540.5828080,403.8505568,42225.8865743,12864.9746475,12864.9746475,15165.7313101,9591.6506644
-1.4740909,-1.4740909,-1.4101266,11152.6755600,6629.1974405,52669.0993929,349.9688586,36729.6342050,11152.6755600,11152.6755600,13147.2067039,8315.0236107,11152.6755600,6629.1974405,52669.0993929,335.5761387,36729.6342050,11152.6755600,11152.6755600,13147.2067039,8315.0236107
-1.4690909,-1.4690909,-1.4051266,9794.3288448,5807.9649675,46421.4765235,296.2855391,32367.3487254,9794.3288448,9794.3288448,11545.9348885,7302.2903928,9794.3288448,5807.9649675,46421.4765235,281.6695341,32367.3487254,9794.3288448,9794.3288448,11545.9348885,7302.2903928
