# r[nm],d[nm],daligned[nm],Ucline(d)[kj/mol]
0.7500000,0.0000000,-0.0222244,261752.9160670
0.7600000,0.0100000,-0.0122244,210884.7047633
0.7700000,0.0200000,-0.0022244,164907.1305980
0.7800000,0.0300000,0.0077756,127242.7217131
0.7900000,0.0400000,0.0177756,100612.8001789
0.8000000,0.0500000,0.0277756,90317.2035335
0.8100000,0.0600000,0.0377756,94170.5773595
0.8200000,0.0700000,0.0477756,82220.8083631
0.8300000,0.0800000,0.0577756,85976.6492309
0.8400000,0.0900000,0.0677756,102844.9192879
0.8500000,0.1000000,0.0777756,63190.8056611
0.8600000,0.1100000,0.0877756,38777.5227787
0.8700000,0.1200000,0.0977756,23832.5270352
0.8800000,0.1300000,0.1077756,14696.3562813
0.8900000,0.1400000,0.1177756,9101.5115766
0.9000000,0.1500000,0.1277756,5661.9036495
0.9100000,0.1600000,0.1377756,3536.0501573
0.9200000,0.1700000,0.1477756,2214.1619529
0.9300000,0.1800000,0.1577756,1405.3634428
0.9400000,0.1900000,0.1677756,884.1212459
0.9500000,0.2000000,0.1777756,547.9444649
0.9600000,0.2100000,0.1877756,336.6857942
0.9700000,0.2200000,0.1977756,204.5173425
0.9800000,0.2300000,0.2077756,121.3561054
0.9900000,0.2400000,0.2177756,68.5943738
1.0000000,0.2500000,0.2277756,34.7999704
1.0100000,0.2600000,0.2377756,13.1058303
1.0200000,0.2700000,0.2477756,-0.7705320
1.0300000,0.2800000,0.2577756,-9.7295105
1.0400000,0.2900000,0.2677756,-16.1337184
1.0500000,0.3000000,0.2777756,-20.8209576
1.0600000,0.3100000,0.2877756,-23.5610765
1.0700000,0.3200000,0.2977756,-24.6312926
1.0800000,0.3300000,0.3077756,-24.5563176
1.0900000,0.3400000,0.3177756,-23.8395686
1.1000000,0.3500000,0.3277756,-22.8586818
1.1100000,0.3600000,0.3377756,-21.7956928
1.1200000,0.3700000,0.3477756,-20.6961066
1.1300000,0.3800000,0.3577756,-19.7565351
1.1400000,0.3900000,0.3677756,-19.3657661
1.1500000,0.4000000,0.3777756,-19.4005696
1.1600000,0.4100000,0.3877756,-19.3661872
1.1700000,0.4200000,0.3977756,-19.0369196
1.1800000,0.4300000,0.4077756,-18.4164407
